county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Robertson,1,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1204,0,0,0
Robertson,2,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1602,0,0,0
Robertson,3,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,572,0,0,0
Robertson,4,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,496,0,0,0
Robertson,5,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1553,0,0,0
Robertson,6,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1619,0,0,0
Robertson,7,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,88,0,0,0
Robertson,8,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,239,0,0,0
Robertson,11,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1124,0,0,0
Robertson,13,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,191,0,0,0
Robertson,16,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,160,0,0,0
Robertson,18,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,101,0,0,0
Robertson,19,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,531,0,0,0
Robertson,22,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1358,0,0,0
Robertson,23,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,830,0,0,0
Robertson,1,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,742,240,436,66
Robertson,2,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,758,268,429,61
Robertson,3,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,367,158,183,26
Robertson,4,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,313,59,230,24
Robertson,5,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,881,314,501,66
Robertson,6,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,887,306,539,42
Robertson,7,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,45,33,8,4
Robertson,8,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,184,129,33,22
Robertson,11,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,639,301,284,54
Robertson,13,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,137,31,99,7
Robertson,16,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,99,46,47,6
Robertson,18,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,56,26,27,3
Robertson,19,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,355,92,236,27
Robertson,22,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,555,214,278,63
Robertson,23,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,319,136,156,27
Robertson,1,Straight Party,,REP,Republican Party,186,51,126,9
Robertson,2,Straight Party,,REP,Republican Party,192,55,117,20
Robertson,3,Straight Party,,REP,Republican Party,147,59,74,14
Robertson,4,Straight Party,,REP,Republican Party,131,25,92,14
Robertson,5,Straight Party,,REP,Republican Party,248,83,148,17
Robertson,6,Straight Party,,REP,Republican Party,339,105,216,18
Robertson,7,Straight Party,,REP,Republican Party,10,4,4,2
Robertson,8,Straight Party,,REP,Republican Party,84,51,18,15
Robertson,11,Straight Party,,REP,Republican Party,237,105,112,20
Robertson,13,Straight Party,,REP,Republican Party,56,11,43,2
Robertson,16,Straight Party,,REP,Republican Party,33,13,18,2
Robertson,18,Straight Party,,REP,Republican Party,24,11,10,3
Robertson,19,Straight Party,,REP,Republican Party,179,48,112,19
Robertson,22,Straight Party,,REP,Republican Party,50,19,27,4
Robertson,23,Straight Party,,REP,Republican Party,85,35,47,3
Robertson,1,Straight Party,,DEM,Democratic Party,264,98,124,42
Robertson,2,Straight Party,,DEM,Democratic Party,171,88,70,13
Robertson,3,Straight Party,,DEM,Democratic Party,14,5,7,2
Robertson,4,Straight Party,,DEM,Democratic Party,9,1,7,1
Robertson,5,Straight Party,,DEM,Democratic Party,131,54,57,20
Robertson,6,Straight Party,,DEM,Democratic Party,81,43,31,7
Robertson,7,Straight Party,,DEM,Democratic Party,15,12,1,2
Robertson,8,Straight Party,,DEM,Democratic Party,4,4,0,0
Robertson,11,Straight Party,,DEM,Democratic Party,78,36,27,15
Robertson,13,Straight Party,,DEM,Democratic Party,9,5,3,1
Robertson,16,Straight Party,,DEM,Democratic Party,8,1,5,2
Robertson,18,Straight Party,,DEM,Democratic Party,1,1,0,0
Robertson,19,Straight Party,,DEM,Democratic Party,9,3,6,0
Robertson,22,Straight Party,,DEM,Democratic Party,358,141,166,51
Robertson,23,Straight Party,,DEM,Democratic Party,110,59,36,15
Robertson,1,Straight Party,,LIB,Libertarian Party,3,2,0,1
