county,office,district,candidate,party,precinct,early_voting,election_day,votes
Baylor,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,4,0,2,2
Baylor,U.S. Senate,,Edward Wayne Kimbrough,DEM,1,0,1,1
Baylor,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,1,0,3,3
Baylor,U.S. Senate,,Robert Francis O'Rourke,DEM,1,0,2,2
Baylor,U.S. Senate,,Edward Wayne Kimbrough,DEM,2,2,6,8
Baylor,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,2,0,2,2
Baylor,U.S. Senate,,Robert Francis O'Rourke,DEM,2,2,4,6
Baylor,U.S. Senate,,Edward Wayne Kimbrough,DEM,3,0,1,1
Baylor,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,3,2,0,2
Baylor,U.S. Senate,,Robert Francis O'Rourke,DEM,3,1,1,2
Baylor,U.S. Senate,,Edward Wayne Kimbrough,DEM,4,0,0,0
Baylor,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,4,2,2,4
Baylor,U.S. Senate,,Robert Francis O'Rourke,DEM,4,2,1,3
Baylor,Attorney General,,Justin Adatto  Nelson,DEM,1,0,6,6
Baylor,Attorney General,,Justin Adatto  Nelson,DEM,2,2,10,12
Baylor,Attorney General,,Justin Adatto  Nelson,DEM,3,0,2,2
Baylor,Attorney General,,Justin Adatto  Nelson,DEM,4,35,2,37
Baylor,U.S. Senate,,Bruce Jacobson,REP,1,0,2,2
Baylor,U.S. Senate,,Geraldine Sam,REP,1,2,1,3
Baylor,U.S. Senate,,Mary Miller,REP,1,0,3,3
Baylor,U.S. Senate,,Rafael  Cruz,REP,1,35,75,110
Baylor,U.S. Senate,,Stefano de Stefano IV,REP,1,1,2,3
Baylor,U.S. Senate,,Bruce Jacobson,REP,2,0,0,0
Baylor,U.S. Senate,,Geraldine Sam,REP,2,1,0,1
Baylor,U.S. Senate,,Mary Miller,REP,2,1,2,3
Baylor,U.S. Senate,,Rafael  Cruz,REP,2,28,41,69
Baylor,U.S. Senate,,Stefano de Stefano IV,REP,2,0,3,3
Baylor,U.S. Senate,,Bruce Jacobson,REP,3,0,1,1
Baylor,U.S. Senate,,Geraldine Sam,REP,3,1,1,2
Baylor,U.S. Senate,,Mary Miller,REP,3,1,1,2
Baylor,U.S. Senate,,Rafael  Cruz,REP,3,25,39,64
Baylor,U.S. Senate,,Stefano de Stefano IV,REP,3,0,0,0
Baylor,U.S. Senate,,Bruce Jacobson,REP,4,3,0,3
Baylor,U.S. Senate,,Geraldine Sam,REP,4,1,0,1
Baylor,U.S. Senate,,Mary Miller,REP,4,4,7,11
Baylor,U.S. Senate,,Rafael  Cruz,REP,4,75,94,169
Baylor,U.S. Senate,,Stefano de Stefano IV,REP,4,0,0,0
Baylor,U.S. House,13,William  Thornberry,REP,1,36,74,110
Baylor,U.S. House,13,William  Thornberry,REP,2,28,44,72
Baylor,U.S. House,13,William  Thornberry,REP,3,26,40,66
Baylor,U.S. House,13,William  Thornberry,REP,4,73,94,167
Baylor,State Representative,69,James  Frank,REP,1,30,59,89
Baylor,State Representative,69,James  Frank,REP,2,26,37,63
Baylor,State Representative,69,James  Frank,REP,3,21,32,53
Baylor,State Representative,69,James  Frank,REP,4,57,64,121
Baylor,Governor,,Barbara Krueger,REP,1,3,5,8
Baylor,Governor,,Gregory Abbott,REP,1,32,77,109
Baylor,Governor,,Larry Kilgore,REP,1,2,2,4
Baylor,Governor,,Barbara Krueger,REP,2,3,5,8
Baylor,Governor,,Gregory Abbott,REP,2,28,44,72
Baylor,Governor,,Larry Kilgore,REP,2,0,0,0
Baylor,Governor,,Barbara Krueger,REP,3,3,3,6
Baylor,Governor,,Gregory Abbott,REP,3,26,42,68
Baylor,Governor,,Larry Kilgore,REP,3,0,0,0
Baylor,Governor,,Barbara Krueger,REP,4,8,4,12
Baylor,Governor,,Gregory Abbott,REP,4,74,99,173
Baylor,Governor,,Larry Kilgore,REP,4,0,0,0
Baylor,Attorney General,,Warren Paxton,REP,1,29,72,101
Baylor,Attorney General,,Warren Paxton,REP,2,27,36,63
Baylor,Attorney General,,Warren Paxton,REP,3,21,35,56
Baylor,Attorney General,,Warren Paxton,REP,4,59,82,141
Baylor,Commissioner of the General Land Office,,George Bush,REP,1,18,37,55
Baylor,Commissioner of the General Land Office,,Jerry Patterson,REP,1,12,17,29
Baylor,Commissioner of the General Land Office,,Richard Range,REP,1,2,3,5
Baylor,Commissioner of the General Land Office,,William Edwards,REP,1,2,10,12
Baylor,Commissioner of the General Land Office,,George Bush,REP,2,15,21,36
Baylor,Commissioner of the General Land Office,,Jerry Patterson,REP,2,6,12,18
Baylor,Commissioner of the General Land Office,,Richard Range,REP,2,1,2,3
Baylor,Commissioner of the General Land Office,,William Edwards,REP,2,5,4,9
Baylor,Commissioner of the General Land Office,,George Bush,REP,3,15,25,40
Baylor,Commissioner of the General Land Office,,Jerry Patterson,REP,3,3,6,9
Baylor,Commissioner of the General Land Office,,Richard Range,REP,3,0,3,3
Baylor,Commissioner of the General Land Office,,William Edwards,REP,3,3,1,4
Baylor,Commissioner of the General Land Office,,George Bush,REP,4,47,59,106
Baylor,Commissioner of the General Land Office,,Jerry Patterson,REP,4,17,16,33
Baylor,Commissioner of the General Land Office,,Richard Range,REP,4,1,2,3
Baylor,Commissioner of the General Land Office,,William Edwards,REP,4,5,7,12
Baylor,Lieutenant Governor,,Dan Patrick,REP,1,21,36,57
Baylor,Lieutenant Governor,,Scott Milder,REP,1,14,42,56
Baylor,Lieutenant Governor,,Dan Patrick,REP,2,20,31,51
Baylor,Lieutenant Governor,,Scott Milder,REP,2,9,12,21
Baylor,Lieutenant Governor,,Dan Patrick,REP,3,16,20,36
Baylor,Lieutenant Governor,,Scott Milder,REP,3,12,22,34
Baylor,Lieutenant Governor,,Dan Patrick,REP,4,48,61,109
Baylor,Lieutenant Governor,,Scott Milder,REP,4,27,33,60
Baylor,Railroad Commissioner,,Christi Craddick,REP,1,20,41,61
Baylor,Railroad Commissioner,,Weston Martinez,REP,1,11,14,25
Baylor,Railroad Commissioner,,Christi Craddick,REP,2,21,28,49
Baylor,Railroad Commissioner,,Weston Martinez,REP,2,4,10,14
Baylor,Railroad Commissioner,,Christi Craddick,REP,3,17,30,47
Baylor,Railroad Commissioner,,Weston Martinez,REP,3,5,4,9
Baylor,Railroad Commissioner,,Christi Craddick,REP,4,43,59,102
Baylor,Railroad Commissioner,,Weston Martinez,REP,4,14,12,26
Baylor,Commissioner of Agriculture,,Jimmie Hogan,REP,1,11,21,32
Baylor,Commissioner of Agriculture,,Sidney Miller,REP,1,19,30,49
Baylor,Commissioner of Agriculture,,Trey Blocker,REP,1,5,14,19
Baylor,Commissioner of Agriculture,,Jimmie Hogan,REP,2,3,12,15
Baylor,Commissioner of Agriculture,,Sidney Miller,REP,2,21,25,46
Baylor,Commissioner of Agriculture,,Trey Blocker,REP,2,2,3,5
Baylor,Commissioner of Agriculture,,Jimmie Hogan,REP,3,3,10,13
Baylor,Commissioner of Agriculture,,Sidney Miller,REP,3,14,24,38
Baylor,Commissioner of Agriculture,,Trey Blocker,REP,3,5,4,9
Baylor,Commissioner of Agriculture,,Jimmie Hogan,REP,4,12,20,32
Baylor,Commissioner of Agriculture,,Sidney Miller,REP,4,47,43,90
Baylor,Commissioner of Agriculture,,Trey Blocker,REP,4,8,13,21
Baylor,Comptroller of Public Accounts,,Glenn Hegar,REP,1,28,61,89
Baylor,Comptroller of Public Accounts,,Glenn Hegar,REP,2,23,36,59
Baylor,Comptroller of Public Accounts,,Glenn Hegar,REP,3,20,28,48
Baylor,Comptroller of Public Accounts,,Glenn Hegar,REP,4,60,75,135
