county,office,district,candidate,party,precinct,early_voting,election_day,votes
Ward,Governor,,Guadalupe Valdez,DEM,4M,5,8,13
Ward,Governor,,James Jolly Clark,DEM,4M,0,0,0
Ward,Governor,,Jeffrey Alan Payne,DEM,4M,0,1,1
Ward,Governor,,Joseph William Mumbach,DEM,4M,0,0,0
Ward,Governor,,Robert Andrew  White,DEM,4M,0,2,2
Ward,Governor,,Thomas John Wakely,DEM,4M,0,4,4
Ward,Governor,,Adrian Ocegueda,DEM,4W,0,0,0
Ward,Governor,,"Cedric Wayne Davis, Sr.",DEM,4W,0,1,1
Ward,Governor,,Grady Yarbrough,DEM,4W,0,2,2
Ward,Governor,,Guadalupe Valdez,DEM,4W,0,0,0
Ward,Governor,,James Jolly Clark,DEM,4W,0,2,2
Ward,Governor,,Jeffrey Alan Payne,DEM,4W,0,3,3
Ward,Governor,,Joseph William Mumbach,DEM,4W,0,0,0
Ward,Governor,,Robert Andrew  White,DEM,4W,0,1,1
Ward,Governor,,Thomas John Wakely,DEM,4W,0,0,0
Ward,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,1E,26,13,39
Ward,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,1E,96,43,139
Ward,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,1W,0,8,8
Ward,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,1W,7,21,28
Ward,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,2,33,26,59
Ward,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,2,38,31,69
Ward,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,3N,20,6,26
Ward,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,3N,16,18,34
Ward,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,3S,1,10,11
Ward,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,3S,0,4,4
Ward,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,4E,22,15,37
Ward,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,4E,44,22,66
Ward,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,4M,0,5,5
Ward,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,4M,6,12,18
Ward,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,4W,0,7,7
Ward,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,4W,0,2,2
