county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Callahan,1,Straight Party,,REP,Republican Party REP,5,0,5,0
Callahan,1,Straight Party,,DEM,Democratic Party DEM,0,0,0,0
Callahan,1,Straight Party,,LIB,Libertarian Party LIB,0,0,0,0
Callahan,1,U.S. Senate,,REP,Ted Cruz,8,0,5,3
Callahan,1,U.S. Senate,,DEM,Beto O'Rourke,1,0,0,1
Callahan,1,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0
Callahan,1,U.S. House,11,REP,Mike Conaway,5,0,5,0
Callahan,1,U.S. House,11,DEM,Jennie Lou Leeder,1,0,0,1
Callahan,1,U.S. House,11,LIB,Rhett Rosenquest Smith,0,0,0,0
Callahan,1,Governor,,REP,Greg Abbott,8,0,5,3
Callahan,1,Governor,,DEM,Lupe Valdez,1,0,0,1
Callahan,1,Governor,,LIB,Mark Jay Tippetts,0,0,0,0
Callahan,1,Lieutenant Governor,,REP,Dan Patrick,8,0,5,3
Callahan,1,Lieutenant Governor,,DEM,Mike Collier,1,0,0,1
Callahan,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,0,0,0,0
Callahan,1,Attorney General,,REP,Ken Paxton,8,0,5,3
Callahan,1,Attorney General,,DEM,Justin Nelson,1,0,0,1
Callahan,1,Attorney General,,LIB,Michael Ray Harris,0,0,0,0
Callahan,1,Comptroller of Public Accounts,,REP,Glenn Hegar,8,0,5,3
Callahan,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,1,0,0,1
Callahan,1,Comptroller of Public Accounts,,LIB,Ben Sanders,0,0,0,0
Callahan,1,Commissioner of the General Land Office,,REP,George P. Bush,8,0,5,3
Callahan,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,1,0,0,1
Callahan,1,Commissioner of the General Land Office,,LIB,Matt Pina,0,0,0,0
Callahan,1,Commissioner of Agriculture,,REP,Sid Miller,8,0,5,3
Callahan,1,Commissioner of Agriculture,,DEM,Kim Olson,1,0,0,1
Callahan,1,Commissioner of Agriculture,,LIB,Richard Carpenter,0,0,0,0
Callahan,1,Railroad Commissioner,,REP,Christi Craddick,8,0,5,3
Callahan,1,Railroad Commissioner,,DEM,Roman McAllen,1,0,0,1
Callahan,1,Railroad Commissioner,,LIB,Mike Wright,0,0,0,0
Callahan,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,8,0,5,3
Callahan,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,1,0,0,1
Callahan,1,"Justice, Supreme Court, Place 4",,REP,John Devine,8,0,5,3
Callahan,1,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,1,0,0,1
Callahan,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,8,0,5,3
Callahan,1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,1,0,0,1
Callahan,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,8,0,5,3
Callahan,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,1,0,0,1
Callahan,1,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,0,0,0,0
Callahan,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,8,0,5,3
Callahan,1,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,1,0,0,1
Callahan,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,8,0,5,3
Callahan,1,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,1,0,0,1
Callahan,1,State Representative,60,REP,Mike Lang,6,0,5,1
Callahan,1,"Chief Justice, 11th Court of Appeals District",,REP,John Bailey,9,0,5,4
Callahan,1,County Judge,,REP,Gerry Scott Kniffen,5,0,5,0
Callahan,1,District Clerk,,REP,Sharon Owens,5,0,5,0
Callahan,1,County Clerk,,REP,Nicole Darnell Crocker,5,0,5,0
Callahan,1,County Treasurer,,REP,Jan Windham,5,0,5,0
Callahan,1,"Justice of the Peace, Precinct No. 1",,REP,Tom Rumfield,5,0,5,0
Callahan,1 - EISD,Straight Party,,REP,Republican Party REP,164,58,94,12
Callahan,1 - EISD,Straight Party,,DEM,Democratic Party DEM,12,8,2,2
Callahan,1 - EISD,Straight Party,,LIB,Libertarian Party LIB,1,1,0,0
Callahan,1 - EISD,U.S. Senate,,REP,Ted Cruz,199,69,116,14
Callahan,1 - EISD,U.S. Senate,,DEM,Beto O'Rourke,29,16,10,3
Callahan,1 - EISD,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0
Callahan,1 - EISD,U.S. House,11,REP,Mike Conaway,204,71,119,14
Callahan,1 - EISD,U.S. House,11,DEM,Jennie Lou Leeder,22,14,5,3
Callahan,1 - EISD,U.S. House,11,LIB,Rhett Rosenquest Smith,2,0,2,0
