county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Culberson,1,Conv. Center/Capitan Room,U.S. House,23,DEM,Angela Ann Villescaz,23,15,8
Culberson,1,Conv. Center/Capitan Room,U.S. House,23,DEM,Gina Maria Ortiz Jones,39,19,20
Culberson,1,Conv. Center/Capitan Room,U.S. House,23,DEM,Harry Jay Hulings,6,4,2
Culberson,1,Conv. Center/Capitan Room,U.S. House,23,DEM,Judith Ann Canales,11,5,6
Culberson,1,Conv. Center/Capitan Room,U.S. House,23,DEM,Ricardo Jose Trevio,25,11,14
Culberson,2,Methodist Church Hall,U.S. House,23,DEM,Angela Ann Villescaz,20,6,14
Culberson,2,Methodist Church Hall,U.S. House,23,DEM,Gina Maria Ortiz Jones,40,16,24
Culberson,2,Methodist Church Hall,U.S. House,23,DEM,Harry Jay Hulings,10,1,9
Culberson,2,Methodist Church Hall,U.S. House,23,DEM,Judith Ann Canales,24,8,16
Culberson,2,Methodist Church Hall,U.S. House,23,DEM,Ricardo Jose Trevio,29,9,20
Culberson,2,Methodist Church Hall,U.S. House,23,DEM,Ricardo Jose Trevio,22,1,21
Culberson,3~3,Choya Chateau/Rec Room,U.S. House,23,DEM,Angela Ann Villescaz,1,1,0
Culberson,3~3,Choya Chateau/Rec Room,U.S. House,23,DEM,Gina Maria Ortiz Jones,1,0,1
Culberson,3~3,Choya Chateau/Rec Room,U.S. House,23,DEM,Harry Jay Hulings,1,1,0
Culberson,3~3,Choya Chateau/Rec Room,U.S. House,23,DEM,Judith Ann Canales,2,2,0
Culberson,3~3,Choya Chateau/Rec Room,U.S. House,23,DEM,Ricardo Jose Trevio,15,15,0
Culberson,3~5,CCAISD/Board Room,U.S. House,23,DEM,Angela Ann Villescaz,22,14,8
Culberson,3~5,CCAISD/Board Room,U.S. House,23,DEM,Gina Maria Ortiz Jones,35,5,30
Culberson,3~5,CCAISD/Board Room,U.S. House,23,DEM,Harry Jay Hulings,14,10,4
Culberson,3~5,CCAISD/Board Room,U.S. House,23,DEM,Judith Ann Canales,15,12,3
Culberson,3~5,CCAISD/Board Room,U.S. House,23,DEM,Ricardo Jose Trevio,15,6,9
Culberson,4,OLOF/Kennedy Hall,U.S. House,23,DEM,Angela Ann Villescaz,23,12,11
Culberson,4,OLOF/Kennedy Hall,U.S. House,23,DEM,Gina Maria Ortiz Jones,32,2,30
Culberson,4,OLOF/Kennedy Hall,U.S. House,23,DEM,Harry Jay Hulings,10,9,1
Culberson,4,OLOF/Kennedy Hall,U.S. House,23,DEM,Judith Ann Canales,23,17,6
Culberson,1,Conv. Center/Capitan Room,Lieutenant Governor,,DEM,Michael  Cooper,63,31,32
Culberson,1,Conv. Center/Capitan Room,Lieutenant Governor,,DEM,Michael Edward Collier,28,17,11
Culberson,2,Methodist Church Hall,Lieutenant Governor,,DEM,Michael  Cooper,64,16,48
Culberson,2,Methodist Church Hall,Lieutenant Governor,,DEM,Michael Edward Collier,39,18,21
Culberson,3~3,Choya Chateau/Rec Room,Lieutenant Governor,,DEM,Michael  Cooper,4,3,1
Culberson,3~3,Choya Chateau/Rec Room,Lieutenant Governor,,DEM,Michael Edward Collier,1,1,0
Culberson,3~5,CCAISD/Board Room,Lieutenant Governor,,DEM,Michael  Cooper,50,23,27
Culberson,3~5,CCAISD/Board Room,Lieutenant Governor,,DEM,Michael Edward Collier,33,17,16
Culberson,4,OLOF/Kennedy Hall,Lieutenant Governor,,DEM,Michael  Cooper,67,27,40
Culberson,4,OLOF/Kennedy Hall,Lieutenant Governor,,DEM,Michael Edward Collier,28,15,13
Culberson,1,Conv. Center/Capitan Room,Governor,,DEM,Adrian Ocegueda,9,6,3
Culberson,1,Conv. Center/Capitan Room,Governor,,DEM,"Cedric Wayne Davis, Sr.",0,0,0
Culberson,1,Conv. Center/Capitan Room,Governor,,DEM,Grady Yarbrough,8,6,2
Culberson,1,Conv. Center/Capitan Room,Governor,,DEM,Guadalupe Valdez,58,29,29
Culberson,1,Conv. Center/Capitan Room,Governor,,DEM,James Jolly Clark,4,2,2
Culberson,1,Conv. Center/Capitan Room,Governor,,DEM,Jeffrey Alan Payne,4,3,1
Culberson,1,Conv. Center/Capitan Room,Governor,,DEM,Joseph William Mumbach,0,0,0
Culberson,1,Conv. Center/Capitan Room,Governor,,DEM,Robert Andrew  White,10,5,5
Culberson,1,Conv. Center/Capitan Room,Governor,,DEM,Thomas John Wakely,5,1,4
Culberson,2,Methodist Church Hall,Governor,,DEM,Adrian Ocegueda,11,5,6
Culberson,2,Methodist Church Hall,Governor,,DEM,"Cedric Wayne Davis, Sr.",1,0,1
Culberson,2,Methodist Church Hall,Governor,,DEM,Grady Yarbrough,4,0,4
Culberson,2,Methodist Church Hall,Governor,,DEM,Guadalupe Valdez,65,21,44
Culberson,2,Methodist Church Hall,Governor,,DEM,James Jolly Clark,3,2,1
Culberson,2,Methodist Church Hall,Governor,,DEM,Jeffrey Alan Payne,6,1,5
Culberson,2,Methodist Church Hall,Governor,,DEM,Joseph William Mumbach,5,0,5
Culberson,2,Methodist Church Hall,Governor,,DEM,Robert Andrew  White,9,4,5
Culberson,2,Methodist Church Hall,Governor,,DEM,Thomas John Wakely,7,2,5
Culberson,3~3,Choya Chateau/Rec Room,Governor,,DEM,Adrian Ocegueda,0,0,0
Culberson,3~3,Choya Chateau/Rec Room,Governor,,DEM,"Cedric Wayne Davis, Sr.",0,0,0
Culberson,3~3,Choya Chateau/Rec Room,Governor,,DEM,Grady Yarbrough,0,0,0
Culberson,3~3,Choya Chateau/Rec Room,Governor,,DEM,Guadalupe Valdez,1,0,1
Culberson,3~3,Choya Chateau/Rec Room,Governor,,DEM,James Jolly Clark,0,0,0
Culberson,3~3,Choya Chateau/Rec Room,Governor,,DEM,Jeffrey Alan Payne,0,0,0
Culberson,3~3,Choya Chateau/Rec Room,Governor,,DEM,Joseph William Mumbach,0,0,0
Culberson,3~3,Choya Chateau/Rec Room,Governor,,DEM,Robert Andrew  White,2,2,0
Culberson,3~3,Choya Chateau/Rec Room,Governor,,DEM,Thomas John Wakely,2,2,0
Culberson,3~5,CCAISD/Board Room,Governor,,DEM,Adrian Ocegueda,9,2,7
Culberson,3~5,CCAISD/Board Room,Governor,,DEM,"Cedric Wayne Davis, Sr.",7,3,4
Culberson,3~5,CCAISD/Board Room,Governor,,DEM,Grady Yarbrough,9,2,7
Culberson,3~5,CCAISD/Board Room,Governor,,DEM,Guadalupe Valdez,49,27,22
Culberson,3~5,CCAISD/Board Room,Governor,,DEM,James Jolly Clark,5,2,3
Culberson,3~5,CCAISD/Board Room,Governor,,DEM,Jeffrey Alan Payne,4,3,1
Culberson,3~5,CCAISD/Board Room,Governor,,DEM,Joseph William Mumbach,1,0,1
Culberson,3~5,CCAISD/Board Room,Governor,,DEM,Robert Andrew  White,7,4,3
Culberson,3~5,CCAISD/Board Room,Governor,,DEM,Thomas John Wakely,3,1,2
Culberson,4,OLOF/Kennedy Hall,Governor,,DEM,Adrian Ocegueda,11,3,8
Culberson,4,OLOF/Kennedy Hall,Governor,,DEM,"Cedric Wayne Davis, Sr.",4,2,2
Culberson,4,OLOF/Kennedy Hall,Governor,,DEM,Grady Yarbrough,8,0,8
Culberson,4,OLOF/Kennedy Hall,Governor,,DEM,Guadalupe Valdez,44,20,24
Culberson,4,OLOF/Kennedy Hall,Governor,,DEM,James Jolly Clark,6,3,3
Culberson,4,OLOF/Kennedy Hall,Governor,,DEM,Jeffrey Alan Payne,7,6,1
Culberson,4,OLOF/Kennedy Hall,Governor,,DEM,Joseph William Mumbach,4,2,2
Culberson,4,OLOF/Kennedy Hall,Governor,,DEM,Robert Andrew  White,10,5,5
Culberson,4,OLOF/Kennedy Hall,Governor,,DEM,Thomas John Wakely,8,2,6
Culberson,1,Conv. Center/Capitan Room,Attorney General,,DEM,Justin Adatto  Nelson,72,38,34
Culberson,2,Methodist Church Hall,Attorney General,,DEM,Justin Adatto  Nelson,86,29,57
Culberson,3~3,Choya Chateau/Rec Room,Attorney General,,DEM,Justin Adatto  Nelson,4,4,0
Culberson,3~5,CCAISD/Board Room,Attorney General,,DEM,Justin Adatto  Nelson,61,30,31
Culberson,4,OLOF/Kennedy Hall,Attorney General,,DEM,Justin Adatto  Nelson,78,35,43
Culberson,1,Conv. Center/Capitan Room,State Representative,74,DEM,"Alfonso Nevrez, Jr.",73,37,36
Culberson,2,Methodist Church Hall,State Representative,74,DEM,"Alfonso Nevrez, Jr.",89,26,63
Culberson,3~3,Choya Chateau/Rec Room,State Representative,74,DEM,"Alfonso Nevrez, Jr.",5,4,1
Culberson,3~5,CCAISD/Board Room,State Representative,74,DEM,"Alfonso Nevrez, Jr.",69,32,37
Culberson,4,OLOF/Kennedy Hall,State Representative,74,DEM,"Alfonso Nevrez, Jr.",78,35,43
Culberson,1,Conv. Center/Capitan Room,U. S. Senator,,DEM,Edward Wayne Kimbrough,12,6,6
Culberson,1,Conv. Center/Capitan Room,U. S. Senator,,DEM,Irasema Ramirez-Hernandez,38,18,20
Culberson,1,Conv. Center/Capitan Room,U. S. Senator,,DEM,Robert Francis O'Rourke,65,32,33
Culberson,2,Methodist Church Hall,U. S. Senator,,DEM,Edward Wayne Kimbrough,24,7,17
Culberson,2,Methodist Church Hall,U. S. Senator,,DEM,Irasema Ramirez-Hernandez,28,11,17
Culberson,2,Methodist Church Hall,U. S. Senator,,DEM,Robert Francis O'Rourke,90,27,63
Culberson,3~3,Choya Chateau/Rec Room,U. S. Senator,,DEM,Edward Wayne Kimbrough,0,0,0
Culberson,3~3,Choya Chateau/Rec Room,U. S. Senator,,DEM,Irasema Ramirez-Hernandez,0,0,0
Culberson,3~3,Choya Chateau/Rec Room,U. S. Senator,,DEM,Robert Francis O'Rourke,6,5,1
Culberson,3~5,CCAISD/Board Room,U. S. Senator,,DEM,Edward Wayne Kimbrough,14,6,8
Culberson,3~5,CCAISD/Board Room,U. S. Senator,,DEM,Irasema Ramirez-Hernandez,27,14,13
Culberson,3~5,CCAISD/Board Room,U. S. Senator,,DEM,Robert Francis O'Rourke,82,40,42
Culberson,4,OLOF/Kennedy Hall,U. S. Senator,,DEM,Edward Wayne Kimbrough,9,5,4
Culberson,4,OLOF/Kennedy Hall,U. S. Senator,,DEM,Irasema Ramirez-Hernandez,31,13,18
Culberson,4,OLOF/Kennedy Hall,U. S. Senator,,DEM,Robert Francis O'Rourke,100,38,62
Culberson,1,Conv. Center/Capitan Room,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,68,38,30
