county,precinct,office,district,party,candidate,votes,election_day,early_voting
Frio,1,Registered Voters,,REP,,37,,
Frio,1,U.S. Senate,,REP,Ted Cruz,34,17,17
Frio,1,U.S. Senate,,REP,Geraldine Sam,0,0,0
Frio,1,U.S. Senate,,REP,Mary Miller,0,0,0
Frio,1,U.S. Senate,,REP,"Bruce Jacobson, Jr.",0,0,0
Frio,1,U.S. Senate,,REP,Stefano de Stefano,1,1,0
Frio,1,US Representative,23,REP,Almar Arredondo-Lynch,10,5,5
Frio,1,US Representative,23,REP,Will Hurd,26,13,13
Frio,1,Governor,,REP,Greg Abbott,36,18,18
Frio,1,Governor,,REP,Barbara Krueger,1,1,0
Frio,1,Governor,,REP,SECEDE Kilgore,0,0,0
Frio,1,Lieutenant Governor,,REP,Scott Milder,3,2,1
Frio,1,Lieutenant Governor,,REP,Dan Patrick,34,17,17
Frio,1,Attorney General,,REP,Ken Paxton,30,17,13
Frio,1,Comptroller of Public Accounts,,REP,Glenn Hegar,28,14,14
Frio,1,Commissioner of the General Land Office,,REP,Davey Edwards,6,3,3
Frio,1,Commissioner of the General Land Office,,REP,Rick Range,1,1,0
Frio,1,Commissioner of the General Land Office,,REP,Jerry Patterson,8,3,5
Frio,1,Commissioner of the General Land Office,,REP,George P. Bush,22,11,11
Frio,1,Commissioner of Agriculture,,REP,Jim Hogan,6,3,3
Frio,1,Commissioner of Agriculture,,REP,Trey Blocker,11,5,6
Frio,1,Commissioner of Agriculture,,REP,Sid Miller,20,10,10
Frio,1,Railroad Commissioner,,REP,Weston Martinez,15,8,7
Frio,1,Railroad Commissioner,,REP,Christi Craddick,21,10,11
Frio,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,30,14,16
Frio,1,"Justice, Supreme Court, Place 4",,REP,John Devine,30,14,16
Frio,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,31,14,17
Frio,1,"Presiding Judge, Ct of Criminal Appeals",,REP,Sharon Keller,13,5,8
Frio,1,"Presiding Judge, Ct of Criminal Appeals",,REP,David Bridges,23,13,10
Frio,1,"Judge, Court of Criminal Appeals, Pl 7",,REP,Barbara Parker Harvey,30,13,17
Frio,1,"Judge, Court of Criminal Appeals, Pl 8",,REP,Jay Brandon,11,6,5
Frio,1,"Judge, Court of Criminal Appeals, Pl 8",,REP,Dib Waldrip,9,6,3
Frio,1,"Judge, Court of Criminal Appeals, Pl 8",,REP,Michelle Slaughter,15,6,9
Frio,1,"Justice, 4th Ct of Appeals Dist, Pl 2",,REP,Marialyn Barnard,32,14,18
Frio,1,"Justice, 4th Ct of Appeals Dist, Pl 3",,REP,Jason Pulliam,31,14,17
Frio,1,"Justice, 4th Ct of Appeals Dist, Pl 4",,REP,Patrick Ballantyne,31,14,17
Frio,1,"Justice, 4th Ct of Appeals Dist, Pl 5",,REP,Rebecca Simmons,31,15,16
Frio,1,"Justice, 4th Ct of Appeals Dist, Pl 7",,REP,Shane Stolarczyk,30,15,15
Frio,1,"District Judge, 81st Judicial District",,REP,Lynn Ellison,30,15,15
Frio,1,"District Judge, 218th Judicial District",,REP,Russell Wilson,30,15,15
Frio,1,County Chairman,,REP,Gaelan Frazier,32,15,17
Frio,1,Proposition 1,,REP,Yes,20,9,11
Frio,1,Proposition 1,,REP,NO,15,8,7
Frio,1,Proposition 2,,REP,Yes,36,17,19
Frio,1,Proposition 2,,REP,NO,1,1,0
Frio,1,Proposition 3,,REP,Yes,32,15,17
Frio,1,Proposition 3,,REP,NO,5,3,2
Frio,1,Proposition 4,,REP,Yes,32,15,17
Frio,1,Proposition 4,,REP,NO,5,3,2
Frio,1,Proposition 5,,REP,Yes,35,17,18
Frio,1,Proposition 5,,REP,NO,2,1,1
Frio,1,Proposition 6,,REP,Yes,36,17,19
Frio,1,Proposition 6,,REP,NO,1,1,0
Frio,1,Proposition 7,,REP,Yes,23,13,10
Frio,1,Proposition 7,,REP,NO,13,4,9
Frio,1,Proposition 8,,REP,Yes,37,18,19
Frio,1,Proposition 8,,REP,NO,0,0,0
Frio,1,Proposition 9,,REP,Yes,34,17,17
Frio,1,Proposition 9,,REP,NO,2,1,1
Frio,1,Proposition 10,,REP,Yes,36,18,18
Frio,1,Proposition 10,,REP,NO,0,0,0
Frio,1,Proposition 11,,REP,Yes,33,14,19
Frio,1,Proposition 11,,REP,NO,4,4,0
Frio,2,Registered Voters,,REP,,6,,
Frio,2,U.S. Senate,,REP,Ted Cruz,3,2,1
Frio,2,U.S. Senate,,REP,Geraldine Sam,0,0,0
Frio,2,U.S. Senate,,REP,Mary Miller,2,1,1
Frio,2,U.S. Senate,,REP,"Bruce Jacobson, Jr.",1,0,1
Frio,2,U.S. Senate,,REP,Stefano de Stefano,0,0,0
Frio,2,US Representative,23,REP,Almar Arredondo-Lynch,4,1,3
Frio,2,US Representative,23,REP,Will Hurd,2,2,0
Frio,2,Governor,,REP,Greg Abbott,5,3,2
Frio,2,Governor,,REP,Barbara Krueger,1,0,1
Frio,2,Governor,,REP,SECEDE Kilgore,0,0,0
Frio,2,Lieutenant Governor,,REP,Scott Milder,2,1,1
Frio,2,Lieutenant Governor,,REP,Dan Patrick,4,2,2
Frio,2,Attorney General,,REP,Ken Paxton,6,3,3
Frio,2,Comptroller of Public Accounts,,REP,Glenn Hegar,5,2,3
Frio,2,Commissioner of the General Land Office,,REP,Davey Edwards,1,1,0
Frio,2,Commissioner of the General Land Office,,REP,Rick Range,1,0,1
Frio,2,Commissioner of the General Land Office,,REP,Jerry Patterson,3,2,1
Frio,2,Commissioner of the General Land Office,,REP,George P. Bush,0,0,0
Frio,2,Commissioner of Agriculture,,REP,Jim Hogan,3,2,1
Frio,2,Commissioner of Agriculture,,REP,Trey Blocker,2,0,2
Frio,2,Commissioner of Agriculture,,REP,Sid Miller,1,1,0
Frio,2,Railroad Commissioner,,REP,Weston Martinez,2,1,1
Frio,2,Railroad Commissioner,,REP,Christi Craddick,4,2,2
Frio,2,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,4,2,2
Frio,2,"Justice, Supreme Court, Place 4",,REP,John Devine,5,2,3
Frio,2,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,5,2,3
Frio,2,"Presiding Judge, Ct of Criminal Appeals",,REP,Sharon Keller,3,2,1
Frio,2,"Presiding Judge, Ct of Criminal Appeals",,REP,David Bridges,3,1,2
Frio,2,"Judge, Court of Criminal Appeals, Pl 7",,REP,Barbara Parker Harvey,4,2,2
Frio,2,"Judge, Court of Criminal Appeals, Pl 8",,REP,Jay Brandon,2,1,1
Frio,2,"Judge, Court of Criminal Appeals, Pl 8",,REP,Dib Waldrip,1,0,1
Frio,2,"Judge, Court of Criminal Appeals, Pl 8",,REP,Michelle Slaughter,2,1,1
Frio,2,"Justice, 4th Ct of Appeals Dist, Pl 2",,REP,Marialyn Barnard,4,2,2
Frio,2,"Justice, 4th Ct of Appeals Dist, Pl 3",,REP,Jason Pulliam,5,2,3
Frio,2,"Justice, 4th Ct of Appeals Dist, Pl 4",,REP,Patrick Ballantyne,5,2,3
Frio,2,"Justice, 4th Ct of Appeals Dist, Pl 5",,REP,Rebecca Simmons,5,2,3
Frio,2,"Justice, 4th Ct of Appeals Dist, Pl 7",,REP,Shane Stolarczyk,4,1,3
Frio,2,"District Judge, 81st Judicial District",,REP,Lynn Ellison,4,1,3
Frio,2,"District Judge, 218th Judicial District",,REP,Russell Wilson,4,1,3
Frio,2,County Chairman,,REP,Gaelan Frazier,4,2,2
Frio,2,Proposition 1,,REP,Yes,4,2,2
Frio,2,Proposition 1,,REP,NO,0,0,0
Frio,2,Proposition 2,,REP,Yes,4,2,2
Frio,2,Proposition 2,,REP,NO,0,0,0
Frio,2,Proposition 3,,REP,Yes,3,1,2
Frio,2,Proposition 3,,REP,NO,1,1,0
Frio,2,Proposition 4,,REP,Yes,3,2,1
Frio,2,Proposition 4,,REP,NO,1,0,1
Frio,2,Proposition 5,,REP,Yes,3,2,1
Frio,2,Proposition 5,,REP,NO,1,0,1
Frio,2,Proposition 6,,REP,Yes,5,3,2
Frio,2,Proposition 6,,REP,NO,0,0,0
Frio,2,Proposition 7,,REP,Yes,4,2,2
Frio,2,Proposition 7,,REP,NO,0,0,0
Frio,2,Proposition 8,,REP,Yes,5,3,2
Frio,2,Proposition 8,,REP,NO,0,0,0
Frio,2,Proposition 9,,REP,Yes,3,1,2
Frio,2,Proposition 9,,REP,NO,1,1,0
Frio,2,Proposition 10,,REP,Yes,2,1,1
Frio,2,Proposition 10,,REP,NO,2,1,1
Frio,2,Proposition 11,,REP,Yes,3,2,1
Frio,2,Proposition 11,,REP,NO,2,1,1
Frio,3,Registered Voters,,REP,,1,,
Frio,3,U.S. Senate,,REP,Ted Cruz,1,1,0
Frio,3,U.S. Senate,,REP,Geraldine Sam,0,0,0
Frio,3,U.S. Senate,,REP,Mary Miller,0,0,0
Frio,3,U.S. Senate,,REP,"Bruce Jacobson, Jr.",0,0,0
Frio,3,U.S. Senate,,REP,Stefano de Stefano,0,0,0
Frio,3,US Representative,23,REP,Almar Arredondo-Lynch,0,0,0
Frio,3,US Representative,23,REP,Will Hurd,1,1,0
Frio,3,Governor,,REP,Greg Abbott,1,1,0
Frio,3,Governor,,REP,Barbara Krueger,0,0,0
Frio,3,Governor,,REP,SECEDE Kilgore,0,0,0
Frio,3,Lieutenant Governor,,REP,Scott Milder,0,0,0
Frio,3,Lieutenant Governor,,REP,Dan Patrick,1,1,0
Frio,3,Attorney General,,REP,Ken Paxton,1,1,0
Frio,3,Comptroller of Public Accounts,,REP,Glenn Hegar,1,1,0
Frio,3,Commissioner of the General Land Office,,REP,Davey Edwards,0,0,0
Frio,3,Commissioner of the General Land Office,,REP,Rick Range,0,0,0
Frio,3,Commissioner of the General Land Office,,REP,Jerry Patterson,0,0,0
Frio,3,Commissioner of the General Land Office,,REP,George P. Bush,1,1,0
Frio,3,Commissioner of Agriculture,,REP,Jim Hogan,1,1,0
Frio,3,Commissioner of Agriculture,,REP,Trey Blocker,0,0,0
Frio,3,Commissioner of Agriculture,,REP,Sid Miller,0,0,0
Frio,3,Railroad Commissioner,,REP,Weston Martinez,1,1,0
Frio,3,Railroad Commissioner,,REP,Christi Craddick,0,0,0
Frio,3,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,1,1,0
Frio,3,"Justice, Supreme Court, Place 4",,REP,John Devine,1,1,0
Frio,3,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,1,1,0
Frio,3,"Presiding Judge, Ct of Criminal Appeals",,REP,Sharon Keller,1,1,0
Frio,3,"Presiding Judge, Ct of Criminal Appeals",,REP,David Bridges,0,0,0
Frio,3,"Judge, Court of Criminal Appeals, Pl 7",,REP,Barbara Parker Harvey,1,1,0
Frio,3,"Judge, Court of Criminal Appeals, Pl 8",,REP,Jay Brandon,1,1,0
Frio,3,"Judge, Court of Criminal Appeals, Pl 8",,REP,Dib Waldrip,0,0,0
Frio,3,"Judge, Court of Criminal Appeals, Pl 8",,REP,Michelle Slaughter,0,0,0
Frio,3,"Justice, 4th Ct of Appeals Dist, Pl 2",,REP,Marialyn Barnard,1,1,0
Frio,3,"Justice, 4th Ct of Appeals Dist, Pl 3",,REP,Jason Pulliam,1,1,0
Frio,3,"Justice, 4th Ct of Appeals Dist, Pl 4",,REP,Patrick Ballantyne,1,1,0
Frio,3,"Justice, 4th Ct of Appeals Dist, Pl 5",,REP,Rebecca Simmons,1,1,0
