county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Hood,1,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1242,0,0,0
Hood,2,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,3418,0,0,0
Hood,3,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2796,0,0,0
Hood,4,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2339,0,0,0
Hood,5--6,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2163,0,0,0
Hood,7,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,811,0,0,0
Hood,8,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2706,0,0,0
Hood,9,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,4028,0,0,0
Hood,10,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,4245,0,0,0
Hood,11,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1633,0,0,0
Hood,12,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1661,0,0,0
Hood,13,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,3196,0,0,0
Hood,14,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,3266,0,0,0
Hood,15,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,378,0,0,0
Hood,16,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,5215,0,0,0
Hood,1,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,357,200,37,120
Hood,2,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,813,442,81,290
Hood,3,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,623,290,77,256
Hood,4,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,560,275,53,232
Hood,5--6,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,549,182,33,334
Hood,7,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,171,14,12,145
Hood,8,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,850,413,75,362
Hood,9,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1095,554,78,463
Hood,10,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1369,504,137,728
Hood,11,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,331,148,22,161
Hood,12,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,309,126,31,152
Hood,13,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1076,641,111,324
Hood,14,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,905,387,97,421
Hood,15,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,64,25,9,30
Hood,16,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,2112,756,299,1057
Hood,1,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,321,182,27,112
Hood,2,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,729,403,65,261
Hood,3,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,546,259,53,234
Hood,4,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,502,256,39,207
Hood,5--6,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,495,166,26,303
Hood,7,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,156,11,11,134
Hood,8,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,779,387,58,334
Hood,9,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,987,508,67,412
Hood,10,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,1255,462,116,677
Hood,11,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,293,131,18,144
Hood,12,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,274,110,28,136
Hood,13,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,998,612,96,290
Hood,14,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,834,369,82,383
Hood,15,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,55,24,5,26
Hood,16,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,1986,713,270,1003
Hood,1,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,36,18,10,8
Hood,2,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,84,39,16,29
Hood,3,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,77,31,24,22
Hood,4,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,58,19,14,25
Hood,5--6,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,54,16,7,31
Hood,7,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,15,3,1,11
Hood,8,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,71,26,17,28
Hood,9,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,108,46,11,51
Hood,10,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,114,42,21,51
Hood,11,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,38,17,4,17
Hood,12,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,35,16,3,16
