county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Comanche,1,Comanche Senior Citizen,U.S. Senate,,REP,Bruce Jacobson,10,3,7
Comanche,1,Comanche Senior Citizen,U.S. Senate,,REP,Geraldine Sam,6,3,3
Comanche,1,Comanche Senior Citizen,U.S. Senate,,REP,Mary Miller,47,16,31
Comanche,1,Comanche Senior Citizen,U.S. Senate,,REP,Rafael  Cruz,418,161,257
Comanche,1,Comanche Senior Citizen,U.S. Senate,,REP,Stefano de Stefano IV,13,5,8
Comanche,10,Proctor Community Center,U.S. Senate,,REP,Bruce Jacobson,2,1,1
Comanche,10,Proctor Community Center,U.S. Senate,,REP,Geraldine Sam,0,0,0
Comanche,10,Proctor Community Center,U.S. Senate,,REP,Mary Miller,3,3,0
Comanche,10,Proctor Community Center,U.S. Senate,,REP,Rafael  Cruz,65,50,15
Comanche,10,Proctor Community Center,U.S. Senate,,REP,Stefano de Stefano IV,2,0,2
Comanche,11,DeLeon City Hall A,U.S. Senate,,REP,Bruce Jacobson,8,4,4
Comanche,11,DeLeon City Hall A,U.S. Senate,,REP,Geraldine Sam,3,2,1
Comanche,11,DeLeon City Hall A,U.S. Senate,,REP,Mary Miller,6,3,3
Comanche,11,DeLeon City Hall A,U.S. Senate,,REP,Rafael  Cruz,95,54,41
Comanche,11,DeLeon City Hall A,U.S. Senate,,REP,Stefano de Stefano IV,8,5,3
Comanche,12,DeLeon City Hall B,U.S. Senate,,REP,Bruce Jacobson,23,7,16
Comanche,12,DeLeon City Hall B,U.S. Senate,,REP,Geraldine Sam,7,5,2
Comanche,12,DeLeon City Hall B,U.S. Senate,,REP,Mary Miller,34,21,13
Comanche,12,DeLeon City Hall B,U.S. Senate,,REP,Rafael  Cruz,378,226,152
Comanche,12,DeLeon City Hall B,U.S. Senate,,REP,Stefano de Stefano IV,16,7,9
Comanche,13,Promontory RV Park Pavili,U.S. Senate,,REP,Bruce Jacobson,4,0,4
Comanche,13,Promontory RV Park Pavili,U.S. Senate,,REP,Geraldine Sam,0,0,0
Comanche,13,Promontory RV Park Pavili,U.S. Senate,,REP,Mary Miller,4,0,4
Comanche,13,Promontory RV Park Pavili,U.S. Senate,,REP,Rafael  Cruz,71,33,38
Comanche,13,Promontory RV Park Pavili,U.S. Senate,,REP,Stefano de Stefano IV,1,1,0
Comanche,14,Sipe Springs Fire Station,U.S. Senate,,REP,Bruce Jacobson,0,0,0
Comanche,14,Sipe Springs Fire Station,U.S. Senate,,REP,Geraldine Sam,1,0,1
Comanche,14,Sipe Springs Fire Station,U.S. Senate,,REP,Mary Miller,6,3,3
Comanche,14,Sipe Springs Fire Station,U.S. Senate,,REP,Rafael  Cruz,36,24,12
Comanche,14,Sipe Springs Fire Station,U.S. Senate,,REP,Stefano de Stefano IV,3,2,1
Comanche,15,Sidney Baptist Church,U.S. Senate,,REP,Bruce Jacobson,6,4,2
Comanche,15,Sidney Baptist Church,U.S. Senate,,REP,Geraldine Sam,2,2,0
Comanche,15,Sidney Baptist Church,U.S. Senate,,REP,Mary Miller,10,4,6
Comanche,15,Sidney Baptist Church,U.S. Senate,,REP,Rafael  Cruz,125,78,47
Comanche,15,Sidney Baptist Church,U.S. Senate,,REP,Stefano de Stefano IV,1,0,1
Comanche,16,Beattie Community Center,U.S. Senate,,REP,Bruce Jacobson,1,0,1
Comanche,16,Beattie Community Center,U.S. Senate,,REP,Geraldine Sam,0,0,0
