county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Nueces,1,Registered Voters,,,,1355,,,
Nueces,1,Ballots Cast,,,,556,,,
Nueces,1,Straight Party,,REP,Republican Party,174,43,107,24
Nueces,1,Straight Party,,DEM,Democratic Party,143,39,90,14
Nueces,1,Straight Party,,LIB,Libertarian Party,3,1,2,0
Nueces,1,Straight Party,,IND,Independent Party,10,4,4,2
Nueces,1,Straight Party,,,Under Votes,226,47,131,48
Nueces,1,Straight Party,,,Over Votes,0,0,0,0
Nueces,1,U.S. Senate,,REP,Ted Cruz,260,63,153,44
Nueces,1,U.S. Senate,,DEM,Beto O'Rourke,279,66,169,44
Nueces,1,U.S. Senate,,LIB,Neal M. Dikeman,7,4,3,0
Nueces,1,U.S. Senate,,,Under Votes,10,1,9,0
Nueces,1,U.S. Senate,,,Over Votes,0,0,0,0
Nueces,1,U.S. House,27,REP,Michael Cloud,256,60,150,46
Nueces,1,U.S. House,27,DEM,Eric Holguin,251,62,153,36
Nueces,1,U.S. House,27,LIB,Daniel Tinus,7,1,6,0
Nueces,1,U.S. House,27,IND,James Duerr,31,8,20,3
Nueces,1,U.S. House,27,,Under Votes,11,3,5,3
Nueces,1,U.S. House,27,,Over Votes,0,0,0,0
Nueces,1,Govenor,,REP,Greg Abbott,306,74,176,56
Nueces,1,Govenor,,DEM,Lupe Valdez,226,52,144,30
Nueces,1,Govenor,,LIB,Mark Jay Tippetts,15,6,7,2
Nueces,1,Govenor,,,Under Votes,9,2,7,0
Nueces,1,Govenor,,,Over Votes,0,0,0,0
Nueces,1,Lieutenant Govenor,,REP,Dan Patrick,255,58,157,40
Nueces,1,Lieutenant Govenor,,DEM,Mike Collier,259,59,155,45
Nueces,1,Lieutenant Govenor,,LIB,Kerry Douglas McKennon,31,13,16,2
Nueces,1,Lieutenant Govenor,,,Under Votes,11,4,6,1
Nueces,1,Lieutenant Govenor,,,Over Votes,0,0,0,0
Nueces,1,Attorney General,,REP,Ken Paxton,256,61,155,40
Nueces,1,Attorney General,,DEM,Justin Nelson,268,62,163,43
Nueces,1,Attorney General,,LIB,Michael Ray Harris,22,6,13,3
Nueces,1,Attorney General,,,Under Votes,10,5,3,2
Nueces,1,Attorney General,,,Over Votes,0,0,0,0
Nueces,1,Comptroller of Public Accounts,,REP,Glenn Hegar,276,57,166,53
Nueces,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,234,58,145,31
Nueces,1,Comptroller of Public Accounts,,LIB,Ben Sanders,28,12,14,2
Nueces,1,Comptroller of Public Accounts,,,Under Votes,18,7,9,2
Nueces,1,Comptroller of Public Accounts,,,Over Votes,0,0,0,0
Nueces,1,Commissioner of the Gerneral Land Office,,REP,George P. Bush,307,72,176,59
Nueces,1,Commissioner of the Gerneral Land Office,,DEM,Miguel Suazo,214,50,137,27
Nueces,1,Commissioner of the Gerneral Land Office,,LIB,Matt Pina,20,8,11,1
Nueces,1,Commissioner of the Gerneral Land Office,,,Under Votes,15,4,10,1
Nueces,1,Commissioner of the Gerneral Land Office,,,Over Votes,0,0,0,0
Nueces,1,Commissioner of Agriculture,,REP,Sid Miller,256,55,155,46
Nueces,1,Commissioner of Agriculture,,DEM,Kim Olson,261,65,155,41
Nueces,1,Commissioner of Agriculture,,LIB,Richard Carpenter,21,8,13,0
Nueces,1,Commissioner of Agriculture,,,Under Votes,18,6,11,1
Nueces,1,Commissioner of Agriculture,,,Over Votes,0,0,0,0
Nueces,1,Railroad Commissioner,,REP,Christi Craddick,288,62,175,51
Nueces,1,Railroad Commissioner,,DEM,Roman McAllen,223,59,133,31
Nueces,1,Railroad Commissioner,,LIB,Mike Wright,24,8,14,2
Nueces,1,Railroad Commissioner,,,Under Votes,21,5,12,4
Nueces,1,Railroad Commissioner,,,Over Votes,0,0,0,0
Nueces,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,267,59,161,47
Nueces,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,263,66,159,38
Nueces,1,"Justice, Supreme Court, Place 2",,,Under Votes,26,9,14,3
Nueces,1,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0
Nueces,1,"Justice, Supreme Court, Place 4",,REP,John Devine,259,59,155,45
Nueces,1,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,264,66,161,37
Nueces,1,"Justice, Supreme Court, Place 4",,,Under Votes,33,9,18,6
Nueces,1,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0
Nueces,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,264,59,161,44
Nueces,1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,265,66,159,40
Nueces,1,"Justice, Supreme Court, Place 6",,,Under Votes,27,9,14,4
Nueces,1,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,0
Nueces,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,265,59,161,45
Nueces,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,241,61,144,36
Nueces,1,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,24,7,14,3
Nueces,1,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,26,7,15,4
Nueces,1,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0
Nueces,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,284,66,167,51
Nueces,1,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,239,58,149,32
Nueces,1,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,33,10,18,5
Nueces,1,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0,0
Nueces,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,306,69,183,54
Nueces,1,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,144,40,90,14
Nueces,1,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,106,25,61,20
Nueces,1,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0,0
Nueces,1,"Member, State Board of Education, District 2",,REP,"Charles ""Tad"" Hasse",257,57,160,40
Nueces,1,"Member, State Board of Education, District 2",,DEM,"Ruben Cortez, Jr.",266,67,159,40
Nueces,1,"Member, State Board of Education, District 2",,,Under Votes,33,10,15,8
Nueces,1,"Member, State Board of Education, District 2",,,Over Votes,0,0,0,0
Nueces,1,State Representative,34,REP,Chris Hale,236,56,140,40
Nueces,1,State Representative,34,DEM,Abel Herrero,301,72,186,43
Nueces,1,State Representative,34,,Under Votes,19,6,8,5
Nueces,1,State Representative,34,,Over Votes,0,0,0,0
Nueces,1,"Chief Justice, 13th Court of Appeals District",,REP,Ernie Aliseda,257,60,157,40
Nueces,1,"Chief Justice, 13th Court of Appeals District",,DEM,Dori Contreras,267,64,165,38
Nueces,1,"Chief Justice, 13th Court of Appeals District",,,Under Votes,32,10,12,10
Nueces,1,"Chief Justice, 13th Court of Appeals District",,,Over Votes,0,0,0,0
Nueces,1,"Justice, 13th Court of Appeals District, Place 2",,REP,Greg Perkes,273,63,164,46
Nueces,1,"Justice, 13th Court of Appeals District, Place 2",,DEM,Nora Longoria,259,62,163,34
Nueces,1,"Justice, 13th Court of Appeals District, Place 2",,,Under Votes,24,9,7,8
Nueces,1,"Justice, 13th Court of Appeals District, Place 2",,,Over Votes,0,0,0,0
Nueces,1,"Justice, 13th Court of Appeals District, Place 4",,REP,Jaime Tijerina,271,60,169,42
Nueces,1,"Justice, 13th Court of Appeals District, Place 4",,DEM,Rudy Delgado,250,64,152,34
Nueces,1,"Justice, 13th Court of Appeals District, Place 4",,,Under Votes,35,10,13,12
Nueces,1,"Justice, 13th Court of Appeals District, Place 4",,,Over Votes,0,0,0,0
Nueces,1,"Justice, 13th Court of Appeals District, Place 5",,REP,Clarissa Silva,263,65,159,39
Nueces,1,"Justice, 13th Court of Appeals District, Place 5",,DEM,Gina Benavides,260,60,161,39
Nueces,1,"Justice, 13th Court of Appeals District, Place 5",,,Under Votes,33,9,14,10
Nueces,1,"Justice, 13th Court of Appeals District, Place 5",,,Over Votes,0,0,0,0
Nueces,1,"District Judge, 94th Judicial District",,DEM,Bobby Galvan,351,86,217,48
Nueces,1,"District Judge, 94th Judicial District",,,Under Votes,205,48,117,40
Nueces,1,"District Judge, 94th Judicial District",,,Over Votes,0,0,0,0
Nueces,1,"District Judge, 105th Judicial District",,REP,Jack W. Pulcher,285,62,175,48
Nueces,1,"District Judge, 105th Judicial District",,DEM,Craig D. Henderson,246,64,148,34
Nueces,1,"District Judge, 105th Judicial District",,,Under Votes,25,8,11,6
Nueces,1,"District Judge, 105th Judicial District",,,Over Votes,0,0,0,0
Nueces,1,"District Judge, 117th Judicial District",,DEM,Sandra Watts,349,85,214,50
Nueces,1,"District Judge, 117th Judicial District",,,Under Votes,207,49,120,38
Nueces,1,"District Judge, 117th Judicial District",,,Over Votes,0,0,0,0
Nueces,1,"District Judge, 148th Judicial District",,REP,Bill Kelly,267,57,161,49
Nueces,1,"District Judge, 148th Judicial District",,DEM,Carlos Valdez,269,68,166,35
Nueces,1,"District Judge, 148th Judicial District",,,Under Votes,20,9,7,4
Nueces,1,"District Judge, 148th Judicial District",,,Over Votes,0,0,0,0
Nueces,1,"District Judge, 319th Judicial District",,REP,David Stith,368,83,224,61
Nueces,1,"District Judge, 319th Judicial District",,,Under Votes,188,51,110,27
Nueces,1,"District Judge, 319th Judicial District",,,Over Votes,0,0,0,0
Nueces,1,County Judge,,REP,Mike Pusley,254,59,149,46
Nueces,1,County Judge,,DEM,Barbara Canales,285,66,180,39
Nueces,1,County Judge,,,Under Votes,17,9,5,3
Nueces,1,County Judge,,,Over Votes,0,0,0,0
Nueces,1,"Judge, County Court-at-Law No.1",,REP,Russell Manning,243,59,144,40
Nueces,1,"Judge, County Court-at-Law No.1",,DEM,Robert J. Vargas,285,66,178,41
Nueces,1,"Judge, County Court-at-Law No.1",,,Under Votes,28,9,12,7
Nueces,1,"Judge, County Court-at-Law No.1",,,Over Votes,0,0,0,0
Nueces,1,"Judge, County Court-at-Law No.2",,DEM,Lisa Gonzales,341,78,217,46
Nueces,1,"Judge, County Court-at-Law No.2",,,Under Votes,215,56,117,42
Nueces,1,"Judge, County Court-at-Law No.2",,,Over Votes,0,0,0,0
Nueces,1,"Judge, County Court-at-Law No.3",,DEM,Deeanne Svoboda Galvan,336,80,213,43
Nueces,1,"Judge, County Court-at-Law No.3",,,Under Votes,220,54,121,45
Nueces,1,"Judge, County Court-at-Law No.3",,,Over Votes,0,0,0,0
Nueces,1,"Judge, County Court-at-Law No.4",,REP,Mark H. Woerner,359,79,222,58
Nueces,1,"Judge, County Court-at-Law No.4",,,Under Votes,197,55,112,30
Nueces,1,"Judge, County Court-at-Law No.4",,,Over Votes,0,0,0,0
Nueces,1,"Judge, County Court-at-Law No.5",,REP,Timothy McCoy,350,79,213,58
Nueces,1,"Judge, County Court-at-Law No.5",,,Under Votes,206,55,121,30
Nueces,1,"Judge, County Court-at-Law No.5",,,Over Votes,0,0,0,0
Nueces,1,District Clerk,,REP,Anne Lorentzen,286,66,171,49
Nueces,1,District Clerk,,DEM,Gerald G. Garza,245,61,153,31
Nueces,1,District Clerk,,,Under Votes,25,7,10,8
Nueces,1,District Clerk,,,Over Votes,0,0,0,0
Nueces,1,County Clerk,,REP,Kara Sands,297,64,177,56
Nueces,1,County Clerk,,DEM,Diana Barrera,244,65,150,29
Nueces,1,County Clerk,,,Under Votes,15,5,7,3
Nueces,1,County Clerk,,,Over Votes,0,0,0,0
Nueces,1,County Commissioner Pct. 1,,REP,Carolyn Vaughn,286,61,175,50
Nueces,1,County Commissioner Pct. 1,,DEM,Robert G Hernandez,244,64,149,31
Nueces,1,County Commissioner Pct. 1,,,Under Votes,26,9,10,7
Nueces,1,County Commissioner Pct. 1,,,Over Votes,0,0,0,0
Nueces,1,Justice of the Peace Pct.1 Place.2,,REP,Manuel (Manny) Rangel,254,65,150,39
Nueces,1,Justice of the Peace Pct.1 Place.2,,DEM,Henry Santana,270,59,170,41
Nueces,1,Justice of the Peace Pct.1 Place.2,,,Under Votes,32,10,14,8
Nueces,1,Justice of the Peace Pct.1 Place.2,,,Over Votes,0,0,0,0
Nueces,1,Justice of the Peace Pct.1 Place.3,,DEM,Lucy Rubio,321,77,199,45
Nueces,1,Justice of the Peace Pct.1 Place.3,,,Under Votes,235,57,135,43
Nueces,1,Justice of the Peace Pct.1 Place.3,,,Over Votes,0,0,0,0
Nueces,1,"Regent, District 1",,,Gabe Rivas,246,63,154,29
Nueces,1,"Regent, District 1",,,Under Votes,310,71,180,59
Nueces,1,"Regent, District 1",,,Over Votes,0,0,0,0
Nueces,1,"Regent, At Large",,,Guy Watts,92,25,57,10
Nueces,1,"Regent, At Large",,,"Hector ""Coach"" Salinas",113,25,76,12
Nueces,1,"Regent, At Large",,,Sandra Longoria Messbarger,152,31,95,26
Nueces,1,"Regent, At Large",,,Under Votes,199,53,106,40
Nueces,1,"Regent, At Large",,,Over Votes,0,0,0,0
Nueces,1,Mayor,,,Michael Hall,66,16,45,5
Nueces,1,Mayor,,,Ray Madrigal De Pancho Villa,33,8,22,3
Nueces,1,Mayor,,,Dan McQueen,15,3,11,1
Nueces,1,Mayor,,,Joe McComb,215,53,121,41
Nueces,1,Mayor,,,Aislynn Campbell,123,27,82,14
Nueces,1,Mayor,,,Under Votes,104,27,53,24
Nueces,1,Mayor,,,Over Votes,0,0,0,0
Nueces,1,Council Member At-Large (Vote for 3),,,John Garcia,75,16,48,11
Nueces,1,Council Member At-Large (Vote for 3),,,Brandey Batey,74,15,48,11
Nueces,1,Council Member At-Large (Vote for 3),,,"Rudy Garza, Jr.",121,32,76,13
Nueces,1,Council Member At-Large (Vote for 3),,,Kaylynn Paxson,64,18,38,8
Nueces,1,Council Member At-Large (Vote for 3),,,David Boatright,47,11,30,6
Nueces,1,Council Member At-Large (Vote for 3),,,Michael Hunter,180,35,109,36
Nueces,1,Council Member At-Large (Vote for 3),,,Paulette Guajardo,185,36,116,33
Nueces,1,Council Member At-Large (Vote for 3),,,Under Votes,922,239,537,146
Nueces,1,Council Member At-Large (Vote for 3),,,Over Votes,0,0,0,0
Nueces,1,Council Member Single-Member District 1,,,Julian Firo,103,28,64,11
Nueces,1,Council Member Single-Member District 1,,,Everett Roy,103,23,68,12
Nueces,1,Council Member Single-Member District 1,,,Joy Miller,140,29,94,17
Nueces,1,Council Member Single-Member District 1,,,Under Votes,210,54,108,48
Nueces,1,Council Member Single-Member District 1,,,Over Votes,0,0,0,0
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION A,,,For,352,85,207,60
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION A,,,Against,129,27,89,13
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION A,,,Under Votes,74,22,38,14
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION A,,,Over Votes,0,0,0,0
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION B,,,For,369,88,218,63
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION B,,,Against,111,24,77,10
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION B,,,Under Votes,75,22,39,14
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION B,,,Over Votes,0,0,0,0
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION C,,,For,333,86,192,55
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION C,,,Against,136,26,96,14
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION C,,,Under Votes,86,22,46,18
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION C,,,Over Votes,0,0,0,0
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION D,,,For,329,81,188,60
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION D,,,Against,142,30,98,14
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION D,,,Under Votes,84,23,48,13
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION D,,,Over Votes,0,0,0,0
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION E,,,For,337,78,197,62
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION E,,,Against,131,30,91,10
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION E,,,Under Votes,87,26,46,15
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION E,,,Over Votes,0,0,0,0
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION F,,,For,308,72,186,50
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION F,,,Against,159,36,100,23
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION F,,,Under Votes,88,26,48,14
Nueces,1,CITY OF CORPUS CHRISTI PROPOSITION F,,,Over Votes,0,0,0,0
Nueces,1,"Board of Trustee, District 1",,,John Longoria,218,58,131,29
Nueces,1,"Board of Trustee, District 1",,,Lamont C. Taylor,110,19,72,19
Nueces,1,"Board of Trustee, District 1",,,Paul David Escamilla,27,8,16,3
Nueces,1,"Board of Trustee, District 1",,,Under Votes,200,49,115,36
Nueces,1,"Board of Trustee, District 1",,,Over Votes,0,0,0,0
Nueces,1,Corpus Christi ISD Bond Election Proposition,,,For,259,64,149,46
Nueces,1,Corpus Christi ISD Bond Election Proposition,,,Against,212,47,138,27
Nueces,1,Corpus Christi ISD Bond Election Proposition,,,Under Votes,84,23,47,14
Nueces,1,Corpus Christi ISD Bond Election Proposition,,,Over Votes,0,0,0,0
Nueces,2,Registered Voters,,,,2585,,,
Nueces,2,Ballots Cast,,,,1264,,,
Nueces,2,Straight Party,,REP,Republican Party,414,118,271,25
Nueces,2,Straight Party,,DEM,Democratic Party,370,104,242,24
