county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Concho,101,Straight Party,,REP,,160,50,92,18
Concho,101,Straight Party,,DEM,,19,8,10,1
Concho,101,Straight Party,,LIB,,0,0,0,0
Concho,101,Straight Party,,,Under Votes,84,24,50,10
Concho,101,Straight Party,,,Over Votes,0,0,0,0
Concho,101,U.S. Senate,,REP,Ted Cruz,220,63,134,23
Concho,101,U.S. Senate,,DEM,Beto O'Rourke,37,16,17,4
Concho,101,U.S. Senate,,LIB,Neal M. Dikeman,4,1,1,2
Concho,101,U.S. Senate,,,Under Votes,2,2,0,0
Concho,101,U.S. Senate,,,Over Votes,0,0,0,0
Concho,101,U.S. House,11,REP,Mike Conaway,229,71,133,25
Concho,101,U.S. House,11,DEM,Jennie Lou Leeder,30,11,15,4
Concho,101,U.S. House,11,LIB,Rhett Rosenquest Smith,1,0,1,0
Concho,101,U.S. House,11,,Under Votes,3,0,3,0
Concho,101,U.S. House,11,,Over Votes,0,0,0,0
Concho,101,Governor,,REP,Greg Abbott,230,70,135,25
Concho,101,Governor,,DEM,Lupe Valdez,31,12,16,3
Concho,101,Governor,,LIB,Mark Jay Tippetts,1,0,0,1
Concho,101,Governor,,,Under Votes,1,0,1,0
Concho,101,Governor,,,Over Votes,0,0,0,0
Concho,101,Lieutenant Governor,,REP,Dan Patrick,209,60,127,22
Concho,101,Lieutenant Governor,,DEM,Mike Collier,45,18,21,6
Concho,101,Lieutenant Governor,,LIB,Kerry Douglas McKennon,4,2,2,0
Concho,101,Lieutenant Governor,,,Under Votes,5,2,2,1
Concho,101,Lieutenant Governor,,,Over Votes,0,0,0,0
Concho,101,Attorney General,,REP,Ken Paxton,212,64,127,21
Concho,101,Attorney General,,DEM,Justin Nelson,41,15,19,7
Concho,101,Attorney General,,LIB,Michael Ray Harris,5,1,4,0
Concho,101,Attorney General,,,Under Votes,5,2,2,1
Concho,101,Attorney General,,,Over Votes,0,0,0,0
Concho,101,Comptroller of Public Accounts,,REP,Glenn Hegar,220,65,132,23
Concho,101,Comptroller of Public Accounts,,DEM,Joi Chevalier,31,13,15,3
Concho,101,Comptroller of Public Accounts,,LIB,Ben Sanders,9,3,4,2
Concho,101,Comptroller of Public Accounts,,,Under Votes,3,1,1,1
Concho,101,Comptroller of Public Accounts,,,Over Votes,0,0,0,0
Concho,101,Commissioner of the General Land Office,,REP,George P. Bush,219,64,131,24
Concho,101,Commissioner of the General Land Office,,DEM,Miguel Suazo,37,14,18,5
Concho,101,Commissioner of the General Land Office,,LIB,Matt Pina,5,2,3,0
Concho,101,Commissioner of the General Land Office,,,Under Votes,2,2,0,0
Concho,101,Commissioner of the General Land Office,,,Over Votes,0,0,0,0
Concho,101,Commissioner of Agriculture,,REP,Sid Miller,220,65,131,24
Concho,101,Commissioner of Agriculture,,DEM,Kim Olson,35,14,17,4
Concho,101,Commissioner of Agriculture,,LIB,Richard Carpenter,4,2,2,0
Concho,101,Commissioner of Agriculture,,,Under Votes,4,1,2,1
Concho,101,Commissioner of Agriculture,,,Over Votes,0,0,0,0
Concho,101,Railroad Commissioner,,REP,Christi Craddick,220,64,133,23
Concho,101,Railroad Commissioner,,DEM,Roman McAllen,35,15,15,5
Concho,101,Railroad Commissioner,,LIB,Mike Wright,6,2,4,0
Concho,101,Railroad Commissioner,,,Under Votes,2,1,0,1
Concho,101,Railroad Commissioner,,,Over Votes,0,0,0,0
Concho,101,State Representative,72,REP,Drew Darby,231,68,139,24
Concho,101,State Representative,72,,Under Votes,32,14,13,5
Concho,101,State Representative,72,,Over Votes,0,0,0,0
Concho,102,Straight Party,,REP,,29,19,7,3
Concho,102,Straight Party,,DEM,,8,7,0,1
Concho,102,Straight Party,,LIB,,3,2,1,0
Concho,102,Straight Party,,,Under Votes,23,16,6,1
Concho,102,Straight Party,,,Over Votes,0,0,0,0
Concho,102,U.S. Senate,,REP,Ted Cruz,50,32,14,4
Concho,102,U.S. Senate,,DEM,Beto O'Rourke,10,9,0,1
Concho,102,U.S. Senate,,LIB,Neal M. Dikeman,2,2,0,0
Concho,102,U.S. Senate,,,Under Votes,1,1,0,0
Concho,102,U.S. Senate,,,Over Votes,0,0,0,0
Concho,102,U.S. House,11,REP,Mike Conaway,51,34,13,4
Concho,102,U.S. House,11,DEM,Jennie Lou Leeder,9,8,0,1
Concho,102,U.S. House,11,LIB,Rhett Rosenquest Smith,3,2,1,0
Concho,102,U.S. House,11,,Under Votes,0,0,0,0
Concho,102,U.S. House,11,,Over Votes,0,0,0,0
Concho,102,Governor,,REP,Greg Abbott,50,33,13,4
Concho,102,Governor,,DEM,Lupe Valdez,10,9,0,1
Concho,102,Governor,,LIB,Mark Jay Tippetts,3,2,1,0
Concho,102,Governor,,,Under Votes,0,0,0,0
Concho,102,Governor,,,Over Votes,0,0,0,0
Concho,102,Lieutenant Governor,,REP,Dan Patrick,45,29,12,4
Concho,102,Lieutenant Governor,,DEM,Mike Collier,14,13,0,1
Concho,102,Lieutenant Governor,,LIB,Kerry Douglas McKennon,4,2,2,0
Concho,102,Lieutenant Governor,,,Under Votes,0,0,0,0
Concho,102,Lieutenant Governor,,,Over Votes,0,0,0,0
Concho,102,Attorney General,,REP,Ken Paxton,46,29,13,4
Concho,102,Attorney General,,DEM,Justin Nelson,13,12,0,1
Concho,102,Attorney General,,LIB,Michael Ray Harris,3,2,1,0
Concho,102,Attorney General,,,Under Votes,1,1,0,0
Concho,102,Attorney General,,,Over Votes,0,0,0,0
Concho,102,Comptroller of Public Accounts,,REP,Glenn Hegar,46,29,13,4
Concho,102,Comptroller of Public Accounts,,DEM,Joi Chevalier,9,9,0,0
Concho,102,Comptroller of Public Accounts,,LIB,Ben Sanders,4,3,1,0
Concho,102,Comptroller of Public Accounts,,,Under Votes,4,3,0,1
Concho,102,Comptroller of Public Accounts,,,Over Votes,0,0,0,0
Concho,102,Commissioner of the General Land Office,,REP,George P. Bush,46,28,13,5
Concho,102,Commissioner of the General Land Office,,DEM,Miguel Suazo,13,13,0,0
Concho,102,Commissioner of the General Land Office,,LIB,Matt Pina,3,2,1,0
Concho,102,Commissioner of the General Land Office,,,Under Votes,1,1,0,0
Concho,102,Commissioner of the General Land Office,,,Over Votes,0,0,0,0
Concho,102,Commissioner of Agriculture,,REP,Sid Miller,46,29,13,4
Concho,102,Commissioner of Agriculture,,DEM,Kim Olson,12,11,0,1
Concho,102,Commissioner of Agriculture,,LIB,Richard Carpenter,3,2,1,0
Concho,102,Commissioner of Agriculture,,,Under Votes,2,2,0,0
Concho,102,Commissioner of Agriculture,,,Over Votes,0,0,0,0
Concho,102,Railroad Commissioner,,REP,Christi Craddick,44,28,13,3
Concho,102,Railroad Commissioner,,DEM,Roman McAllen,11,10,0,1
Concho,102,Railroad Commissioner,,LIB,Mike Wright,5,4,1,0
Concho,102,Railroad Commissioner,,,Under Votes,3,2,0,1
Concho,102,Railroad Commissioner,,,Over Votes,0,0,0,0
Concho,102,State Representative,72,REP,Drew Darby,55,36,14,5
Concho,102,State Representative,72,,Under Votes,8,8,0,0
Concho,102,State Representative,72,,Over Votes,0,0,0,0
