county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Winkler,101,Community Center,Lieutenant Governor,,DEM,Michael  Cooper,6,2,4
Winkler,101,Community Center,Lieutenant Governor,,DEM,Michael Edward Collier,7,3,4
Winkler,201,Precinct Building,Lieutenant Governor,,DEM,Michael  Cooper,2,0,2
Winkler,201,Precinct Building,Lieutenant Governor,,DEM,Michael Edward Collier,0,0,0
Winkler,202,Wink Community Center,Lieutenant Governor,,DEM,Michael  Cooper,2,2,0
Winkler,202,Wink Community Center,Lieutenant Governor,,DEM,Michael Edward Collier,1,1,0
Winkler,301,Recreation Center,Lieutenant Governor,,DEM,Michael  Cooper,2,0,2
Winkler,301,Recreation Center,Lieutenant Governor,,DEM,Michael Edward Collier,1,1,0
Winkler,401,Westside Community Center,Lieutenant Governor,,DEM,Michael  Cooper,9,2,7
Winkler,401,Westside Community Center,Lieutenant Governor,,DEM,Michael Edward Collier,7,4,3
Winkler,101,Community Center,Governor,,DEM,Adrian Ocegueda,1,1,0
Winkler,101,Community Center,Governor,,DEM,"Cedric Wayne Davis, Sr.",0,0,0
Winkler,101,Community Center,Governor,,DEM,Grady Yarbrough,1,0,1
Winkler,101,Community Center,Governor,,DEM,Guadalupe Valdez,8,2,6
Winkler,101,Community Center,Governor,,DEM,James Jolly Clark,0,0,0
Winkler,101,Community Center,Governor,,DEM,Jeffrey Alan Payne,0,0,0
Winkler,101,Community Center,Governor,,DEM,Joseph William Mumbach,1,0,1
Winkler,101,Community Center,Governor,,DEM,Robert Andrew  White,2,2,0
Winkler,101,Community Center,Governor,,DEM,Thomas John Wakely,0,0,0
Winkler,201,Precinct Building,Governor,,DEM,Adrian Ocegueda,0,0,0
Winkler,201,Precinct Building,Governor,,DEM,"Cedric Wayne Davis, Sr.",0,0,0
Winkler,201,Precinct Building,Governor,,DEM,Grady Yarbrough,0,0,0
Winkler,201,Precinct Building,Governor,,DEM,Guadalupe Valdez,2,0,2
Winkler,201,Precinct Building,Governor,,DEM,James Jolly Clark,0,0,0
Winkler,201,Precinct Building,Governor,,DEM,Jeffrey Alan Payne,0,0,0
Winkler,201,Precinct Building,Governor,,DEM,Joseph William Mumbach,0,0,0
Winkler,201,Precinct Building,Governor,,DEM,Robert Andrew  White,0,0,0
Winkler,201,Precinct Building,Governor,,DEM,Thomas John Wakely,0,0,0
Winkler,202,Wink Community Center,Governor,,DEM,Adrian Ocegueda,0,0,0
Winkler,202,Wink Community Center,Governor,,DEM,"Cedric Wayne Davis, Sr.",0,0,0
Winkler,202,Wink Community Center,Governor,,DEM,Grady Yarbrough,0,0,0
Winkler,202,Wink Community Center,Governor,,DEM,Guadalupe Valdez,2,1,1
Winkler,202,Wink Community Center,Governor,,DEM,James Jolly Clark,1,1,0
Winkler,202,Wink Community Center,Governor,,DEM,Jeffrey Alan Payne,0,0,0
Winkler,202,Wink Community Center,Governor,,DEM,Joseph William Mumbach,0,0,0
Winkler,202,Wink Community Center,Governor,,DEM,Robert Andrew  White,0,0,0
Winkler,202,Wink Community Center,Governor,,DEM,Thomas John Wakely,1,1,0
Winkler,301,Recreation Center,Governor,,DEM,Adrian Ocegueda,1,0,1
Winkler,301,Recreation Center,Governor,,DEM,"Cedric Wayne Davis, Sr.",0,0,0
Winkler,301,Recreation Center,Governor,,DEM,Grady Yarbrough,0,0,0
Winkler,301,Recreation Center,Governor,,DEM,Guadalupe Valdez,2,1,1
Winkler,301,Recreation Center,Governor,,DEM,James Jolly Clark,0,0,0
Winkler,301,Recreation Center,Governor,,DEM,Jeffrey Alan Payne,0,0,0
Winkler,301,Recreation Center,Governor,,DEM,Joseph William Mumbach,0,0,0
Winkler,301,Recreation Center,Governor,,DEM,Robert Andrew  White,0,0,0
Winkler,301,Recreation Center,Governor,,DEM,Thomas John Wakely,0,0,0
Winkler,401,Westside Community Center,Governor,,DEM,Adrian Ocegueda,0,0,0
Winkler,401,Westside Community Center,Governor,,DEM,"Cedric Wayne Davis, Sr.",1,0,1
Winkler,401,Westside Community Center,Governor,,DEM,Grady Yarbrough,4,2,2
Winkler,401,Westside Community Center,Governor,,DEM,Guadalupe Valdez,10,4,6
Winkler,401,Westside Community Center,Governor,,DEM,James Jolly Clark,1,1,0
Winkler,401,Westside Community Center,Governor,,DEM,Jeffrey Alan Payne,0,0,0
Winkler,401,Westside Community Center,Governor,,DEM,Joseph William Mumbach,1,0,1
Winkler,401,Westside Community Center,Governor,,DEM,Robert Andrew  White,2,1,1
Winkler,401,Westside Community Center,Governor,,DEM,Thomas John Wakely,0,0,0
Winkler,101,Community Center,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,12,5,7
Winkler,201,Precinct Building,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,2,0,2
Winkler,202,Wink Community Center,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,3,3,0
Winkler,301,Recreation Center,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,2,1,1
Winkler,401,Westside Community Center,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,12,6,6
Winkler,101,Community Center,U.S. Senate,,DEM,Edward Wayne Kimbrough,2,2,0
Winkler,101,Community Center,U.S. Senate,,DEM,Irasema Ramirez-Hernandez,6,1,5
Winkler,101,Community Center,U.S. Senate,,DEM,Robert Francis O'Rourke,5,2,3
Winkler,201,Precinct Building,U.S. Senate,,DEM,Edward Wayne Kimbrough,0,0,0
Winkler,201,Precinct Building,U.S. Senate,,DEM,Irasema Ramirez-Hernandez,0,0,0
Winkler,201,Precinct Building,U.S. Senate,,DEM,Robert Francis O'Rourke,2,0,2
Winkler,202,Wink Community Center,U.S. Senate,,DEM,Edward Wayne Kimbrough,2,1,1
Winkler,202,Wink Community Center,U.S. Senate,,DEM,Irasema Ramirez-Hernandez,0,0,0
Winkler,202,Wink Community Center,U.S. Senate,,DEM,Robert Francis O'Rourke,3,3,0
Winkler,301,Recreation Center,U.S. Senate,,DEM,Edward Wayne Kimbrough,1,1,0
Winkler,301,Recreation Center,U.S. Senate,,DEM,Irasema Ramirez-Hernandez,3,0,3
Winkler,301,Recreation Center,U.S. Senate,,DEM,Robert Francis O'Rourke,0,0,0
Winkler,401,Westside Community Center,U.S. Senate,,DEM,Edward Wayne Kimbrough,4,1,3
Winkler,401,Westside Community Center,U.S. Senate,,DEM,Irasema Ramirez-Hernandez,10,4,6
Winkler,401,Westside Community Center,U.S. Senate,,DEM,Robert Francis O'Rourke,5,2,3
