county,precinct,office,district,Candidate,party,votes,mail,early_voting,election_day
Wharton,201,U.S. House,27,Christopher Suprun,IND,0,0,0,0
Wharton,202,U.S. House,27,Christopher Suprun,IND,0,0,0,0
Wharton,203,U.S. House,27,Christopher Suprun,IND,0,0,0,0
Wharton,301,U.S. House,27,Christopher Suprun,IND,0,0,0,0
Wharton,302,U.S. House,27,Christopher Suprun,IND,0,0,0,0
Wharton,303,U.S. House,27,Christopher Suprun,IND,0,0,0,0
Wharton,401,U.S. House,27,Christopher Suprun,IND,0,0,0,0
Wharton,402,U.S. House,27,Christopher Suprun,IND,0,0,0,0
Wharton,403,U.S. House,27,Christopher Suprun,IND,1,1,0,0
Wharton,Total,U.S. House,27,Christopher Suprun,IND,1,1,0,0
Wharton,101,U.S. House,27,Raul (Roy) Barrera,DEM,14,4,0,10
Wharton,102,U.S. House,27,Raul (Roy) Barrera,DEM,6,3,2,1
Wharton,103,U.S. House,27,Raul (Roy) Barrera,DEM,8,2,3,3
Wharton,201,U.S. House,27,Raul (Roy) Barrera,DEM,3,2,0,1
Wharton,202,U.S. House,27,Raul (Roy) Barrera,DEM,6,3,1,2
Wharton,203,U.S. House,27,Raul (Roy) Barrera,DEM,36,31,2,3
Wharton,301,U.S. House,27,Raul (Roy) Barrera,DEM,7,3,2,2
Wharton,302,U.S. House,27,Raul (Roy) Barrera,DEM,6,3,0,3
Wharton,303,U.S. House,27,Raul (Roy) Barrera,DEM,4,2,2,0
Wharton,401,U.S. House,27,Raul (Roy) Barrera,DEM,15,8,2,5
Wharton,402,U.S. House,27,Raul (Roy) Barrera,DEM,4,3,1,0
Wharton,403,U.S. House,27,Raul (Roy) Barrera,DEM,3,2,1,0
Wharton,Total,U.S. House,27,Raul (Roy) Barrera,DEM,112,66,16,30
Wharton,101,U.S. House,27,Marty Perez,REP,1,0,1,0
Wharton,102,U.S. House,27,Marty Perez,REP,2,0,1,1
Wharton,103,U.S. House,27,Marty Perez,REP,0,0,0,0
Wharton,201,U.S. House,27,Marty Perez,REP,1,1,0,0
Wharton,202,U.S. House,27,Marty Perez,REP,0,0,0,0
Wharton,203,U.S. House,27,Marty Perez,REP,2,0,1,1
Wharton,301,U.S. House,27,Marty Perez,REP,0,0,0,0
Wharton,302,U.S. House,27,Marty Perez,REP,1,1,0,0
Wharton,303,U.S. House,27,Marty Perez,REP,1,1,0,0
Wharton,401,U.S. House,27,Marty Perez,REP,1,0,0,1
Wharton,402,U.S. House,27,Marty Perez,REP,0,0,0,0
Wharton,403,U.S. House,27,Marty Perez,REP,1,1,0,0
Wharton,Total,U.S. House,27,Marty Perez,REP,10,4,3,3
Wharton,101,U.S. House,27,Mike Westergren,DEM,3,0,0,3
Wharton,102,U.S. House,27,Mike Westergren,DEM,2,0,1,1
Wharton,103,U.S. House,27,Mike Westergren,DEM,1,0,0,1
Wharton,201,U.S. House,27,Mike Westergren,DEM,4,3,1,0
Wharton,202,U.S. House,27,Mike Westergren,DEM,3,2,1,0
Wharton,203,U.S. House,27,Mike Westergren,DEM,4,2,1,1
Wharton,301,U.S. House,27,Mike Westergren,DEM,1,0,0,1
Wharton,302,U.S. House,27,Mike Westergren,DEM,4,0,1,3
Wharton,303,U.S. House,27,Mike Westergren,DEM,0,0,0,0
Wharton,401,U.S. House,27,Mike Westergren,DEM,2,0,0,2
Wharton,402,U.S. House,27,Mike Westergren,DEM,0,0,0,0
Wharton,403,U.S. House,27,Mike Westergren,DEM,1,0,0,1
Wharton,Total,U.S. House,27,Mike Westergren,DEM,25,7,5,13
Wharton,101,U.S. House,27,Eric Holguin,DEM,38,10,13,15
Wharton,102,U.S. House,27,Eric Holguin,DEM,23,4,6,13
Wharton,103,U.S. House,27,Eric Holguin,DEM,11,3,4,4
Wharton,201,U.S. House,27,Eric Holguin,DEM,17,8,0,9
Wharton,202,U.S. House,27,Eric Holguin,DEM,16,6,5,5
Wharton,203,U.S. House,27,Eric Holguin,DEM,35,9,8,18
Wharton,301,U.S. House,27,Eric Holguin,DEM,23,4,8,11
Wharton,302,U.S. House,27,Eric Holguin,DEM,16,4,9,3
Wharton,303,U.S. House,27,Eric Holguin,DEM,11,3,3,5
Wharton,401,U.S. House,27,Eric Holguin,DEM,24,3,5,16
Wharton,402,U.S. House,27,Eric Holguin,DEM,4,3,1,0
Wharton,403,U.S. House,27,Eric Holguin,DEM,10,3,2,5
Wharton,Total,U.S. House,27,Eric Holguin,DEM,228,60,64,104
Wharton,101,U.S. House,27,Bech Bruun,REP,9,4,4,1
Wharton,102,U.S. House,27,Bech Bruun,REP,9,4,5,0
Wharton,103,U.S. House,27,Bech Bruun,REP,5,3,2,0
Wharton,201,U.S. House,27,Bech Bruun,REP,17,4,3,10
Wharton,202,U.S. House,27,Bech Bruun,REP,1,1,0,0
Wharton,203,U.S. House,27,Bech Bruun,REP,3,2,0,1
Wharton,301,U.S. House,27,Bech Bruun,REP,14,6,8,0
Wharton,302,U.S. House,27,Bech Bruun,REP,17,5,11,1
Wharton,303,U.S. House,27,Bech Bruun,REP,5,2,3,0
Wharton,401,U.S. House,27,Bech Bruun,REP,1,0,1,0
Wharton,402,U.S. House,27,Bech Bruun,REP,3,2,0,1
Wharton,403,U.S. House,27,Bech Bruun,REP,1,0,1,0
Wharton,Total,U.S. House,27,Bech Bruun,REP,85,33,38,14
Wharton,101,U.S. House,27,Daniel Tinus,LIB,2,0,0,2
Wharton,102,U.S. House,27,Daniel Tinus,LIB,0,0,0,0
Wharton,103,U.S. House,27,Daniel Tinus,LIB,0,0,0,0
Wharton,201,U.S. House,27,Daniel Tinus,LIB,0,0,0,0
Wharton,202,U.S. House,27,Daniel Tinus,LIB,0,0,0,0
Wharton,203,U.S. House,27,Daniel Tinus,LIB,2,0,2,0
Wharton,301,U.S. House,27,Daniel Tinus,LIB,0,0,0,0
Wharton,302,U.S. House,27,Daniel Tinus,LIB,0,0,0,0
Wharton,303,U.S. House,27,Daniel Tinus,LIB,1,0,0,1
Wharton,401,U.S. House,27,Daniel Tinus,LIB,0,0,0,0
Wharton,402,U.S. House,27,Daniel Tinus,LIB,0,0,0,0
Wharton,403,U.S. House,27,Daniel Tinus,LIB,0,0,0,0
Wharton,Total,U.S. House,27,Daniel Tinus,LIB,5,0,2,3
Wharton,101,U.S. House,27,Judith Cutright,IND,1,1,0,0
Wharton,102,U.S. House,27,Judith Cutright,IND,1,0,0,1
Wharton,103,U.S. House,27,Judith Cutright,IND,1,0,0,1
Wharton,201,U.S. House,27,Judith Cutright,IND,1,0,0,1
Wharton,202,U.S. House,27,Judith Cutright,IND,1,0,0,1
Wharton,203,U.S. House,27,Judith Cutright,IND,4,2,2,0
Wharton,301,U.S. House,27,Judith Cutright,IND,1,1,0,0
Wharton,302,U.S. House,27,Judith Cutright,IND,0,0,0,0
Wharton,303,U.S. House,27,Judith Cutright,IND,0,0,0,0
Wharton,401,U.S. House,27,Judith Cutright,IND,1,0,0,1
Wharton,402,U.S. House,27,Judith Cutright,IND,0,0,0,0
Wharton,403,U.S. House,27,Judith Cutright,IND,0,0,0,0
Wharton,Total,U.S. House,27,Judith Cutright,IND,11,4,2,5
