county,precinct,office,district,party,candidate,early_voting,election_day,votes
Newton,1,Ballots Cast,,,,312,192,
Newton,2,Ballots Cast,,,,87,78,
Newton,3,Ballots Cast,,,,145,219,
Newton,4,Ballots Cast,,,,56,47,
Newton,5,Ballots Cast,,,,150,136,
Newton,6,Ballots Cast,,,,263,134,
Newton,7,Ballots Cast,,,,69,57,
Newton,8,Ballots Cast,,,,69,123,
Newton,9,Ballots Cast,,,,62,83,
Newton,"11,13,21",Ballots Cast,,,,370,576,
Newton,10,Ballots Cast,,,,58,145,
Newton,12,Ballots Cast,,,,59,33,
Newton,14,Ballots Cast,,,,78,107,
Newton,15,Ballots Cast,,,,117,103,
Newton,16,Ballots Cast,,,,72,97,
Newton,17,Ballots Cast,,,,28,23,
Newton,18,Ballots Cast,,,,41,101,
Newton,19,Ballots Cast,,,,64,70,
Newton,20,Ballots Cast,,,,32,67,
Newton,22,Ballots Cast,,,,76,114,
Newton,1,Straight Party,,REP,Republican,145,91,
Newton,2,Straight Party,,REP,Republican,41,46,
Newton,3,Straight Party,,REP,Republican,77,99,
Newton,4,Straight Party,,REP,Republican,24,11,
Newton,5,Straight Party,,REP,Republican,93,73,
Newton,6,Straight Party,,REP,Republican,90,35,
Newton,7,Straight Party,,REP,Republican,29,15,
Newton,8,Straight Party,,REP,Republican,34,60,
Newton,9,Straight Party,,REP,Republican,36,41,
Newton,"11,13,21",Straight Party,,REP,Republican,153,247,
Newton,10,Straight Party,,REP,Republican,22,62,
Newton,12,Straight Party,,REP,Republican,28,19,
Newton,14,Straight Party,,REP,Republican,24,17,
Newton,15,Straight Party,,REP,Republican,64,56,
Newton,16,Straight Party,,REP,Republican,31,57,
Newton,17,Straight Party,,REP,Republican,4,1,
Newton,18,Straight Party,,REP,Republican,25,55,
Newton,19,Straight Party,,REP,Republican,34,29,
Newton,20,Straight Party,,REP,Republican,11,6,
Newton,22,Straight Party,,REP,Republican,23,28,
Newton,1,Straight Party,,DEM,Democratic,28,13,
Newton,2,Straight Party,,DEM,Democratic,8,9,
Newton,3,Straight Party,,DEM,Democratic,6,3,
Newton,4,Straight Party,,DEM,Democratic,5,11,
Newton,5,Straight Party,,DEM,Democratic,5,7,
Newton,6,Straight Party,,DEM,Democratic,79,41,
Newton,7,Straight Party,,DEM,Democratic,7,20,
Newton,8,Straight Party,,DEM,Democratic,9,27,
Newton,9,Straight Party,,DEM,Democratic,7,17,
Newton,"11,13,21",Straight Party,,DEM,Democratic,18,22,
