county,precinct,office,district,candidate,party,votes,early_voting,election_day,mail,provisional
Upton,1,Registered Voters,,,,422,,,,
Upton,2,Registered Voters,,,,272,,,,
Upton,3,Registered Voters,,,,510,,,,
Upton,4,Registered Voters,,,,553,,,,
Upton,5,Registered Voters,,,,86,,,,
Upton,6,Registered Voters,,,,259,,,,
Upton,Total,Registered Voters,,,,2102,,,,
Upton,1,Ballots Cast,,,DEM,3,3,0,0,0
Upton,2,Ballots Cast,,,DEM,2,1,0,1,0
Upton,3,Ballots Cast,,,DEM,11,4,4,3,0
Upton,4,Ballots Cast,,,DEM,14,3,5,5,1
Upton,5,Ballots Cast,,,DEM,0,0,0,0,0
Upton,6,Ballots Cast,,,DEM,6,4,2,0,0
Upton,Total,Ballots Cast,,,DEM,36,15,11,9,1
Upton,1,Ballots Cast,,,REP,233,149,80,4,0
Upton,2,Ballots Cast,,,REP,147,77,63,2,5
Upton,3,Ballots Cast,,,REP,213,130,70,11,2
Upton,4,Ballots Cast,,,REP,296,184,105,3,4
Upton,5,Ballots Cast,,,REP,41,6,34,1,0
Upton,6,Ballots Cast,,,REP,118,79,33,4,2
Upton,Total,Ballots Cast,,,REP,1048,625,385,25,13
Upton,1,U.S. Senate,,Stefano de Stefano,REP,4,2,2,0,0
Upton,2,U.S. Senate,,Stefano de Stefano,REP,4,1,2,0,1
Upton,3,U.S. Senate,,Stefano de Stefano,REP,9,4,5,0,0
Upton,4,U.S. Senate,,Stefano de Stefano,REP,7,2,5,0,0
Upton,5,U.S. Senate,,Stefano de Stefano,REP,1,0,1,0,0
Upton,6,U.S. Senate,,Stefano de Stefano,REP,1,0,1,0,0
Upton,Total,U.S. Senate,,Stefano de Stefano,REP,26,9,16,0,1
Upton,1,U.S. Senate,,Geraldine Sam,REP,8,2,6,0,0
Upton,2,U.S. Senate,,Geraldine Sam,REP,6,5,1,0,0
Upton,3,U.S. Senate,,Geraldine Sam,REP,2,2,0,0,0
Upton,4,U.S. Senate,,Geraldine Sam,REP,13,9,4,0,0
Upton,5,U.S. Senate,,Geraldine Sam,REP,0,0,0,0,0
Upton,6,U.S. Senate,,Geraldine Sam,REP,3,3,0,0,0
Upton,Total,U.S. Senate,,Geraldine Sam,REP,32,21,11,0,0
Upton,1,U.S. Senate,,"Bruce Jacobson, Jr.",REP,7,5,2,0,0
Upton,2,U.S. Senate,,"Bruce Jacobson, Jr.",REP,11,6,5,0,0
Upton,3,U.S. Senate,,"Bruce Jacobson, Jr.",REP,5,4,1,0,0
Upton,4,U.S. Senate,,"Bruce Jacobson, Jr.",REP,9,4,5,0,0
Upton,5,U.S. Senate,,"Bruce Jacobson, Jr.",REP,2,0,2,0,0
Upton,6,U.S. Senate,,"Bruce Jacobson, Jr.",REP,7,4,2,0,1
Upton,Total,U.S. Senate,,"Bruce Jacobson, Jr.",REP,41,23,17,0,1
Upton,1,U.S. Senate,,Mary Miller,REP,6,5,0,1,0
Upton,2,U.S. Senate,,Mary Miller,REP,4,3,1,0,0
Upton,3,U.S. Senate,,Mary Miller,REP,7,4,3,0,0
Upton,4,U.S. Senate,,Mary Miller,REP,15,6,6,2,1
Upton,5,U.S. Senate,,Mary Miller,REP,1,0,1,0,0
Upton,6,U.S. Senate,,Mary Miller,REP,5,5,0,0,0
Upton,Total,U.S. Senate,,Mary Miller,REP,38,23,11,3,1
Upton,1,U.S. Senate,,Ted Cruz,REP,178,117,58,3,0
Upton,2,U.S. Senate,,Ted Cruz,REP,97,50,43,1,3
Upton,3,U.S. Senate,,Ted Cruz,REP,139,86,48,4,1
Upton,4,U.S. Senate,,Ted Cruz,REP,210,137,70,1,2
Upton,5,U.S. Senate,,Ted Cruz,REP,32,4,27,1,0
Upton,6,U.S. Senate,,Ted Cruz,REP,84,55,25,3,1
Upton,Total,U.S. Senate,,Ted Cruz,REP,740,449,271,13,7
Upton,1,U.S. House,23,Will Hurd,REP,152,95,53,4,
Upton,2,U.S. House,23,Will Hurd,REP,92,49,42,0,1
Upton,3,U.S. House,23,Will Hurd,REP,92,57,31,3,1
Upton,4,U.S. House,23,Will Hurd,REP,161,98,62,1,0
Upton,5,U.S. House,23,Will Hurd,REP,27,22,1,0,
Upton,6,U.S. House,23,Will Hurd,REP,64,41,20,2,1
Upton,Total,U.S. House,23,Will Hurd,REP,588,362,209,10,3
Upton,1,U.S. House,23,Alma Arredondo-Lynch,REP,35,28,7,0,0
Upton,2,U.S. House,23,Alma Arredondo-Lynch,REP,23,15,5,1,2
Upton,3,U.S. House,23,Alma Arredondo-Lynch,REP,62,38,22,2,0
Upton,4,U.S. House,23,Alma Arredondo-Lynch,REP,84,53,27,2,2
Upton,5,U.S. House,23,Alma Arredondo-Lynch,REP,7,0,7,0,0
Upton,6,U.S. House,23,Alma Arredondo-Lynch,REP,33,24,8,1,0
Upton,Total,U.S. House,23,Alma Arredondo-Lynch,REP,244,158,76,6,4
Upton,1,Governor,,Greg Abbott,REP,183,116,63,4,
Upton,2,Governor,,Greg Abbott,REP,101,56,43,0,2
Upton,3,Governor,,Greg Abbott,REP,128,80,43,4,1
Upton,4,Governor,,Greg Abbott,REP,216,132,80,2,2
Upton,5,Governor,,Greg Abbott,REP,30,5,24,1,0
Upton,6,Governor,,Greg Abbott,REP,82,55,23,3,1
Upton,Total,Governor,,Greg Abbott,REP,740,444,276,14,6
Upton,1,Governor,,SECEDE Kilgore,REP,6,5,1,0,0
Upton,2,Governor,,SECEDE Kilgore,REP,8,3,5,0,0
Upton,3,Governor,,SECEDE Kilgore,REP,9,6,2,1,0
Upton,4,Governor,,SECEDE Kilgore,REP,13,8,5,0,0
Upton,5,Governor,,SECEDE Kilgore,REP,4,0,4,0,0
Upton,6,Governor,,SECEDE Kilgore,REP,5,3,2,0,0
Upton,Total,Governor,,SECEDE Kilgore,REP,45,25,19,1,0
Upton,1,Governor,,Barbara Krueger,REP,15,8,7,0,0
Upton,2,Governor,,Barbara Krueger,REP,12,6,4,1,1
Upton,3,Governor,,Barbara Krueger,REP,24,14,10,0,0
Upton,4,Governor,,Barbara Krueger,REP,22,11,9,1,1
Upton,5,Governor,,Barbara Krueger,REP,3,0,3,0,0
Upton,6,Governor,,Barbara Krueger,REP,12,11,1,0,0
Upton,Total,Governor,,Barbara Krueger,REP,88,50,34,2,2
Upton,1,Lieutenant Governor,,Scott Milder,REP,93,64,28,1,0
Upton,2,Lieutenant Governor,,Scott Milder,REP,58,28,29,1,0
Upton,3,Lieutenant Governor,,Scott Milder,REP,47,26,17,4,0
Upton,4,Lieutenant Governor,,Scott Milder,REP,95,52,40,2,1
Upton,5,Lieutenant Governor,,Scott Milder,REP,16,2,14,0,0
Upton,6,Lieutenant Governor,,Scott Milder,REP,38,28,8,1,1
Upton,Total,Lieutenant Governor,,Scott Milder,REP,347,200,136,9,2
Upton,1,Lieutenant Governor,,Dan Patrick,REP,94,59,34,1,0
Upton,2,Lieutenant Governor,,Dan Patrick,REP,57,32,21,1,3
Upton,3,Lieutenant Governor,,Dan Patrick,REP,99,64,33,1,1
Upton,4,Lieutenant Governor,,Dan Patrick,REP,138,89,46,1,2
Upton,5,Lieutenant Governor,,Dan Patrick,REP,20,3,16,1,0
Upton,6,Lieutenant Governor,,Dan Patrick,REP,48,30,16,2,0
Upton,Total,Lieutenant Governor,,Dan Patrick,REP,456,277,166,7,6
Upton,1,Attorney General,,Ken Paxton,REP,156,100,55,1,0
Upton,2,Attorney General,,Ken Paxton,REP,85,48,33,1,3
Upton,3,Attorney General,,Ken Paxton,REP,125,76,43,5,1
Upton,4,Attorney General,,Ken Paxton,REP,198,119,73,3,3
Upton,5,Attorney General,,Ken Paxton,REP,30,3,26,1,0
Upton,6,Attorney General,,Ken Paxton,REP,75,51,21,2,
Upton,Total,Attorney General,,Ken Paxton,REP,669,397,251,13,7
Upton,1,Comptroller of Public Accounts,,Glenn Heger,REP,141,92,49,0,0
Upton,2,Comptroller of Public Accounts,,Glenn Heger,REP,82,46,32,1,3
Upton,3,Comptroller of Public Accounts,,Glenn Heger,REP,120,75,41,4,0
Upton,4,Comptroller of Public Accounts,,Glenn Heger,REP,188,113,69,3,3
Upton,5,Comptroller of Public Accounts,,Glenn Heger,REP,32,27,1,0,
Upton,6,Comptroller of Public Accounts,,Glenn Heger,REP,74,51,20,2,1
Upton,Total,Comptroller of Public Accounts,,Glenn Heger,REP,637,404,212,10,7
Upton,1,Commissioner of the General Land Office,,Rick Range,REP,29,18,9,2,0
Upton,2,Commissioner of the General Land Office,,Rick Range,REP,12,4,8,0,0
Upton,3,Commissioner of the General Land Office,,Rick Range,REP,18,11,6,1,0
Upton,4,Commissioner of the General Land Office,,Rick Range,REP,34,23,11,0,0
Upton,5,Commissioner of the General Land Office,,Rick Range,REP,4,0,4,0,0
Upton,6,Commissioner of the General Land Office,,Rick Range,REP,16,12,4,0,0
Upton,Total,Commissioner of the General Land Office,,Rick Range,REP,113,68,42,3,0
Upton,1,Commissioner of the General Land Office,,George P. Bush,REP,107,72,35,0,0
Upton,2,Commissioner of the General Land Office,,George P. Bush,REP,59,31,27,0,1
Upton,3,Commissioner of the General Land Office,,George P. Bush,REP,100,61,36,2,1
Upton,4,Commissioner of the General Land Office,,George P. Bush,REP,132,79,48,3,2
Upton,5,Commissioner of the General Land Office,,George P. Bush,REP,23,1,21,1,0
Upton,6,Commissioner of the General Land Office,,George P. Bush,REP,51,34,13,3,1
Upton,Total,Commissioner of the General Land Office,,George P. Bush,REP,472,278,180,9,5
Upton,1,Commissioner of the General Land Office,,Davey Edwards,REP,21,15,6,0,0
Upton,2,Commissioner of the General Land Office,,Davey Edwards,REP,11,10,1,0,0
Upton,3,Commissioner of the General Land Office,,Davey Edwards,REP,17,14,3,0,0
Upton,4,Commissioner of the General Land Office,,Davey Edwards,REP,23,16,6,0,1
Upton,5,Commissioner of the General Land Office,,Davey Edwards,REP,5,1,4,0,0
Upton,6,Commissioner of the General Land Office,,Davey Edwards,REP,10,8,2,0,0
Upton,Total,Commissioner of the General Land Office,,Davey Edwards,REP,87,64,22,0,1
Upton,1,Commissioner of the General Land Office,,Jerry Patterson,REP,24,12,11,1,0
Upton,2,Commissioner of the General Land Office,,Jerry Patterson,REP,20,9,8,1,2
Upton,3,Commissioner of the General Land Office,,Jerry Patterson,REP,12,6,4,2,0
Upton,4,Commissioner of the General Land Office,,Jerry Patterson,REP,38,20,18,0,0
Upton,5,Commissioner of the General Land Office,,Jerry Patterson,REP,1,1,0,0,0
Upton,6,Commissioner of the General Land Office,,Jerry Patterson,REP,13,9,3,0,1
Upton,Total,Commissioner of the General Land Office,,Jerry Patterson,REP,108,57,44,4,3
Upton,1,Commissioner of Agriculture,,Jim Hogan,REP,50,31,19,0,0
Upton,2,Commissioner of Agriculture,,Jim Hogan,REP,36,16,17,1,2
