county,precinct,office,district,candidate,party,votes,early_voting,election_day,mail,provisional
Upton,3,Commissioner of Agriculture,,Jim Hogan,REP,46,26,19,1,0
Upton,4,Commissioner of Agriculture,,Jim Hogan,REP,80,47,30,3,0
Upton,5,Commissioner of Agriculture,,Jim Hogan,REP,7,1,6,0,0
Upton,6,Commissioner of Agriculture,,Jim Hogan,REP,23,14,8,1,0
Upton,Total,Commissioner of Agriculture,,Jim Hogan,REP,242,135,99,6,2
Upton,1,Commissioner of Agriculture,,Sid Miller,REP,62,38,22,2,0
Upton,2,Commissioner of Agriculture,,Sid Miller,REP,45,28,17,0,0
Upton,3,Commissioner of Agriculture,,Sid Miller,REP,58,37,18,2,1
Upton,4,Commissioner of Agriculture,,Sid Miller,REP,83,56,25,0,2
Upton,5,Commissioner of Agriculture,,Sid Miller,REP,19,4,14,1,0
Upton,6,Commissioner of Agriculture,,Sid Miller,REP,36,28,8,0,0
Upton,Total,Commissioner of Agriculture,,Sid Miller,REP,303,191,104,5,3
Upton,1,Commissioner of Agriculture,,Trey Blocker,REP,33,21,12,0,0
Upton,2,Commissioner of Agriculture,,Trey Blocker,REP,21,9,11,0,1
Upton,3,Commissioner of Agriculture,,Trey Blocker,REP,22,15,5,2,0
Upton,4,Commissioner of Agriculture,,Trey Blocker,REP,34,16,17,0,1
Upton,5,Commissioner of Agriculture,,Trey Blocker,REP,6,0,6,0,0
Upton,6,Commissioner of Agriculture,,Trey Blocker,REP,17,12,3,1,1
Upton,Total,Commissioner of Agriculture,,Trey Blocker,REP,133,73,54,3,3
Upton,1,Railroad Commissioner,,Christi Craddick,REP,119,83,36,0,0
Upton,2,Railroad Commissioner,,Christi Craddick,REP,70,43,25,0,2
Upton,3,Railroad Commissioner,,Christi Craddick,REP,78,54,21,2,1
Upton,4,Railroad Commissioner,,Christi Craddick,REP,139,91,43,2,3
Upton,5,Railroad Commissioner,,Christi Craddick,REP,21,5,15,1,0
Upton,6,Railroad Commissioner,,Christi Craddick,REP,48,33,14,1,0
Upton,Total,Railroad Commissioner,,Christi Craddick,REP,475,309,154,6,6
Upton,1,Railroad Commissioner,,Weston Martinez,REP,39,20,17,2,0
Upton,2,Railroad Commissioner,,Weston Martinez,REP,32,14,16,1,1
Upton,3,Railroad Commissioner,,Weston Martinez,REP,60,32,25,3,0
Upton,4,Railroad Commissioner,,Weston Martinez,REP,72,33,37,2,0
Upton,5,Railroad Commissioner,,Weston Martinez,REP,12,0,12,0,0
Upton,6,Railroad Commissioner,,Weston Martinez,REP,34,25,6,2,1
Upton,Total,Railroad Commissioner,,Weston Martinez,REP,249,124,113,10,2
Upton,1,State Representative�,82,Tom Craddick,REP,157,106,49,2,0
Upton,2,State Representative�,82,Tom Craddick,REP,86,49,35,0,2
Upton,3,State Representative�,82,Tom Craddick,REP,127,79,43,5,
Upton,4,State Representative�,82,Tom Craddick,REP,191,113,74,3,1
Upton,5,State Representative�,82,Tom Craddick,REP,27,3,23,1,
Upton,6,State Representative�,82,Tom Craddick,REP,79,53,22,3,1
Upton,Total,State Representative�,82,Tom Craddick,REP,667,403,246,14,4
Upton,1,U.S. Senate,,Edward Kimbrough,DEM,3,3,0,0,0
Upton,2,U.S. Senate,,Edward Kimbrough,DEM,0,0,0,0,0
Upton,3,U.S. Senate,,Edward Kimbrough,DEM,1,0,0,1,0
Upton,4,U.S. Senate,,Edward Kimbrough,DEM,5,1,1,3,0
Upton,5,U.S. Senate,,Edward Kimbrough,DEM,0,0,0,0,0
Upton,6,U.S. Senate,,Edward Kimbrough,DEM,1,1,0,0,0
Upton,Total,U.S. Senate,,Edward Kimbrough,DEM,10,5,1,4,0
Upton,1,U.S. Senate,,Beto O'Rourke,DEM,0,0,0,0,0
Upton,2,U.S. Senate,,Beto O'Rourke,DEM,0,0,0,0,0
Upton,3,U.S. Senate,,Beto O'Rourke,DEM,0,0,0,0,0
Upton,4,U.S. Senate,,Beto O'Rourke,DEM,3,1,1,0,1
Upton,5,U.S. Senate,,Beto O'Rourke,DEM,0,0,0,0,0
Upton,6,U.S. Senate,,Beto O'Rourke,DEM,0,0,0,0,0
Upton,Total,U.S. Senate,,Beto O'Rourke,DEM,3,1,1,0,1
Upton,1,U.S. Senate,,Sena Hernandez,DEM,0,0,0,0,0
Upton,2,U.S. Senate,,Sena Hernandez,DEM,1,1,0,0,0
Upton,3,U.S. Senate,,Sena Hernandez,DEM,9,4,4,1,0
Upton,4,U.S. Senate,,Sena Hernandez,DEM,5,1,2,2,0
Upton,5,U.S. Senate,,Sena Hernandez,DEM,0,0,0,0,0
Upton,6,U.S. Senate,,Sena Hernandez,DEM,5,3,2,0,0
Upton,Total,U.S. Senate,,Sena Hernandez,DEM,20,9,8,3,0
Upton,1,U.S. House,23,"Angela ""Angie"" Villescaz",DEM,1,1,0,0,
Upton,2,U.S. House,23,"Angela ""Angie"" Villescaz",DEM,0,0,0,0,0
Upton,3,U.S. House,23,"Angela ""Angie"" Villescaz",DEM,3,0,1,2,0
Upton,4,U.S. House,23,"Angela ""Angie"" Villescaz",DEM,2,1,0,1,0
Upton,5,U.S. House,23,"Angela ""Angie"" Villescaz",DEM,0,0,0,0,0
Upton,6,U.S. House,23,"Angela ""Angie"" Villescaz",DEM,1,0,1,0,0
Upton,Total,U.S. House,23,"Angela ""Angie"" Villescaz",DEM,7,2,2,3,0
Upton,1,U.S. House,23,Rick Trevino,DEM,1,1,0,0,0
Upton,2,U.S. House,23,Rick Trevino,DEM,0,0,0,0,0
Upton,3,U.S. House,23,Rick Trevino,DEM,2,2,0,0,0
Upton,4,U.S. House,23,Rick Trevino,DEM,7,1,4,1,1
Upton,5,U.S. House,23,Rick Trevino,DEM,0,0,0,0,0
Upton,6,U.S. House,23,Rick Trevino,DEM,1,0,1,0,0
Upton,Total,U.S. House,23,Rick Trevino,DEM,11,4,5,1,1
Upton,1,U.S. House,23,Gina Ortiz Jones,DEM,1,1,0,0,0
Upton,2,U.S. House,23,Gina Ortiz Jones,DEM,2,1,0,1,0
Upton,3,U.S. House,23,Gina Ortiz Jones,DEM,3,1,2,0,0
Upton,4,U.S. House,23,Gina Ortiz Jones,DEM,2,0,0,2,0
Upton,5,U.S. House,23,Gina Ortiz Jones,DEM,0,0,0,0,0
Upton,6,U.S. House,23,Gina Ortiz Jones,DEM,3,3,0,0,0
Upton,Total,U.S. House,23,Gina Ortiz Jones,DEM,11,6,2,3,0
Upton,1,U.S. House,23,Jay Hulings,DEM,0,0,0,0,0
Upton,2,U.S. House,23,Jay Hulings,DEM,0,0,0,0,0
Upton,3,U.S. House,23,Jay Hulings,DEM,1,0,1,0,0
Upton,4,U.S. House,23,Jay Hulings,DEM,1,0,0,1,0
Upton,5,U.S. House,23,Jay Hulings,DEM,0,0,0,0,0
Upton,6,U.S. House,23,Jay Hulings,DEM,1,1,0,0,0
Upton,Total,U.S. House,23,Jay Hulings,DEM,3,1,1,1,0
Upton,1,U.S. House,23,Judy Canales,DEM,0,0,0,0,0
Upton,2,U.S. House,23,Judy Canales,DEM,0,0,0,0,0
Upton,3,U.S. House,23,Judy Canales,DEM,1,1,0,0,
Upton,4,U.S. House,23,Judy Canales,DEM,0,0,0,0,0
Upton,5,U.S. House,23,Judy Canales,DEM,0,0,0,0,0
Upton,6,U.S. House,23,Judy Canales,DEM,0,0,0,0,0
Upton,Total,U.S. House,23,Judy Canales,DEM,1,1,0,0,0
Upton,1,Governor,,Lupe Valdez,DEM,0,0,0,0,0
Upton,2,Governor,,Lupe Valdez,DEM,1,1,0,0,0
Upton,3,Governor,,Lupe Valdez,DEM,5,3,2,0,0
Upton,4,Governor,,Lupe Valdez,DEM,5,1,1,3,0
Upton,5,Governor,,Lupe Valdez,DEM,0,0,0,0,0
Upton,6,Governor,,Lupe Valdez,DEM,6,4,2,0,0
Upton,Total,Governor,,Lupe Valdez,DEM,17,9,5,3,0
Upton,1,Governor,,Jeffrey Payne,DEM,0,0,0,0,0
Upton,2,Governor,,Jeffrey Payne,DEM,0,0,0,0,0
Upton,3,Governor,,Jeffrey Payne,DEM,0,0,0,0,0
Upton,4,Governor,,Jeffrey Payne,DEM,3,1,0,1,1
Upton,5,Governor,,Jeffrey Payne,DEM,0,0,0,0,0
Upton,6,Governor,,Jeffrey Payne,DEM,0,0,0,0,0
Upton,Total,Governor,,Jeffrey Payne,DEM,3,1,0,1,1
Upton,1,Governor,,James Jolly Clark,DEM,1,1,0,0,0
Upton,2,Governor,,James Jolly Clark,DEM,0,0,0,0,0
Upton,3,Governor,,James Jolly Clark,DEM,0,0,0,0,0
Upton,4,Governor,,James Jolly Clark,DEM,1,0,1,0,0
Upton,5,Governor,,James Jolly Clark,DEM,0,0,0,0,0
Upton,6,Governor,,James Jolly Clark,DEM,0,0,0,0,0
Upton,Total,Governor,,James Jolly Clark,DEM,2,1,1,0,0
Upton,1,Governor,,Tom Wakely,DEM,0,0,0,0,0
Upton,2,Governor,,Tom Wakely,DEM,0,0,0,0,0
Upton,3,Governor,,Tom Wakely,DEM,0,0,0,0,0
Upton,4,Governor,,Tom Wakely,DEM,0,0,0,0,0
Upton,5,Governor,,Tom Wakely,DEM,0,0,0,0,0
Upton,6,Governor,,Tom Wakely,DEM,0,0,0,0,0
Upton,Total,Governor,,Tom Wakely,DEM,0,0,0,0,0
Upton,1,Governor,,Adrian Ocegueda,DEM,0,0,0,0,0
Upton,2,Governor,,Adrian Ocegueda,DEM,0,0,0,0,0
Upton,3,Governor,,Adrian Ocegueda,DEM,1,0,0,1,0
Upton,4,Governor,,Adrian Ocegueda,DEM,0,0,0,0,0
Upton,5,Governor,,Adrian Ocegueda,DEM,0,0,0,0,0
Upton,6,Governor,,Adrian Ocegueda,DEM,0,0,0,0,0
Upton,Total,Governor,,Adrian Ocegueda,DEM,1,0,0,1,0
Upton,1,Governor,,Grady Yarbrough,DEM,2,2,0,0,0
Upton,2,Governor,,Grady Yarbrough,DEM,1,0,0,1,0
Upton,3,Governor,,Grady Yarbrough,DEM,2,0,1,1,0
Upton,4,Governor,,Grady Yarbrough,DEM,1,0,0,1,0
Upton,5,Governor,,Grady Yarbrough,DEM,0,0,0,0,0
Upton,6,Governor,,Grady Yarbrough,DEM,0,0,0,0,0
Upton,Total,Governor,,Grady Yarbrough,DEM,6,2,1,3,0
Upton,1,Governor,,"Cedric Davis, Sr.",DEM,0,0,0,0,0
Upton,2,Governor,,"Cedric Davis, Sr.",DEM,0,0,0,0,0
Upton,3,Governor,,"Cedric Davis, Sr.",DEM,0,0,0,0,0
Upton,4,Governor,,"Cedric Davis, Sr.",DEM,1,0,1,0,0
Upton,5,Governor,,"Cedric Davis, Sr.",DEM,0,0,0,0,0
Upton,6,Governor,,"Cedric Davis, Sr.",DEM,0,0,0,0,0
Upton,Total,Governor,,"Cedric Davis, Sr.",DEM,1,0,1,0,0
Upton,1,Governor,,Joe Mumbach,DEM,0,0,0,0,0
Upton,2,Governor,,Joe Mumbach,DEM,0,0,0,0,0
Upton,3,Governor,,Joe Mumbach,DEM,0,0,0,0,0
Upton,4,Governor,,Joe Mumbach,DEM,0,0,0,0,0
Upton,5,Governor,,Joe Mumbach,DEM,0,0,0,0,0
Upton,6,Governor,,Joe Mumbach,DEM,0,0,0,0,0
Upton,Total,Governor,,Joe Mumbach,DEM,0,0,0,0,0
Upton,1,Governor,,Andrew White,DEM,0,0,0,0,0
Upton,2,Governor,,Andrew White,DEM,0,0,0,0,0
Upton,3,Governor,,Andrew White,DEM,0,0,0,0,0
Upton,4,Governor,,Andrew White,DEM,1,0,1,0,0
Upton,5,Governor,,Andrew White,DEM,0,0,0,0,0
Upton,6,Governor,,Andrew White,DEM,0,0,0,0,0
Upton,Total,Governor,,Andrew White,DEM,1,0,1,0,0
Upton,1,Lieutenant Governor,,Mike Collier,DEM,3,3,0,0,0
Upton,2,Lieutenant Governor,,Mike Collier,DEM,1,0,0,1,0
Upton,3,Lieutenant Governor,,Mike Collier,DEM,4,1,2,1,0
Upton,4,Lieutenant Governor,,Mike Collier,DEM,9,0,4,4,1
Upton,5,Lieutenant Governor,,Mike Collier,DEM,0,0,0,0,
Upton,6,Lieutenant Governor,,Mike Collier,DEM,4,2,2,0,0
Upton,Total,Lieutenant Governor,,Mike Collier,DEM,21,6,8,6,1
Upton,1,Lieutenant Governor,,Michael Cooper,DEM,0,0,0,0,0
Upton,2,Lieutenant Governor,,Michael Cooper,DEM,1,1,0,0,0
Upton,3,Lieutenant Governor,,Michael Cooper,DEM,4,2,",",1,1
Upton,4,Lieutenant Governor,,Michael Cooper,DEM,3,2,0,1,0
Upton,5,Lieutenant Governor,,Michael Cooper,DEM,0,0,0,0,
Upton,6,Lieutenant Governor,,Michael Cooper,DEM,2,2,0,0,0
Upton,Total,Lieutenant Governor,,Michael Cooper,DEM,10,7,0,2,1
Upton,1,Attorney General,,Justin Nelson,DEM,3,3,0,0,0
Upton,2,Attorney General,,Justin Nelson,DEM,1,1,0,0,0
Upton,3,Attorney General,,Justin Nelson,DEM,7,3,2,2,
Upton,4,Attorney General,,Justin Nelson,DEM,12,2,4,5,1
Upton,5,Attorney General,,Justin Nelson,DEM,0,0,0,0,0
Upton,6,Attorney General,,Justin Nelson,DEM,5,4,1,0,0
Upton,Total,Attorney General,,Justin Nelson,DEM,28,13,7,7,1
Upton,1,Comptroller of Public Accounts,,Tim Mahoney,DEM,2,2,0,0,0
Upton,2,Comptroller of Public Accounts,,Tim Mahoney,DEM,1,1,0,0,0
Upton,3,Comptroller of Public Accounts,,Tim Mahoney,DEM,2,1,1,0,0
Upton,4,Comptroller of Public Accounts,,Tim Mahoney,DEM,9,1,4,3,1
Upton,5,Comptroller of Public Accounts,,Tim Mahoney,DEM,0,0,0,0,0
Upton,6,Comptroller of Public Accounts,,Tim Mahoney,DEM,4,3,1,0,0
Upton,Total,Comptroller of Public Accounts,,Tim Mahoney,DEM,18,8,6,3,1
Upton,1,Comptroller of Public Accounts,,Joi Chevalier,DEM,1,1,0,0,0
Upton,2,Comptroller of Public Accounts,,Joi Chevalier,DEM,0,0,0,0,0
Upton,3,Comptroller of Public Accounts,,Joi Chevalier,DEM,6,3,1,2,0
Upton,4,Comptroller of Public Accounts,,Joi Chevalier,DEM,3,1,0,2,0
Upton,5,Comptroller of Public Accounts,,Joi Chevalier,DEM,0,0,0,0,0
Upton,6,Comptroller of Public Accounts,,Joi Chevalier,DEM,1,1,0,0,0
Upton,Total,Comptroller of Public Accounts,,Joi Chevalier,DEM,11,6,1,4,0
Upton,1,Commissioner of the General Land Office,,Miguel Suazo,DEM,1,1,0,0,0
Upton,2,Commissioner of the General Land Office,,Miguel Suazo,DEM,1,1,0,0,0
Upton,3,Commissioner of the General Land Office,,Miguel Suazo,DEM,9,4,4,1,0
Upton,4,Commissioner of the General Land Office,,Miguel Suazo,DEM,6,2,2,2,0
Upton,5,Commissioner of the General Land Office,,Miguel Suazo,DEM,0,0,0,0,0
Upton,6,Commissioner of the General Land Office,,Miguel Suazo,DEM,2,2,0,0,0
Upton,Total,Commissioner of the General Land Office,,Miguel Suazo,DEM,19,10,6,3,0
Upton,1,Commissioner of the General Land Office,,Tex Morgan,DEM,2,2,0,0,0
Upton,2,Commissioner of the General Land Office,,Tex Morgan,DEM,1,0,0,1,0
Upton,3,Commissioner of the General Land Office,,Tex Morgan,DEM,1,0,0,1,0
Upton,4,Commissioner of the General Land Office,,Tex Morgan,DEM,6,0,2,3,1
Upton,5,Commissioner of the General Land Office,,Tex Morgan,DEM,0,0,0,0,0
Upton,6,Commissioner of the General Land Office,,Tex Morgan,DEM,3,2,1,0,0
Upton,Total,Commissioner of the General Land Office,,Tex Morgan,DEM,13,4,3,5,1
Upton,1,Commissioner of Agriculture,,Kim Olson,DEM,3,3,0,0,0
Upton,2,Commissioner of Agriculture,,Kim Olson,DEM,1,1,0,,
Upton,3,Commissioner of Agriculture,,Kim Olson,DEM,7,3,2,2,0
Upton,4,Commissioner of Agriculture,,Kim Olson,DEM,13,3,4,5,1
Upton,5,Commissioner of Agriculture,,Kim Olson,DEM,0,,,,
Upton,6,Commissioner of Agriculture,,Kim Olson,DEM,4,3,1,0,0
Upton,Total,Commissioner of Agriculture,,Kim Olson,DEM,28,13,7,7,1
Upton,1,Railroad Commissioner,,Chris Spellmon,DEM,1,1,0,0,0
Upton,2,Railroad Commissioner,,Chris Spellmon,DEM,1,0,0,1,0
Upton,3,Railroad Commissioner,,Chris Spellmon,DEM,2,0,1,1,0
Upton,4,Railroad Commissioner,,Chris Spellmon,DEM,6,2,0,3,1
Upton,5,Railroad Commissioner,,Chris Spellmon,DEM,0,0,0,0,0
Upton,6,Railroad Commissioner,,Chris Spellmon,DEM,2,2,0,0,0
Upton,Total,Railroad Commissioner,,Chris Spellmon,DEM,12,5,1,5,1
Upton,1,Railroad Commissioner,,Roman McAllen,DEM,2,2,0,0,0
Upton,2,Railroad Commissioner,,Roman McAllen,DEM,1,1,0,0,0
