county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Mills,1,FBC Youth Center,Commissioner of the General Land Office,,REP,George P.  Bush,455,110,345
Mills,1,FBC Youth Center,Commissioner of the General Land Office,,LIB,Matt Pina,23,6,17
Mills,1,FBC Youth Center,Commissioner of the General Land Office,,DEM,Miguel  Suazo,62,10,52
Mills,11,Ebony Community Center,Commissioner of the General Land Office,,REP,George P.  Bush,101,41,60
Mills,11,Ebony Community Center,Commissioner of the General Land Office,,LIB,Matt Pina,3,1,2
Mills,11,Ebony Community Center,Commissioner of the General Land Office,,DEM,Miguel  Suazo,4,1,3
Mills,2,Fellowship Baptist Church,Commissioner of the General Land Office,,REP,George P.  Bush,234,45,189
Mills,2,Fellowship Baptist Church,Commissioner of the General Land Office,,LIB,Matt Pina,10,1,9
Mills,2,Fellowship Baptist Church,Commissioner of the General Land Office,,DEM,Miguel  Suazo,26,3,23
Mills,4,Center City Methodist,Commissioner of the General Land Office,,REP,George P.  Bush,175,45,130
Mills,4,Center City Methodist,Commissioner of the General Land Office,,LIB,Matt Pina,1,0,1
Mills,4,Center City Methodist,Commissioner of the General Land Office,,DEM,Miguel  Suazo,21,7,14
Mills,6,Zion Lutheran Church,Commissioner of the General Land Office,,REP,George P.  Bush,141,76,65
Mills,6,Zion Lutheran Church,Commissioner of the General Land Office,,LIB,Matt Pina,2,1,1
Mills,6,Zion Lutheran Church,Commissioner of the General Land Office,,DEM,Miguel  Suazo,16,13,3
Mills,8,Mullin Community Center,Commissioner of the General Land Office,,REP,George P.  Bush,307,130,177
Mills,8,Mullin Community Center,Commissioner of the General Land Office,,LIB,Matt Pina,8,1,7
Mills,8,Mullin Community Center,Commissioner of the General Land Office,,DEM,Miguel  Suazo,43,15,28
Mills,9,Former Library Bldg,Commissioner of the General Land Office,,REP,George P.  Bush,298,81,217
Mills,9,Former Library Bldg,Commissioner of the General Land Office,,LIB,Matt Pina,10,4,6
Mills,9,Former Library Bldg,Commissioner of the General Land Office,,DEM,Miguel  Suazo,48,12,36
Mills,1,FBC Youth Center,Lieutenant Governor,,REP,Dan  Patrick,431,105,326
Mills,1,FBC Youth Center,Lieutenant Governor,,LIB,Kerry Douglas McKennon,12,3,9
Mills,1,FBC Youth Center,Lieutenant Governor,,DEM,Mike  Collier,100,18,82
Mills,11,Ebony Community Center,Lieutenant Governor,,REP,Dan  Patrick,100,40,60
Mills,11,Ebony Community Center,Lieutenant Governor,,LIB,Kerry Douglas McKennon,1,0,1
Mills,11,Ebony Community Center,Lieutenant Governor,,DEM,Mike  Collier,8,3,5
Mills,2,Fellowship Baptist Church,Lieutenant Governor,,REP,Dan  Patrick,223,41,182
Mills,2,Fellowship Baptist Church,Lieutenant Governor,,LIB,Kerry Douglas McKennon,7,2,5
Mills,2,Fellowship Baptist Church,Lieutenant Governor,,DEM,Mike  Collier,41,5,36
Mills,4,Center City Methodist,Lieutenant Governor,,REP,Dan  Patrick,151,40,111
Mills,4,Center City Methodist,Lieutenant Governor,,LIB,Kerry Douglas McKennon,5,1,4
Mills,4,Center City Methodist,Lieutenant Governor,,DEM,Mike  Collier,45,15,30
Mills,6,Zion Lutheran Church,Lieutenant Governor,,REP,Dan  Patrick,138,75,63
Mills,6,Zion Lutheran Church,Lieutenant Governor,,LIB,Kerry Douglas McKennon,1,0,1
Mills,6,Zion Lutheran Church,Lieutenant Governor,,DEM,Mike  Collier,22,17,5
Mills,8,Mullin Community Center,Lieutenant Governor,,REP,Dan  Patrick,292,120,172
Mills,8,Mullin Community Center,Lieutenant Governor,,LIB,Kerry Douglas McKennon,1,0,1
Mills,8,Mullin Community Center,Lieutenant Governor,,DEM,Mike  Collier,61,24,37
Mills,9,Former Library Bldg,Lieutenant Governor,,REP,Dan  Patrick,269,74,195
Mills,9,Former Library Bldg,Lieutenant Governor,,LIB,Kerry Douglas McKennon,8,3,5
Mills,9,Former Library Bldg,Lieutenant Governor,,DEM,Mike  Collier,80,23,57
Mills,1,FBC Youth Center,Comptroller of Public Accounts,,LIB,Ben Sanders,7,3,4
Mills,1,FBC Youth Center,Comptroller of Public Accounts,,REP,Glenn  Hegar,468,108,360
Mills,1,FBC Youth Center,Comptroller of Public Accounts,,DEM,Joi  Chevalier,60,13,47
Mills,11,Ebony Community Center,Comptroller of Public Accounts,,LIB,Ben Sanders,1,0,1
Mills,11,Ebony Community Center,Comptroller of Public Accounts,,REP,Glenn  Hegar,102,42,60
Mills,11,Ebony Community Center,Comptroller of Public Accounts,,DEM,Joi  Chevalier,6,1,5
Mills,2,Fellowship Baptist Church,Comptroller of Public Accounts,,LIB,Ben Sanders,7,3,4
Mills,2,Fellowship Baptist Church,Comptroller of Public Accounts,,REP,Glenn  Hegar,240,41,199
Mills,2,Fellowship Baptist Church,Comptroller of Public Accounts,,DEM,Joi  Chevalier,24,3,21
Mills,4,Center City Methodist,Comptroller of Public Accounts,,LIB,Ben Sanders,5,2,3
Mills,4,Center City Methodist,Comptroller of Public Accounts,,REP,Glenn  Hegar,177,47,130
Mills,4,Center City Methodist,Comptroller of Public Accounts,,DEM,Joi  Chevalier,17,5,12
Mills,6,Zion Lutheran Church,Comptroller of Public Accounts,,LIB,Ben Sanders,1,1,0
Mills,6,Zion Lutheran Church,Comptroller of Public Accounts,,REP,Glenn  Hegar,140,75,65
Mills,6,Zion Lutheran Church,Comptroller of Public Accounts,,DEM,Joi  Chevalier,18,14,4
