county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Madison,303,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,277,108,143,26
Madison,303,"Judge, Court of Criminal Appeals, Place 8",,REP,Dib Waldrip,82,34,40,8
Madison,303,"Judge, Court of Criminal Appeals, Place 8",,REP,Jay Brandon,93,36,48,9
Madison,303,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,91,38,44,9
Madison,303,State Senator,5,REP,Charles Schwertner,230,89,118,23
Madison,303,State Senator,5,REP,Harold Ramm,69,30,32,7
Madison,303,State Representative,57,REP,Trent Ashby,319,126,159,34
Madison,303,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,279,111,140,28
Madison,303,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,280,111,142,27
Madison,303,Criminal District Attorney Madison County,,REP,Brian L. Risinger,310,126,154,30
Madison,303,County Judge,,REP,Douglas R. Holly,19,9,10,0
Madison,303,County Judge,,REP,Tony Leago,74,31,38,5
Madison,303,County Judge,,REP,Norann McDonnell,111,52,51,8
Madison,303,County Judge,,REP,"David H. Culbreth, SR",14,4,7,3
Madison,303,County Judge,,REP,"C. E. ""Butch"" McDaniel",94,33,49,12
Madison,303,County Judge,,REP,Andre Dean,49,19,23,7
Madison,303,District Clerk,,REP,Rhonda Cook Savage,315,125,158,32
Madison,303,County Clerk,,REP,Susanne Morris,314,128,153,33
Madison,303,County Treasurer,,REP,Judi Williams Delesandri,320,128,160,32
Madison,303,"Justice of the Peace, Precinct No. 2",,REP,Mitchell Dill,58,34,17,7
Madison,303,"Justice of the Peace, Precinct No. 2",,REP,Stan Rodgers,14,4,9,1
Madison,303,"Justice of the Peace, Precinct No. 2",,REP,Lynn Jeffries,56,25,29,2
Madison,303,"Justice of the Peace, Precinct No. 2",,REP,Steven Cole,154,60,73,21
Madison,303,"Justice of the Peace, Precinct No. 2",,REP,Richard Gilbreath,34,14,19,1
Madison,303,"Justice of the Peace, Precinct No. 2",,REP,Kelly Navarro,32,3,27,2
Madison,303,County Chairman,,REP,Kevin Counsil,292,116,147,29
Madison,303,U.S. Senate,,DEM,Beto O'Rourke,12,3,7,2
Madison,303,U.S. Senate,,DEM,Edward Kimbrough,14,2,4,8
Madison,303,U.S. Senate,,DEM,Sema Hernandez,9,1,6,2
Madison,303,U.S. House,8,DEM,Steven David,34,6,17,11
Madison,303,Governor,,DEM,Adrian Ocegueda,8,2,4,2
Madison,303,Governor,,DEM,Andrew White,11,1,6,4
Madison,303,Governor,,DEM,"Cedric Davis, Sr.",6,2,3,1
Madison,303,Governor,,DEM,Grady Yarbrough,6,0,3,3
Madison,303,Governor,,DEM,James Jolly Clark,1,0,1,0
Madison,303,Governor,,DEM,Jeffrey Payne,3,0,0,3
Madison,303,Governor,,DEM,Joe Mumbach,0,0,0,0
Madison,303,Governor,,DEM,Lupe Valdez,3,0,3,0
Madison,303,Governor,,DEM,Tom Wakely,0,0,0,0
Madison,303,Lieutenant Governor,,DEM,Michael Cooper,23,2,14,7
Madison,303,Lieutenant Governor,,DEM,Mike Collier,10,2,3,5
Madison,303,Attorney General,,DEM,Justin Nelson,36,6,17,13
Madison,303,Comptroller of Public Accounts,,DEM,Joi Chevalier,10,2,6,2
Madison,303,Comptroller of Public Accounts,,DEM,Tim Mahoney,26,3,12,11
Madison,303,Commissioner of the General Land Office,,DEM,Miguel Suazo,19,2,10,7
Madison,303,Commissioner of the General Land Office,,DEM,Tex Morgan,15,2,8,5
Madison,303,Commissioner of Agriculture,,DEM,Kim Olson,35,6,17,12
Madison,303,Railroad Commissioner,,DEM,Chris Spellmon,18,1,10,7
Madison,303,Railroad Commissioner,,DEM,Roman McAllen,16,3,8,5
Madison,303,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,28,4,15,9
Madison,303,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,30,4,16,10
Madison,303,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,30,4,15,11
Madison,303,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,37,5,20,12
Madison,303,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,37,4,20,13
Madison,303,State Senator,5,DEM,Brian E. Cronin,11,2,4,5
Madison,303,State Senator,5,DEM,"Glenn ""Grumpy"" Williams",12,1,6,5
Madison,303,State Senator,5,DEM,Meg Walsh,13,2,8,3
Madison,303,State Representative,57,DEM,Jason Rogers,35,5,18,12
Madison,303,Proposition #1,,DEM,Yes,33,6,17,10
Madison,303,Proposition #1,,DEM,No,1,0,1,0
Madison,303,Proposition #2,,DEM,Yes,34,7,16,11
Madison,303,Proposition #2,,DEM,No,2,0,2,0
Madison,303,Proposition #3,,DEM,Yes,33,7,16,10
Madison,303,Proposition #3,,DEM,No,2,0,2,0
Madison,303,Proposition #4,,DEM,Yes,35,7,17,11
Madison,303,Proposition #4,,DEM,No,1,0,1,0
Madison,303,Proposition #5,,DEM,Yes,29,6,14,9
Madison,303,Proposition #5,,DEM,No,5,0,4,1
Madison,303,Proposition #6,,DEM,Yes,33,7,16,10
Madison,303,Proposition #6,,DEM,No,1,0,1,0
Madison,303,Proposition #7,,DEM,Yes,34,6,19,9
Madison,303,Proposition #7,,DEM,No,1,0,0,1
Madison,303,Proposition #8,,DEM,Yes,33,6,17,10
Madison,303,Proposition #8,,DEM,No,3,1,2,0
Madison,303,Proposition #9,,DEM,Yes,35,6,19,10
Madison,303,Proposition #9,,DEM,No,1,0,1,0
Madison,303,Proposition #10,,DEM,Yes,34,6,18,10
Madison,303,Proposition #10,,DEM,No,1,0,1,0
Madison,303,Proposition #11,,DEM,Yes,32,5,17,10
Madison,303,Proposition #11,,DEM,No,2,0,2,0
Madison,303,Proposition #12,,DEM,Yes,33,6,17,10
Madison,303,Proposition #12,,DEM,No,1,0,1,0
Madison,303,Proposition 1,,REP,YES,177,65,88,24
Madison,303,Proposition 1,,REP,NO,149,69,75,5
Madison,303,Proposition 2,,REP,YES,317,127,160,30
Madison,303,Proposition 2,,REP,NO,25,11,11,3
Madison,303,Proposition 3,,REP,YES,282,112,140,30
Madison,303,Proposition 3,,REP,NO,61,26,34,1
Madison,303,Proposition 4,,REP,YES,302,120,151,31
Madison,303,Proposition 4,,REP,NO,40,15,25,0
Madison,303,Proposition 5,,REP,YES,248,92,132,24
Madison,303,Proposition 5,,REP,NO,97,46,46,5
Madison,303,Proposition 6,,REP,YES,328,135,161,32
Madison,303,Proposition 6,,REP,NO,21,7,14,0
Madison,303,Proposition 7,,REP,YES,242,91,124,27
Madison,303,Proposition 7,,REP,NO,103,45,53,5
Madison,303,Proposition 8,,REP,YES,336,136,167,33
Madison,303,Proposition 8,,REP,NO,18,6,12,0
Madison,303,Proposition 9,,REP,YES,301,117,153,31
Madison,303,Proposition 9,,REP,NO,55,24,26,5
Madison,303,Proposition 10,,REP,YES,314,123,159,32
Madison,303,Proposition 10,,REP,NO,31,17,14,0
Madison,303,Proposition 11,,REP,YES,294,116,145,33
Madison,303,Proposition 11,,REP,NO,54,23,31,0
Madison,404,U.S. Senate,,REP,"Bruce Jacobson, Jr.",28,12,16,0
Madison,404,U.S. Senate,,REP,Geraldine Sam,9,4,4,1
Madison,404,U.S. Senate,,REP,Mary Miller,36,18,17,1
Madison,404,U.S. Senate,,REP,Stefano de Stefano,13,8,5,0
Madison,404,U.S. Senate,,REP,Ted Cruz,532,263,233,36
Madison,404,U.S. House,8,REP,Kevin Brady,580,282,264,34
Madison,404,Governor,,REP,Barbara Krueger,55,30,23,2
Madison,404,Governor,,REP,Greg Abbott,562,273,252,37
Madison,404,Governor,,REP,SECEDE Kilgore,8,5,3,0
Madison,404,Lieutenant Governor,,REP,Dan Patrick,429,193,202,34
Madison,404,Lieutenant Governor,,REP,Scott Milder,190,115,70,5
Madison,404,Attorney General,,REP,Ken Paxton,572,280,258,34
Madison,404,Comptroller of Public Accounts,,REP,Glenn Hegar,545,268,244,33
