county,precinct,office,district,party,candidate,votes,election_day,early_voting
Duval,1,Ballots Cast,,DEM,,957,,
Duval,1,U.S. Senate,,DEM,Beto O'Rourke,310,108,202
Duval,1,U.S. Senate,,DEM,Edward Kimbrough,69,16,53
Duval,1,U.S. Senate,,DEM,Sema Hernandez,254,76,178
Duval,1,U.S. House,15,DEM,Vicente Gonzalez,524,159,365
Duval,1,Governor,,DEM,Adrian Ocegueda,49,12,37
Duval,1,Governor,,DEM,Andrew White,61,13,48
Duval,1,Governor,,DEM,"Cedric Davis, Sr.",10,6,4
Duval,1,Governor,,DEM,Grady Yarbrough,90,29,61
Duval,1,Governor,,DEM,James Jolly Clark,18,5,13
Duval,1,Governor,,DEM,Jeffrey Payne,18,7,11
Duval,1,Governor,,DEM,Joe Mumbach,12,2,10
Duval,1,Governor,,DEM,Lupe Valdez,339,105,234
Duval,1,Governor,,DEM,Tom Wakely,12,5,7
Duval,1,Lieutenant Governor,,DEM,Michael Cooper,339,108,231
Duval,1,Lieutenant Governor,,DEM,Mike Collier,218,64,154
Duval,1,Attorney General,,DEM,Justin Nelson,458,144,314
Duval,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,194,65,129
Duval,1,Comptroller of Public Accounts,,DEM,Tim Mahoney,371,111,260
Duval,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,486,153,333
Duval,1,Commissioner of the General Land Office,,DEM,Tex Morgan,99,24,75
Duval,1,Commissioner of Agriculture,,DEM,Kim Olson,470,148,322
Duval,1,Railroad Commissioner,,DEM,Chris Spellmon,192,63,129
Duval,1,Railroad Commissioner,,DEM,Roman McAllen,370,111,259
Duval,1,State Representative,31,DEM,Ana Lisa Garza,383,120,263
Duval,1,State Representative,31,DEM,Ryan Guillen,506,129,377
Duval,2,Ballots Cast,,DEM,,755,,
Duval,2,U.S. Senate,,DEM,Beto O'Rourke,171,51,120
Duval,2,U.S. Senate,,DEM,Edward Kimbrough,39,17,22
Duval,2,U.S. Senate,,DEM,Sema Hernandez,243,69,174
Duval,2,U.S. House,15,DEM,Vicente Gonzalez,364,109,255
Duval,2,Governor,,DEM,Adrian Ocegueda,39,11,28
Duval,2,Governor,,DEM,Andrew White,53,20,33
Duval,2,Governor,,DEM,"Cedric Davis, Sr.",4,1,3
Duval,2,Governor,,DEM,Grady Yarbrough,37,8,29
Duval,2,Governor,,DEM,James Jolly Clark,20,5,15
Duval,2,Governor,,DEM,Jeffrey Payne,21,11,10
Duval,2,Governor,,DEM,Joe Mumbach,1,0,1
Duval,2,Governor,,DEM,Lupe Valdez,245,71,174
Duval,2,Governor,,DEM,Tom Wakely,9,3,6
Duval,2,Lieutenant Governor,,DEM,Michael Cooper,220,65,155
Duval,2,Lieutenant Governor,,DEM,Mike Collier,159,54,105
Duval,2,Attorney General,,DEM,Justin Nelson,287,84,203
Duval,2,Comptroller of Public Accounts,,DEM,Joi Chevalier,139,44,95
Duval,2,Comptroller of Public Accounts,,DEM,Tim Mahoney,224,65,159
Duval,2,Commissioner of the General Land Office,,DEM,Miguel Suazo,331,104,227
Duval,2,Commissioner of the General Land Office,,DEM,Tex Morgan,65,18,47
Duval,2,Commissioner of Agriculture,,DEM,Kim Olson,280,89,191
Duval,2,Railroad Commissioner,,DEM,Chris Spellmon,134,36,98
Duval,2,Railroad Commissioner,,DEM,Roman McAllen,243,81,162
Duval,2,State Representative,31,DEM,Ana Lisa Garza,372,113,259
Duval,2,State Representative,31,DEM,Ryan Guillen,320,107,213
Duval,3,Ballots Cast,,DEM,,332,,
Duval,3,U.S. Senate,,DEM,Beto O'Rourke,124,35,89
Duval,3,U.S. Senate,,DEM,Edward Kimbrough,23,6,17
Duval,3,U.S. Senate,,DEM,Sema Hernandez,104,42,62
Duval,3,U.S. House,15,DEM,Vicente Gonzalez,206,67,139
Duval,3,Governor,,DEM,Adrian Ocegueda,11,4,7
Duval,3,Governor,,DEM,Andrew White,14,6,8
Duval,3,Governor,,DEM,"Cedric Davis, Sr.",4,3,1
Duval,3,Governor,,DEM,Grady Yarbrough,41,9,32
Duval,3,Governor,,DEM,James Jolly Clark,1,0,1
Duval,3,Governor,,DEM,Jeffrey Payne,5,3,2
Duval,3,Governor,,DEM,Joe Mumbach,3,0,3
Duval,3,Governor,,DEM,Lupe Valdez,139,44,95
Duval,3,Governor,,DEM,Tom Wakely,3,3,0
Duval,3,Lieutenant Governor,,DEM,Michael Cooper,124,36,88
Duval,3,Lieutenant Governor,,DEM,Mike Collier,81,31,50
Duval,3,Attorney General,,DEM,Justin Nelson,179,57,122
Duval,3,Comptroller of Public Accounts,,DEM,Joi Chevalier,79,24,55
Duval,3,Comptroller of Public Accounts,,DEM,Tim Mahoney,115,39,76
Duval,3,Commissioner of the General Land Office,,DEM,Miguel Suazo,168,53,115
Duval,3,Commissioner of the General Land Office,,DEM,Tex Morgan,42,15,27
Duval,3,Commissioner of Agriculture,,DEM,Kim Olson,185,61,124
Duval,3,Railroad Commissioner,,DEM,Chris Spellmon,67,21,46
Duval,3,Railroad Commissioner,,DEM,Roman McAllen,137,44,93
Duval,3,State Representative,31,DEM,Ana Lisa Garza,187,52,135
Duval,3,State Representative,31,DEM,Ryan Guillen,118,37,81
Duval,4,Ballots Cast,,DEM,,96,,
Duval,4,U.S. Senate,,DEM,Beto O'Rourke,24,13,11
