county,precinct,office,district,party,candidate,votes,election_day,early_voting
Archer,1,Registered Voters,,,,1348,,
Archer,1,Ballots Cast,,,,688,358,330
Archer,1,Straight Party,,,Over Votes,0,0,0
Archer,1,Straight Party,,,Under Votes,257,121,136
Archer,1,Straight Party,,REP,Republican (REP),392,212,180
Archer,1,Straight Party,,DEM,Democrat (DEM),36,22,14
Archer,1,Straight Party,,LIB,Libertarian (LIB),3,3,0
Archer,1,U.S. Senate,,,Over Votes,0,0,0
Archer,1,U.S. Senate,,,Under Votes,14,7,7
Archer,1,U.S. Senate,,REP,Ted Cruz,608,313,295
Archer,1,U.S. Senate,,DEM,Beto O'Rourke,61,35,26
Archer,1,U.S. Senate,,LIB,Neal M. Dikeman,5,3,2
Archer,1,U.S. House,13,,Over Votes,0,0,0
Archer,1,U.S. House,13,,Under Votes,14,3,11
Archer,1,U.S. House,13,REP,Mac Thornberry,617,322,295
Archer,1,U.S. House,13,DEM,Greg Sagan,49,29,20
Archer,1,U.S. House,13,LIB,Calvin DeWeese,8,4,4
Archer,1,Governor,,,Over Votes,0,0,0
Archer,1,Governor,,,Under Votes,10,1,9
Archer,1,Governor,,REP,Greg Abbott,615,324,291
Archer,1,Governor,,DEM,Lupe Valdez,61,32,29
Archer,1,Governor,,LIB,Mark Jay Tippetts,2,1,1
Archer,1,Lieutenant Governor,,,Over Votes,0,0,0
Archer,1,Lieutenant Governor,,,Under Votes,10,3,7
Archer,1,Lieutenant Governor,,REP,Dan Patrick,577,292,285
Archer,1,Lieutenant Governor,,DEM,Mike Collier,93,57,36
Archer,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,8,6,2
Archer,1,Attorney General,,,Over Votes,0,0,0
Archer,1,Attorney General,,,Under Votes,9,4,5
Archer,1,Attorney General,,REP,Ken Paxton,600,312,288
Archer,1,Attorney General,,DEM,Justin Nelson,68,38,30
Archer,1,Attorney General,,LIB,Michael Ray Harris,11,4,7
Archer,1,Comptroller of Public Accounts,,,Over Votes,0,0,0
Archer,1,Comptroller of Public Accounts,,,Under Votes,16,9,7
Archer,1,Comptroller of Public Accounts,,REP,Glenn Hegar,600,308,292
Archer,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,58,32,26
Archer,1,Comptroller of Public Accounts,,LIB,Ben Sanders,14,9,5
Archer,1,Commissioner of the General Land Office,,,Over Votes,0,0,0
Archer,1,Commissioner of the General Land Office,,,Under Votes,14,5,9
Archer,1,Commissioner of the General Land Office,,REP,George P. Bush,591,310,281
Archer,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,66,35,31
Archer,1,Commissioner of the General Land Office,,LIB,Matt Pina,17,8,9
Archer,1,Commissioner of Agriculture,,,Over Votes,0,0,0
Archer,1,Commissioner of Agriculture,,,Under Votes,18,8,10
Archer,1,Commissioner of Agriculture,,REP,Sid Miller,594,309,285
Archer,1,Commissioner of Agriculture,,DEM,Kim Olson,68,37,31
Archer,1,Commissioner of Agriculture,,LIB,Richard Carpenter,8,4,4
Archer,1,Railroad Commissioner,,,Over Votes,0,0,0
Archer,1,Railroad Commissioner,,,Under Votes,17,8,9
Archer,1,Railroad Commissioner,,REP,Christi Craddick,604,313,291
Archer,1,Railroad Commissioner,,DEM,Roman McAllen,56,32,24
Archer,1,Railroad Commissioner,,LIB,Mike Wright,11,5,6
Archer,1,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0
Archer,1,"Justice, Supreme Court, Place 2",,,Under Votes,14,5,9
Archer,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,610,317,293
Archer,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,64,36,28
Archer,1,"Justice, Supreme Court Place 4",,,Over Votes,0,0,0
