county,precinct,office,district,party,candidate,votes,early_voting,election_day
San Patricio,101,Registered Voters,,,,479,,
San Patricio,101,Straight-Party,,REP,Republican Party,75,55,20
San Patricio,101,Straight-Party,,DEM,Democratic Party,88,29,59
San Patricio,101,Straight-Party,,LIB,Libertarian Party,1,1,0
San Patricio,101,U.S. Senate,,REP,Ted Cruz,109,77,32
San Patricio,101,U.S. Senate,,DEM,Beto O'Rourke,104,36,68
San Patricio,101,U.S. Senate,,LIB,Neal M. Dikeman,3,2,1
San Patricio,101,U.S. House,27,REP,Michael Cloud,108,76,32
San Patricio,101,U.S. House,27,DEM,Eric Holguin,102,36,66
San Patricio,101,U.S. House,27,LIB,Daniel Tinus,0,0,0
San Patricio,101,U.S. House,27,IND,James Duerr,5,3,2
San Patricio,101,Governor,,REP,Greg Abbott,116,79,37
San Patricio,101,Governor,,DEM,Lupe Valdez,94,34,60
San Patricio,101,Governor,,LIB,Mark Jay Tippetts,6,2,4
San Patricio,101,Lieutenant Governor,,REP,Dan Patrick,110,78,32
San Patricio,101,Lieutenant Governor,,DEM,Mike Collier,102,35,67
San Patricio,101,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,1,1
San Patricio,101,Attorney General,,REP,Ken Paxton,106,77,29
San Patricio,101,Attorney General,,DEM,Justin Nelson,105,36,69
San Patricio,101,Attorney General,,LIB,Michael Ray Harris,5,2,3
San Patricio,101,Comptroller of Public Accounts,,REP,Glenn Hegar,109,78,31
San Patricio,101,Comptroller of Public Accounts,,DEM,Joi Chevalier,101,34,67
San Patricio,101,Comptroller of Public Accounts,,LIB,Ben Sanders,3,1,2
San Patricio,101,Commissioner of the General Land Office,,REP,George P. Bush,100,68,32
San Patricio,101,Commissioner of the General Land Office,,DEM,Miguel Suazo,100,33,67
San Patricio,101,Commissioner of the General Land Office,,LIB,Matt Pina,13,11,2
San Patricio,101,Commissioner of Agriculture,,REP,Sid Miller,110,79,31
San Patricio,101,Commissioner of Agriculture,,DEM,Kim Olson,101,34,67
San Patricio,101,Commissioner of Agriculture,,LIB,Richard Carpenter,4,1,3
San Patricio,101,Railroad Commissioner,,REP,Christi Craddick,105,71,34
San Patricio,101,Railroad Commissioner,,DEM,Roman McAllen,102,36,66
San Patricio,101,Railroad Commissioner,,LIB,Mike Wright,7,6,1
San Patricio,101,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,109,78,31
San Patricio,101,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,106,36,70
San Patricio,101,"Justice, Supreme Court, Place 4",,REP,John Devine,108,77,31
San Patricio,101,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,106,36,70
San Patricio,101,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,108,75,33
San Patricio,101,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,106,38,68
San Patricio,101,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,106,75,31
San Patricio,101,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,105,37,68
San Patricio,101,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,3,1,2
San Patricio,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,109,76,33
San Patricio,101,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,104,36,68
San Patricio,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,122,81,41
San Patricio,101,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,40,15,25
San Patricio,101,"Member, State Board of Education, District 2",,REP,"Charles ""Tad"" Hasse",107,75,32
San Patricio,101,"Member, State Board of Education, District 2",,DEM,"Ruben Cortez, Jr.",107,38,69
San Patricio,101,State Representative,43,REP,J.M. Lozano,112,76,36
San Patricio,101,State Representative,43,DEM,Dee Ann Torres Miller,103,38,65
San Patricio,101,"Chief Justice, 13th Court of Appeals District",,REP,Ernie Aliseda,107,77,30
San Patricio,101,"Chief Justice, 13th Court of Appeals District",,DEM,Dori Contreras,107,36,71
San Patricio,101,"Justice, 13th Court of Appeals District, Place 2",,REP,Greg Perkes,105,72,33
