county,precinct,office,district,candidate,party,early_voting,election day,votes
Throckmorton,1,Ballots Cast,,,,1,1,2
Throckmorton,1,U.S. Senate,,Sema Hernandez,,,,0
Throckmorton,1,U.S. Senate,,Beto O'Rourke,,,,1
Throckmorton,1,U.S. Senate,,Edward Kimbrough,,,,0
Throckmorton,1,U.S. Senate,,Totals,,,,1
Throckmorton,1,U.S. House,19,Miguel Levario,,,,1
Throckmorton,1,U.S. House,19,Totals,,,,1
Throckmorton,1,Governor,,Joe Mumbach,,,,0
Throckmorton,1,Governor,,Grady Yarbrough,,,,0
Throckmorton,1,Governor,,Lupe Valdez,,,,0
Throckmorton,1,Governor,,Adrian Ocegueda,,,,0
Throckmorton,1,Governor,,Jeffrey Payne,,,,0
Throckmorton,1,Governor,,James Jolly Clark,,,,0
Throckmorton,1,Governor,,Andrew White,,,,1
Throckmorton,1,Governor,,"Cedric Davis, Sr.",,,,0
Throckmorton,1,Governor,,Tom Wakely,,,,0
Throckmorton,1,Governor,,Totals,,,,1
Throckmorton,1,Lieutenant Governor,,Michael Cooper,,,,1
Throckmorton,1,Lieutenant Governor,,Mike Collier,,,,0
Throckmorton,1,Lieutenant Governor,,Totals,,,,1
Throckmorton,1,Attorney General,,Justin Nelson,,,,1
Throckmorton,1,Attorney General,,Totals,,,,0
Throckmorton,1,Comptroller of Public Accounts,,Joi Chevalier,,,,0
Throckmorton,1,Comptroller of Public Accounts,,Tim Mahoney,,,,1
Throckmorton,1,Comptroller of Public Accounts,,Totals,,,,1
Throckmorton,1,Commissioner of the General Land Office,,Miguel Suazo,,,,1
Throckmorton,1,Commissioner of the General Land Office,,Tex Morgan,,,,0
Throckmorton,1,Commissioner of the General Land Office,,Totals,,,,1
Throckmorton,1,Commissioner of Agriculture,,Kim Olson,,,,1
Throckmorton,1,Commissioner of Agriculture,,Totals,,,,1
Throckmorton,1,Railroad Commissioner,,Chris Spellmon,,,,1
Throckmorton,1,Railroad Commissioner,,Roman McAllen,,,,0
Throckmorton,1,Railroad Commissioner,,Totals,,,,1
Throckmorton,2,Ballots Cast,,,,1,0,1
Throckmorton,2,U.S. Senate,,Sema Hernandez,,,,0
Throckmorton,2,U.S. Senate,,Beto O'Rourke,,,,0
Throckmorton,2,U.S. Senate,,Edward Kimbrough,,,,0
Throckmorton,2,U.S. Senate,,Totals,,,,0
Throckmorton,2,U.S. House,19,Miguel Levario,,,,0
Throckmorton,2,U.S. House,19,Totals,,,,0
Throckmorton,2,Governor,,Joe Mumbach,,,,0
Throckmorton,2,Governor,,Grady Yarbrough,,,,0
Throckmorton,2,Governor,,Lupe Valdez,,,,0
Throckmorton,2,Governor,,Adrian Ocegueda,,,,0
Throckmorton,2,Governor,,Jeffrey Payne,,,,0
Throckmorton,2,Governor,,James Jolly Clark,,,,0
Throckmorton,2,Governor,,Andrew White,,,,0
Throckmorton,2,Governor,,"Cedric Davis, Sr.",,,,0
Throckmorton,2,Governor,,Tom Wakely,,,,0
Throckmorton,2,Governor,,Totals,,,,0
Throckmorton,2,Lieutenant Governor,,Michael Cooper,,,,0
Throckmorton,2,Lieutenant Governor,,Mike Collier,,,,0
Throckmorton,2,Lieutenant Governor,,Totals,,,,0
Throckmorton,2,Attorney General,,Justin Nelson,,,,0
Throckmorton,2,Attorney General,,Totals,,,,0
Throckmorton,2,Comptroller of Public Accounts,,Joi Chevalier,,,,0
Throckmorton,2,Comptroller of Public Accounts,,Tim Mahoney,,,,1
Throckmorton,2,Comptroller of Public Accounts,,Totals,,,,1
Throckmorton,2,Commissioner of the General Land Office,,Miguel Suazo,,,,0
Throckmorton,2,Commissioner of the General Land Office,,Tex Morgan,,,,0
Throckmorton,2,Commissioner of the General Land Office,,Totals,,,,0
Throckmorton,2,Commissioner of Agriculture,,Kim Olson,,,,0
Throckmorton,2,Commissioner of Agriculture,,Totals,,,,0
Throckmorton,2,Railroad Commissioner,,Chris Spellmon,,,,0
Throckmorton,2,Railroad Commissioner,,Roman McAllen,,,,0
Throckmorton,2,Railroad Commissioner,,Totals,,,,0
Throckmorton,3003,Ballots Cast,,,,0,3,3
Throckmorton,3003,U.S. Senate,,Sema Hernandez,,,,2
Throckmorton,3003,U.S. Senate,,Beto O'Rourke,,,,1
Throckmorton,3003,U.S. Senate,,Edward Kimbrough,,,,0
Throckmorton,3003,U.S. Senate,,Totals,,,,3
Throckmorton,3003,U.S. House,19,Miguel Levario,,,,3
Throckmorton,3003,U.S. House,19,Totals,,,,3
Throckmorton,3003,Governor,,Joe Mumbach,,,,0
Throckmorton,3003,Governor,,Grady Yarbrough,,,,0
Throckmorton,3003,Governor,,Lupe Valdez,,,,2
Throckmorton,3003,Governor,,Adrian Ocegueda,,,,0
Throckmorton,3003,Governor,,Jeffrey Payne,,,,0
Throckmorton,3003,Governor,,James Jolly Clark,,,,0
Throckmorton,3003,Governor,,Andrew White,,,,1
Throckmorton,3003,Governor,,"Cedric Davis, Sr.",,,,0
Throckmorton,3003,Governor,,Tom Wakely,,,,0
Throckmorton,3003,Governor,,Totals,,,,3
Throckmorton,3003,Lieutenant Governor,,Michael Cooper,,,,2
Throckmorton,3003,Lieutenant Governor,,Mike Collier,,,,0
Throckmorton,3003,Lieutenant Governor,,Totals,,,,2
Throckmorton,3003,Attorney General,,Justin Nelson,,,,3
Throckmorton,3003,Attorney General,,Totals,,,,3
Throckmorton,3003,Comptroller of Public Accounts,,Joi Chevalier,,,,2
Throckmorton,3003,Comptroller of Public Accounts,,Tim Mahoney,,,,0
Throckmorton,3003,Comptroller of Public Accounts,,Totals,,,,2
Throckmorton,3003,Commissioner of the General Land Office,,Miguel Suazo,,,,2
Throckmorton,3003,Commissioner of the General Land Office,,Tex Morgan,,,,0
Throckmorton,3003,Commissioner of the General Land Office,,Totals,,,,2
Throckmorton,3003,Commissioner of Agriculture,,Kim Olson,,,,2
Throckmorton,3003,Commissioner of Agriculture,,Totals,,,,2
Throckmorton,3003,Railroad Commissioner,,Chris Spellmon,,,,2
Throckmorton,3003,Railroad Commissioner,,Roman McAllen,,,,0
