county,precinct,office,district,party,candidate,votes,election_day,early_voting
Mason,101,U.S. Senate,,REP,Ted Cruz,378,92,286
Mason,101,U.S. Senate,,DEM,Beto O'Rourke,106,34,72
Mason,101,U.S. Senate,,LIB,Neal M. Dikeman,2,0,2
Mason,101,U.S. House,11,REP,Mike Conaway,384,99,285
Mason,101,U.S. House,11,DEM,Jennie Lou Leeder,95,25,70
Mason,101,U.S. House,11,LIB,Rhett Rosenquest Smith,1,1,0
Mason,101,Governor,,REP,Greg Abbott,397,98,299
Mason,101,Governor,,DEM,Lupe Valdez,81,24,57
Mason,101,Governor,,LIB,Mark Jay Tippetts,4,1,3
Mason,101,Lieutenant Governor,,REP,Dan Patrick,362,87,275
Mason,101,Lieutenant Governor,,DEM,Mike Collier,112,35,77
Mason,101,Lieutenant Governor,,LIB,Kerry Douglas McKennon,6,1,5
Mason,101,Attorney General,,REP,Ken Paxton,0,,
Mason,101,Attorney General,,DEM,Justin Nelson,0,,
Mason,101,Attorney General,,LIB,Michael Ray Harris,0,,
Mason,101,Comptroller of Public Accounts,,REP,Glenn Hegar,383,93,290
Mason,101,Comptroller of Public Accounts,,DEM,Joi Chevalier,81,24,57
Mason,101,Comptroller of Public Accounts,,LIB,Ben Sanders,9,2,7
Mason,101,Commissioner of the General Land Office,,REP,George P. Bush,381,95,286
Mason,101,Commissioner of the General Land Office,,DEM,Miguel Suazo,81,23,58
Mason,101,Commissioner of the General Land Office,,LIB,Matt Pina,14,5,9
Mason,101,Commissioner of Agriculture,,REP,Sid Miller,368,92,276
Mason,101,Commissioner of Agriculture,,DEM,Kim Olson,101,32,69
Mason,101,Commissioner of Agriculture,,LIB,Richard Carpenter,6,0,6
Mason,101,Railroad Commissioner,,REP,Christi Craddick,370,93,277
Mason,101,Railroad Commissioner,,DEM,Roman McAllen,90,25,65
Mason,101,Railroad Commissioner,,LIB,Mike Wright,11,3,8
Mason,101,State Representative,53,REP,Andrew S. Murr,390,97,293
Mason,101,State Representative,53,DEM,Stephanie Lochte Ertel,87,27,60
Mason,302,U.S. Senate,,REP,Ted Cruz,479,129,350
Mason,302,U.S. Senate,,DEM,Beto O'Rourke,109,31,78
Mason,302,U.S. Senate,,LIB,Neal M. Dikeman,2,0,2
Mason,302,U.S. House,11,REP,Mike Conaway,490,133,357
Mason,302,U.S. House,11,DEM,Jennie Lou Leeder,99,25,74
Mason,302,U.S. House,11,LIB,Rhett Rosenquest Smith,2,0,2
Mason,302,Governor,,REP,Greg Abbott,488,131,357
Mason,302,Governor,,DEM,Lupe Valdez,97,25,72
Mason,302,Governor,,LIB,Mark Jay Tippetts,4,0,4
Mason,302,Lieutenant Governor,,REP,Dan Patrick,434,111,323
Mason,302,Lieutenant Governor,,DEM,Mike Collier,134,42,92
Mason,302,Lieutenant Governor,,LIB,Kerry Douglas McKennon,12,3,9
Mason,302,Attorney General,,REP,Ken Paxton,0,,
Mason,302,Attorney General,,DEM,Justin Nelson,0,,
Mason,302,Attorney General,,LIB,Michael Ray Harris,0,,
Mason,302,Comptroller of Public Accounts,,REP,Glenn Hegar,467,127,340
Mason,302,Comptroller of Public Accounts,,DEM,Joi Chevalier,94,21,73
Mason,302,Comptroller of Public Accounts,,LIB,Ben Sanders,14,3,11
Mason,302,Commissioner of the General Land Office,,REP,George P. Bush,463,130,333
Mason,302,Commissioner of the General Land Office,,DEM,Miguel Suazo,96,19,77
Mason,302,Commissioner of the General Land Office,,LIB,Matt Pina,19,6,13
Mason,302,Commissioner of Agriculture,,REP,Sid Miller,470,129,341
Mason,302,Commissioner of Agriculture,,DEM,Kim Olson,103,24,79
Mason,302,Commissioner of Agriculture,,LIB,Richard Carpenter,11,2,9
Mason,302,Railroad Commissioner,,REP,Christi Craddick,462,124,338
Mason,302,Railroad Commissioner,,DEM,Roman McAllen,96,22,74
Mason,302,Railroad Commissioner,,LIB,Mike Wright,19,6,13
Mason,302,State Representative,53,REP,Andrew S. Murr,495,134,361
Mason,302,State Representative,53,DEM,Stephanie Lochte Ertel,92,22,70
Mason,405,U.S. Senate,,REP,Ted Cruz,419,97,322
Mason,405,U.S. Senate,,DEM,Beto O'Rourke,100,23,77
Mason,405,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0
Mason,405,U.S. House,11,REP,Mike Conaway,425,96,329
Mason,405,U.S. House,11,DEM,Jennie Lou Leeder,89,20,69
Mason,405,U.S. House,11,LIB,Rhett Rosenquest Smith,4,3,1
Mason,405,Governor,,REP,Greg Abbott,430,99,331
Mason,405,Governor,,DEM,Lupe Valdez,80,18,62
Mason,405,Governor,,LIB,Mark Jay Tippetts,9,3,6
Mason,405,Lieutenant Governor,,REP,Dan Patrick,399,84,315
Mason,405,Lieutenant Governor,,DEM,Mike Collier,108,31,77
Mason,405,Lieutenant Governor,,LIB,Kerry Douglas McKennon,6,1,5
Mason,405,Attorney General,,REP,Ken Paxton,0,,
Mason,405,Attorney General,,DEM,Justin Nelson,0,,
Mason,405,Attorney General,,LIB,Michael Ray Harris,0,,
Mason,405,Comptroller of Public Accounts,,REP,Glenn Hegar,413,92,321
Mason,405,Comptroller of Public Accounts,,DEM,Joi Chevalier,86,20,66
Mason,405,Comptroller of Public Accounts,,LIB,Ben Sanders,12,2,10
Mason,405,Commissioner of the General Land Office,,REP,George P. Bush,405,89,316
Mason,405,Commissioner of the General Land Office,,DEM,Miguel Suazo,91,23,68
Mason,405,Commissioner of the General Land Office,,LIB,Matt Pina,19,6,13
Mason,405,Commissioner of Agriculture,,REP,Sid Miller,410,91,319
Mason,405,Commissioner of Agriculture,,DEM,Kim Olson,96,23,73
Mason,405,Commissioner of Agriculture,,LIB,Richard Carpenter,7,2,5
Mason,405,Railroad Commissioner,,REP,Christi Craddick,398,86,312
Mason,405,Railroad Commissioner,,DEM,Roman McAllen,94,22,72
Mason,405,Railroad Commissioner,,LIB,Mike Wright,17,7,10
Mason,405,State Representative,53,REP,Andrew S. Murr,427,97,330
Mason,405,State Representative,53,DEM,Stephanie Lochte Ertel,86,20,66
Mason,210,U.S. Senate,,REP,Ted Cruz,284,70,214
Mason,210,U.S. Senate,,DEM,Beto O'Rourke,87,29,58
Mason,210,U.S. Senate,,LIB,Neal M. Dikeman,1,1,0
Mason,210,U.S. House,11,REP,Mike Conaway,280,73,207
Mason,210,U.S. House,11,DEM,Jennie Lou Leeder,81,26,55
Mason,210,U.S. House,11,LIB,Rhett Rosenquest Smith,6,1,5
Mason,210,Governor,,REP,Greg Abbott,290,75,215
Mason,210,Governor,,DEM,Lupe Valdez,75,24,51
Mason,210,Governor,,LIB,Mark Jay Tippetts,4,1,3
Mason,210,Lieutenant Governor,,REP,Dan Patrick,273,69,204
Mason,210,Lieutenant Governor,,DEM,Mike Collier,90,29,61
Mason,210,Lieutenant Governor,,LIB,Kerry Douglas McKennon,6,1,5
Mason,210,Attorney General,,REP,Ken Paxton,0,,
Mason,210,Attorney General,,DEM,Justin Nelson,0,,
Mason,210,Attorney General,,LIB,Michael Ray Harris,0,,
Mason,210,Comptroller of Public Accounts,,REP,Glenn Hegar,281,72,209
Mason,210,Comptroller of Public Accounts,,DEM,Joi Chevalier,78,25,53
Mason,210,Comptroller of Public Accounts,,LIB,Ben Sanders,6,2,4
Mason,210,Commissioner of the General Land Office,,REP,George P. Bush,271,72,199
Mason,210,Commissioner of the General Land Office,,DEM,Miguel Suazo,75,25,50
Mason,210,Commissioner of the General Land Office,,LIB,Matt Pina,19,2,17
Mason,210,Commissioner of Agriculture,,REP,Sid Miller,278,69,209
Mason,210,Commissioner of Agriculture,,DEM,Kim Olson,82,29,53
Mason,210,Commissioner of Agriculture,,LIB,Richard Carpenter,4,1,3
Mason,210,Railroad Commissioner,,REP,Christi Craddick,272,69,203
Mason,210,Railroad Commissioner,,DEM,Roman McAllen,82,27,55
Mason,210,Railroad Commissioner,,LIB,Mike Wright,11,3,8
Mason,210,State Representative,53,REP,Andrew S. Murr,280,71,209
Mason,210,State Representative,53,DEM,Stephanie Lochte Ertel,82,28,54
