county,office,district,party,candidate,incumbent,votes,pct
HUDSPETH,Governor,,,Total,,40,
HUNT,Governor,,DEM,Lupe Valdez,False,258,61.58
HUNT,Governor,,DEM,Andrew White,False,161,38.42
HUNT,Governor,,,Total,,419,
HUTCHINSON,Governor,,DEM,Lupe Valdez,False,24,38.10
HUTCHINSON,Governor,,DEM,Andrew White,False,39,61.90
HUTCHINSON,Governor,,,Total,,63,
IRION,Governor,,DEM,Lupe Valdez,False,4,50.00
IRION,Governor,,DEM,Andrew White,False,4,50.00
IRION,Governor,,,Total,,8,
JACK,Governor,,DEM,Lupe Valdez,False,12,34.29
JACK,Governor,,DEM,Andrew White,False,23,65.71
JACK,Governor,,,Total,,35,
JACKSON,U. S. Representative,27,DEM,Raul (Roy) Barrera,False,32,39.02
JACKSON,U. S. Representative,27,DEM,Eric Holguin,False,50,60.98
JACKSON,U. S. Representative,27,,Total,,82,
JACKSON,Governor,,DEM,Lupe Valdez,False,40,45.98
JACKSON,Governor,,DEM,Andrew White,False,47,54.02
JACKSON,Governor,,,Total,,87,
JASPER,Governor,,DEM,Lupe Valdez,False,46,32.39
JASPER,Governor,,DEM,Andrew White,False,96,67.61
JASPER,Governor,,,Total,,142,
JEFF DAVIS,U. S. Representative,23,DEM,Gina Ortiz Jones,False,102,83.61
JEFF DAVIS,U. S. Representative,23,DEM,Rick Treviño,False,20,16.39
JEFF DAVIS,U. S. Representative,23,,Total,,122,
JEFF DAVIS,Governor,,DEM,Lupe Valdez,False,66,54.10
JEFF DAVIS,Governor,,DEM,Andrew White,False,56,45.90
JEFF DAVIS,Governor,,,Total,,122,
JEFFERSON,Governor,,DEM,Lupe Valdez,False,3915,41.63
JEFFERSON,Governor,,DEM,Andrew White,False,5490,58.37
JEFFERSON,Governor,,,Total,,9405,
JEFFERSON,District Judge,172nd Judicial District,DEM,Tina Bradley,False,5354,44.67
JEFFERSON,District Judge,172nd Judicial District,DEM,Melody Chappell,True,6633,55.33
JEFFERSON,District Judge,172nd Judicial District,,Total,,11987,
JIM WELLS,Governor,,DEM,Lupe Valdez,False,2305,80.74
JIM WELLS,Governor,,DEM,Andrew White,False,550,19.26
JIM WELLS,Governor,,,Total,,2855,
JOHNSON,U. S. Representative,25,DEM,Julie Oliver,False,491,51.96
JOHNSON,U. S. Representative,25,DEM,Chris Perri,False,454,48.04
JOHNSON,U. S. Representative,25,,Total,,945,
JOHNSON,Governor,,DEM,Lupe Valdez,False,510,53.57
JOHNSON,Governor,,DEM,Andrew White,False,442,46.43
JOHNSON,Governor,,,Total,,952,
JONES,Governor,,DEM,Lupe Valdez,False,23,38.98
JONES,Governor,,DEM,Andrew White,False,36,61.02
JONES,Governor,,,Total,,59,
KARNES,Governor,,DEM,Lupe Valdez,False,242,68.56
KARNES,Governor,,DEM,Andrew White,False,111,31.44
KARNES,Governor,,,Total,,353,
KAUFMAN,Governor,,DEM,Lupe Valdez,False,564,65.66
KAUFMAN,Governor,,DEM,Andrew White,False,295,34.34
KAUFMAN,Governor,,,Total,,859,
KENDALL,U. S. Representative,21,DEM,Joseph Kopser,False,387,67.66
KENDALL,U. S. Representative,21,DEM,Mary Street Wilson,False,185,32.34
KENDALL,U. S. Representative,21,,Total,,572,
KENDALL,Governor,,DEM,Lupe Valdez,False,228,40.07
KENDALL,Governor,,DEM,Andrew White,False,341,59.93
KENDALL,Governor,,,Total,,569,
KENEDY,Governor,,DEM,Lupe Valdez,False,30,65.22
KENEDY,Governor,,DEM,Andrew White,False,16,34.78
KENEDY,Governor,,,Total,,46,
KENT,Governor,,DEM,Lupe Valdez,False,5,35.71
KENT,Governor,,DEM,Andrew White,False,9,64.29
KENT,Governor,,,Total,,14,
KERR,U. S. Representative,21,DEM,Joseph Kopser,False,487,53.69
KERR,U. S. Representative,21,DEM,Mary Street Wilson,False,420,46.31
KERR,U. S. Representative,21,,Total,,907,
KERR,Governor,,DEM,Lupe Valdez,False,362,40.13
KERR,Governor,,DEM,Andrew White,False,540,59.87
KERR,Governor,,,Total,,902,
KIMBLE,Governor,,DEM,Lupe Valdez,False,0,0.00
KIMBLE,Governor,,DEM,Andrew White,False,6,100.00
KIMBLE,Governor,,,Total,,6,
KING,Governor,,DEM,Lupe Valdez,False,0,0.00
KING,Governor,,DEM,Andrew White,False,0,0.00
KING,Governor,,,Total,,0,
KINNEY,U. S. Representative,23,DEM,Gina Ortiz Jones,False,63,70.00
KINNEY,U. S. Representative,23,DEM,Rick Treviño,False,27,30.00
KINNEY,U. S. Representative,23,,Total,,90,
KINNEY,Governor,,DEM,Lupe Valdez,False,55,61.80
KINNEY,Governor,,DEM,Andrew White,False,34,38.20
KINNEY,Governor,,,Total,,89,
KLEBERG,Governor,,DEM,Lupe Valdez,False,768,83.66
KLEBERG,Governor,,DEM,Andrew White,False,150,16.34
KLEBERG,Governor,,,Total,,918,
KNOX,Governor,,DEM,Lupe Valdez,False,2,28.57
KNOX,Governor,,DEM,Andrew White,False,5,71.43
KNOX,Governor,,,Total,,7,
LAMAR,Governor,,DEM,Lupe Valdez,False,129,45.58
LAMAR,Governor,,DEM,Andrew White,False,154,54.42
LAMAR,Governor,,,Total,,283,
LAMB,Governor,,DEM,Lupe Valdez,False,28,54.90
LAMB,Governor,,DEM,Andrew White,False,23,45.10
LAMB,Governor,,,Total,,51,
LAMPASAS,U. S. Representative,25,DEM,Julie Oliver,False,78,31.45
LAMPASAS,U. S. Representative,25,DEM,Chris Perri,False,170,68.55
LAMPASAS,U. S. Representative,25,,Total,,248,
LAMPASAS,Governor,,DEM,Lupe Valdez,False,120,47.62
LAMPASAS,Governor,,DEM,Andrew White,False,132,52.38
LAMPASAS,Governor,,,Total,,252,
LAVACA,U. S. Representative,27,DEM,Raul (Roy) Barrera,False,49,39.84
LAVACA,U. S. Representative,27,DEM,Eric Holguin,False,74,60.16
LAVACA,U. S. Representative,27,,Total,,123,
LAVACA,Governor,,DEM,Lupe Valdez,False,30,24.00
LAVACA,Governor,,DEM,Andrew White,False,95,76.00
LAVACA,Governor,,,Total,,125,
LEE,U. S. Representative,10,DEM,Mike Siegel,False,53,68.83
LEE,U. S. Representative,10,DEM,Tawana WalterCadien,False,24,31.17
LEE,U. S. Representative,10,,Total,,77,
LEE,Governor,,DEM,Lupe Valdez,False,37,29.84
LEE,Governor,,DEM,Andrew White,False,87,70.16
LEE,Governor,,,Total,,124,
LEON,Governor,,DEM,Lupe Valdez,False,24,48.00
LEON,Governor,,DEM,Andrew White,False,26,52.00
LEON,Governor,,,Total,,50,
LIBERTY,Governor,,DEM,Lupe Valdez,False,28,16.87
LIBERTY,Governor,,DEM,Andrew White,False,138,83.13
LIBERTY,Governor,,,Total,,166,
LIMESTONE,Governor,,DEM,Lupe Valdez,False,53,37.86
LIMESTONE,Governor,,DEM,Andrew White,False,87,62.14
LIMESTONE,Governor,,,Total,,140,
LIPSCOMB,Governor,,DEM,Lupe Valdez,False,5,71.43
LIPSCOMB,Governor,,DEM,Andrew White,False,2,28.57
LIPSCOMB,Governor,,,Total,,7,
LIVE OAK,Governor,,DEM,Lupe Valdez,False,13,48.15
LIVE OAK,Governor,,DEM,Andrew White,False,14,51.85
LIVE OAK,Governor,,,Total,,27,
LLANO,Governor,,DEM,Lupe Valdez,False,132,38.82
LLANO,Governor,,DEM,Andrew White,False,208,61.18
LLANO,Governor,,,Total,,340,
LOVING,U. S. Representative,23,DEM,Gina Ortiz Jones,False,3,75.00
LOVING,U. S. Representative,23,DEM,Rick Treviño,False,1,25.00
LOVING,U. S. Representative,23,,Total,,4,
LOVING,Governor,,DEM,Lupe Valdez,False,1,25.00
LOVING,Governor,,DEM,Andrew White,False,3,75.00
LOVING,Governor,,,Total,,4,
LUBBOCK,Governor,,DEM,Lupe Valdez,False,1109,55.20
LUBBOCK,Governor,,DEM,Andrew White,False,900,44.80
LUBBOCK,Governor,,,Total,,2009,
LYNN,Governor,,DEM,Lupe Valdez,False,0,0.00
LYNN,Governor,,DEM,Andrew White,False,0,0.00
LYNN,Governor,,,Total,,0,
MADISON,Governor,,DEM,Lupe Valdez,False,20,46.51
MADISON,Governor,,DEM,Andrew White,False,23,53.49
MADISON,Governor,,,Total,,43,
MARION,Governor,,DEM,Lupe Valdez,False,52,44.07
MARION,Governor,,DEM,Andrew White,False,66,55.93
MARION,Governor,,,Total,,118,
MARTIN,Governor,,DEM,Lupe Valdez,False,5,83.33
MARTIN,Governor,,DEM,Andrew White,False,1,16.67
MARTIN,Governor,,,Total,,6,
MASON,Governor,,DEM,Lupe Valdez,False,14,35.00
MASON,Governor,,DEM,Andrew White,False,26,65.00
MASON,Governor,,,Total,,40,
MATAGORDA,U. S. Representative,27,DEM,Raul (Roy) Barrera,False,114,43.35
MATAGORDA,U. S. Representative,27,DEM,Eric Holguin,False,149,56.65
MATAGORDA,U. S. Representative,27,,Total,,263,
MATAGORDA,Governor,,DEM,Lupe Valdez,False,87,32.10
MATAGORDA,Governor,,DEM,Andrew White,False,184,67.90
MATAGORDA,Governor,,,Total,,271,
MAVERICK,U. S. Representative,23,DEM,Gina Ortiz Jones,False,3850,56.20
MAVERICK,U. S. Representative,23,DEM,Rick Treviño,False,3001,43.80
MAVERICK,U. S. Representative,23,,Total,,6851,
MAVERICK,Governor,,DEM,Lupe Valdez,False,4840,73.41
MAVERICK,Governor,,DEM,Andrew White,False,1753,26.59
MAVERICK,Governor,,,Total,,6593,
MCLENNAN,Governor,,DEM,Lupe Valdez,False,671,41.37
MCLENNAN,Governor,,DEM,Andrew White,False,951,58.63
MCLENNAN,Governor,,,Total,,1622,
MCMULLEN,Governor,,DEM,Lupe Valdez,False,0,0.00
MCMULLEN,Governor,,DEM,Andrew White,False,0,0.00
MCMULLEN,Governor,,,Total,,0,
MEDINA,U. S. Representative,23,DEM,Gina Ortiz Jones,False,426,85.71
MEDINA,U. S. Representative,23,DEM,Rick Treviño,False,71,14.29
MEDINA,U. S. Representative,23,,Total,,497,
MEDINA,Governor,,DEM,Lupe Valdez,False,274,55.24
MEDINA,Governor,,DEM,Andrew White,False,222,44.76
MEDINA,Governor,,,Total,,496,
MENARD,Governor,,DEM,Lupe Valdez,False,8,61.54
MENARD,Governor,,DEM,Andrew White,False,5,38.46
MENARD,Governor,,,Total,,13,
MIDLAND,Governor,,DEM,Lupe Valdez,False,333,63.43
MIDLAND,Governor,,DEM,Andrew White,False,192,36.57
MIDLAND,Governor,,,Total,,525,
MILAM,Governor,,DEM,Lupe Valdez,False,61,41.22
MILAM,Governor,,DEM,Andrew White,False,87,58.78
MILAM,Governor,,,Total,,148,
MILLS,Governor,,DEM,Lupe Valdez,False,5,23.81
MILLS,Governor,,DEM,Andrew White,False,16,76.19
MILLS,Governor,,,Total,,21,
MITCHELL,Governor,,DEM,Lupe Valdez,False,13,65.00
MITCHELL,Governor,,DEM,Andrew White,False,7,35.00
MITCHELL,Governor,,,Total,,20,
MONTAGUE,Governor,,DEM,Lupe Valdez,False,31,50.82
MONTAGUE,Governor,,DEM,Andrew White,False,30,49.18
MONTAGUE,Governor,,,Total,,61,
MONTGOMERY,Governor,,DEM,Lupe Valdez,False,945,32.39
MONTGOMERY,Governor,,DEM,Andrew White,False,1973,67.61
MONTGOMERY,Governor,,,Total,,2918,
MOORE,Governor,,DEM,Lupe Valdez,False,8,66.67
MOORE,Governor,,DEM,Andrew White,False,4,33.33
MOORE,Governor,,,Total,,12,
MORRIS,Governor,,DEM,Lupe Valdez,False,43,39.09
MORRIS,Governor,,DEM,Andrew White,False,67,60.91
MORRIS,Governor,,,Total,,110,
MOTLEY,Governor,,DEM,Lupe Valdez,False,4,50.00
MOTLEY,Governor,,DEM,Andrew White,False,4,50.00
MOTLEY,Governor,,,Total,,8,
NACOGDOCHES,Governor,,DEM,Lupe Valdez,False,213,43.12
NACOGDOCHES,Governor,,DEM,Andrew White,False,281,56.88
NACOGDOCHES,Governor,,,Total,,494,
NAVARRO,U. S. Representative,6,DEM,Jana Lynne Sanchez,False,262,45.96
NAVARRO,U. S. Representative,6,DEM,Ruby Faye Woolridge,False,308,54.04
NAVARRO,U. S. Representative,6,,Total,,570,
NAVARRO,Governor,,DEM,Lupe Valdez,False,322,56.29
NAVARRO,Governor,,DEM,Andrew White,False,250,43.71
NAVARRO,Governor,,,Total,,572,
NEWTON,Governor,,DEM,Lupe Valdez,False,15,20.27
NEWTON,Governor,,DEM,Andrew White,False,59,79.73
NEWTON,Governor,,,Total,,74,
NOLAN,Governor,,DEM,Lupe Valdez,False,34,52.31
NOLAN,Governor,,DEM,Andrew White,False,31,47.69
NOLAN,Governor,,,Total,,65,
OCHILTREE,Governor,,DEM,Lupe Valdez,False,3,50.00
OCHILTREE,Governor,,DEM,Andrew White,False,3,50.00
OCHILTREE,Governor,,,Total,,6,
OLDHAM,Governor,,DEM,Lupe Valdez,False,0,0.00
OLDHAM,Governor,,DEM,Andrew White,False,3,100.00
OLDHAM,Governor,,,Total,,3,
ORANGE,Governor,,DEM,Lupe Valdez,False,152,38.29
ORANGE,Governor,,DEM,Andrew White,False,245,61.71
ORANGE,Governor,,,Total,,397,
PALO PINTO,Governor,,DEM,Lupe Valdez,False,111,55.78
PALO PINTO,Governor,,DEM,Andrew White,False,88,44.22
PALO PINTO,Governor,,,Total,,199,
PANOLA,Governor,,DEM,Lupe Valdez,False,43,38.05
PANOLA,Governor,,DEM,Andrew White,False,70,61.95
PANOLA,Governor,,,Total,,113,
PARKER,Governor,,DEM,Lupe Valdez,False,500,57.87
PARKER,Governor,,DEM,Andrew White,False,364,42.13
PARKER,Governor,,,Total,,864,
PARMER,Governor,,DEM,Lupe Valdez,False,2,66.67
PARMER,Governor,,DEM,Andrew White,False,1,33.33
PARMER,Governor,,,Total,,3,
PECOS,U. S. Representative,23,DEM,Gina Ortiz Jones,False,167,78.40
PECOS,U. S. Representative,23,DEM,Rick Treviño,False,46,21.60
PECOS,U. S. Representative,23,,Total,,213,
PECOS,Governor,,DEM,Lupe Valdez,False,145,68.08
PECOS,Governor,,DEM,Andrew White,False,68,31.92
PECOS,Governor,,,Total,,213,
POLK,Governor,,DEM,Lupe Valdez,False,126,37.50
POLK,Governor,,DEM,Andrew White,False,210,62.50
POLK,Governor,,,Total,,336,
POTTER,Governor,,DEM,Lupe Valdez,False,277,55.96
POTTER,Governor,,DEM,Andrew White,False,218,44.04
POTTER,Governor,,,Total,,495,
PRESIDIO,U. S. Representative,23,DEM,Gina Ortiz Jones,False,708,67.11
PRESIDIO,U. S. Representative,23,DEM,Rick Treviño,False,347,32.89
PRESIDIO,U. S. Representative,23,,Total,,1055,
PRESIDIO,Governor,,DEM,Lupe Valdez,False,761,75.12
PRESIDIO,Governor,,DEM,Andrew White,False,252,24.88
PRESIDIO,Governor,,,Total,,1013,
RAINS,Governor,,DEM,Lupe Valdez,False,42,57.53
RAINS,Governor,,DEM,Andrew White,False,31,42.47
RAINS,Governor,,,Total,,73,
RANDALL,Governor,,DEM,Lupe Valdez,False,214,45.24
RANDALL,Governor,,DEM,Andrew White,False,259,54.76
RANDALL,Governor,,,Total,,473,
REAGAN,U. S. Representative,23,DEM,Gina Ortiz Jones,False,0,0.00
REAGAN,U. S. Representative,23,DEM,Rick Treviño,False,2,100.00
REAGAN,U. S. Representative,23,,Total,,2,
REAGAN,Governor,,DEM,Lupe Valdez,False,0,0.00
REAGAN,Governor,,DEM,Andrew White,False,2,100.00
REAGAN,Governor,,,Total,,2,
REAL,U. S. Representative,21,DEM,Joseph Kopser,False,3,37.50
REAL,U. S. Representative,21,DEM,Mary Street Wilson,False,5,62.50
REAL,U. S. Representative,21,,Total,,8,
REAL,Governor,,DEM,Lupe Valdez,False,4,50.00
REAL,Governor,,DEM,Andrew White,False,4,50.00
REAL,Governor,,,Total,,8,
RED RIVER,Governor,,DEM,Lupe Valdez,False,39,53.42
RED RIVER,Governor,,DEM,Andrew White,False,34,46.58
RED RIVER,Governor,,,Total,,73,
REEVES,U. S. Representative,23,DEM,Gina Ortiz Jones,False,204,76.69
REEVES,U. S. Representative,23,DEM,Rick Treviño,False,62,23.31
REEVES,U. S. Representative,23,,Total,,266,
REEVES,Governor,,DEM,Lupe Valdez,False,196,77.47
REEVES,Governor,,DEM,Andrew White,False,57,22.53
REEVES,Governor,,,Total,,253,
ROBERTS,Governor,,DEM,Lupe Valdez,False,0,0.00
ROBERTS,Governor,,DEM,Andrew White,False,3,100.00
ROBERTS,Governor,,,Total,,3,
ROBERTSON,Governor,,DEM,Lupe Valdez,False,90,38.46
ROBERTSON,Governor,,DEM,Andrew White,False,144,61.54
ROBERTSON,Governor,,,Total,,234,
ROCKWALL,Governor,,DEM,Lupe Valdez,False,344,56.03
ROCKWALL,Governor,,DEM,Andrew White,False,270,43.97
ROCKWALL,Governor,,,Total,,614,
RUNNELS,Governor,,DEM,Lupe Valdez,False,23,60.53
RUNNELS,Governor,,DEM,Andrew White,False,15,39.47
RUNNELS,Governor,,,Total,,38,
RUSK,Governor,,DEM,Lupe Valdez,False,168,45.28
RUSK,Governor,,DEM,Andrew White,False,203,54.72
RUSK,Governor,,,Total,,371,
SABINE,Governor,,DEM,Lupe Valdez,False,14,31.82
SABINE,Governor,,DEM,Andrew White,False,30,68.18
SABINE,Governor,,,Total,,44,
SAN AUGUSTINE,Governor,,DEM,Lupe Valdez,False,28,35.90
SAN AUGUSTINE,Governor,,DEM,Andrew White,False,50,64.10
SAN AUGUSTINE,Governor,,,Total,,78,
SAN JACINTO,Governor,,DEM,Lupe Valdez,False,32,23.19
SAN JACINTO,Governor,,DEM,Andrew White,False,106,76.81
SAN JACINTO,Governor,,,Total,,138,
SAN PATRICIO,U. S. Representative,27,DEM,Raul (Roy) Barrera,False,177,35.90
SAN PATRICIO,U. S. Representative,27,DEM,Eric Holguin,False,316,64.10
SAN PATRICIO,U. S. Representative,27,,Total,,493,
SAN PATRICIO,Governor,,DEM,Lupe Valdez,False,417,60.79
SAN PATRICIO,Governor,,DEM,Andrew White,False,269,39.21
SAN PATRICIO,Governor,,,Total,,686,
SAN SABA,Governor,,DEM,Lupe Valdez,False,2,33.33
SAN SABA,Governor,,DEM,Andrew White,False,4,66.67
SAN SABA,Governor,,,Total,,6,
SCHLEICHER,U. S. Representative,23,DEM,Gina Ortiz Jones,False,21,75.00
SCHLEICHER,U. S. Representative,23,DEM,Rick Treviño,False,7,25.00
SCHLEICHER,U. S. Representative,23,,Total,,28,
SCHLEICHER,Governor,,DEM,Lupe Valdez,False,13,46.43
SCHLEICHER,Governor,,DEM,Andrew White,False,15,53.57
SCHLEICHER,Governor,,,Total,,28,
SCURRY,Governor,,DEM,Lupe Valdez,False,21,52.50
SCURRY,Governor,,DEM,Andrew White,False,19,47.50
SCURRY,Governor,,,Total,,40,
SHACKELFORD,Governor,,DEM,Lupe Valdez,False,0,0.00
SHACKELFORD,Governor,,DEM,Andrew White,False,4,100.00
SHACKELFORD,Governor,,,Total,,4,
SHELBY,Governor,,DEM,Lupe Valdez,False,34,43.59
SHELBY,Governor,,DEM,Andrew White,False,44,56.41
SHELBY,Governor,,,Total,,78,
SHERMAN,Governor,,DEM,Lupe Valdez,False,2,40.00
SHERMAN,Governor,,DEM,Andrew White,False,3,60.00
SHERMAN,Governor,,,Total,,5,
SMITH,Governor,,DEM,Lupe Valdez,False,521,47.36
SMITH,Governor,,DEM,Andrew White,False,579,52.64
SMITH,Governor,,,Total,,1100,
SOMERVELL,U. S. Representative,25,DEM,Julie Oliver,False,30,57.69
SOMERVELL,U. S. Representative,25,DEM,Chris Perri,False,22,42.31
SOMERVELL,U. S. Representative,25,,Total,,52,
SOMERVELL,Governor,,DEM,Lupe Valdez,False,27,51.92
SOMERVELL,Governor,,DEM,Andrew White,False,25,48.08
SOMERVELL,Governor,,,Total,,52,
STARR,Governor,,DEM,Lupe Valdez,False,3113,85.33
STARR,Governor,,DEM,Andrew White,False,535,14.67
STARR,Governor,,,Total,,3648,
STEPHENS,Governor,,DEM,Lupe Valdez,False,9,39.13
STEPHENS,Governor,,DEM,Andrew White,False,14,60.87
STEPHENS,Governor,,,Total,,23,
STERLING,Governor,,DEM,Lupe Valdez,False,0,0.00
STERLING,Governor,,DEM,Andrew White,False,0,0.00
STERLING,Governor,,,Total,,0,
STONEWALL,Governor,,DEM,Lupe Valdez,False,1,4.55
STONEWALL,Governor,,DEM,Andrew White,False,21,95.45
STONEWALL,Governor,,,Total,,22,
SUTTON,U. S. Representative,23,DEM,Gina Ortiz Jones,False,17,73.91
SUTTON,U. S. Representative,23,DEM,Rick Treviño,False,6,26.09
SUTTON,U. S. Representative,23,,Total,,23,
SUTTON,Governor,,DEM,Lupe Valdez,False,12,46.15
SUTTON,Governor,,DEM,Andrew White,False,14,53.85
SUTTON,Governor,,,Total,,26,
SWISHER,Governor,,DEM,Lupe Valdez,False,10,22.22
SWISHER,Governor,,DEM,Andrew White,False,35,77.78
SWISHER,Governor,,,Total,,45,
TARRANT,U. S. Representative,6,DEM,Jana Lynne Sanchez,False,4430,49.06
TARRANT,U. S. Representative,6,DEM,Ruby Faye Woolridge,False,4599,50.94
TARRANT,U. S. Representative,6,,Total,,9029,
TARRANT,U. S. Representative,25,DEM,Julie Oliver,False,38,67.86
TARRANT,U. S. Representative,25,DEM,Chris Perri,False,18,32.14
TARRANT,U. S. Representative,25,,Total,,56,
TARRANT,Governor,,DEM,Lupe Valdez,False,14512,60.87
TARRANT,Governor,,DEM,Andrew White,False,9328,39.13
TARRANT,Governor,,,Total,,23840,
TAYLOR,Governor,,DEM,Lupe Valdez,False,239,41.21
TAYLOR,Governor,,DEM,Andrew White,False,341,58.79
TAYLOR,Governor,,,Total,,580,
TERRELL,U. S. Representative,23,DEM,Gina Ortiz Jones,False,37,84.09
TERRELL,U. S. Representative,23,DEM,Rick Treviño,False,7,15.91
TERRELL,U. S. Representative,23,,Total,,44,
TERRELL,Governor,,DEM,Lupe Valdez,False,25,59.52
TERRELL,Governor,,DEM,Andrew White,False,17,40.48
TERRELL,Governor,,,Total,,42,
TERRY,Governor,,DEM,Lupe Valdez,False,10,41.67
TERRY,Governor,,DEM,Andrew White,False,14,58.33
TERRY,Governor,,,Total,,24,
THROCKMORTON,Governor,,DEM,Lupe Valdez,False,2,50.00
THROCKMORTON,Governor,,DEM,Andrew White,False,2,50.00
THROCKMORTON,Governor,,,Total,,4,
TITUS,Governor,,DEM,Lupe Valdez,False,65,43.05
TITUS,Governor,,DEM,Andrew White,False,86,56.95
TITUS,Governor,,,Total,,151,
TOM GREEN,Governor,,DEM,Lupe Valdez,False,477,52.65
TOM GREEN,Governor,,DEM,Andrew White,False,429,47.35
TOM GREEN,Governor,,,Total,,906,
TRAVIS,U. S. Representative,10,DEM,Mike Siegel,False,9482,74.04
TRAVIS,U. S. Representative,10,DEM,Tawana WalterCadien,False,3324,25.96
TRAVIS,U. S. Representative,10,,Total,,12806,
TRAVIS,U. S. Representative,21,DEM,Joseph Kopser,False,6941,56.58
TRAVIS,U. S. Representative,21,DEM,Mary Street Wilson,False,5326,43.42
TRAVIS,U. S. Representative,21,,Total,,12267,
TRAVIS,U. S. Representative,25,DEM,Julie Oliver,False,9247,52.87
TRAVIS,U. S. Representative,25,DEM,Chris Perri,False,8242,47.13
TRAVIS,U. S. Representative,25,,Total,,17489,
TRAVIS,Governor,,DEM,Lupe Valdez,False,26646,51.30
TRAVIS,Governor,,DEM,Andrew White,False,25291,48.70
TRAVIS,Governor,,,Total,,51937,
TRAVIS,State Representative,46,DEM,Sheryl Cole,False,4991,50.93
TRAVIS,State Representative,46,DEM,"Jose ""Chito"" Vela",False,4808,49.07
TRAVIS,State Representative,46,,Total,,9799,
TRAVIS,State Representative,47,DEM,Elaina Fowler,False,3371,41.89
TRAVIS,State Representative,47,DEM,Vikki Goodwin,False,4676,58.11
TRAVIS,State Representative,47,,Total,,8047,
TRAVIS,District Judge,459th Judicial District,DEM,Maya Guerra Gamble,False,25229,51.18
TRAVIS,District Judge,459th Judicial District,DEM,Aurora Martinez Jones,False,24067,48.82
TRAVIS,District Judge,459th Judicial District,,Total,,49296,
TRINITY,Governor,,DEM,Lupe Valdez,False,14,15.56
TRINITY,Governor,,DEM,Andrew White,False,76,84.44
TRINITY,Governor,,,Total,,90,
TYLER,Governor,,DEM,Lupe Valdez,False,24,30.00
TYLER,Governor,,DEM,Andrew White,False,56,70.00
TYLER,Governor,,,Total,,80,
UPSHUR,Governor,,DEM,Lupe Valdez,False,121,41.72
UPSHUR,Governor,,DEM,Andrew White,False,169,58.28
UPSHUR,Governor,,,Total,,290,
UPTON,U. S. Representative,23,DEM,Gina Ortiz Jones,False,14,77.78
UPTON,U. S. Representative,23,DEM,Rick Treviño,False,4,22.22
UPTON,U. S. Representative,23,,Total,,18,
UPTON,Governor,,DEM,Lupe Valdez,False,10,58.82
UPTON,Governor,,DEM,Andrew White,False,7,41.18
UPTON,Governor,,,Total,,17,
UVALDE,U. S. Representative,23,DEM,Gina Ortiz Jones,False,332,69.17
UVALDE,U. S. Representative,23,DEM,Rick Treviño,False,148,30.83
UVALDE,U. S. Representative,23,,Total,,480,
UVALDE,Governor,,DEM,Lupe Valdez,False,351,73.13
UVALDE,Governor,,DEM,Andrew White,False,129,26.88
UVALDE,Governor,,,Total,,480,
VAL VERDE,U. S. Representative,23,DEM,Gina Ortiz Jones,False,1909,66.61
VAL VERDE,U. S. Representative,23,DEM,Rick Treviño,False,957,33.39
VAL VERDE,U. S. Representative,23,,Total,,2866,
VAL VERDE,Governor,,DEM,Lupe Valdez,False,2047,72.31
VAL VERDE,Governor,,DEM,Andrew White,False,784,27.69
VAL VERDE,Governor,,,Total,,2831,
VAN ZANDT,Governor,,DEM,Lupe Valdez,False,143,51.81
VAN ZANDT,Governor,,DEM,Andrew White,False,133,48.19
VAN ZANDT,Governor,,,Total,,276,
VICTORIA,U. S. Representative,27,DEM,Raul (Roy) Barrera,False,478,46.23
VICTORIA,U. S. Representative,27,DEM,Eric Holguin,False,556,53.77
VICTORIA,U. S. Representative,27,,Total,,1034,
VICTORIA,Governor,,DEM,Lupe Valdez,False,558,53.97
VICTORIA,Governor,,DEM,Andrew White,False,476,46.03
VICTORIA,Governor,,,Total,,1034,
WALKER,Governor,,DEM,Lupe Valdez,False,114,27.67
WALKER,Governor,,DEM,Andrew White,False,298,72.33
WALKER,Governor,,,Total,,412,
WALLER,U. S. Representative,10,DEM,Mike Siegel,False,156,38.52
WALLER,U. S. Representative,10,DEM,Tawana WalterCadien,False,249,61.48
WALLER,U. S. Representative,10,,Total,,405,
WALLER,Governor,,DEM,Lupe Valdez,False,150,36.50
WALLER,Governor,,DEM,Andrew White,False,261,63.50
WALLER,Governor,,,Total,,411,
WARD,U. S. Representative,23,DEM,Gina Ortiz Jones,False,83,82.18
WARD,U. S. Representative,23,DEM,Rick Treviño,False,18,17.82
WARD,U. S. Representative,23,,Total,,101,
WARD,Governor,,DEM,Lupe Valdez,False,77,77.78
WARD,Governor,,DEM,Andrew White,False,22,22.22
WARD,Governor,,,Total,,99,
WASHINGTON,U. S. Representative,10,DEM,Mike Siegel,False,255,64.89
WASHINGTON,U. S. Representative,10,DEM,Tawana WalterCadien,False,138,35.11
WASHINGTON,U. S. Representative,10,,Total,,393,
WASHINGTON,Governor,,DEM,Lupe Valdez,False,82,20.81
WASHINGTON,Governor,,DEM,Andrew White,False,312,79.19
WASHINGTON,Governor,,,Total,,394,
WEBB,Governor,,DEM,Lupe Valdez,False,9279,81.54
WEBB,Governor,,DEM,Andrew White,False,2101,18.46
WEBB,Governor,,,Total,,11380,
WHARTON,U. S. Representative,27,DEM,Raul (Roy) Barrera,False,163,55.44
WHARTON,U. S. Representative,27,DEM,Eric Holguin,False,131,44.56
WHARTON,U. S. Representative,27,,Total,,294,
