candidate,office,district,party,county,precinct,votes
,Registered Voters,,,Caldwell,100,471
,Ballots Cast,,,Caldwell,100,270
,Straight Party,,REP,Caldwell,100,55
,Straight Party,,DEM,Caldwell,100,87
,Straight Party,,LIB,Caldwell,100,2
Ted Cruz,U.S. Senate,,REP,Caldwell,100,113
Beto O'Rourke,U.S. Senate,,DEM,Caldwell,100,152
Neal M Dikeman,U.S. Senate,,LIB,Caldwell,100,4
David Smalling ,U.S. House,35,REP,Caldwell,100,93
Lloyd Doggett,U.S. House,35,DEM,Caldwell,100,165
Clark Patterson,U.S. House,35,LIB,Caldwell,100,10
Greg Abbott,Governor ,,REP,Caldwell,100,126
Lupe Valdez,Governor ,,DEM,Caldwell,100,137
Mark Jay Tippetts,Governor ,,LIB,Caldwell,100,6
Dan Patrick,Lieutenant Governor,,REP,Caldwell,100,116
Mike Collier,Lieutenant Governor,,DEM,Caldwell,100,145
Kerry Douglas McKennon,Lieutenant Governor,,LIB,Caldwell,100,7
Ken Paxton,Attorney General ,,REP,Caldwell,100,105
Justin Nelson,Attorney General ,,DEM,Caldwell,100,151
Michael Ray Harris,Attorney General ,,LIB,Caldwell,100,12
Glenn Hegar,Comptroller of Public Accounts,,REP,Caldwell,100,121
Joi Chevalier,Comptroller of Public Accounts,,DEM,Caldwell,100,136
Ben Sanders,Comptroller of Public Accounts,,LIB,Caldwell,100,8
George P. Bush,Commissioner of the General Land Office,,REP,Caldwell,100,117
Miguel Suazo,Commissioner of the General Land Office,,DEM,Caldwell,100,137
Matt Pina,Commissioner of the General Land Office,,LIB,Caldwell,100,11
Christi Craddick,Railroad Commissioner,,REP,Caldwell,100,115
Roman McAllen,Railroad Commissioner,,DEM,Caldwell,100,140
Mike Wright,Railroad Commissioner,,LIB,Caldwell,100,12
John P. Cyrier ,State Representative,17,REP,Caldwell,100,121
Michelle Ryan ,State Representative,17,DEM,Caldwell,100,142
,Registered Voters,,,Caldwell,101,769
,Ballots Cast,,,Caldwell,101,403
,Straight Party,,REP,Caldwell,101,69
,Straight Party,,DEM,Caldwell,101,130
,Straight Party,,LIB,Caldwell,101,1
Ted Cruz,U.S. Senate,,REP,Caldwell,101,174
Beto O'Rourke,U.S. Senate,,DEM,Caldwell,101,225
Neal M Dikeman,U.S. Senate,,LIB,Caldwell,101,2
David Smalling ,U.S. House,35,REP,Caldwell,101,132
Lloyd Doggett,U.S. House,35,DEM,Caldwell,101,259
Clark Patterson,U.S. House,35,LIB,Caldwell,101,9
Greg Abbott,Governor ,,REP,Caldwell,101,208
Lupe Valdez,Governor ,,DEM,Caldwell,101,184
Mark Jay Tippetts,Governor ,,LIB,Caldwell,101,10
Dan Patrick,Lieutenant Governor,,REP,Caldwell,101,181
Mike Collier,Lieutenant Governor,,DEM,Caldwell,101,203
Kerry Douglas McKennon,Lieutenant Governor,,LIB,Caldwell,101,13
Ken Paxton,Attorney General ,,REP,Caldwell,101,167
Justin Nelson,Attorney General ,,DEM,Caldwell,101,210
Michael Ray Harris,Attorney General ,,LIB,Caldwell,101,17
Glenn Hegar,Comptroller of Public Accounts,,REP,Caldwell,101,182
Joi Chevalier,Comptroller of Public Accounts,,DEM,Caldwell,101,186
Ben Sanders,Comptroller of Public Accounts,,LIB,Caldwell,101,22
George P. Bush,Commissioner of the General Land Office,,REP,Caldwell,101,188
Miguel Suazo,Commissioner of the General Land Office,,DEM,Caldwell,101,188
Matt Pina,Commissioner of the General Land Office,,LIB,Caldwell,101,18
Christi Craddick,Railroad Commissioner,,REP,Caldwell,101,162
Roman McAllen,Railroad Commissioner,,DEM,Caldwell,101,205
Mike Wright,Railroad Commissioner,,LIB,Caldwell,101,23
John P. Cyrier ,State Representative,17,REP,Caldwell,101,188
Michelle Ryan ,State Representative,17,DEM,Caldwell,101,204
,Registered Voters,,,Caldwell,102,710
,Ballots Cast,,,Caldwell,102,409
,Straight Party,,REP,Caldwell,102,151
,Straight Party,,DEM,Caldwell,102,63
,Straight Party,,LIB,Caldwell,102,3
Ted Cruz,U.S. Senate,,REP,Caldwell,102,284
Beto O'Rourke,U.S. Senate,,DEM,Caldwell,102,122
Neal M Dikeman,U.S. Senate,,LIB,Caldwell,102,2
Michael Cloud,U.S. House,27,REP,Caldwell,102,284
Eric Holguin,U.S. House,27,DEM,Caldwell,102,111
Daniel Tinus,U.S. House,27,LIB,Caldwell,102,4
James Duerr,U.S. House,27,IND,Caldwell,102,4
Greg Abbott,Governor ,,REP,Caldwell,102,303
Lupe Valdez,Governor ,,DEM,Caldwell,102,100
Mark Jay Tippetts,Governor ,,LIB,Caldwell,102,5
Dan Patrick,Lieutenant Governor,,REP,Caldwell,102,277
Mike Collier,Lieutenant Governor,,DEM,Caldwell,102,125
Kerry Douglas McKennon,Lieutenant Governor,,LIB,Caldwell,102,4
Ken Paxton,Attorney General ,,REP,Caldwell,102,277
Justin Nelson,Attorney General ,,DEM,Caldwell,102,124
Michael Ray Harris,Attorney General ,,LIB,Caldwell,102,6
Glenn Hegar,Comptroller of Public Accounts,,REP,Caldwell,102,283
Joi Chevalier,Comptroller of Public Accounts,,DEM,Caldwell,102,106
Ben Sanders,Comptroller of Public Accounts,,LIB,Caldwell,102,12
George P. Bush,Commissioner of the General Land Office,,REP,Caldwell,102,283
Miguel Suazo,Commissioner of the General Land Office,,DEM,Caldwell,102,110
Matt Pina,Commissioner of the General Land Office,,LIB,Caldwell,102,8
Christi Craddick,Railroad Commissioner,,REP,Caldwell,102,269
Roman McAllen,Railroad Commissioner,,DEM,Caldwell,102,114
Mike Wright,Railroad Commissioner,,LIB,Caldwell,102,15
John P. Cyrier ,State Representative,17,REP,Caldwell,102,293
Michelle Ryan ,State Representative,17,DEM,Caldwell,102,112
,Registered Voters,,,Caldwell,103,1980
,Ballots Cast,,,Caldwell,103,1260
,Straight Party,,REP,Caldwell,103,295
,Straight Party,,DEM,Caldwell,103,295
,Straight Party,,LIB,Caldwell,103,6
Ted Cruz,U.S. Senate,,REP,Caldwell,103,641
Beto O'Rourke,U.S. Senate,,DEM,Caldwell,103,602
Neal M Dikeman,U.S. Senate,,LIB,Caldwell,103,13
David Smalling ,U.S. House,35,REP,Caldwell,103,549
Lloyd Doggett,U.S. House,35,DEM,Caldwell,103,662
Clark Patterson,U.S. House,35,LIB,Caldwell,103,35
Greg Abbott,Governor ,,REP,Caldwell,103,737
Lupe Valdez,Governor ,,DEM,Caldwell,103,490
Mark Jay Tippetts,Governor ,,LIB,Caldwell,103,24
Dan Patrick,Lieutenant Governor,,REP,Caldwell,103,637
Mike Collier,Lieutenant Governor,,DEM,Caldwell,103,580
Kerry Douglas McKennon,Lieutenant Governor,,LIB,Caldwell,103,34
Ken Paxton,Attorney General ,,REP,Caldwell,103,620
Justin Nelson,Attorney General ,,DEM,Caldwell,103,587
Michael Ray Harris,Attorney General ,,LIB,Caldwell,103,41
Glenn Hegar,Comptroller of Public Accounts,,REP,Caldwell,103,688
Joi Chevalier,Comptroller of Public Accounts,,DEM,Caldwell,103,497
Ben Sanders,Comptroller of Public Accounts,,LIB,Caldwell,103,51
George P. Bush,Commissioner of the General Land Office,,REP,Caldwell,103,695
Miguel Suazo,Commissioner of the General Land Office,,DEM,Caldwell,103,486
Matt Pina,Commissioner of the General Land Office,,LIB,Caldwell,103,59
Christi Craddick,Railroad Commissioner,,REP,Caldwell,103,626
Roman McAllen,Railroad Commissioner,,DEM,Caldwell,103,527
Mike Wright,Railroad Commissioner,,LIB,Caldwell,103,72
John P. Cyrier ,State Representative,17,REP,Caldwell,103,740
Michelle Ryan ,State Representative,17,DEM,Caldwell,103,500
,Registered Voters,,,Caldwell,104,450
,Ballots Cast,,,Caldwell,104,290
,Straight Party,,REP,Caldwell,104,81
,Straight Party,,DEM,Caldwell,104,50
,Straight Party,,LIB,Caldwell,104,4
Ted Cruz,U.S. Senate,,REP,Caldwell,104,194
Beto O'Rourke,U.S. Senate,,DEM,Caldwell,104,93
