county,precinct,office,district,party,candidate,votes,election_day,early_voting
Maverick,1A,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,98,22,76
Maverick,1B,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,435,149,286
Maverick,1C,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,633,165,468
Maverick,2A,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,101,21,80
Maverick,2B,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,445,109,336
Maverick,2C,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,261,72,189
Maverick,2D,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,31,17,14
Maverick,3A,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,566,137,429
Maverick,3B,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,621,200,421
Maverick,3C,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,103,77,26
Maverick,4A,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,116,23,93
Maverick,4B,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,520,184,336
Maverick,4C,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,171,51,120
Maverick,4D,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,271,63,208
Maverick,1A,Governor,,DEM,Adrian Ocegueda,32,5,27
Maverick,1A,Governor,,DEM,"Cedric Wayne Davis, Sr.",4,2,2
Maverick,1A,Governor,,DEM,Grady Yarbrough,5,0,5
Maverick,1A,Governor,,DEM,Guadalupe Valdez,72,16,56
Maverick,1A,Governor,,DEM,James Jolly Clark,3,0,3
Maverick,1A,Governor,,DEM,Jeffrey Alan Payne,19,3,16
Maverick,1A,Governor,,DEM,Joseph William Mumbach,5,2,3
Maverick,1A,Governor,,DEM,Robert Andrew  White,10,3,7
Maverick,1A,Governor,,DEM,Thomas John Wakely,5,1,4
Maverick,1B,Governor,,DEM,Adrian Ocegueda,111,46,65
Maverick,1B,Governor,,DEM,"Cedric Wayne Davis, Sr.",23,9,14
Maverick,1B,Governor,,DEM,Grady Yarbrough,30,8,22
Maverick,1B,Governor,,DEM,Guadalupe Valdez,254,84,170
Maverick,1B,Governor,,DEM,James Jolly Clark,13,2,11
Maverick,1B,Governor,,DEM,Jeffrey Alan Payne,70,19,51
Maverick,1B,Governor,,DEM,Joseph William Mumbach,18,8,10
Maverick,1B,Governor,,DEM,Robert Andrew  White,83,28,55
Maverick,1B,Governor,,DEM,Thomas John Wakely,15,2,13
Maverick,1C,Governor,,DEM,Adrian Ocegueda,185,43,142
Maverick,1C,Governor,,DEM,"Cedric Wayne Davis, Sr.",30,4,26
Maverick,1C,Governor,,DEM,Grady Yarbrough,129,103,26
Maverick,1C,Governor,,DEM,Guadalupe Valdez,323,14,309
Maverick,1C,Governor,,DEM,James Jolly Clark,25,7,18
Maverick,1C,Governor,,DEM,Jeffrey Alan Payne,87,24,63
Maverick,1C,Governor,,DEM,Joseph William Mumbach,15,3,12
Maverick,1C,Governor,,DEM,Robert Andrew  White,62,13,49
Maverick,1C,Governor,,DEM,Thomas John Wakely,32,9,23
Maverick,2A,Governor,,DEM,Adrian Ocegueda,38,8,30
Maverick,2A,Governor,,DEM,"Cedric Wayne Davis, Sr.",8,1,7
Maverick,2A,Governor,,DEM,Grady Yarbrough,6,4,2
Maverick,2A,Governor,,DEM,Guadalupe Valdez,81,12,69
Maverick,2A,Governor,,DEM,James Jolly Clark,6,0,6
Maverick,2A,Governor,,DEM,Jeffrey Alan Payne,16,5,11
Maverick,2A,Governor,,DEM,Joseph William Mumbach,4,1,3
Maverick,2A,Governor,,DEM,Robert Andrew  White,9,0,9
Maverick,2A,Governor,,DEM,Thomas John Wakely,7,2,5
Maverick,2B,Governor,,DEM,Adrian Ocegueda,148,38,110
Maverick,2B,Governor,,DEM,"Cedric Wayne Davis, Sr.",29,6,23
Maverick,2B,Governor,,DEM,Grady Yarbrough,18,5,13
Maverick,2B,Governor,,DEM,Guadalupe Valdez,288,69,219
Maverick,2B,Governor,,DEM,James Jolly Clark,23,4,19
Maverick,2B,Governor,,DEM,Jeffrey Alan Payne,71,17,54
Maverick,2B,Governor,,DEM,Joseph William Mumbach,12,4,8
Maverick,2B,Governor,,DEM,Robert Andrew  White,57,13,44
Maverick,2B,Governor,,DEM,Thomas John Wakely,20,2,18
Maverick,2C,Governor,,DEM,Adrian Ocegueda,86,23,63
Maverick,2C,Governor,,DEM,"Cedric Wayne Davis, Sr.",19,4,15
Maverick,2C,Governor,,DEM,Grady Yarbrough,9,3,6
Maverick,2C,Governor,,DEM,Guadalupe Valdez,201,57,144
Maverick,2C,Governor,,DEM,James Jolly Clark,9,5,4
Maverick,2C,Governor,,DEM,Jeffrey Alan Payne,43,10,33
Maverick,2C,Governor,,DEM,Joseph William Mumbach,9,3,6
Maverick,2C,Governor,,DEM,Robert Andrew  White,33,9,24
Maverick,2C,Governor,,DEM,Thomas John Wakely,17,5,12
Maverick,2D,Governor,,DEM,Adrian Ocegueda,1,1,0
Maverick,2D,Governor,,DEM,"Cedric Wayne Davis, Sr.",1,1,0
Maverick,2D,Governor,,DEM,Grady Yarbrough,3,3,0
Maverick,2D,Governor,,DEM,Guadalupe Valdez,18,9,9
Maverick,2D,Governor,,DEM,James Jolly Clark,1,0,1
Maverick,2D,Governor,,DEM,Jeffrey Alan Payne,3,1,2
Maverick,2D,Governor,,DEM,Joseph William Mumbach,3,3,0
Maverick,2D,Governor,,DEM,Robert Andrew  White,7,3,4
Maverick,2D,Governor,,DEM,Thomas John Wakely,0,0,0
Maverick,3A,Governor,,DEM,Adrian Ocegueda,132,30,102
Maverick,3A,Governor,,DEM,"Cedric Wayne Davis, Sr.",22,6,16
Maverick,3A,Governor,,DEM,Grady Yarbrough,38,15,23
Maverick,3A,Governor,,DEM,Guadalupe Valdez,336,92,244
Maverick,3A,Governor,,DEM,James Jolly Clark,21,4,17
Maverick,3A,Governor,,DEM,Jeffrey Alan Payne,82,17,65
Maverick,3A,Governor,,DEM,Joseph William Mumbach,17,3,14
Maverick,3A,Governor,,DEM,Robert Andrew  White,93,18,75
Maverick,3A,Governor,,DEM,Thomas John Wakely,19,3,16
Maverick,3B,Governor,,DEM,Adrian Ocegueda,145,51,94
Maverick,3B,Governor,,DEM,"Cedric Wayne Davis, Sr.",28,6,22
Maverick,3B,Governor,,DEM,Grady Yarbrough,39,10,29
Maverick,3B,Governor,,DEM,Guadalupe Valdez,383,127,256
Maverick,3B,Governor,,DEM,James Jolly Clark,28,13,15
Maverick,3B,Governor,,DEM,Jeffrey Alan Payne,102,30,72
Maverick,3B,Governor,,DEM,Joseph William Mumbach,13,6,7
Maverick,3B,Governor,,DEM,Robert Andrew  White,92,33,59
Maverick,3B,Governor,,DEM,Thomas John Wakely,31,10,21
Maverick,3C,Governor,,DEM,Adrian Ocegueda,16,11,5
Maverick,3C,Governor,,DEM,"Cedric Wayne Davis, Sr.",2,2,0
Maverick,3C,Governor,,DEM,Grady Yarbrough,16,11,5
Maverick,3C,Governor,,DEM,Guadalupe Valdez,54,39,15
Maverick,3C,Governor,,DEM,James Jolly Clark,6,6,0
Maverick,3C,Governor,,DEM,Jeffrey Alan Payne,15,11,4
Maverick,3C,Governor,,DEM,Joseph William Mumbach,5,3,2
Maverick,3C,Governor,,DEM,Robert Andrew  White,15,9,6
Maverick,3C,Governor,,DEM,Thomas John Wakely,7,6,1
Maverick,4A,Governor,,DEM,Adrian Ocegueda,19,2,17
Maverick,4A,Governor,,DEM,"Cedric Wayne Davis, Sr.",6,1,5
Maverick,4A,Governor,,DEM,Grady Yarbrough,11,1,10
Maverick,4A,Governor,,DEM,Guadalupe Valdez,59,9,50
Maverick,4A,Governor,,DEM,James Jolly Clark,8,0,8
Maverick,4A,Governor,,DEM,Jeffrey Alan Payne,17,3,14
Maverick,4A,Governor,,DEM,Joseph William Mumbach,8,2,6
Maverick,4A,Governor,,DEM,Robert Andrew  White,28,3,25
Maverick,4A,Governor,,DEM,Thomas John Wakely,14,5,9
Maverick,4B,Governor,,DEM,Adrian Ocegueda,122,41,81
Maverick,4B,Governor,,DEM,"Cedric Wayne Davis, Sr.",26,10,16
Maverick,4B,Governor,,DEM,Grady Yarbrough,23,8,15
Maverick,4B,Governor,,DEM,Guadalupe Valdez,311,115,196
Maverick,4B,Governor,,DEM,James Jolly Clark,20,6,14
Maverick,4B,Governor,,DEM,Jeffrey Alan Payne,85,33,52
Maverick,4B,Governor,,DEM,Joseph William Mumbach,17,10,7
Maverick,4B,Governor,,DEM,Robert Andrew  White,81,29,52
Maverick,4B,Governor,,DEM,Thomas John Wakely,18,5,13
Maverick,4C,Governor,,DEM,Adrian Ocegueda,29,9,20
Maverick,4C,Governor,,DEM,"Cedric Wayne Davis, Sr.",8,2,6
Maverick,4C,Governor,,DEM,Grady Yarbrough,17,12,5
Maverick,4C,Governor,,DEM,Guadalupe Valdez,108,27,81
Maverick,4C,Governor,,DEM,James Jolly Clark,13,4,9
