county,precinct,office,district,party,candidate,votes,early_voting,election_day
Andrews,1,U.S. Senate,,REP,Ted Cruz,716,444,272
Andrews,1,U.S. Senate,,DEM,Beto O'Rourke,178,91,87
Andrews,1,U.S. Senate,,LIB,Neal M Dikeman,8,4,4
Andrews,2,U.S. Senate,,REP,Ted Cruz,1281,865,416
Andrews,2,U.S. Senate,,DEM,Beto O'Rourke,200,107,93
Andrews,2,U.S. Senate,,LIB,Neal M Dikeman,8,3,5
Andrews,3,U.S. Senate,,REP,Ted Cruz,784,517,267
Andrews,3,U.S. Senate,,DEM,Beto O'Rourke,202,96,106
Andrews,4,U.S. Senate,,REP,Ted Cruz,557,332,225
Andrews,4,U.S. Senate,,DEM,Beto O'Rourke,178,86,92
Andrews,4,U.S. Senate,,LIB,Neal M Dikeman,2,1,1
Andrews,1,U.S. House,11,REP,Mike Conaway,733,449,284
Andrews,1,U.S. House,11,DEM,Jeannie Lou Leeder,170,83,87
Andrews,1,U.S. House,11,LIB,Rhett Rosenquest Smith,10,6,4
Andrews,2,U.S. House,11,REP,Mike Conaway,1296,870,426
Andrews,2,U.S. House,11,DEM,Jeannie Lou Leeder,168,90,78
Andrews,2,U.S. House,11,LIB,Rhett Rosenquest Smith,27,17,10
Andrews,3,U.S. House,11,REP,Mike Conaway,817,526,291
Andrews,3,U.S. House,11,DEM,Jeannie Lou Leeder,159,81,78
Andrews,3,U.S. House,11,LIB,Rhett Rosenquest Smith,9,5,4
Andrews,4,U.S. House,11,REP,Mike Conaway,573,337,236
Andrews,4,U.S. House,11,DEM,Jeannie Lou Leeder,168,79,89
Andrews,4,U.S. House,11,LIB,Rhett Rosenquest Smith,5,1,4
Andrews,1,Governor,,REP,Greg Abbott,733,451,282
Andrews,1,Governor,,DEM,Lupe Valdez,175,84,91
Andrews,1,Governor,,LIB,Mark Jay Tippetts,6,3,3
Andrews,2,Governor,,REP,Greg Abbott,1293,874,419
Andrews,2,Governor,,DEM,Lupe Valdez,179,93,86
Andrews,2,Governor,,LIB,Mark Jay Tippetts,17,8,9
Andrews,3,Governor,,REP,Greg Abbott,818,528,290
Andrews,3,Governor,,DEM,Lupe Valdez,162,81,81
Andrews,3,Governor,,LIB,Mark Jay Tippetts,7,3,4
Andrews,4,Governor,,REP,Greg Abbott,556,331,225
Andrews,4,Governor,,DEM,Lupe Valdez,171,82,89
Andrews,4,Governor,,LIB,Mark Jay Tippetts,8,4,4
Andrews,1,Lieutenant Governor,,REP,Dan Patrick,680,425,255
Andrews,1,Lieutenant Governor,,DEM,Mike Collier,222,107,115
Andrews,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,9,6,3
Andrews,2,Lieutenant Governor,,REP,Dan Patrick,1161,791,370
Andrews,2,Lieutenant Governor,,DEM,Mike Collier,283,155,128
Andrews,2,Lieutenant Governor,,LIB,Kerry Douglas McKennon,35,21,14
Andrews,3,Lieutenant Governor,,REP,Dan Patrick,756,491,265
Andrews,3,Lieutenant Governor,,DEM,Mike Collier,212,114,98
Andrews,3,Lieutenant Governor,,LIB,Kerry Douglas McKennon,18,6,12
Andrews,4,Lieutenant Governor,,REP,Dan Patrick,529,314,215
Andrews,4,Lieutenant Governor,,DEM,Mike Collier,191,95,96
Andrews,4,Lieutenant Governor,,LIB,Kerry Douglas McKennon,11,6,5
Andrews,1,Attorney General,,REP,Ken Paxton,710,440,270
Andrews,1,Attorney General,,DEM,Justin Nelson,193,92,101
Andrews,1,Attorney General,,LIB,Michael Ray Harris,8,5,3
Andrews,2,Attorney General,,REP,Ken Paxton,1236,830,406
Andrews,2,Attorney General,,DEM,Justin Nelson,194,108,86
Andrews,2,Attorney General,,LIB,Michael Ray Harris,42,26,16
Andrews,3,Attorney General,,REP,Ken Paxton,768,501,267
Andrews,3,Attorney General,,DEM,Justin Nelson,189,97,92
Andrews,3,Attorney General,,LIB,Michael Ray Harris,29,14,15
Andrews,4,Attorney General,,REP,Ken Paxton,542,324,218
Andrews,4,Attorney General,,DEM,Justin Nelson,176,88,88
Andrews,4,Attorney General,,LIB,Michael Ray Harris,13,3,10
Andrews,1,Comptroller of Public Accounts,,REP,Glenn Hegar,701,438,263
Andrews,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,184,87,97
Andrews,1,Comptroller of Public Accounts,,LIB,Ben Sanders,20,9,11
Andrews,2,Comptroller of Public Accounts,,REP,Glenn Hegar,1271,853,418
Andrews,2,Comptroller of Public Accounts,,DEM,Joi Chevalier,161,87,74
Andrews,2,Comptroller of Public Accounts,,LIB,Ben Sanders,38,20,18
Andrews,3,Comptroller of Public Accounts,,REP,Glenn Hegar,779,509,270
Andrews,3,Comptroller of Public Accounts,,DEM,Joi Chevalier,163,83,80
Andrews,3,Comptroller of Public Accounts,,LIB,Ben Sanders,34,16,18
Andrews,4,Comptroller of Public Accounts,,REP,Glenn Hegar,536,321,215
Andrews,4,Comptroller of Public Accounts,,DEM,Joi Chevalier,160,77,83
Andrews,4,Comptroller of Public Accounts,,LIB,Ben Sanders,26,10,16
Andrews,1,Commissioner of the General Land Office,,REP,George P. Bush,697,433,264
