county,precinct,office,district,party,candidate,votes,early_votes,election_day
Marion,1,U.S. Senate,,REP,Stefano de Stefano,1,1,0
Marion,1,U.S. Senate,,REP,Ted Cruz,78,33,45
Marion,1,U.S. Senate,,REP,"Bruce Jacobson, Jr.",3,1,2
Marion,1,U.S. Senate,,REP,Geraldine Sam,0,0,0
Marion,1,U.S. Senate,,REP,Over Votes,0,0,0
Marion,1,U.S. Senate,,REP,Under Votes,5,4,1
Marion,1,U.S. Senate,,REP,Mary Miller,2,0,2
Marion,1,U.S. House,4,REP,John Ratcliffe,70,31,39
Marion,1,U.S. House,4,REP,Over Votes,0,0,0
Marion,1,U.S. House,4,REP,Under Votes,8,5,3
Marion,1,U.S. House,4,REP,John Cooper,11,3,8
Marion,1,Governor,,REP,Greg Abbott,79,35,44
Marion,1,Governor,,REP,SECEDE Kilgore,0,0,0
Marion,1,Governor,,REP,Barbara Krueger,4,0,4
Marion,1,Lieutenant Governor,,REP,Scott Milder,21,7,14
Marion,1,Lieutenant Governor,,REP,Over Votes,0,0,0
Marion,1,Lieutenant Governor,,REP,Under Votes,10,5,5
Marion,1,Lieutenant Governor,,REP,Dan Patrick,58,27,31
Marion,1,Attorney General,,REP,Ken Paxton,75,31,44
Marion,1,Comptroller of Public Accounts,,REP,Glenn Hegar,73,30,43
Marion,1,Comptroller of Public Accounts,,REP,Over Votes,0,0,0
Marion,1,Comptroller of Public Accounts,,REP,Under Votes,16,9,7
Marion,1,Commissioner of the General Land Office,,REP,Davey Edwards,13,4,9
Marion,1,Commissioner of the General Land Office,,REP,Over Votes,0,0,0
Marion,1,Commissioner of the General Land Office,,REP,Under Votes,7,5,2
Marion,1,Commissioner of the General Land Office,,REP,Jerry Patterson,22,9,13
Marion,1,Commissioner of the General Land Office,,REP,George P. Bush,40,19,21
Marion,1,Commissioner of the General Land Office,,REP,Rick Range,7,2,5
Marion,1,Commissioner of Agriculture,,REP,Sid Miller,50,21,29
Marion,1,Commissioner of Agriculture,,REP,Trey Blocker,7,4,3
Marion,1,Commissioner of Agriculture,,REP,Jim Hogan,21,6,15
Marion,1,Railroad Commissioner,,REP,Weston Martinez,14,7,7
Marion,1,Railroad Commissioner,,REP,Christi Craddick,64,25,39
Marion,1,Railroad Commissioner,,REP,Over Votes,0,0,0
Marion,1,Railroad Commissioner,,REP,Under Votes,11,7,4
Marion,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,73,30,43
Marion,1,"Justice, Supreme Court, Place 2",,REP,Over Votes,0,0,0
Marion,1,"Justice, Supreme Court, Place 2",,REP,Under Votes,16,9,7
Marion,1,"Justice, Supreme Court, Place 4",,REP,John Devine,73,29,44
Marion,1,"Justice, Supreme Court, Place 4",,REP,Over Votes,0,0,0
Marion,1,"Justice, Supreme Court, Place 4",,REP,Under Votes,16,10,6
Marion,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,72,28,44
Marion,1,"Justice, Supreme Court, Place 6",,REP,Over Votes,0,0,0
Marion,1,"Justice, Supreme Court, Place 6",,REP,Under Votes,17,11,6
Marion,1,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,44,18,26
Marion,1,"Presiding Judge, Court of Criminal Appeals",,REP,Over Votes,0,0,0
Marion,1,"Presiding Judge, Court of Criminal Appeals",,REP,Under Votes,13,9,4
Marion,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,32,12,20
Marion,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,70,27,43
Marion,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Over Votes,0,0,0
Marion,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Under Votes,19,12,7
Marion,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Jay Brandon,42,18,24
Marion,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,30,9,21
Marion,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Dib Waldrip,4,3,1
Marion,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Over Votes,0,0,0
Marion,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Under Votes,13,9,4
Marion,1,State Representative,9,REP,Garrett Boersma,37,21,16
Marion,1,State Representative,9,REP,Over Votes,0,0,0
Marion,1,State Representative,9,REP,Under Votes,6,3,3
Marion,1,State Representative,9,REP,Chris Paddie,46,15,31
Marion,1,"Justice, 6th Court of Appeals District, Place No. 2",,REP,Scott Stevens,71,28,43
