county,precinct,office,district,party,candidate,votes,election_day,early_voting
Jim Wells,1,Straight Party,,,Over Votes,0,0,0
Jim Wells,1,Straight Party,,,Under Votes,51,22,29
Jim Wells,1,Straight Party,,REP,Republican Party,33,9,24
Jim Wells,1,Straight Party,,DEM,Democratic Party,96,35,61
Jim Wells,1,Straight Party,,LIB,Libertarian Party,0,0,0
Jim Wells,1,U.S. Senate,,,Over Votes,0,0,0
Jim Wells,1,U.S. Senate,,,Under Votes,2,0,2
Jim Wells,1,U.S. Senate,,REP,Ted Cruz,58,19,39
Jim Wells,1,U.S. Senate,,DEM,Beto O'Rourke,119,47,72
Jim Wells,1,U.S. Senate,,LIB,Neal M. Dikeman,1,0,1
Jim Wells,1,U.S. House,34,,Over Votes,0,0,0
Jim Wells,1,U.S. House,34,,Under Votes,4,1,3
Jim Wells,1,U.S. House,34,REP,Rey Gonzalez,53,18,35
Jim Wells,1,U.S. House,34,DEM,Filemon B. Vela,123,47,76
Jim Wells,1,Governor,,,Over Votes,0,0,0
Jim Wells,1,Governor,,,Under Votes,3,1,2
Jim Wells,1,Governor,,REP,Greg Abbott,65,22,43
Jim Wells,1,Governor,,DEM,Lupe Valdez,111,42,69
Jim Wells,1,Governor,,LIB,Mark Jay Tippetts,1,1,0
Jim Wells,1,Lieutenant Governor,,,Over Votes,0,0,0
Jim Wells,1,Lieutenant Governor,,,Under Votes,4,1,3
Jim Wells,1,Lieutenant Governor,,REP,Dan Patrick,52,17,35
Jim Wells,1,Lieutenant Governor,,DEM,Mike Collier,121,47,74
Jim Wells,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,3,1,2
Jim Wells,1,Attorney General,,,Over Votes,1,0,1
Jim Wells,1,Attorney General,,,Under Votes,4,1,3
Jim Wells,1,Attorney General,,REP,Ken Paxton,50,17,33
Jim Wells,1,Attorney General,,DEM,Justin Nelson,121,46,75
Jim Wells,1,Attorney General,,LIB,Michael Ray Harris,4,2,2
Jim Wells,1,Comptroller of Public Accounts,,,Over Votes,0,0,0
Jim Wells,1,Comptroller of Public Accounts,,,Under Votes,5,1,4
Jim Wells,1,Comptroller of Public Accounts,,REP,Glenn Hegar,51,17,34
Jim Wells,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,120,46,74
Jim Wells,1,Comptroller of Public Accounts,,LIB,Ben Sanders,4,2,2
Jim Wells,1,Commissioner of the General Land Office,,,Over Votes,1,0,1
Jim Wells,1,Commissioner of the General Land Office,,,Under Votes,3,1,2
Jim Wells,1,Commissioner of the General Land Office,,REP,George P. Bush,54,19,35
Jim Wells,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,119,45,74
Jim Wells,1,Commissioner of the General Land Office,,LIB,Matt Piña,3,1,2
Jim Wells,1,Commissioner of Agriculture,,,Over Votes,0,0,0
Jim Wells,1,Commissioner of Agriculture,,,Under Votes,4,1,3
Jim Wells,1,Commissioner of Agriculture,,REP,Sid Miller,46,16,30
Jim Wells,1,Commissioner of Agriculture,,DEM,Kim Olson,124,47,77
Jim Wells,1,Commissioner of Agriculture,,LIB,Richard Carpenter,6,2,4
Jim Wells,1,Railroad Commissioner,,,Over Votes,0,0,0
Jim Wells,1,Railroad Commissioner,,,Under Votes,4,1,3
Jim Wells,1,Railroad Commissioner,,REP,Christi Craddick,50,17,33
Jim Wells,1,Railroad Commissioner,,DEM,Roman McAllen,121,46,75
Jim Wells,1,Railroad Commissioner,,LIB,Mike Wright,5,2,3
Jim Wells,1,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0
Jim Wells,1,"Justice, Supreme Court, Place 2",,,Under Votes,5,1,4
Jim Wells,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,54,20,34
Jim Wells,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,121,45,76
Jim Wells,1,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0
Jim Wells,1,"Justice, Supreme Court, Place 4",,,Under Votes,5,1,4
Jim Wells,1,"Justice, Supreme Court, Place 4",,REP,John Devine,56,22,34
Jim Wells,1,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,119,43,76
Jim Wells,1,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0
Jim Wells,1,"Justice, Supreme Court, Place 6",,,Under Votes,6,2,4
Jim Wells,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,53,19,34
Jim Wells,1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,121,45,76
Jim Wells,1,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0
Jim Wells,1,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,4,1,3
Jim Wells,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,49,18,31
Jim Wells,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,124,46,78
Jim Wells,1,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,3,1,2
