county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail,provisional
Van Zandt,1C,U.S. House,5,,Dan Wood,19,11,5,3,0
Van Zandt,1C,Governor,,,Jeffrey Payne,5,4,1,0,0
Van Zandt,1C,Governor,,,Lupe Valdez,9,4,4,1,0
Van Zandt,1C,Governor,,,Adrian Ocegueda,0,0,0,0,0
Van Zandt,1C,Governor,,,Andrew White,8,6,0,2,0
Van Zandt,1C,Governor,,,"Cedric Davis, Sr.",0,0,0,0,0
Van Zandt,1C,Governor,,,Tom Wakely,0,0,0,0,0
Van Zandt,1C,Governor,,,Joe Mumbach,0,0,0,0,0
Van Zandt,1C,Governor,,,James Jolly Clark,0,0,0,0,0
Van Zandt,1C,Governor,,,Grady Yarbrough,2,1,1,0,0
Van Zandt,1C,Lieutenant Governor,,,Mike Collier,14,9,4,1,0
Van Zandt,1C,Lieutenant Governor,,,Michael Cooper,8,6,0,2,0
Van Zandt,1C,Attorney General,,,Justin Nelson,20,12,5,3,0
Van Zandt,1C,Comptroller of Public Accounts,,,Joi Chevalier,8,6,2,0,0
Van Zandt,1C,Comptroller of Public Accounts,,,Tim Mahoney,14,9,2,3,0
Van Zandt,1C,Commissioner of the General Land Office,,,Miguel Suazo,11,7,4,0,0
Van Zandt,1C,Commissioner of the General Land Office,,,Tex Morgan,12,8,1,3,0
Van Zandt,1C,Commissioner of Agriculture,,,Kim Olson,19,12,5,2,0
Van Zandt,1C,Railroad Commissioner,,,Roman McAllen,12,7,3,2,0
Van Zandt,1C,Railroad Commissioner,,,Chris Spellmon,10,8,1,1,0
Van Zandt,1C,State Senate,2,,Kendall Scudder,21,13,5,3,0
Van Zandt,1C,State Representative,2,,Bill Brannon,20,12,5,3,0
Van Zandt,1D,Ballots Cast,,,Total,353,247,88,18,0
Van Zandt,1D,Ballots Cast,,REP,,339,235,86,18,0
Van Zandt,1D,Ballots Cast,,DEM,,14,12,2,0,0
Van Zandt,1D,U.S. Senate,,,Beto O'Rourke,6,6,0,0,0
Van Zandt,1D,U.S. Senate,,,Edward Kimbrough,7,5,2,0,0
Van Zandt,1D,U.S. Senate,,,Sema Hernandez,0,0,0,0,0
Van Zandt,1D,U.S. House,5,,Dan Wood,13,11,2,0,0
Van Zandt,1D,Governor,,,Jeffrey Payne,1,1,0,0,0
Van Zandt,1D,Governor,,,Lupe Valdez,3,3,0,0,0
Van Zandt,1D,Governor,,,Adrian Ocegueda,0,0,0,0,0
Van Zandt,1D,Governor,,,Andrew White,4,4,0,0,0
Van Zandt,1D,Governor,,,"Cedric Davis, Sr.",1,0,1,0,0
Van Zandt,1D,Governor,,,Tom Wakely,1,1,0,0,0
Van Zandt,1D,Governor,,,Joe Mumbach,1,0,1,0,0
Van Zandt,1D,Governor,,,James Jolly Clark,0,0,0,0,0
Van Zandt,1D,Governor,,,Grady Yarbrough,1,1,0,0,0
Van Zandt,1D,Lieutenant Governor,,,Mike Collier,7,7,0,0,0
Van Zandt,1D,Lieutenant Governor,,,Michael Cooper,5,3,2,0,0
Van Zandt,1D,Attorney General,,,Justin Nelson,12,10,2,0,0
Van Zandt,1D,Comptroller of Public Accounts,,,Joi Chevalier,5,5,0,0,0
Van Zandt,1D,Comptroller of Public Accounts,,,Tim Mahoney,7,5,2,0,0
Van Zandt,1D,Commissioner of the General Land Office,,,Miguel Suazo,4,4,0,0,0
Van Zandt,1D,Commissioner of the General Land Office,,,Tex Morgan,8,6,2,0,0
Van Zandt,1D,Commissioner of Agriculture,,,Kim Olson,12,10,2,0,0
Van Zandt,1D,Railroad Commissioner,,,Roman McAllen,7,7,0,0,0
Van Zandt,1D,Railroad Commissioner,,,Chris Spellmon,6,4,2,0,0
Van Zandt,1D,State Senate,2,,Kendall Scudder,11,9,2,0,0
Van Zandt,1D,State Representative,2,,Bill Brannon,10,9,1,0,0
Van Zandt,1E,Ballots Cast,,,Total,229,127,67,12,1
Van Zandt,1E,Ballots Cast,,REP,,180,105,63,11,1
Van Zandt,1E,Ballots Cast,,DEM,,49,22,4,1,0
Van Zandt,1E,U.S. Senate,,,Beto O'Rourke,15,6,3,0,0
Van Zandt,1E,U.S. Senate,,,Edward Kimbrough,16,8,0,0,0
Van Zandt,1E,U.S. Senate,,,Sema Hernandez,13,6,1,0,0
Van Zandt,1E,U.S. House,5,,Dan Wood,36,16,4,0,0
Van Zandt,1E,Governor,,,Jeffrey Payne,0,0,0,0,0
Van Zandt,1E,Governor,,,Lupe Valdez,28,12,3,1,0
Van Zandt,1E,Governor,,,Adrian Ocegueda,4,2,0,0,0
Van Zandt,1E,Governor,,,Andrew White,4,2,0,0,0
Van Zandt,1E,Governor,,,"Cedric Davis, Sr.",2,1,0,0,0
Van Zandt,1E,Governor,,,Tom Wakely,4,2,0,0,0
Van Zandt,1E,Governor,,,Joe Mumbach,1,0,1,0,0
Van Zandt,1E,Governor,,,James Jolly Clark,0,0,0,0,0
Van Zandt,1E,Governor,,,Grady Yarbrough,2,1,0,0,0
Van Zandt,1E,Lieutenant Governor,,,Mike Collier,23,10,3,0,0
Van Zandt,1E,Lieutenant Governor,,,Michael Cooper,17,8,1,0,0
Van Zandt,1E,Attorney General,,,Justin Nelson,43,19,4,1,0
Van Zandt,1E,Comptroller of Public Accounts,,,Joi Chevalier,21,9,3,0,0
Van Zandt,1E,Comptroller of Public Accounts,,,Tim Mahoney,19,9,1,0,0
Van Zandt,1E,Commissioner of the General Land Office,,,Miguel Suazo,26,11,4,0,0
Van Zandt,1E,Commissioner of the General Land Office,,,Tex Morgan,19,9,0,1,0
Van Zandt,1E,Commissioner of Agriculture,,,Kim Olson,40,18,4,0,0
Van Zandt,1E,Railroad Commissioner,,,Roman McAllen,15,6,3,0,0
Van Zandt,1E,Railroad Commissioner,,,Chris Spellmon,28,13,1,1,0
Van Zandt,1E,State Senate,2,,Kendall Scudder,40,18,4,0,0
Van Zandt,1E,State Representative,2,,Bill Brannon,40,18,4,0,0
Van Zandt,2A,Ballots Cast,,,Total,1192,391,733,66,2
Van Zandt,2A,Ballots Cast,,REP,,1139,369,710,58,2
Van Zandt,2A,Ballots Cast,,DEM,,53,22,23,8,0
Van Zandt,2A,U.S. Senate,,,Beto O'Rourke,24,13,6,5,0
Van Zandt,2A,U.S. Senate,,,Edward Kimbrough,18,6,10,2,0
Van Zandt,2A,U.S. Senate,,,Sema Hernandez,7,2,5,0,0
Van Zandt,2A,U.S. House,5,,Dan Wood,42,18,18,6,0
Van Zandt,2A,Governor,,,Jeffrey Payne,6,3,3,0,0
Van Zandt,2A,Governor,,,Lupe Valdez,15,9,6,0,0
Van Zandt,2A,Governor,,,Adrian Ocegueda,2,2,0,0,0
Van Zandt,2A,Governor,,,Andrew White,16,4,6,6,0
Van Zandt,2A,Governor,,,"Cedric Davis, Sr.",3,1,2,0,0
Van Zandt,2A,Governor,,,Tom Wakely,4,0,3,1,0
Van Zandt,2A,Governor,,,Joe Mumbach,1,1,0,0,0
Van Zandt,2A,Governor,,,James Jolly Clark,0,0,0,0,0
Van Zandt,2A,Governor,,,Grady Yarbrough,4,2,2,0,0
Van Zandt,2A,Lieutenant Governor,,,Mike Collier,28,9,13,6,0
Van Zandt,2A,Lieutenant Governor,,,Michael Cooper,18,10,7,1,0
Van Zandt,2A,Attorney General,,,Justin Nelson,44,19,18,7,0
Van Zandt,2A,Comptroller of Public Accounts,,,Joi Chevalier,22,11,7,4,0
Van Zandt,2A,Comptroller of Public Accounts,,,Tim Mahoney,23,8,12,3,0
Van Zandt,2A,Commissioner of the General Land Office,,,Miguel Suazo,28,11,12,5,0
Van Zandt,2A,Commissioner of the General Land Office,,,Tex Morgan,18,9,7,2,0
Van Zandt,2A,Commissioner of Agriculture,,,Kim Olson,46,20,19,7,0
Van Zandt,2A,Railroad Commissioner,,,Roman McAllen,18,6,7,5,0
Van Zandt,2A,Railroad Commissioner,,,Chris Spellmon,26,12,12,2,0
Van Zandt,2A,State Senate,2,,Kendall Scudder,45,19,19,7,0
Van Zandt,2A,State Representative,2,,Bill Brannon,45,20,18,7,0
Van Zandt,2B,Ballots Cast,,,Total,463,265,173,25,0
Van Zandt,2B,Ballots Cast,,REP,,429,241,166,22,0
Van Zandt,2B,Ballots Cast,,DEM,,34,24,7,3,0
Van Zandt,2B,U.S. Senate,,,Beto O'Rourke,14,9,5,0,0
Van Zandt,2B,U.S. Senate,,,Edward Kimbrough,10,5,2,3,0
Van Zandt,2B,U.S. Senate,,,Sema Hernandez,8,8,0,0,0
Van Zandt,2B,U.S. House,5,,Dan Wood,28,18,7,3,0
Van Zandt,2B,Governor,,,Jeffrey Payne,7,2,4,1,0
Van Zandt,2B,Governor,,,Lupe Valdez,14,10,2,2,0
Van Zandt,2B,Governor,,,Adrian Ocegueda,0,0,0,0,0
Van Zandt,2B,Governor,,,Andrew White,8,8,0,0,0
Van Zandt,2B,Governor,,,"Cedric Davis, Sr.",0,0,0,0,0
Van Zandt,2B,Governor,,,Tom Wakely,0,0,0,0,0
Van Zandt,2B,Governor,,,Joe Mumbach,0,0,0,0,0
Van Zandt,2B,Governor,,,James Jolly Clark,0,0,0,0,0
Van Zandt,2B,Governor,,,Grady Yarbrough,4,3,1,0,0
Van Zandt,2B,Lieutenant Governor,,,Mike Collier,20,13,7,0,0
Van Zandt,2B,Lieutenant Governor,,,Michael Cooper,13,10,0,3,0
Van Zandt,2B,Attorney General,,,Justin Nelson,29,19,7,3,0
Van Zandt,2B,Comptroller of Public Accounts,,,Joi Chevalier,16,12,3,1,0
Van Zandt,2B,Comptroller of Public Accounts,,,Tim Mahoney,17,11,4,2,0
Van Zandt,2B,Commissioner of the General Land Office,,,Miguel Suazo,21,14,6,1,0
Van Zandt,2B,Commissioner of the General Land Office,,,Tex Morgan,12,9,1,2,0
Van Zandt,2B,Commissioner of Agriculture,,,Kim Olson,29,20,7,2,0
Van Zandt,2B,Railroad Commissioner,,,Roman McAllen,16,12,4,0,0
Van Zandt,2B,Railroad Commissioner,,,Chris Spellmon,16,10,3,3,0
Van Zandt,2B,State Senate,2,,Kendall Scudder,28,18,7,3,0
Van Zandt,2B,State Representative,2,,Bill Brannon,26,17,6,3,0
Van Zandt,2C,Ballots Cast,,,Total,548,357,160,30,1
Van Zandt,2C,Ballots Cast,,REP,,523,344,150,28,1
Van Zandt,2C,Ballots Cast,,DEM,,25,13,10,2,0
Van Zandt,2C,U.S. Senate,,,Beto O'Rourke,16,8,7,1,0
Van Zandt,2C,U.S. Senate,,,Edward Kimbrough,5,3,2,0,0
Van Zandt,2C,U.S. Senate,,,Sema Hernandez,3,2,0,1,0
Van Zandt,2C,U.S. House,5,,Dan Wood,20,9,9,2,0
Van Zandt,2C,Governor,,,Jeffrey Payne,1,0,1,0,0
Van Zandt,2C,Governor,,,Lupe Valdez,14,8,4,2,0
Van Zandt,2C,Governor,,,Adrian Ocegueda,1,1,0,0,0
Van Zandt,2C,Governor,,,Andrew White,6,3,3,0,0
Van Zandt,2C,Governor,,,"Cedric Davis, Sr.",0,0,0,0,0
Van Zandt,2C,Governor,,,Tom Wakely,0,0,0,0,0
Van Zandt,2C,Governor,,,Joe Mumbach,0,0,0,0,0
Van Zandt,2C,Governor,,,James Jolly Clark,0,0,0,0,0
Van Zandt,2C,Governor,,,Grady Yarbrough,2,1,1,0,0
Van Zandt,2C,Lieutenant Governor,,,Mike Collier,16,7,8,1,0
Van Zandt,2C,Lieutenant Governor,,,Michael Cooper,7,4,2,1,0
Van Zandt,2C,Attorney General,,,Justin Nelson,20,9,9,2,0
Van Zandt,2C,Comptroller of Public Accounts,,,Joi Chevalier,10,4,5,1,0
Van Zandt,2C,Comptroller of Public Accounts,,,Tim Mahoney,11,6,4,1,0
Van Zandt,2C,Commissioner of the General Land Office,,,Miguel Suazo,12,6,6,0,0
Van Zandt,2C,Commissioner of the General Land Office,,,Tex Morgan,9,4,3,2,0
Van Zandt,2C,Commissioner of Agriculture,,,Kim Olson,22,11,9,2,0
Van Zandt,2C,Railroad Commissioner,,,Roman McAllen,8,4,4,0,0
Van Zandt,2C,Railroad Commissioner,,,Chris Spellmon,11,4,5,2,0
Van Zandt,2C,State Senate,2,,Kendall Scudder,23,12,9,2,0
Van Zandt,2C,State Representative,2,,Bill Brannon,21,10,9,2,0
Van Zandt,2D,Ballots Cast,,,Total,569,252,279,38,0
Van Zandt,2D,Ballots Cast,,REP,,529,225,270,34,0
Van Zandt,2D,Ballots Cast,,DEM,,40,27,9,4,0
Van Zandt,2D,U.S. Senate,,,Beto O'Rourke,17,9,7,1,0
Van Zandt,2D,U.S. Senate,,,Edward Kimbrough,12,11,0,1,0
Van Zandt,2D,U.S. Senate,,,Sema Hernandez,11,7,2,2,0
Van Zandt,2D,U.S. House,5,,Dan Wood,34,23,7,4,0
Van Zandt,2D,Governor,,,Jeffrey Payne,0,0,0,0,0
Van Zandt,2D,Governor,,,Lupe Valdez,20,9,8,3,0
Van Zandt,2D,Governor,,,Adrian Ocegueda,2,2,0,0,0
Van Zandt,2D,Governor,,,Andrew White,7,5,1,1,0
Van Zandt,2D,Governor,,,"Cedric Davis, Sr.",2,2,0,0,0
Van Zandt,2D,Governor,,,Tom Wakely,0,0,0,0,0
Van Zandt,2D,Governor,,,Joe Mumbach,1,1,0,0,0
Van Zandt,2D,Governor,,,James Jolly Clark,3,3,0,0,0
Van Zandt,2D,Governor,,,Grady Yarbrough,4,4,0,0,0
Van Zandt,2D,Lieutenant Governor,,,Mike Collier,17,14,3,0,0
Van Zandt,2D,Lieutenant Governor,,,Michael Cooper,19,11,4,4,0
Van Zandt,2D,Attorney General,,,Justin Nelson,34,23,7,4,0
Van Zandt,2D,Comptroller of Public Accounts,,,Joi Chevalier,17,9,5,3,0
Van Zandt,2D,Comptroller of Public Accounts,,,Tim Mahoney,23,18,4,1,0
Van Zandt,2D,Commissioner of the General Land Office,,,Miguel Suazo,16,9,6,1,0
Van Zandt,2D,Commissioner of the General Land Office,,,Tex Morgan,22,16,3,3,0
Van Zandt,2D,Commissioner of Agriculture,,,Kim Olson,36,24,8,4,0
Van Zandt,2D,Railroad Commissioner,,,Roman McAllen,14,7,4,3,0
Van Zandt,2D,Railroad Commissioner,,,Chris Spellmon,21,17,3,1,0
Van Zandt,2D,State Senate,2,,Kendall Scudder,35,25,6,4,0
Van Zandt,2D,State Representative,2,,Bill Brannon,34,23,7,4,0
Van Zandt,3A,Ballots Cast,,,Total,353,118,218,16,1
Van Zandt,3A,Ballots Cast,,REP,,338,107,214,16,1
Van Zandt,3A,Ballots Cast,,DEM,,15,11,4,0,0
Van Zandt,3A,U.S. Senate,,,Beto O'Rourke,4,4,0,0,0
Van Zandt,3A,U.S. Senate,,,Edward Kimbrough,8,4,4,0,0
Van Zandt,3A,U.S. Senate,,,Sema Hernandez,3,3,0,0,0
Van Zandt,3A,U.S. House,5,,Dan Wood,12,10,2,0,0
Van Zandt,3A,Governor,,,Jeffrey Payne,2,1,1,0,0
Van Zandt,3A,Governor,,,Lupe Valdez,5,4,1,0,0
Van Zandt,3A,Governor,,,Adrian Ocegueda,0,0,0,0,0
Van Zandt,3A,Governor,,,Andrew White,3,2,1,0,0
Van Zandt,3A,Governor,,,"Cedric Davis, Sr.",0,0,0,0,0
Van Zandt,3A,Governor,,,Tom Wakely,0,0,0,0,0
Van Zandt,3A,Governor,,,Joe Mumbach,0,0,0,0,0
Van Zandt,3A,Governor,,,James Jolly Clark,1,1,0,0,0
Van Zandt,3A,Governor,,,Grady Yarbrough,3,2,1,0,0
Van Zandt,3A,Lieutenant Governor,,,Mike Collier,8,4,4,0,0
Van Zandt,3A,Lieutenant Governor,,,Michael Cooper,5,5,0,0,0
Van Zandt,3A,Attorney General,,,Justin Nelson,12,9,3,0,0
Van Zandt,3A,Comptroller of Public Accounts,,,Joi Chevalier,4,4,0,0,0
Van Zandt,3A,Comptroller of Public Accounts,,,Tim Mahoney,9,5,4,0,0
Van Zandt,3A,Commissioner of the General Land Office,,,Miguel Suazo,8,6,2,0,0
Van Zandt,3A,Commissioner of the General Land Office,,,Tex Morgan,6,4,2,0,0
Van Zandt,3A,Commissioner of Agriculture,,,Kim Olson,11,9,2,0,0
Van Zandt,3A,Railroad Commissioner,,,Roman McAllen,6,6,0,0,0
Van Zandt,3A,Railroad Commissioner,,,Chris Spellmon,8,4,4,0,0
Van Zandt,3A,State Senate,2,,Kendall Scudder,12,9,3,0,0
Van Zandt,3A,State Representative,2,,Bill Brannon,11,8,3,0,0
Van Zandt,3B,Ballots Cast,,,Total,332,213,100,18,1
Van Zandt,3B,Ballots Cast,,REP,,289,175,98,15,1
Van Zandt,3B,Ballots Cast,,DEM,,43,38,2,3,0
Van Zandt,3B,U.S. Senate,,,Beto O'Rourke,9,9,0,0,0
Van Zandt,3B,U.S. Senate,,,Edward Kimbrough,17,14,1,2,0
Van Zandt,3B,U.S. Senate,,,Sema Hernandez,9,8,0,1,0
Van Zandt,3B,U.S. House,5,,Dan Wood,31,27,1,3,0
Van Zandt,3B,Governor,,,Jeffrey Payne,5,5,0,0,0
Van Zandt,3B,Governor,,,Lupe Valdez,20,15,2,3,0
Van Zandt,3B,Governor,,,Adrian Ocegueda,1,1,0,0,0
Van Zandt,3B,Governor,,,Andrew White,7,7,0,0,0
Van Zandt,3B,Governor,,,"Cedric Davis, Sr.",1,1,0,0,0
Van Zandt,3B,Governor,,,Tom Wakely,2,2,0,0,0
Van Zandt,3B,Governor,,,Joe Mumbach,0,0,0,0,0
Van Zandt,3B,Governor,,,James Jolly Clark,0,0,0,0,0
Van Zandt,3B,Governor,,,Grady Yarbrough,4,4,0,0,0
Van Zandt,3B,Lieutenant Governor,,,Mike Collier,12,12,0,0,0
Van Zandt,3B,Lieutenant Governor,,,Michael Cooper,23,19,1,3,0
Van Zandt,3B,Attorney General,,,Justin Nelson,30,25,2,3,0
Van Zandt,3B,Comptroller of Public Accounts,,,Joi Chevalier,14,13,1,0,0
Van Zandt,3B,Comptroller of Public Accounts,,,Tim Mahoney,21,18,0,3,0
Van Zandt,3B,Commissioner of the General Land Office,,,Miguel Suazo,18,15,1,2,0
Van Zandt,3B,Commissioner of the General Land Office,,,Tex Morgan,17,16,0,1,0
Van Zandt,3B,Commissioner of Agriculture,,,Kim Olson,32,28,1,3,0
Van Zandt,3B,Railroad Commissioner,,,Roman McAllen,14,12,1,1,0
Van Zandt,3B,Railroad Commissioner,,,Chris Spellmon,23,21,0,2,0
Van Zandt,3B,State Senate,2,,Kendall Scudder,29,25,1,3,0
Van Zandt,3B,State Representative,2,,Bill Brannon,30,26,1,3,0
Van Zandt,3C,Ballots Cast,,,Total,659,426,183,49,1
Van Zandt,3C,Ballots Cast,,REP,,594,376,174,43,1
Van Zandt,3C,Ballots Cast,,DEM,,65,50,9,6,0
Van Zandt,3C,U.S. Senate,,,Beto O'Rourke,32,23,5,4,0
Van Zandt,3C,U.S. Senate,,,Edward Kimbrough,22,17,3,2,0
Van Zandt,3C,U.S. Senate,,,Sema Hernandez,9,8,1,0,0
Van Zandt,3C,U.S. House,5,,Dan Wood,54,42,8,4,0
Van Zandt,3C,Governor,,,Jeffrey Payne,9,8,1,0,0
Van Zandt,3C,Governor,,,Lupe Valdez,30,25,4,1,0
Van Zandt,3C,Governor,,,Adrian Ocegueda,1,1,0,0,0
Van Zandt,3C,Governor,,,Andrew White,16,9,2,5,0
Van Zandt,3C,Governor,,,"Cedric Davis, Sr.",2,2,0,0,0
Van Zandt,3C,Governor,,,Tom Wakely,0,0,0,0,0
Van Zandt,3C,Governor,,,Joe Mumbach,0,0,0,0,0
Van Zandt,3C,Governor,,,James Jolly Clark,3,3,0,0,0
Van Zandt,3C,Governor,,,Grady Yarbrough,2,1,1,0,0
Van Zandt,3C,Lieutenant Governor,,,Mike Collier,29,23,4,2,0
Van Zandt,3C,Lieutenant Governor,,,Michael Cooper,30,23,3,4,0
Van Zandt,3C,Attorney General,,,Justin Nelson,57,44,8,5,0
Van Zandt,3C,Comptroller of Public Accounts,,,Joi Chevalier,25,17,5,3,0
Van Zandt,3C,Comptroller of Public Accounts,,,Tim Mahoney,37,31,3,3,0
Van Zandt,3C,Commissioner of the General Land Office,,,Miguel Suazo,33,26,5,2,0
Van Zandt,3C,Commissioner of the General Land Office,,,Tex Morgan,27,20,3,4,0
Van Zandt,3C,Commissioner of Agriculture,,,Kim Olson,57,44,8,5,0
Van Zandt,3C,Railroad Commissioner,,,Roman McAllen,20,16,3,1,0
Van Zandt,3C,Railroad Commissioner,,,Chris Spellmon,40,30,5,5,0
Van Zandt,3C,State Senate,2,,Kendall Scudder,55,42,8,5,0
Van Zandt,3C,State Representative,2,,Bill Brannon,55,41,9,5,0
Van Zandt,3D,Ballots Cast,,,Total,686,400,246,39,1
Van Zandt,3D,Ballots Cast,,REP,,649,376,238,34,1
Van Zandt,3D,Ballots Cast,,DEM,,37,24,8,5,0
Van Zandt,3D,U.S. Senate,,,Beto O'Rourke,18,12,4,2,0
Van Zandt,3D,U.S. Senate,,,Edward Kimbrough,10,6,2,2,0
Van Zandt,3D,U.S. Senate,,,Sema Hernandez,5,2,2,1,0
Van Zandt,3D,U.S. House,5,,Dan Wood,28,18,6,4,0
Van Zandt,3D,Governor,,,Jeffrey Payne,3,2,0,1,0
Van Zandt,3D,Governor,,,Lupe Valdez,18,12,4,2,0
Van Zandt,3D,Governor,,,Adrian Ocegueda,0,0,0,0,0
Van Zandt,3D,Governor,,,Andrew White,12,9,2,1,0
Van Zandt,3D,Governor,,,"Cedric Davis, Sr.",0,0,0,0,0
Van Zandt,3D,Governor,,,Tom Wakely,0,0,0,0,0
Van Zandt,3D,Governor,,,Joe Mumbach,0,0,0,0,0
Van Zandt,3D,Governor,,,James Jolly Clark,0,0,0,0,0
Van Zandt,3D,Governor,,,Grady Yarbrough,4,1,2,1,0
Van Zandt,3D,Lieutenant Governor,,,Mike Collier,18,13,2,3,0
Van Zandt,3D,Lieutenant Governor,,,Michael Cooper,13,8,4,1,0
Van Zandt,3D,Attorney General,,,Justin Nelson,30,19,6,5,0
Van Zandt,3D,Comptroller of Public Accounts,,,Joi Chevalier,12,9,0,3,0
Van Zandt,3D,Comptroller of Public Accounts,,,Tim Mahoney,19,10,7,2,0
Van Zandt,3D,Commissioner of the General Land Office,,,Miguel Suazo,14,9,2,3,0
Van Zandt,3D,Commissioner of the General Land Office,,,Tex Morgan,19,12,5,2,0
Van Zandt,3D,Commissioner of Agriculture,,,Kim Olson,31,20,6,5,0
Van Zandt,3D,Railroad Commissioner,,,Roman McAllen,9,4,2,3,0
Van Zandt,3D,Railroad Commissioner,,,Chris Spellmon,23,17,5,1,0
Van Zandt,3D,State Senate,2,,Kendall Scudder,27,17,6,4,0
Van Zandt,3D,State Representative,2,,Bill Brannon,26,17,6,3,0
Van Zandt,4A,Ballots Cast,,,Total,455,151,286,18,0
Van Zandt,4A,Ballots Cast,,REP,,427,136,279,12,0
Van Zandt,4A,Ballots Cast,,DEM,,28,15,7,6,0
Van Zandt,4A,U.S. Senate,,,Beto O'Rourke,12,4,4,4,0
Van Zandt,4A,U.S. Senate,,,Edward Kimbrough,8,4,2,2,0
Van Zandt,4A,U.S. Senate,,,Sema Hernandez,6,5,1,0,0
Van Zandt,4A,U.S. House,5,,Dan Wood,23,10,7,6,0
Van Zandt,4A,Governor,,,Jeffrey Payne,2,0,1,1,0
Van Zandt,4A,Governor,,,Lupe Valdez,6,5,1,0,0
Van Zandt,4A,Governor,,,Adrian Ocegueda,0,0,0,0,0
Van Zandt,4A,Governor,,,Andrew White,12,5,3,4,0
Van Zandt,4A,Governor,,,"Cedric Davis, Sr.",1,1,0,0,0
Van Zandt,4A,Governor,,,Tom Wakely,1,1,0,0,0
Van Zandt,4A,Governor,,,Joe Mumbach,0,0,0,0,0
Van Zandt,4A,Governor,,,James Jolly Clark,1,1,0,0,0
Van Zandt,4A,Governor,,,Grady Yarbrough,3,0,2,1,0
Van Zandt,4A,Lieutenant Governor,,,Mike Collier,17,8,5,4,0
Van Zandt,4A,Lieutenant Governor,,,Michael Cooper,8,5,2,1,0
Van Zandt,4A,Attorney General,,,Justin Nelson,23,10,7,6,0
Van Zandt,4A,Comptroller of Public Accounts,,,Joi Chevalier,8,5,1,2,0
Van Zandt,4A,Comptroller of Public Accounts,,,Tim Mahoney,18,8,6,4,0
Van Zandt,4A,Commissioner of the General Land Office,,,Miguel Suazo,11,6,3,2,0
Van Zandt,4A,Commissioner of the General Land Office,,,Tex Morgan,14,6,4,4,0
Van Zandt,4A,Commissioner of Agriculture,,,Kim Olson,23,10,7,6,0
Van Zandt,4A,Railroad Commissioner,,,Roman McAllen,13,6,4,3,0
Van Zandt,4A,Railroad Commissioner,,,Chris Spellmon,11,6,2,3,0
Van Zandt,4A,State Senate,2,,Kendall Scudder,23,10,7,6,0
Van Zandt,4A,State Representative,2,,Bill Brannon,24,11,7,6,0
Van Zandt,4B,Ballots Cast,,,Total,553,416,114,23,0
Van Zandt,4B,Ballots Cast,,REP,,526,396,111,19,0
Van Zandt,4B,Ballots Cast,,DEM,,27,20,3,4,0
Van Zandt,4B,U.S. Senate,,,Beto O'Rourke,13,11,1,1,0
Van Zandt,4B,U.S. Senate,,,Edward Kimbrough,5,4,0,1,0
Van Zandt,4B,U.S. Senate,,,Sema Hernandez,8,5,2,1,0
Van Zandt,4B,U.S. House,5,,Dan Wood,24,18,3,3,0
Van Zandt,4B,Governor,,,Jeffrey Payne,2,0,2,0,0
Van Zandt,4B,Governor,,,Lupe Valdez,11,8,1,2,0
Van Zandt,4B,Governor,,,Adrian Ocegueda,0,0,0,0,0
Van Zandt,4B,Governor,,,Andrew White,8,7,0,1,0
Van Zandt,4B,Governor,,,"Cedric Davis, Sr.",2,2,0,0,0
Van Zandt,4B,Governor,,,Tom Wakely,1,1,0,0,0
Van Zandt,4B,Governor,,,Joe Mumbach,1,1,0,0,0
Van Zandt,4B,Governor,,,James Jolly Clark,0,0,0,0,0
Van Zandt,4B,Governor,,,Grady Yarbrough,1,1,0,0,0
Van Zandt,4B,Lieutenant Governor,,,Mike Collier,15,9,3,3,0
Van Zandt,4B,Lieutenant Governor,,,Michael Cooper,11,11,0,0,0
Van Zandt,4B,Attorney General,,,Justin Nelson,24,19,2,3,0
Van Zandt,4B,Comptroller of Public Accounts,,,Joi Chevalier,12,9,1,2,0
Van Zandt,4B,Comptroller of Public Accounts,,,Tim Mahoney,14,11,2,1,0
Van Zandt,4B,Commissioner of the General Land Office,,,Miguel Suazo,19,16,1,2,0
Van Zandt,4B,Commissioner of the General Land Office,,,Tex Morgan,7,4,2,1,0
Van Zandt,4B,Commissioner of Agriculture,,,Kim Olson,26,20,3,3,0
Van Zandt,4B,Railroad Commissioner,,,Roman McAllen,10,8,1,1,0
Van Zandt,4B,Railroad Commissioner,,,Chris Spellmon,16,12,2,2,0
Van Zandt,4B,State Senate,2,,Kendall Scudder,24,20,2,2,0
Van Zandt,4B,State Representative,2,,Bill Brannon,24,20,2,2,0
Van Zandt,4C,Ballots Cast,,,Total,789,274,150,40,0
Van Zandt,4C,Ballots Cast,,REP,,735,257,141,32,0
Van Zandt,4C,Ballots Cast,,DEM,,54,17,9,8,0
Van Zandt,4C,U.S. Senate,,,Beto O'Rourke,29,8,7,5,0
Van Zandt,4C,U.S. Senate,,,Edward Kimbrough,16,5,2,3,0
Van Zandt,4C,U.S. Senate,,,Sema Hernandez,7,3,0,0,0
Van Zandt,4C,U.S. House,5,,Dan Wood,49,15,9,8,0
Van Zandt,4C,Governor,,,Jeffrey Payne,7,2,2,0,0
Van Zandt,4C,Governor,,,Lupe Valdez,21,6,4,4,0
Van Zandt,4C,Governor,,,Adrian Ocegueda,0,0,0,0,0
Van Zandt,4C,Governor,,,Andrew White,4,1,1,1,0
