county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Jeff Davis,1,Law Enforcement Bldg,Commissioner of Agriculture,,REP,Jimmie Hogan,28,14,14
Jeff Davis,1,Law Enforcement Bldg,Commissioner of Agriculture,,REP,Sidney Miller,60,10,50
Jeff Davis,1,Law Enforcement Bldg,Commissioner of Agriculture,,REP,Trey Blocker,46,12,34
Jeff Davis,2,St. Joseph Parish Hall,Commissioner of Agriculture,,REP,Jimmie Hogan,12,8,4
Jeff Davis,2,St. Joseph Parish Hall,Commissioner of Agriculture,,REP,Sidney Miller,29,8,21
Jeff Davis,2,St. Joseph Parish Hall,Commissioner of Agriculture,,REP,Trey Blocker,17,7,10
Jeff Davis,3,Methodist Fellowship Hall,Commissioner of Agriculture,,REP,Jimmie Hogan,7,4,3
Jeff Davis,3,Methodist Fellowship Hall,Commissioner of Agriculture,,REP,Sidney Miller,60,23,37
Jeff Davis,3,Methodist Fellowship Hall,Commissioner of Agriculture,,REP,Trey Blocker,26,9,17
Jeff Davis,4,Valentine Community Bldg,Commissioner of Agriculture,,REP,Jimmie Hogan,3,1,2
Jeff Davis,4,Valentine Community Bldg,Commissioner of Agriculture,,REP,Sidney Miller,23,13,10
Jeff Davis,4,Valentine Community Bldg,Commissioner of Agriculture,,REP,Trey Blocker,8,1,7
Jeff Davis,5,DMR Baptist Church,Commissioner of Agriculture,,REP,Jimmie Hogan,9,8,1
Jeff Davis,5,DMR Baptist Church,Commissioner of Agriculture,,REP,Sidney Miller,18,8,10
Jeff Davis,5,DMR Baptist Church,Commissioner of Agriculture,,REP,Trey Blocker,10,6,4
Jeff Davis,1,Law Enforcement Bldg,U.S. House,23,REP,Alma Arredondo-Lynch,56,14,42
Jeff Davis,1,Law Enforcement Bldg,U.S. House,23,REP,William Hurd,95,28,67
Jeff Davis,2,St. Joseph Parish Hall,U.S. House,23,REP,Alma Arredondo-Lynch,28,15,13
Jeff Davis,2,St. Joseph Parish Hall,U.S. House,23,REP,William Hurd,34,11,23
Jeff Davis,3,Methodist Fellowship Hall,U.S. House,23,REP,Alma Arredondo-Lynch,43,14,29
Jeff Davis,3,Methodist Fellowship Hall,U.S. House,23,REP,William Hurd,71,28,43
Jeff Davis,4,Valentine Community Bldg,U.S. House,23,REP,Alma Arredondo-Lynch,10,2,8
Jeff Davis,4,Valentine Community Bldg,U.S. House,23,REP,William Hurd,32,17,15
Jeff Davis,5,DMR Baptist Church,U.S. House,23,REP,Alma Arredondo-Lynch,5,4,1
Jeff Davis,5,DMR Baptist Church,U.S. House,23,REP,William Hurd,32,20,12
Jeff Davis,1,Law Enforcement Bldg,Attorney General,,REP,Warren Paxton,102,29,73
Jeff Davis,2,St. Joseph Parish Hall,Attorney General,,REP,Warren Paxton,43,17,26
Jeff Davis,3,Methodist Fellowship Hall,Attorney General,,REP,Warren Paxton,81,29,52
Jeff Davis,4,Valentine Community Bldg,Attorney General,,REP,Warren Paxton,29,15,14
Jeff Davis,5,DMR Baptist Church,Attorney General,,REP,Warren Paxton,36,21,15
Jeff Davis,1,Law Enforcement Bldg,U.S. Senate,,REP,Bruce Jacobson,7,0,7
Jeff Davis,1,Law Enforcement Bldg,U.S. Senate,,REP,Geraldine Sam,6,4,2
Jeff Davis,1,Law Enforcement Bldg,U.S. Senate,,REP,Mary Miller,10,2,8
Jeff Davis,1,Law Enforcement Bldg,U.S. Senate,,REP,Rafael  Cruz,116,31,85
Jeff Davis,1,Law Enforcement Bldg,U.S. Senate,,REP,Stefano de Stefano IV,8,3,5
Jeff Davis,2,St. Joseph Parish Hall,U.S. Senate,,REP,Bruce Jacobson,9,0,9
Jeff Davis,2,St. Joseph Parish Hall,U.S. Senate,,REP,Geraldine Sam,3,3,0
Jeff Davis,2,St. Joseph Parish Hall,U.S. Senate,,REP,Mary Miller,4,4,0
Jeff Davis,2,St. Joseph Parish Hall,U.S. Senate,,REP,Rafael  Cruz,45,18,27
Jeff Davis,2,St. Joseph Parish Hall,U.S. Senate,,REP,Stefano de Stefano IV,2,1,1
Jeff Davis,3,Methodist Fellowship Hall,U.S. Senate,,REP,Bruce Jacobson,6,2,4
Jeff Davis,3,Methodist Fellowship Hall,U.S. Senate,,REP,Geraldine Sam,2,2,0
Jeff Davis,3,Methodist Fellowship Hall,U.S. Senate,,REP,Mary Miller,8,3,5
Jeff Davis,3,Methodist Fellowship Hall,U.S. Senate,,REP,Rafael  Cruz,96,34,62
Jeff Davis,3,Methodist Fellowship Hall,U.S. Senate,,REP,Stefano de Stefano IV,1,1,0
Jeff Davis,4,Valentine Community Bldg,U.S. Senate,,REP,Bruce Jacobson,4,2,2
Jeff Davis,4,Valentine Community Bldg,U.S. Senate,,REP,Geraldine Sam,0,0,0
Jeff Davis,4,Valentine Community Bldg,U.S. Senate,,REP,Mary Miller,4,3,1
Jeff Davis,4,Valentine Community Bldg,U.S. Senate,,REP,Rafael  Cruz,32,13,19
Jeff Davis,4,Valentine Community Bldg,U.S. Senate,,REP,Stefano de Stefano IV,2,1,1
Jeff Davis,5,DMR Baptist Church,U.S. Senate,,REP,Bruce Jacobson,0,0,0
Jeff Davis,5,DMR Baptist Church,U.S. Senate,,REP,Geraldine Sam,0,0,0
Jeff Davis,5,DMR Baptist Church,U.S. Senate,,REP,Mary Miller,4,3,1
Jeff Davis,5,DMR Baptist Church,U.S. Senate,,REP,Rafael  Cruz,38,19,19
Jeff Davis,5,DMR Baptist Church,U.S. Senate,,REP,Stefano de Stefano IV,2,2,0
Jeff Davis,1,Law Enforcement Bldg,Lieutenant Governor,,REP,Dan Patrick,77,19,58
Jeff Davis,1,Law Enforcement Bldg,Lieutenant Governor,,REP,Scott Milder,75,23,52
Jeff Davis,2,St. Joseph Parish Hall,Lieutenant Governor,,REP,Dan Patrick,32,11,21
Jeff Davis,2,St. Joseph Parish Hall,Lieutenant Governor,,REP,Scott Milder,29,15,14
Jeff Davis,3,Methodist Fellowship Hall,Lieutenant Governor,,REP,Dan Patrick,64,24,40
Jeff Davis,3,Methodist Fellowship Hall,Lieutenant Governor,,REP,Scott Milder,47,16,31
Jeff Davis,4,Valentine Community Bldg,Lieutenant Governor,,REP,Dan Patrick,27,13,14
Jeff Davis,4,Valentine Community Bldg,Lieutenant Governor,,REP,Scott Milder,13,5,8
Jeff Davis,5,DMR Baptist Church,Lieutenant Governor,,REP,Dan Patrick,32,18,14
Jeff Davis,5,DMR Baptist Church,Lieutenant Governor,,REP,Scott Milder,13,6,7
Jeff Davis,1,Law Enforcement Bldg,Governor,,REP,Barbara Krueger,21,8,13
Jeff Davis,1,Law Enforcement Bldg,Governor,,REP,Gregory Abbott,121,32,89
Jeff Davis,1,Law Enforcement Bldg,Governor,,REP,Larry Kilgore,6,2,4
Jeff Davis,2,St. Joseph Parish Hall,Governor,,REP,Barbara Krueger,8,5,3
Jeff Davis,2,St. Joseph Parish Hall,Governor,,REP,Gregory Abbott,51,21,30
Jeff Davis,2,St. Joseph Parish Hall,Governor,,REP,Larry Kilgore,2,0,2
Jeff Davis,3,Methodist Fellowship Hall,Governor,,REP,Barbara Krueger,10,2,8
Jeff Davis,3,Methodist Fellowship Hall,Governor,,REP,Gregory Abbott,100,39,61
Jeff Davis,3,Methodist Fellowship Hall,Governor,,REP,Larry Kilgore,2,1,1
Jeff Davis,4,Valentine Community Bldg,Governor,,REP,Barbara Krueger,6,3,3
Jeff Davis,4,Valentine Community Bldg,Governor,,REP,Gregory Abbott,32,13,19
Jeff Davis,4,Valentine Community Bldg,Governor,,REP,Larry Kilgore,3,2,1
Jeff Davis,5,DMR Baptist Church,Governor,,REP,Barbara Krueger,6,3,3
Jeff Davis,5,DMR Baptist Church,Governor,,REP,Gregory Abbott,35,18,17
Jeff Davis,5,DMR Baptist Church,Governor,,REP,Larry Kilgore,3,3,0
Jeff Davis,1,Law Enforcement Bldg,Comptroller of Public Accounts,,REP,Glenn Hegar,105,31,74
Jeff Davis,2,St. Joseph Parish Hall,Comptroller of Public Accounts,,REP,Glenn Hegar,40,16,24
Jeff Davis,3,Methodist Fellowship Hall,Comptroller of Public Accounts,,REP,Glenn Hegar,74,25,49
Jeff Davis,4,Valentine Community Bldg,Comptroller of Public Accounts,,REP,Glenn Hegar,30,15,15
Jeff Davis,5,DMR Baptist Church,Comptroller of Public Accounts,,REP,Glenn Hegar,33,18,15
Jeff Davis,1,Law Enforcement Bldg,Commissioner of the General Land Office,,REP,George Bush,56,15,41
Jeff Davis,1,Law Enforcement Bldg,Commissioner of the General Land Office,,REP,Jerry Patterson,61,16,45
Jeff Davis,1,Law Enforcement Bldg,Commissioner of the General Land Office,,REP,Richard Range,12,4,8
Jeff Davis,1,Law Enforcement Bldg,Commissioner of the General Land Office,,REP,William Edwards,10,3,7
Jeff Davis,2,St. Joseph Parish Hall,Commissioner of the General Land Office,,REP,George Bush,24,5,19
Jeff Davis,2,St. Joseph Parish Hall,Commissioner of the General Land Office,,REP,Jerry Patterson,22,14,8
Jeff Davis,2,St. Joseph Parish Hall,Commissioner of the General Land Office,,REP,Richard Range,5,3,2
Jeff Davis,2,St. Joseph Parish Hall,Commissioner of the General Land Office,,REP,William Edwards,6,2,4
Jeff Davis,3,Methodist Fellowship Hall,Commissioner of the General Land Office,,REP,George Bush,45,18,27
Jeff Davis,3,Methodist Fellowship Hall,Commissioner of the General Land Office,,REP,Jerry Patterson,36,12,24
Jeff Davis,3,Methodist Fellowship Hall,Commissioner of the General Land Office,,REP,Richard Range,9,2,7
Jeff Davis,3,Methodist Fellowship Hall,Commissioner of the General Land Office,,REP,William Edwards,9,4,5
Jeff Davis,4,Valentine Community Bldg,Commissioner of the General Land Office,,REP,George Bush,24,13,11
Jeff Davis,4,Valentine Community Bldg,Commissioner of the General Land Office,,REP,Jerry Patterson,14,5,9
Jeff Davis,4,Valentine Community Bldg,Commissioner of the General Land Office,,REP,Richard Range,1,0,1
Jeff Davis,4,Valentine Community Bldg,Commissioner of the General Land Office,,REP,William Edwards,1,0,1
Jeff Davis,5,DMR Baptist Church,Commissioner of the General Land Office,,REP,George Bush,15,11,4
Jeff Davis,5,DMR Baptist Church,Commissioner of the General Land Office,,REP,Jerry Patterson,10,2,8
Jeff Davis,5,DMR Baptist Church,Commissioner of the General Land Office,,REP,Richard Range,9,5,4
Jeff Davis,5,DMR Baptist Church,Commissioner of the General Land Office,,REP,William Edwards,5,4,1
Jeff Davis,1,Law Enforcement Bldg,Railroad Commissioner,,REP,Christi Craddick,104,27,77
Jeff Davis,1,Law Enforcement Bldg,Railroad Commissioner,,REP,Weston Martinez,30,9,21
Jeff Davis,2,St. Joseph Parish Hall,Railroad Commissioner,,REP,Christi Craddick,29,10,19
Jeff Davis,2,St. Joseph Parish Hall,Railroad Commissioner,,REP,Weston Martinez,26,13,13
Jeff Davis,3,Methodist Fellowship Hall,Railroad Commissioner,,REP,Christi Craddick,68,28,40
Jeff Davis,3,Methodist Fellowship Hall,Railroad Commissioner,,REP,Weston Martinez,19,6,13
Jeff Davis,4,Valentine Community Bldg,Railroad Commissioner,,REP,Christi Craddick,24,10,14
Jeff Davis,4,Valentine Community Bldg,Railroad Commissioner,,REP,Weston Martinez,9,4,5
Jeff Davis,5,DMR Baptist Church,Railroad Commissioner,,REP,Christi Craddick,30,15,15
Jeff Davis,5,DMR Baptist Church,Railroad Commissioner,,REP,Weston Martinez,9,7,2
Jeff Davis,1,Law Enforcement Bldg,Lieutenant Governor,,DEM,Michael  Cooper,33,14,19
Jeff Davis,1,Law Enforcement Bldg,Lieutenant Governor,,DEM,Michael Edward Collier,50,12,38
Jeff Davis,2,St. Joseph Parish Hall,Lieutenant Governor,,DEM,Michael  Cooper,17,14,3
Jeff Davis,2,St. Joseph Parish Hall,Lieutenant Governor,,DEM,Michael Edward Collier,29,12,17
Jeff Davis,3,Methodist Fellowship Hall,Lieutenant Governor,,DEM,Michael  Cooper,14,6,8
Jeff Davis,3,Methodist Fellowship Hall,Lieutenant Governor,,DEM,Michael Edward Collier,30,12,18
Jeff Davis,4,Valentine Community Bldg,Lieutenant Governor,,DEM,Michael  Cooper,12,8,4
Jeff Davis,4,Valentine Community Bldg,Lieutenant Governor,,DEM,Michael Edward Collier,9,4,5
Jeff Davis,5,DMR Baptist Church,Lieutenant Governor,,DEM,Michael  Cooper,14,5,9
Jeff Davis,5,DMR Baptist Church,Lieutenant Governor,,DEM,Michael Edward Collier,10,4,6
Jeff Davis,1,Law Enforcement Bldg,Attorney General,,DEM,Justin Adatto  Nelson,72,23,49
Jeff Davis,2,St. Joseph Parish Hall,Attorney General,,DEM,Justin Adatto  Nelson,36,20,16
Jeff Davis,3,Methodist Fellowship Hall,Attorney General,,DEM,Justin Adatto  Nelson,40,15,25
Jeff Davis,4,Valentine Community Bldg,Attorney General,,DEM,Justin Adatto  Nelson,21,12,9
Jeff Davis,5,DMR Baptist Church,Attorney General,,DEM,Justin Adatto  Nelson,25,12,13
Jeff Davis,1,Law Enforcement Bldg,Railroad Commissioner,,DEM,Christopher Cornell Spellmon,28,10,18
Jeff Davis,1,Law Enforcement Bldg,Railroad Commissioner,,DEM,Roman James Alfred McAllen,49,14,35
Jeff Davis,2,St. Joseph Parish Hall,Railroad Commissioner,,DEM,Christopher Cornell Spellmon,13,6,7
Jeff Davis,2,St. Joseph Parish Hall,Railroad Commissioner,,DEM,Roman James Alfred McAllen,31,19,12
Jeff Davis,3,Methodist Fellowship Hall,Railroad Commissioner,,DEM,Christopher Cornell Spellmon,21,8,13
Jeff Davis,3,Methodist Fellowship Hall,Railroad Commissioner,,DEM,Roman James Alfred McAllen,24,11,13
Jeff Davis,4,Valentine Community Bldg,Railroad Commissioner,,DEM,Christopher Cornell Spellmon,12,7,5
Jeff Davis,4,Valentine Community Bldg,Railroad Commissioner,,DEM,Roman James Alfred McAllen,8,5,3
Jeff Davis,5,DMR Baptist Church,Railroad Commissioner,,DEM,Christopher Cornell Spellmon,8,5,3
Jeff Davis,5,DMR Baptist Church,Railroad Commissioner,,DEM,Roman James Alfred McAllen,17,6,11
Jeff Davis,1,Law Enforcement Bldg,State Representative,74,DEM,"Alfonso Nevrez, Jr.",71,24,47
Jeff Davis,2,St. Joseph Parish Hall,State Representative,74,DEM,"Alfonso Nevrez, Jr.",39,21,18
Jeff Davis,3,Methodist Fellowship Hall,State Representative,74,DEM,"Alfonso Nevrez, Jr.",40,16,24
Jeff Davis,4,Valentine Community Bldg,State Representative,74,DEM,"Alfonso Nevrez, Jr.",21,12,9
