county,precinct,office,district,party,candidate,votes,election_day,early_voting
Armstrong,101,Ballots Cast,,,,216,80,136
Armstrong,101,U.S. Senate,,REP,Ted Cruz,204,77,127
Armstrong,101,U.S. Senate,,DEM,Beto O'Rourke,12,3,9
Armstrong,101,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0
Armstrong,101,U.S. House,13,REP,Mac Thornberry,202,76,126
Armstrong,101,U.S. House,13,DEM,Greg Sagan,6,0,6
Armstrong,101,U.S. House,13,LIB,Calvin DeWeese,4,3,1
Armstrong,101,Governor,,REP,Greg Abbott,206,77,129
Armstrong,101,Governor,,DEM,Lupe Valdez,7,1,6
Armstrong,101,Governor,,LIB,Mark Jay Tippetts,1,1,0
Armstrong,101,Lieutenant Governor,,REP,Dan Patrick,186,72,114
Armstrong,101,Lieutenant Governor,,DEM,Mike Collier,20,6,14
Armstrong,101,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,0,2
Armstrong,101,Attorney General,,REP,Ken Paxton,194,73,121
Armstrong,101,Attorney General,,DEM,Justin Nelson,12,3,9
Armstrong,101,Attorney General,,LIB,Michael Ray Harris,4,2,2
Armstrong,101,Commptroller of Public Accounts,,REP,Glen Hegar,193,72,121
Armstrong,101,Commptroller of Public Accounts,,DEM,Joi Chevalier,7,2,5
Armstrong,101,Commptroller of Public Accounts,,LIB,Ben Sanders,5,2,3
Armstrong,101,Commissioner of the General Land Office,,REP,George P. Bush,193,73,120
Armstrong,101,Commissioner of the General Land Office,,DEM,Miguel Suazo,10,3,7
Armstrong,101,Commissioner of the General Land Office,,LIB,Matt Pina,4,2,2
Armstrong,101,Commissioner of Agriculture,,REP,Sid Miller,197,76,121
Armstrong,101,Commissioner of Agriculture,,DEM,Kim Olsen,9,2,7
Armstrong,101,Commissioner of Agriculture,,LIB,Richard Carpenter,3,1,2
Armstrong,101,Railroad Commissioner,,REP,Christi Craddick,189,72,117
Armstrong,101,Railroad Commissioner,,DEM,Roman McAllen,9,2,7
Armstrong,101,Railroad Commissioner,,LIB,Mike Wright,9,4,5
Armstrong,101,State Senate,31,REP,Kel Seliger,196,75,121
Armstrong,101,State Senate,31,LIB,Jack B. Westbrook,15,5,10
Armstrong,101,State Representative,88,REP,Ken King,201,76,125
Armstrong,101,State Representative,88,LIB,Ezekiel Brown,7,2,5
Armstrong,201,Ballots Cast,,,,123,52,71
Armstrong,201,U.S. Senate,,REP,Ted Cruz,104,42,62
Armstrong,201,U.S. Senate,,DEM,Beto O'Rourke,18,9,9
Armstrong,201,U.S. Senate,,LIB,Neal M. Dikeman,1,1,0
Armstrong,201,U.S. House,13,REP,Mac Thornberry,103,42,61
Armstrong,201,U.S. House,13,DEM,Greg Sagan,16,9,7
Armstrong,201,U.S. House,13,LIB,Calvin DeWeese,4,1,3
Armstrong,201,Governor,,REP,Greg Abbott,103,42,61
Armstrong,201,Governor,,DEM,Lupe Valdez,17,9,8
Armstrong,201,Governor,,LIB,Mark Jay Tippetts,3,1,2
Armstrong,201,Lieutenant Governor,,REP,Dan Patrick,89,35,54
Armstrong,201,Lieutenant Governor,,DEM,Mike Collier,26,13,13
Armstrong,201,Lieutenant Governor,,LIB,Kerry Douglas McKennon,6,3,3
Armstrong,201,Attorney General,,REP,Ken Paxton,97,39,58
Armstrong,201,Attorney General,,DEM,Justin Nelson,19,10,9
Armstrong,201,Attorney General,,LIB,Michael Ray Harris,4,2,2
Armstrong,201,Commptroller of Public Accounts,,REP,Glen Hegar,103,42,61
Armstrong,201,Commptroller of Public Accounts,,DEM,Joi Chevalier,14,9,5
Armstrong,201,Commptroller of Public Accounts,,LIB,Ben Sanders,3,0,3
Armstrong,201,Commissioner of the General Land Office,,REP,George P. Bush,100,41,59
Armstrong,201,Commissioner of the General Land Office,,DEM,Miguel Suazo,16,10,6
Armstrong,201,Commissioner of the General Land Office,,LIB,Matt Pina,6,1,5
Armstrong,201,Commissioner of Agriculture,,REP,Sid Miller,100,41,59
Armstrong,201,Commissioner of Agriculture,,DEM,Kim Olsen,18,10,8
Armstrong,201,Commissioner of Agriculture,,LIB,Richard Carpenter,4,1,3
Armstrong,201,Railroad Commissioner,,REP,Christi Craddick,99,41,58
Armstrong,201,Railroad Commissioner,,DEM,Roman McAllen,16,10,6
Armstrong,201,Railroad Commissioner,,LIB,Mike Wright,5,0,5
Armstrong,201,State Senate,31,REP,Kel Seliger,107,43,64
Armstrong,201,State Senate,31,LIB,Jack B. Westbrook,15,9,6
Armstrong,201,State Representative,88,REP,Ken King,106,43,63
Armstrong,201,State Representative,88,LIB,Ezekiel Brown,16,9,7
Armstrong,202,Ballots Cast,,,,49,20,29
Armstrong,202,U.S. Senate,,REP,Ted Cruz,42,17,25
