county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Rains,101,Rocky Point Com Ctr,Governor,,DEM,Adrian Ocegueda,1,0,1
Rains,101,Rocky Point Com Ctr,Governor,,DEM,"Cedric Wayne Davis, Sr.",0,0,0
Rains,101,Rocky Point Com Ctr,Governor,,DEM,Grady Yarbrough,1,1,0
Rains,101,Rocky Point Com Ctr,Governor,,DEM,Guadalupe Valdez,5,2,3
Rains,101,Rocky Point Com Ctr,Governor,,DEM,James Jolly Clark,1,1,0
Rains,101,Rocky Point Com Ctr,Governor,,DEM,Jeffrey Alan Payne,1,0,1
Rains,101,Rocky Point Com Ctr,Governor,,DEM,Joseph William Mumbach,0,0,0
Rains,101,Rocky Point Com Ctr,Governor,,DEM,Robert Andrew  White,3,1,2
Rains,101,Rocky Point Com Ctr,Governor,,DEM,Thomas John Wakely,0,0,0
Rains,102,East Tawakoni Com Ctr,Governor,,DEM,Adrian Ocegueda,0,0,0
Rains,102,East Tawakoni Com Ctr,Governor,,DEM,"Cedric Wayne Davis, Sr.",1,1,0
Rains,102,East Tawakoni Com Ctr,Governor,,DEM,Grady Yarbrough,0,0,0
Rains,102,East Tawakoni Com Ctr,Governor,,DEM,Guadalupe Valdez,13,8,5
Rains,102,East Tawakoni Com Ctr,Governor,,DEM,James Jolly Clark,0,0,0
Rains,102,East Tawakoni Com Ctr,Governor,,DEM,Jeffrey Alan Payne,1,1,0
Rains,102,East Tawakoni Com Ctr,Governor,,DEM,Joseph William Mumbach,0,0,0
Rains,102,East Tawakoni Com Ctr,Governor,,DEM,Robert Andrew  White,10,3,7
Rains,102,East Tawakoni Com Ctr,Governor,,DEM,Thomas John Wakely,1,0,1
Rains,203,Bright Star Church,Governor,,DEM,Adrian Ocegueda,2,2,0
Rains,203,Bright Star Church,Governor,,DEM,"Cedric Wayne Davis, Sr.",2,1,1
Rains,203,Bright Star Church,Governor,,DEM,Grady Yarbrough,4,2,2
Rains,203,Bright Star Church,Governor,,DEM,Guadalupe Valdez,10,2,8
Rains,203,Bright Star Church,Governor,,DEM,James Jolly Clark,2,1,1
Rains,203,Bright Star Church,Governor,,DEM,Jeffrey Alan Payne,2,0,2
Rains,203,Bright Star Church,Governor,,DEM,Joseph William Mumbach,0,0,0
Rains,203,Bright Star Church,Governor,,DEM,Robert Andrew  White,5,0,5
Rains,203,Bright Star Church,Governor,,DEM,Thomas John Wakely,0,0,0
Rains,204,Rose Com Ctr,Governor,,DEM,Adrian Ocegueda,0,0,0
Rains,204,Rose Com Ctr,Governor,,DEM,"Cedric Wayne Davis, Sr.",2,1,1
Rains,204,Rose Com Ctr,Governor,,DEM,Grady Yarbrough,2,0,2
Rains,204,Rose Com Ctr,Governor,,DEM,Guadalupe Valdez,3,1,2
Rains,204,Rose Com Ctr,Governor,,DEM,James Jolly Clark,0,0,0
Rains,204,Rose Com Ctr,Governor,,DEM,Jeffrey Alan Payne,0,0,0
Rains,204,Rose Com Ctr,Governor,,DEM,Joseph William Mumbach,0,0,0
Rains,204,Rose Com Ctr,Governor,,DEM,Robert Andrew  White,6,2,4
Rains,204,Rose Com Ctr,Governor,,DEM,Thomas John Wakely,3,2,1
Rains,305,Della Blanton Mem Hall,Governor,,DEM,Adrian Ocegueda,0,0,0
Rains,305,Della Blanton Mem Hall,Governor,,DEM,"Cedric Wayne Davis, Sr.",1,0,1
Rains,305,Della Blanton Mem Hall,Governor,,DEM,Grady Yarbrough,1,1,0
Rains,305,Della Blanton Mem Hall,Governor,,DEM,Guadalupe Valdez,7,3,4
Rains,305,Della Blanton Mem Hall,Governor,,DEM,James Jolly Clark,0,0,0
Rains,305,Della Blanton Mem Hall,Governor,,DEM,Jeffrey Alan Payne,0,0,0
Rains,305,Della Blanton Mem Hall,Governor,,DEM,Joseph William Mumbach,0,0,0
Rains,305,Della Blanton Mem Hall,Governor,,DEM,Robert Andrew  White,7,1,6
Rains,305,Della Blanton Mem Hall,Governor,,DEM,Thomas John Wakely,0,0,0
Rains,306,Fire Dept--Emory,Governor,,DEM,Adrian Ocegueda,4,1,3
Rains,306,Fire Dept--Emory,Governor,,DEM,"Cedric Wayne Davis, Sr.",4,2,2
Rains,306,Fire Dept--Emory,Governor,,DEM,Grady Yarbrough,3,2,1
Rains,306,Fire Dept--Emory,Governor,,DEM,Guadalupe Valdez,21,10,11
Rains,306,Fire Dept--Emory,Governor,,DEM,James Jolly Clark,0,0,0
Rains,306,Fire Dept--Emory,Governor,,DEM,Jeffrey Alan Payne,1,1,0
Rains,306,Fire Dept--Emory,Governor,,DEM,Joseph William Mumbach,0,0,0
Rains,306,Fire Dept--Emory,Governor,,DEM,Robert Andrew  White,5,3,2
Rains,306,Fire Dept--Emory,Governor,,DEM,Thomas John Wakely,2,1,1
Rains,407,Point Com Ctr,Governor,,DEM,Adrian Ocegueda,1,1,0
Rains,407,Point Com Ctr,Governor,,DEM,"Cedric Wayne Davis, Sr.",0,0,0
Rains,407,Point Com Ctr,Governor,,DEM,Grady Yarbrough,4,2,2
Rains,407,Point Com Ctr,Governor,,DEM,Guadalupe Valdez,11,5,6
Rains,407,Point Com Ctr,Governor,,DEM,James Jolly Clark,0,0,0
Rains,407,Point Com Ctr,Governor,,DEM,Jeffrey Alan Payne,2,1,1
Rains,407,Point Com Ctr,Governor,,DEM,Joseph William Mumbach,0,0,0
Rains,407,Point Com Ctr,Governor,,DEM,Robert Andrew  White,10,4,6
Rains,407,Point Com Ctr,Governor,,DEM,Thomas John Wakely,0,0,0
Rains,408,First Baptist Chu-Point,Governor,,DEM,Adrian Ocegueda,0,0,0
Rains,408,First Baptist Chu-Point,Governor,,DEM,"Cedric Wayne Davis, Sr.",1,0,1
Rains,408,First Baptist Chu-Point,Governor,,DEM,Grady Yarbrough,2,1,1
Rains,408,First Baptist Chu-Point,Governor,,DEM,Guadalupe Valdez,6,3,3
Rains,408,First Baptist Chu-Point,Governor,,DEM,James Jolly Clark,0,0,0
Rains,408,First Baptist Chu-Point,Governor,,DEM,Jeffrey Alan Payne,1,0,1
