county,precinct,office,district,party,candidate,votes,election_day,early_voting
Fisher,1,U.S. Senate,,Rep,Ted Cruz,303,78,225
Fisher,1,U.S. Senate,,Dem,Beto O'Rourke,68,27,41
Fisher,1,U.S. Senate,,Lib,Neal M. Dikeman,3,1,2
Fisher,1,U.S. House,19,Rep,Jodey Arrington,308,80,228
Fisher,1,U.S. House,19,Dem,Miguel Levario,63,24,39
Fisher,1,Governor,,Rep,Greg Abbott,299,75,224
Fisher,1,Governor,,Dem,Lupe Valdez,69,27,42
Fisher,1,Governor,,Lib,Mark Jay Tippetts,4,2,2
Fisher,1,Lt. Governor,,Rep,Dan Patrick,272,68,204
Fisher,1,Lt. Governor,,Dem,Mike Colllier,95,36,59
Fisher,1,Lt. Governor,,Lib,Kerry Douglas McKennon,7,1,6
Fisher,1,Attorney General,,Rep,Ken Paxton,292,70,222
Fisher,1,Attorney General,,Dem,Justin Nelson,76,32,44
Fisher,1,Attorney General,,Lib,Michael Ray Harris,4,2,2
Fisher,1,Comptroller of Public Accounts,,Rep,Glenn Hegar,294,76,218
Fisher,1,Comptroller of Public Accounts,,Dem,Joi Chevalier,67,26,41
Fisher,1,Comptroller of Public Accounts,,Lib,Ben Sanders,7,1,6
Fisher,1,Commissioner of the General Land Office,,Rep,George P Bush,288,76,212
Fisher,1,Commissioner of the General Land Office,,Dem,Miguel Suazo,71,28,43
Fisher,1,Commissioner of the General Land Office,,Lib,Matt Pina,11,0,11
Fisher,1,Commissoner of Agriculture,,Rep,Sid Miller,289,71,218
Fisher,1,Commissoner of Agriculture,,Dem,Kim Olson,74,29,45
Fisher,1,Commissoner of Agriculture,,Lib,Richard Carpenter,7,3,4
Fisher,1,Railroad Commissioner,,Rep,Christi Craddick,285,72,213
Fisher,1,Railroad Commissioner,,Dem,Roman McAllen,73,28,45
Fisher,1,Railroad Commissioner,,Lib,Mike Wright,7,3,4
Fisher,1,"Justice, Supreme Court, Place 2",,Rep,Jimmy Blacklock,292,74,218
Fisher,1,"Justice, Supreme Court, Place 2",,Dem,Steven Kirkland,75,28,47
Fisher,1,"Justice, Supreme Court, Place 4",,Rep,John Devine,291,73,218
Fisher,1,"Justice, Supreme Court, Place 4",,Dem,R.K. Sandill,74,29,45
Fisher,1,"Justice, Supreme Court, Place 6",,Rep,Jeff Brown,293,75,218
Fisher,1,"Justice, Supreme Court, Place 6",,Dem,Kathy Cheng,72,27,45
Fisher,1,"Presiding Judge, Court of Criminal Appeals",,Rep,Sharon Keller,288,71,217
Fisher,1,"Presiding Judge, Court of Criminal Appeals",,Dem,Maria T. (Terri) Jackson,70,29,41
Fisher,1,"Presiding Judge, Court of Criminal Appeals",,Lib,William Bryan Strange III,7,2,5
Fisher,1,"Judge, Court of Criminal Appeals, Pl 7",,Rep,Barbara Parker Hervey,292,74,218
Fisher,1,"Judge, Court of Criminal Appeals, Pl 7",,Dem,Ramona Franklin,71,27,44
Fisher,1,"Judge, Court of Criminal Appeals, Pl 8",,Rep,Michelle Slaughter,297,76,221
Fisher,1,"Judge, Court of Criminal Appeals, Pl 8",,Lib,Mark Ash,25,9,16
Fisher,1,State Representative,68,Rep,Drew Springer,309,80,229
Fisher,1,"Chief Justice,11th Court of Appeals District",,Rep,John Bailey,308,80,228
Fisher,1,1st Multicounty Court at Law Judge,,Rep,David Hall,298,79,219
Fisher,4,U.S. Senate,,Rep,Ted Cruz,332,123,209
Fisher,4,U.S. Senate,,Dem,Beto O'Rourke,91,28,63
Fisher,4,U.S. Senate,,Lib,Neal M. Dikeman,6,1,5
Fisher,4,U.S. House,19,Rep,Jodey Arrington,335,119,216
Fisher,4,U.S. House,19,Dem,Miguel Levario,84,28,56
Fisher,4,Governor,,Rep,Greg Abbott,343,124,219
Fisher,4,Governor,,Dem,Lupe Valdez,78,25,53
Fisher,4,Governor,,Lib,Mark Jay Tippetts,7,2,5
Fisher,4,Lt. Governor,,Rep,Dan Patrick,302,112,190
Fisher,4,Lt. Governor,,Dem,Mike Colllier,115,36,79
Fisher,4,Lt. Governor,,Lib,Kerry Douglas McKennon,7,1,6
Fisher,4,Attorney General,,Rep,Ken Paxton,320,117,203
Fisher,4,Attorney General,,Dem,Justin Nelson,87,29,58
Fisher,4,Attorney General,,Lib,Michael Ray Harris,7,1,6
Fisher,4,Comptroller of Public Accounts,,Rep,Glenn Hegar,318,114,204
Fisher,4,Comptroller of Public Accounts,,Dem,Joi Chevalier,77,28,49
Fisher,4,Comptroller of Public Accounts,,Lib,Ben Sanders,9,1,8
Fisher,4,Commissioner of the General Land Office,,Rep,George P Bush,309,113,196
Fisher,4,Commissioner of the General Land Office,,Dem,Miguel Suazo,85,27,58
Fisher,4,Commissioner of the General Land Office,,Lib,Matt Pina,16,4,12
Fisher,4,Commissoner of Agriculture,,Rep,Sid Miller,318,118,200
Fisher,4,Commissoner of Agriculture,,Dem,Kim Olson,84,25,59
Fisher,4,Commissoner of Agriculture,,Lib,Richard Carpenter,11,3,8
Fisher,4,Railroad Commissioner,,Rep,Christi Craddick,311,113,198
Fisher,4,Railroad Commissioner,,Dem,Roman McAllen,85,28,57
Fisher,4,Railroad Commissioner,,Lib,Mike Wright,15,4,11
Fisher,4,"Justice, Supreme Court, Place 2",,Rep,Jimmy Blacklock,321,119,202
Fisher,4,"Justice, Supreme Court, Place 2",,Dem,Steven Kirkland,90,28,62
Fisher,4,"Justice, Supreme Court, Place 4",,Rep,John Devine,320,117,203
Fisher,4,"Justice, Supreme Court, Place 4",,Dem,R.K. Sandill,84,27,57
Fisher,4,"Justice, Supreme Court, Place 6",,Rep,Jeff Brown,317,115,202
Fisher,4,"Justice, Supreme Court, Place 6",,Dem,Kathy Cheng,86,28,58
Fisher,4,"Presiding Judge, Court of Criminal Appeals",,Rep,Sharon Keller,310,113,197
Fisher,4,"Presiding Judge, Court of Criminal Appeals",,Dem,Maria T. (Terri) Jackson,85,27,58
Fisher,4,"Presiding Judge, Court of Criminal Appeals",,Lib,William Bryan Strange III,12,5,7
Fisher,4,"Judge, Court of Criminal Appeals, Pl 7",,Rep,Barbara Parker Hervey,314,114,200
Fisher,4,"Judge, Court of Criminal Appeals, Pl 7",,Dem,Ramona Franklin,92,31,61
Fisher,4,"Judge, Court of Criminal Appeals, Pl 8",,Rep,Michelle Slaughter,329,119,210
Fisher,4,"Judge, Court of Criminal Appeals, Pl 8",,Lib,Mark Ash,34,10,24
Fisher,4,State Representative,68,Rep,Drew Springer,336,123,213
Fisher,4,"Chief Justice,11th Court of Appeals District",,Rep,John Bailey,337,126,211
Fisher,4,1st Multicounty Court at Law Judge,,Rep,David Hall,337,126,211
Fisher,10,U.S. Senate,,Rep,Ted Cruz,228,105,123
Fisher,10,U.S. Senate,,Dem,Beto O'Rourke,79,38,41
Fisher,10,U.S. Senate,,Lib,Neal M. Dikeman,3,1,2
Fisher,10,U.S. House,19,Rep,Jodey Arrington,241,111,130
Fisher,10,U.S. House,19,Dem,Miguel Levario,67,32,35
Fisher,10,Governor,,Rep,Greg Abbott,235,110,125
Fisher,10,Governor,,Dem,Lupe Valdez,70,32,38
Fisher,10,Governor,,Lib,Mark Jay Tippetts,3,1,2
Fisher,10,Lt. Governor,,Rep,Dan Patrick,204,92,112
Fisher,10,Lt. Governor,,Dem,Mike Colllier,95,44,51
Fisher,10,Lt. Governor,,Lib,Kerry Douglas McKennon,5,4,1
Fisher,10,Attorney General,,Rep,Ken Paxton,214,100,114
Fisher,10,Attorney General,,Dem,Justin Nelson,85,39,46
Fisher,10,Attorney General,,Lib,Michael Ray Harris,3,2,1
Fisher,10,Comptroller of Public Accounts,,Rep,Glenn Hegar,207,95,112
Fisher,10,Comptroller of Public Accounts,,Dem,Joi Chevalier,81,37,44
Fisher,10,Comptroller of Public Accounts,,Lib,Ben Sanders,8,4,4
Fisher,10,Commissioner of the General Land Office,,Rep,George P Bush,215,98,117
Fisher,10,Commissioner of the General Land Office,,Dem,Miguel Suazo,77,36,41
Fisher,10,Commissioner of the General Land Office,,Lib,Matt Pina,11,6,5
Fisher,10,Commissoner of Agriculture,,Rep,Sid Miller,218,97,121
Fisher,10,Commissoner of Agriculture,,Dem,Kim Olson,79,40,39
Fisher,10,Commissoner of Agriculture,,Lib,Richard Carpenter,4,2,2
Fisher,10,Railroad Commissioner,,Rep,Christi Craddick,214,98,116
Fisher,10,Railroad Commissioner,,Dem,Roman McAllen,82,39,43
Fisher,10,Railroad Commissioner,,Lib,Mike Wright,5,2,3
Fisher,10,"Justice, Supreme Court, Place 2",,Rep,Jimmy Blacklock,211,96,115
Fisher,10,"Justice, Supreme Court, Place 2",,Dem,Steven Kirkland,82,38,44
Fisher,10,"Justice, Supreme Court, Place 4",,Rep,John Devine,207,92,115
Fisher,10,"Justice, Supreme Court, Place 4",,Dem,R.K. Sandill,84,40,44
Fisher,10,"Justice, Supreme Court, Place 6",,Rep,Jeff Brown,213,96,117
Fisher,10,"Justice, Supreme Court, Place 6",,Dem,Kathy Cheng,80,38,42
Fisher,10,"Presiding Judge, Court of Criminal Appeals",,Rep,Sharon Keller,206,92,114
Fisher,10,"Presiding Judge, Court of Criminal Appeals",,Dem,Maria T. (Terri) Jackson,80,38,42
Fisher,10,"Presiding Judge, Court of Criminal Appeals",,Lib,William Bryan Strange III,6,3,3
Fisher,10,"Judge, Court of Criminal Appeals, Pl 7",,Rep,Barbara Parker Hervey,209,95,114
Fisher,10,"Judge, Court of Criminal Appeals, Pl 7",,Dem,Ramona Franklin,85,38,47
Fisher,10,"Judge, Court of Criminal Appeals, Pl 8",,Rep,Michelle Slaughter,212,96,116
Fisher,10,"Judge, Court of Criminal Appeals, Pl 8",,Lib,Mark Ash,29,11,18
Fisher,10,State Representative,68,Rep,Drew Springer,231,107,124
Fisher,10,"Chief Justice,11th Court of Appeals District",,Rep,John Bailey,236,108,128
Fisher,10,1st Multicounty Court at Law Judge,,Rep,David Hall,236,105,131
Fisher,12,U.S. Senate,,Rep,Ted Cruz,276,101,175
Fisher,12,U.S. Senate,,Dem,Beto O'Rourke,102,44,58
Fisher,12,U.S. Senate,,Lib,Neal M. Dikeman,3,0,3
Fisher,12,U.S. House,19,Rep,Jodey Arrington,284,105,179
Fisher,12,U.S. House,19,Dem,Miguel Levario,92,37,55
Fisher,12,Governor,,Rep,Greg Abbott,284,107,177
Fisher,12,Governor,,Dem,Lupe Valdez,93,36,57
Fisher,12,Governor,,Lib,Mark Jay Tippetts,3,2,1
Fisher,12,Lt. Governor,,Rep,Dan Patrick,249,92,157
Fisher,12,Lt. Governor,,Dem,Mike Colllier,118,48,70
Fisher,12,Lt. Governor,,Lib,Kerry Douglas McKennon,6,4,2
Fisher,12,Attorney General,,Rep,Ken Paxton,255,96,159
Fisher,12,Attorney General,,Dem,Justin Nelson,109,44,65
Fisher,12,Attorney General,,Lib,Michael Ray Harris,7,3,4
Fisher,12,Comptroller of Public Accounts,,Rep,Glenn Hegar,260,95,165
Fisher,12,Comptroller of Public Accounts,,Dem,Joi Chevalier,93,38,55
Fisher,12,Comptroller of Public Accounts,,Lib,Ben Sanders,10,7,3
Fisher,12,Commissioner of the General Land Office,,Rep,George P Bush,268,104,164
Fisher,12,Commissioner of the General Land Office,,Dem,Miguel Suazo,89,33,56
Fisher,12,Commissioner of the General Land Office,,Lib,Matt Pina,9,4,5
Fisher,12,Commissoner of Agriculture,,Rep,Sid Miller,269,95,174
Fisher,12,Commissoner of Agriculture,,Dem,Kim Olson,95,44,51
Fisher,12,Commissoner of Agriculture,,Lib,Richard Carpenter,8,4,4
Fisher,12,Railroad Commissioner,,Rep,Christi Craddick,258,97,161
Fisher,12,Railroad Commissioner,,Dem,Roman McAllen,100,43,57
Fisher,12,Railroad Commissioner,,Lib,Mike Wright,11,3,8
Fisher,12,"Justice, Supreme Court, Place 2",,Rep,Jimmy Blacklock,261,97,164
Fisher,12,"Justice, Supreme Court, Place 2",,Dem,Steven Kirkland,102,42,60
Fisher,12,"Justice, Supreme Court, Place 4",,Rep,John Devine,260,99,161
Fisher,12,"Justice, Supreme Court, Place 4",,Dem,R.K. Sandill,99,40,59
Fisher,12,"Justice, Supreme Court, Place 6",,Rep,Jeff Brown,256,97,159
Fisher,12,"Justice, Supreme Court, Place 6",,Dem,Kathy Cheng,102,41,61
