county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional
Scurry,5,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,98,,,,
Scurry,6,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,269,,,,
Scurry,7,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2163,,,,
Scurry,8,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,944,,,,
Scurry,9,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,479,,,,
Scurry,10,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1189,,,,
Scurry,11,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,137,,,,
Scurry,12,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1530,,,,
Scurry,13,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,474,,,,
Scurry,14,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,125,,,,
Scurry,15,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1983,,,,
Scurry,5,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,64,33,31,0,0
Scurry,6,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,158,58,88,12,0
Scurry,7,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1125,311,746,68,0
Scurry,8,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,420,130,276,14,0
Scurry,9,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,279,141,127,11,0
Scurry,10,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,721,209,463,49,0
Scurry,11,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,79,46,26,7,0
Scurry,12,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,631,229,372,29,1
Scurry,13,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,272,139,121,12,0
Scurry,14,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,80,28,44,8,0
Scurry,15,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,562,215,313,34,0
Scurry,5,Straight Party,,REP,Republican Party,27,14,13,0,0
Scurry,6,Straight Party,,REP,Republican Party,91,30,52,9,0
Scurry,7,Straight Party,,REP,Republican Party,639,170,420,49,0
Scurry,8,Straight Party,,REP,Republican Party,246,72,162,12,0
Scurry,9,Straight Party,,REP,Republican Party,140,67,66,7,0
Scurry,10,Straight Party,,REP,Republican Party,433,104,294,35,0
Scurry,11,Straight Party,,REP,Republican Party,39,20,16,3,0
Scurry,12,Straight Party,,REP,Republican Party,359,132,208,18,1
Scurry,13,Straight Party,,REP,Republican Party,131,67,57,7,0
Scurry,14,Straight Party,,REP,Republican Party,46,17,25,4,0
Scurry,15,Straight Party,,REP,Republican Party,303,105,177,21,0
Scurry,5,Straight Party,,DEM,Democratic Party,3,2,1,0,0
Scurry,6,Straight Party,,DEM,Democratic Party,9,2,6,1,0
Scurry,7,Straight Party,,DEM,Democratic Party,91,28,57,6,0
Scurry,8,Straight Party,,DEM,Democratic Party,25,6,18,1,0
Scurry,9,Straight Party,,DEM,Democratic Party,6,4,2,0,0
Scurry,10,Straight Party,,DEM,Democratic Party,39,12,21,6,0
Scurry,11,Straight Party,,DEM,Democratic Party,5,5,0,0,0
Scurry,12,Straight Party,,DEM,Democratic Party,79,34,37,8,0
Scurry,13,Straight Party,,DEM,Democratic Party,14,9,3,2,0
Scurry,14,Straight Party,,DEM,Democratic Party,4,1,3,0,0
Scurry,15,Straight Party,,DEM,Democratic Party,113,50,56,7,0
Scurry,5,Straight Party,,LIB,Libertarian Party,0,0,0,0,0
Scurry,6,Straight Party,,LIB,Libertarian Party,1,0,1,0,0
Scurry,7,Straight Party,,LIB,Libertarian Party,6,3,3,0,0
Scurry,8,Straight Party,,LIB,Libertarian Party,1,0,1,0,0
Scurry,9,Straight Party,,LIB,Libertarian Party,1,1,0,0,0
Scurry,10,Straight Party,,LIB,Libertarian Party,0,0,0,0,0
Scurry,11,Straight Party,,LIB,Libertarian Party,1,0,1,0,0
Scurry,12,Straight Party,,LIB,Libertarian Party,3,3,0,0,0
Scurry,13,Straight Party,,LIB,Libertarian Party,1,1,0,0,0
Scurry,14,Straight Party,,LIB,Libertarian Party,1,0,1,0,0
Scurry,15,Straight Party,,LIB,Libertarian Party,6,3,3,0,0
Scurry,5,Straight Party,,,OVER VOTES,0,0,0,0,0
Scurry,6,Straight Party,,,OVER VOTES,0,0,0,0,0
Scurry,7,Straight Party,,,OVER VOTES,0,0,0,0,0
Scurry,8,Straight Party,,,OVER VOTES,0,0,0,0,0
Scurry,9,Straight Party,,,OVER VOTES,0,0,0,0,0
Scurry,10,Straight Party,,,OVER VOTES,0,0,0,0,0
Scurry,11,Straight Party,,,OVER VOTES,0,0,0,0,0
Scurry,12,Straight Party,,,OVER VOTES,0,0,0,0,0
Scurry,13,Straight Party,,,OVER VOTES,0,0,0,0,0
Scurry,14,Straight Party,,,OVER VOTES,0,0,0,0,0
Scurry,15,Straight Party,,,OVER VOTES,0,0,0,0,0
Scurry,5,Straight Party,,,UNDER VOTES,34,17,17,0,0
Scurry,6,Straight Party,,,UNDER VOTES,57,26,29,2,0
Scurry,7,Straight Party,,,UNDER VOTES,389,110,266,13,0
Scurry,8,Straight Party,,,UNDER VOTES,148,52,95,1,0
Scurry,9,Straight Party,,,UNDER VOTES,132,69,59,4,0
Scurry,10,Straight Party,,,UNDER VOTES,249,93,148,8,0
Scurry,11,Straight Party,,,UNDER VOTES,34,21,9,4,0
Scurry,12,Straight Party,,,UNDER VOTES,190,60,127,3,0
Scurry,13,Straight Party,,,UNDER VOTES,126,62,61,3,0
Scurry,14,Straight Party,,,UNDER VOTES,29,10,15,4,0
Scurry,15,Straight Party,,,UNDER VOTES,140,57,77,6,0
Scurry,5,U.S. Senate,,REP,Ted Cruz,56,27,29,0,0
Scurry,6,U.S. Senate,,REP,Ted Cruz,134,47,76,11,0
Scurry,7,U.S. Senate,,REP,Ted Cruz,968,264,651,53,0
Scurry,8,U.S. Senate,,REP,Ted Cruz,364,116,234,14,0
Scurry,9,U.S. Senate,,REP,Ted Cruz,257,127,119,11,0
Scurry,10,U.S. Senate,,REP,Ted Cruz,644,180,425,39,0
Scurry,11,U.S. Senate,,REP,Ted Cruz,72,40,26,6,0
Scurry,12,U.S. Senate,,REP,Ted Cruz,503,173,311,19,0
Scurry,13,U.S. Senate,,REP,Ted Cruz,229,112,108,9,0
Scurry,14,U.S. Senate,,REP,Ted Cruz,67,24,37,6,0
Scurry,15,U.S. Senate,,REP,Ted Cruz,411,147,238,26,0
Scurry,5,U.S. Senate,,DEM,Beto O'Rourke,8,6,2,0,0
Scurry,6,U.S. Senate,,DEM,Beto O'Rourke,23,10,12,1,0
Scurry,7,U.S. Senate,,DEM,Beto O'Rourke,148,43,90,15,0
Scurry,8,U.S. Senate,,DEM,Beto O'Rourke,53,11,42,0,0
Scurry,9,U.S. Senate,,DEM,Beto O'Rourke,20,12,8,0,0
Scurry,10,U.S. Senate,,DEM,Beto O'Rourke,72,26,36,10,0
Scurry,11,U.S. Senate,,DEM,Beto O'Rourke,5,5,0,0,0
Scurry,12,U.S. Senate,,DEM,Beto O'Rourke,119,50,59,10,0
Scurry,13,U.S. Senate,,DEM,Beto O'Rourke,39,24,12,3,0
Scurry,14,U.S. Senate,,DEM,Beto O'Rourke,13,4,7,2,0
Scurry,15,U.S. Senate,,DEM,Beto O'Rourke,142,65,69,8,0
Scurry,5,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0,0
Scurry,6,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0,0
Scurry,7,U.S. Senate,,LIB,Neal M. Dikeman,5,3,2,0,0
Scurry,8,U.S. Senate,,LIB,Neal M. Dikeman,1,1,0,0,0
Scurry,9,U.S. Senate,,LIB,Neal M. Dikeman,1,1,0,0,0
Scurry,10,U.S. Senate,,LIB,Neal M. Dikeman,3,1,2,0,0
Scurry,11,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0,0
Scurry,12,U.S. Senate,,LIB,Neal M. Dikeman,4,3,1,0,0
Scurry,13,U.S. Senate,,LIB,Neal M. Dikeman,1,1,0,0,0
Scurry,14,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0,0
Scurry,15,U.S. Senate,,LIB,Neal M. Dikeman,1,1,0,0,0
Scurry,5,U.S. Senate,,,OVER VOTES,0,0,0,0,0
Scurry,6,U.S. Senate,,,OVER VOTES,0,0,0,0,0
Scurry,7,U.S. Senate,,,OVER VOTES,0,0,0,0,0
Scurry,8,U.S. Senate,,,OVER VOTES,0,0,0,0,0
Scurry,9,U.S. Senate,,,OVER VOTES,0,0,0,0,0
Scurry,10,U.S. Senate,,,OVER VOTES,0,0,0,0,0
Scurry,11,U.S. Senate,,,OVER VOTES,0,0,0,0,0
Scurry,12,U.S. Senate,,,OVER VOTES,0,0,0,0,0
Scurry,13,U.S. Senate,,,OVER VOTES,0,0,0,0,0
Scurry,14,U.S. Senate,,,OVER VOTES,0,0,0,0,0
Scurry,15,U.S. Senate,,,OVER VOTES,0,0,0,0,0
Scurry,5,U.S. Senate,,,UNDER VOTES,0,0,0,0,0
Scurry,6,U.S. Senate,,,UNDER VOTES,1,1,0,0,0
Scurry,7,U.S. Senate,,,UNDER VOTES,4,1,3,0,0
Scurry,8,U.S. Senate,,,UNDER VOTES,2,2,0,0,0
Scurry,9,U.S. Senate,,,UNDER VOTES,1,1,0,0,0
Scurry,10,U.S. Senate,,,UNDER VOTES,2,2,0,0,0
Scurry,11,U.S. Senate,,,UNDER VOTES,2,1,0,1,0
Scurry,12,U.S. Senate,,,UNDER VOTES,5,3,1,0,1
Scurry,13,U.S. Senate,,,UNDER VOTES,3,2,1,0,0
Scurry,14,U.S. Senate,,,UNDER VOTES,0,0,0,0,0
Scurry,15,U.S. Senate,,,UNDER VOTES,8,2,6,0,0
Scurry,5,U.S. House,19,REP,Jodey Arrington,59,30,29,0,0
Scurry,6,U.S. House,19,REP,Jodey Arrington,138,52,75,11,0
Scurry,7,U.S. House,19,REP,Jodey Arrington,978,266,658,54,0
Scurry,8,U.S. House,19,REP,Jodey Arrington,368,115,239,14,0
Scurry,9,U.S. House,19,REP,Jodey Arrington,257,126,120,11,0
Scurry,10,U.S. House,19,REP,Jodey Arrington,648,187,423,38,0
Scurry,11,U.S. House,19,REP,Jodey Arrington,72,39,26,7,0
Scurry,12,U.S. House,19,REP,Jodey Arrington,511,176,316,19,0
Scurry,13,U.S. House,19,REP,Jodey Arrington,236,119,108,9,0
Scurry,14,U.S. House,19,REP,Jodey Arrington,73,28,37,8,0
Scurry,15,U.S. House,19,REP,Jodey Arrington,420,153,242,25,0
Scurry,5,U.S. House,19,DEM,Miguel Levario,5,3,2,0,0
Scurry,6,U.S. House,19,DEM,Miguel Levario,16,5,10,1,0
Scurry,7,U.S. House,19,DEM,Miguel Levario,135,39,83,13,0
Scurry,8,U.S. House,19,DEM,Miguel Levario,49,13,36,0,0
Scurry,9,U.S. House,19,DEM,Miguel Levario,16,9,7,0,0
Scurry,10,U.S. House,19,DEM,Miguel Levario,66,21,35,10,0
Scurry,11,U.S. House,19,DEM,Miguel Levario,5,5,0,0,0
Scurry,12,U.S. House,19,DEM,Miguel Levario,114,49,55,10,0
Scurry,13,U.S. House,19,DEM,Miguel Levario,32,17,12,3,0
Scurry,14,U.S. House,19,DEM,Miguel Levario,7,0,7,0,0
Scurry,15,U.S. House,19,DEM,Miguel Levario,133,60,65,8,0
Scurry,5,U.S. House,19,,OVER VOTES,0,0,0,0,0
Scurry,6,U.S. House,19,,OVER VOTES,0,0,0,0,0
Scurry,7,U.S. House,19,,OVER VOTES,0,0,0,0,0
Scurry,8,U.S. House,19,,OVER VOTES,0,0,0,0,0
Scurry,9,U.S. House,19,,OVER VOTES,0,0,0,0,0
Scurry,10,U.S. House,19,,OVER VOTES,0,0,0,0,0
Scurry,11,U.S. House,19,,OVER VOTES,0,0,0,0,0
Scurry,12,U.S. House,19,,OVER VOTES,0,0,0,0,0
Scurry,13,U.S. House,19,,OVER VOTES,0,0,0,0,0
Scurry,14,U.S. House,19,,OVER VOTES,0,0,0,0,0
Scurry,15,U.S. House,19,,OVER VOTES,0,0,0,0,0
Scurry,5,U.S. House,19,,UNDER VOTES,0,0,0,0,0
Scurry,6,U.S. House,19,,UNDER VOTES,4,1,3,0,0
Scurry,7,U.S. House,19,,UNDER VOTES,12,6,5,1,0
Scurry,8,U.S. House,19,,UNDER VOTES,3,2,1,0,0
Scurry,9,U.S. House,19,,UNDER VOTES,6,6,0,0,0
Scurry,10,U.S. House,19,,UNDER VOTES,7,1,5,1,0
Scurry,11,U.S. House,19,,UNDER VOTES,2,2,0,0,0
Scurry,12,U.S. House,19,,UNDER VOTES,6,4,1,0,1
Scurry,13,U.S. House,19,,UNDER VOTES,4,3,1,0,0
Scurry,14,U.S. House,19,,UNDER VOTES,0,0,0,0,0
Scurry,15,U.S. House,19,,UNDER VOTES,9,2,6,1,0
Scurry,5,Governor,,REP,Greg Abbott,56,27,29,0,0
Scurry,6,Governor,,REP,Greg Abbott,138,50,77,11,0
Scurry,7,Governor,,REP,Greg Abbott,972,264,654,54,0
Scurry,8,Governor,,REP,Greg Abbott,373,119,240,14,0
Scurry,9,Governor,,REP,Greg Abbott,252,124,117,11,0
Scurry,10,Governor,,REP,Greg Abbott,651,188,424,39,0
Scurry,11,Governor,,REP,Greg Abbott,73,41,25,7,0
Scurry,12,Governor,,REP,Greg Abbott,510,179,312,19,0
Scurry,13,Governor,,REP,Greg Abbott,232,114,109,9,0
Scurry,14,Governor,,REP,Greg Abbott,74,28,38,8,0
Scurry,15,Governor,,REP,Greg Abbott,419,151,242,26,0
Scurry,5,Governor,,DEM,Lupe Valdez,8,6,2,0,0
Scurry,6,Governor,,DEM,Lupe Valdez,16,6,9,1,0
Scurry,7,Governor,,DEM,Lupe Valdez,136,41,81,14,0
Scurry,8,Governor,,DEM,Lupe Valdez,40,9,31,0,0
Scurry,9,Governor,,DEM,Lupe Valdez,20,13,7,0,0
Scurry,10,Governor,,DEM,Lupe Valdez,62,20,32,10,0
Scurry,11,Governor,,DEM,Lupe Valdez,5,5,0,0,0
