county,precinct,office,district,party,candidate,votes,election_day,early_voting
Cooke,1,U.S. Senate,,REP,Ted Cruz,135,73,62
Cooke,2,U.S. Senate,,REP,Ted Cruz,18,5,13
Cooke,3,U.S. Senate,,REP,Ted Cruz,72,42,30
Cooke,4,U.S. Senate,,REP,Ted Cruz,56,30,26
Cooke,5,U.S. Senate,,REP,Ted Cruz,111,53,58
Cooke,6,U.S. Senate,,REP,Ted Cruz,74,51,23
Cooke,7,U.S. Senate,,REP,Ted Cruz,216,145,71
Cooke,8,U.S. Senate,,REP,Ted Cruz,179,108,71
Cooke,9,U.S. Senate,,REP,Ted Cruz,178,140,38
Cooke,10,U.S. Senate,,REP,Ted Cruz,455,283,172
Cooke,11,U.S. Senate,,REP,Ted Cruz,401,291,110
Cooke,12,U.S. Senate,,REP,Ted Cruz,119,101,18
Cooke,14,U.S. Senate,,REP,Ted Cruz,58,46,12
Cooke,15,U.S. Senate,,REP,Ted Cruz,37,33,4
Cooke,17,U.S. Senate,,REP,Ted Cruz,104,94,10
Cooke,18,U.S. Senate,,REP,Ted Cruz,325,288,37
Cooke,19,U.S. Senate,,REP,Ted Cruz,63,47,16
Cooke,20,U.S. Senate,,REP,Ted Cruz,133,67,66
Cooke,21,U.S. Senate,,REP,Ted Cruz,229,177,52
Cooke,22,U.S. Senate,,REP,Ted Cruz,513,363,150
Cooke,26,U.S. Senate,,REP,Ted Cruz,42,25,17
Cooke,27,U.S. Senate,,REP,Ted Cruz,32,23,9
Cooke,28,U.S. Senate,,REP,Ted Cruz,4,0,4
Cooke,30,U.S. Senate,,REP,Ted Cruz,16,6,10
Cooke,31,U.S. Senate,,REP,Ted Cruz,14,4,10
Cooke,33,U.S. Senate,,REP,Ted Cruz,62,45,17
Cooke,34,U.S. Senate,,REP,Ted Cruz,24,12,12
Cooke,35,U.S. Senate,,REP,Ted Cruz,44,29,15
Cooke,37,U.S. Senate,,REP,Ted Cruz,207,126,81
Cooke,1,U.S. Senate,,REP,Bruce Jacobson Jr.,16,15,1
Cooke,2,U.S. Senate,,REP,Bruce Jacobson Jr.,2,1,1
Cooke,3,U.S. Senate,,REP,Bruce Jacobson Jr.,3,2,1
Cooke,4,U.S. Senate,,REP,Bruce Jacobson Jr.,3,2,1
Cooke,5,U.S. Senate,,REP,Bruce Jacobson Jr.,11,4,7
Cooke,6,U.S. Senate,,REP,Bruce Jacobson Jr.,2,2,0
Cooke,7,U.S. Senate,,REP,Bruce Jacobson Jr.,11,6,5
Cooke,8,U.S. Senate,,REP,Bruce Jacobson Jr.,10,4,6
Cooke,9,U.S. Senate,,REP,Bruce Jacobson Jr.,11,11,0
Cooke,10,U.S. Senate,,REP,Bruce Jacobson Jr.,20,9,11
Cooke,11,U.S. Senate,,REP,Bruce Jacobson Jr.,16,10,6
Cooke,12,U.S. Senate,,REP,Bruce Jacobson Jr.,5,5,0
Cooke,14,U.S. Senate,,REP,Bruce Jacobson Jr.,3,3,0
Cooke,15,U.S. Senate,,REP,Bruce Jacobson Jr.,3,1,2
