county,office,district,party,candidate,votes
ANDERSON,President,,DEM,MICHAEL BENNET,1
ANDERSON,President,,DEM,JOSEPH R. BIDEN,763
ANDERSON,President,,DEM,MICHAEL R. BLOOMBERG,300
ANDERSON,President,,DEM,CORY BOOKER,8
ANDERSON,President,,DEM,PETE BUTTIGIEG,44
ANDERSON,President,,DEM,JULIÁN CASTRO,7
ANDERSON,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",6
ANDERSON,President,,DEM,JOHN K. DELANEY,0
ANDERSON,President,,DEM,TULSI GABBARD,5
ANDERSON,President,,DEM,AMY KLOBUCHAR,21
ANDERSON,President,,DEM,DEVAL PATRICK,0
ANDERSON,President,,DEM,BERNIE SANDERS,336
ANDERSON,President,,DEM,TOM STEYER,21
ANDERSON,President,,DEM,ELIZABETH WARREN,69
ANDERSON,President,,DEM,ROBBY WELLS,6
ANDERSON,President,,DEM,MARIANNE WILLIAMSON,1
ANDERSON,President,,DEM,ANDREW YANG,3
ANDREWS,President,,DEM,MICHAEL BENNET,0
ANDREWS,President,,DEM,JOSEPH R. BIDEN,81
ANDREWS,President,,DEM,MICHAEL R. BLOOMBERG,33
ANDREWS,President,,DEM,CORY BOOKER,1
ANDREWS,President,,DEM,PETE BUTTIGIEG,3
ANDREWS,President,,DEM,JULIÁN CASTRO,2
ANDREWS,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",0
ANDREWS,President,,DEM,JOHN K. DELANEY,0
ANDREWS,President,,DEM,TULSI GABBARD,0
ANDREWS,President,,DEM,AMY KLOBUCHAR,2
ANDREWS,President,,DEM,DEVAL PATRICK,0
ANDREWS,President,,DEM,BERNIE SANDERS,84
ANDREWS,President,,DEM,TOM STEYER,2
ANDREWS,President,,DEM,ELIZABETH WARREN,22
ANDREWS,President,,DEM,ROBBY WELLS,0
ANDREWS,President,,DEM,MARIANNE WILLIAMSON,0
ANDREWS,President,,DEM,ANDREW YANG,1
ANGELINA,President,,DEM,MICHAEL BENNET,10
ANGELINA,President,,DEM,JOSEPH R. BIDEN,1652
ANGELINA,President,,DEM,MICHAEL R. BLOOMBERG,466
ANGELINA,President,,DEM,CORY BOOKER,3
ANGELINA,President,,DEM,PETE BUTTIGIEG,81
ANGELINA,President,,DEM,JULIÁN CASTRO,17
ANGELINA,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",11
ANGELINA,President,,DEM,JOHN K. DELANEY,8
ANGELINA,President,,DEM,TULSI GABBARD,13
ANGELINA,President,,DEM,AMY KLOBUCHAR,73
ANGELINA,President,,DEM,DEVAL PATRICK,9
ANGELINA,President,,DEM,BERNIE SANDERS,648
ANGELINA,President,,DEM,TOM STEYER,16
ANGELINA,President,,DEM,ELIZABETH WARREN,213
ANGELINA,President,,DEM,ROBBY WELLS,5
ANGELINA,President,,DEM,MARIANNE WILLIAMSON,15
ANGELINA,President,,DEM,ANDREW YANG,9
ARANSAS,President,,DEM,MICHAEL BENNET,0
ARANSAS,President,,DEM,JOSEPH R. BIDEN,504
ARANSAS,President,,DEM,MICHAEL R. BLOOMBERG,176
ARANSAS,President,,DEM,CORY BOOKER,0
ARANSAS,President,,DEM,PETE BUTTIGIEG,67
ARANSAS,President,,DEM,JULIÁN CASTRO,1
ARANSAS,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",7
ARANSAS,President,,DEM,JOHN K. DELANEY,0
ARANSAS,President,,DEM,TULSI GABBARD,5
ARANSAS,President,,DEM,AMY KLOBUCHAR,55
ARANSAS,President,,DEM,DEVAL PATRICK,3
ARANSAS,President,,DEM,BERNIE SANDERS,222
ARANSAS,President,,DEM,TOM STEYER,3
ARANSAS,President,,DEM,ELIZABETH WARREN,128
ARANSAS,President,,DEM,ROBBY WELLS,1
ARANSAS,President,,DEM,MARIANNE WILLIAMSON,2
ARANSAS,President,,DEM,ANDREW YANG,5
ARCHER,President,,DEM,MICHAEL BENNET,0
ARCHER,President,,DEM,JOSEPH R. BIDEN,74
ARCHER,President,,DEM,MICHAEL R. BLOOMBERG,31
ARCHER,President,,DEM,CORY BOOKER,1
ARCHER,President,,DEM,PETE BUTTIGIEG,7
ARCHER,President,,DEM,JULIÁN CASTRO,0
ARCHER,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",1
ARCHER,President,,DEM,JOHN K. DELANEY,0
ARCHER,President,,DEM,TULSI GABBARD,1
ARCHER,President,,DEM,AMY KLOBUCHAR,8
ARCHER,President,,DEM,DEVAL PATRICK,0
ARCHER,President,,DEM,BERNIE SANDERS,28
ARCHER,President,,DEM,TOM STEYER,1
ARCHER,President,,DEM,ELIZABETH WARREN,15
ARCHER,President,,DEM,ROBBY WELLS,0
ARCHER,President,,DEM,MARIANNE WILLIAMSON,0
ARCHER,President,,DEM,ANDREW YANG,0
ARMSTRONG,President,,DEM,MICHAEL BENNET,0
ARMSTRONG,President,,DEM,JOSEPH R. BIDEN,11
ARMSTRONG,President,,DEM,MICHAEL R. BLOOMBERG,4
ARMSTRONG,President,,DEM,CORY BOOKER,0
ARMSTRONG,President,,DEM,PETE BUTTIGIEG,0
ARMSTRONG,President,,DEM,JULIÁN CASTRO,0
ARMSTRONG,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",0
ARMSTRONG,President,,DEM,JOHN K. DELANEY,0
ARMSTRONG,President,,DEM,TULSI GABBARD,1
ARMSTRONG,President,,DEM,AMY KLOBUCHAR,1
ARMSTRONG,President,,DEM,DEVAL PATRICK,0
ARMSTRONG,President,,DEM,BERNIE SANDERS,10
ARMSTRONG,President,,DEM,TOM STEYER,1
ARMSTRONG,President,,DEM,ELIZABETH WARREN,0
ARMSTRONG,President,,DEM,ROBBY WELLS,0
ARMSTRONG,President,,DEM,MARIANNE WILLIAMSON,0
ARMSTRONG,President,,DEM,ANDREW YANG,0
ATASCOSA,President,,DEM,MICHAEL BENNET,14
ATASCOSA,President,,DEM,JOSEPH R. BIDEN,806
ATASCOSA,President,,DEM,MICHAEL R. BLOOMBERG,585
ATASCOSA,President,,DEM,CORY BOOKER,2
ATASCOSA,President,,DEM,PETE BUTTIGIEG,76
ATASCOSA,President,,DEM,JULIÁN CASTRO,142
ATASCOSA,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",25
ATASCOSA,President,,DEM,JOHN K. DELANEY,6
ATASCOSA,President,,DEM,TULSI GABBARD,10
ATASCOSA,President,,DEM,AMY KLOBUCHAR,41
ATASCOSA,President,,DEM,DEVAL PATRICK,3
ATASCOSA,President,,DEM,BERNIE SANDERS,741
ATASCOSA,President,,DEM,TOM STEYER,51
ATASCOSA,President,,DEM,ELIZABETH WARREN,207
ATASCOSA,President,,DEM,ROBBY WELLS,5
ATASCOSA,President,,DEM,MARIANNE WILLIAMSON,9
ATASCOSA,President,,DEM,ANDREW YANG,11
AUSTIN,President,,DEM,MICHAEL BENNET,1
AUSTIN,President,,DEM,JOSEPH R. BIDEN,460
AUSTIN,President,,DEM,MICHAEL R. BLOOMBERG,205
AUSTIN,President,,DEM,CORY BOOKER,2
AUSTIN,President,,DEM,PETE BUTTIGIEG,33
AUSTIN,President,,DEM,JULIÁN CASTRO,3
AUSTIN,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",0
AUSTIN,President,,DEM,JOHN K. DELANEY,2
AUSTIN,President,,DEM,TULSI GABBARD,4
AUSTIN,President,,DEM,AMY KLOBUCHAR,22
AUSTIN,President,,DEM,DEVAL PATRICK,2
AUSTIN,President,,DEM,BERNIE SANDERS,214
AUSTIN,President,,DEM,TOM STEYER,18
AUSTIN,President,,DEM,ELIZABETH WARREN,54
AUSTIN,President,,DEM,ROBBY WELLS,3
AUSTIN,President,,DEM,MARIANNE WILLIAMSON,2
AUSTIN,President,,DEM,ANDREW YANG,2
BAILEY,President,,DEM,MICHAEL BENNET,0
BAILEY,President,,DEM,JOSEPH R. BIDEN,47
BAILEY,President,,DEM,MICHAEL R. BLOOMBERG,15
BAILEY,President,,DEM,CORY BOOKER,0
BAILEY,President,,DEM,PETE BUTTIGIEG,4
BAILEY,President,,DEM,JULIÁN CASTRO,0
BAILEY,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",2
BAILEY,President,,DEM,JOHN K. DELANEY,1
BAILEY,President,,DEM,TULSI GABBARD,1
BAILEY,President,,DEM,AMY KLOBUCHAR,0
BAILEY,President,,DEM,DEVAL PATRICK,0
BAILEY,President,,DEM,BERNIE SANDERS,34
BAILEY,President,,DEM,TOM STEYER,2
BAILEY,President,,DEM,ELIZABETH WARREN,11
BAILEY,President,,DEM,ROBBY WELLS,0
BAILEY,President,,DEM,MARIANNE WILLIAMSON,0
BAILEY,President,,DEM,ANDREW YANG,0
BANDERA,President,,DEM,MICHAEL BENNET,0
BANDERA,President,,DEM,JOSEPH R. BIDEN,443
BANDERA,President,,DEM,MICHAEL R. BLOOMBERG,171
BANDERA,President,,DEM,CORY BOOKER,0
BANDERA,President,,DEM,PETE BUTTIGIEG,60
BANDERA,President,,DEM,JULIÁN CASTRO,1
BANDERA,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",1
BANDERA,President,,DEM,JOHN K. DELANEY,0
BANDERA,President,,DEM,TULSI GABBARD,1
BANDERA,President,,DEM,AMY KLOBUCHAR,42
BANDERA,President,,DEM,DEVAL PATRICK,0
BANDERA,President,,DEM,BERNIE SANDERS,282
BANDERA,President,,DEM,TOM STEYER,10
BANDERA,President,,DEM,ELIZABETH WARREN,125
BANDERA,President,,DEM,ROBBY WELLS,1
BANDERA,President,,DEM,MARIANNE WILLIAMSON,7
BANDERA,President,,DEM,ANDREW YANG,4
BASTROP,President,,DEM,MICHAEL BENNET,7
BASTROP,President,,DEM,JOSEPH R. BIDEN,2371
BASTROP,President,,DEM,MICHAEL R. BLOOMBERG,1000
BASTROP,President,,DEM,CORY BOOKER,9
BASTROP,President,,DEM,PETE BUTTIGIEG,324
BASTROP,President,,DEM,JULIÁN CASTRO,14
BASTROP,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",5
BASTROP,President,,DEM,JOHN K. DELANEY,8
BASTROP,President,,DEM,TULSI GABBARD,27
BASTROP,President,,DEM,AMY KLOBUCHAR,224
BASTROP,President,,DEM,DEVAL PATRICK,5
BASTROP,President,,DEM,BERNIE SANDERS,2280
BASTROP,President,,DEM,TOM STEYER,85
BASTROP,President,,DEM,ELIZABETH WARREN,1000
BASTROP,President,,DEM,ROBBY WELLS,2
BASTROP,President,,DEM,MARIANNE WILLIAMSON,1
BASTROP,President,,DEM,ANDREW YANG,16
BAYLOR,President,,DEM,MICHAEL BENNET,0
BAYLOR,President,,DEM,JOSEPH R. BIDEN,27
BAYLOR,President,,DEM,MICHAEL R. BLOOMBERG,19
BAYLOR,President,,DEM,CORY BOOKER,0
BAYLOR,President,,DEM,PETE BUTTIGIEG,0
BAYLOR,President,,DEM,JULIÁN CASTRO,0
BAYLOR,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",0
BAYLOR,President,,DEM,JOHN K. DELANEY,0
BAYLOR,President,,DEM,TULSI GABBARD,2
BAYLOR,President,,DEM,AMY KLOBUCHAR,2
BAYLOR,President,,DEM,DEVAL PATRICK,0
BAYLOR,President,,DEM,BERNIE SANDERS,5
BAYLOR,President,,DEM,TOM STEYER,2
BAYLOR,President,,DEM,ELIZABETH WARREN,6
BAYLOR,President,,DEM,ROBBY WELLS,1
BAYLOR,President,,DEM,MARIANNE WILLIAMSON,0
BAYLOR,President,,DEM,ANDREW YANG,1
BEE,President,,DEM,MICHAEL BENNET,10
BEE,President,,DEM,JOSEPH R. BIDEN,493
BEE,President,,DEM,MICHAEL R. BLOOMBERG,173
BEE,President,,DEM,CORY BOOKER,0
BEE,President,,DEM,PETE BUTTIGIEG,20
BEE,President,,DEM,JULIÁN CASTRO,31
BEE,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",6
BEE,President,,DEM,JOHN K. DELANEY,3
BEE,President,,DEM,TULSI GABBARD,8
BEE,President,,DEM,AMY KLOBUCHAR,19
