county,precinct,office,district,party,candidate,votes,early_votes,election_day
Nacogdoches,12,Registered Voters,,,,1875,,
Nacogdoches,12,President,,DEM,Cory Booker,0,0,0
Nacogdoches,12,President,,DEM,Elizabeth Warren,16,9,7
Nacogdoches,12,President,,DEM,Pete Buttigieg,5,5,0
Nacogdoches,12,President,,DEM,Tom Steyer,0,0,0
Nacogdoches,12,President,,DEM,Robby Wells,0,0,0
Nacogdoches,12,President,,DEM,Tulsi Gabbard,0,0,0
Nacogdoches,12,President,,DEM,Marianne Williamson,0,0,0
Nacogdoches,12,President,,DEM,Bernie Sanders,20,4,16
Nacogdoches,12,President,,DEM,Amy Klobuchar,1,1,0
Nacogdoches,12,President,,DEM,Michael Bennet,0,0,0
Nacogdoches,12,President,,DEM,Joseph R. Biden,52,17,35
Nacogdoches,12,President,,DEM,Andrew Yang,0,0,0
Nacogdoches,12,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Nacogdoches,12,President,,DEM,John K. Delaney,0,0,0
Nacogdoches,12,President,,DEM,Julin Castro,0,0,0
Nacogdoches,12,President,,DEM,Deval Patrick,0,0,0
Nacogdoches,12,President,,DEM,Michael R. Bloomberg,16,10,6
Nacogdoches,12,U.S. Senate,,DEM,Michael Cooper,8,4,4
Nacogdoches,12,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",10,6,4
Nacogdoches,12,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,15,6,9
Nacogdoches,12,U.S. Senate,,DEM,D. R. Hunter,4,2,2
Nacogdoches,12,U.S. Senate,,DEM,Amanda K. Edwards,10,4,6
Nacogdoches,12,U.S. Senate,,DEM,Royce West,10,3,7
Nacogdoches,12,U.S. Senate,,DEM,"Annie ""Mam"" Garcia",7,2,5
Nacogdoches,12,U.S. Senate,,DEM,Adrian Ocegueda,2,1,1
Nacogdoches,12,U.S. Senate,,DEM,Chris Bell,7,4,3
Nacogdoches,12,U.S. Senate,,DEM,Jack Daniel Foster Jr,5,3,2
Nacogdoches,12,U.S. Senate,,DEM,Sema Hernandez,8,4,4
Nacogdoches,12,U.S. Senate,,DEM,Victor Hugo Harris,4,1,3
Nacogdoches,12,U.S. House,1,DEM,Hank Gilbert,73,31,42
Nacogdoches,12,Railroad Commissioner,,DEM,Chrysta Castaeda,26,12,14
Nacogdoches,12,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",21,7,14
Nacogdoches,12,Railroad Commissioner,,DEM,Kelly Stone,20,6,14
Nacogdoches,12,Railroad Commissioner,,DEM,Mark Watson,19,14,5
Nacogdoches,12,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,66,30,36
Nacogdoches,12,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,18,8,10
Nacogdoches,12,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Kathy Cheng,61,27,34
Nacogdoches,12,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Larry Praeger,23,13,10
Nacogdoches,12,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,35,19,16
Nacogdoches,12,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,49,19,30
Nacogdoches,12,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,47,20,27
Nacogdoches,12,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,32,15,17
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 3",,DEM,Dan Wood,24,12,12
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 3",,DEM,Elizabeth Davis Frizell,52,26,26
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 3",,DEM,William Pieratt Demond,6,0,6
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 4",,DEM,Tina Clinton,53,28,25
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 4",,DEM,Steven Miears,30,11,19
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 9",,DEM,Brandon Birmingham,70,30,40
Nacogdoches,12,"Member, State Board of Education",9,DEM,Brenda Davis,72,32,40
Nacogdoches,12,State Representative,11,DEM,Alec Johnson,69,30,39
Nacogdoches,12,"District Judge, 145th Judicial District",,DEM,Noel Cooper,70,30,40
Nacogdoches,12,County Chair,,DEM,Michael Strong,69,31,38
Nacogdoches,12,Proposition #1,,DEM,Yes,93,39,54
Nacogdoches,12,Proposition #1,,DEM,No,8,4,4
Nacogdoches,12,Proposition #2,,DEM,Yes,95,41,54
Nacogdoches,12,Proposition #2,,DEM,No,5,2,3
Nacogdoches,12,Proposition #3,,DEM,Yes,99,41,58
Nacogdoches,12,Proposition #3,,DEM,No,4,2,2
Nacogdoches,12,Proposition #4,,DEM,Yes,96,40,56
Nacogdoches,12,Proposition #4,,DEM,No,3,2,1
Nacogdoches,12,Proposition #5,,DEM,Yes,97,39,58
Nacogdoches,12,Proposition #5,,DEM,No,3,2,1
Nacogdoches,12,Proposition #6,,DEM,Yes,99,42,57
Nacogdoches,12,Proposition #6,,DEM,No,3,1,2
Nacogdoches,12,Proposition #7,,DEM,Yes,89,37,52
Nacogdoches,12,Proposition #7,,DEM,No,11,5,6
Nacogdoches,12,Proposition #8,,DEM,Yes,96,37,59
Nacogdoches,12,Proposition #8,,DEM,No,5,4,1
Nacogdoches,12,Proposition #9,,DEM,Yes,97,42,55
Nacogdoches,12,Proposition #9,,DEM,No,4,1,3
Nacogdoches,12,Proposition #10,,DEM,Yes,90,37,53
Nacogdoches,12,Proposition #10,,DEM,No,8,5,3
Nacogdoches,12,Proposition #11,,DEM,Yes,94,39,55
Nacogdoches,12,Proposition #11,,DEM,No,5,3,2
Nacogdoches,13,Registered Voters,,,,1346,,
Nacogdoches,13,President,,DEM,Cory Booker,0,0,0
Nacogdoches,13,President,,DEM,Elizabeth Warren,7,5,2
Nacogdoches,13,President,,DEM,Pete Buttigieg,2,2,0
Nacogdoches,13,President,,DEM,Tom Steyer,0,0,0
Nacogdoches,13,President,,DEM,Robby Wells,0,0,0
Nacogdoches,13,President,,DEM,Tulsi Gabbard,1,0,1
Nacogdoches,13,President,,DEM,Marianne Williamson,0,0,0
Nacogdoches,13,President,,DEM,Bernie Sanders,14,5,9
Nacogdoches,13,President,,DEM,Amy Klobuchar,2,2,0
Nacogdoches,13,President,,DEM,Michael Bennet,0,0,0
Nacogdoches,13,President,,DEM,Joseph R. Biden,44,17,27
Nacogdoches,13,President,,DEM,Andrew Yang,1,1,0
Nacogdoches,13,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
