county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
La Salle,1,President,,REP,Over Votes,0,0,0,0
La Salle,1,President,,REP,Under Votes,2,0,2,0
La Salle,1,President,,REP,Zoltan G. Istvan,0,0,0,0
La Salle,1,President,,REP,Bob Ely,0,0,0,0
La Salle,1,President,,REP,Matthew John Matern,1,1,0,0
La Salle,1,President,,REP,Donald J. Trump,18,12,5,1
La Salle,1,President,,REP,Bill Weld,0,0,0,0
La Salle,1,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,1,0,0
La Salle,1,President,,REP,Joe Walsh,1,1,0,0
La Salle,1,President,,REP,Uncommitted,1,1,0,0
La Salle,1,United States Senator,,REP,John Anthony Castro,4,3,1,0
La Salle,1,United States Senator,,REP,Dwayne Stovall,1,1,0,0
La Salle,1,United States Senator,,REP,John Cornyn,12,7,4,1
La Salle,1,United States Senator,,REP,Over Votes,0,0,0,0
La Salle,1,United States Senator,,REP,Under Votes,5,3,2,0
La Salle,1,United States Senator,,REP,Virgil Bierschwale,1,1,0,0
La Salle,1,United States Senator,,REP,Mark Yancey,1,1,0,0
La Salle,1,United States Representative,23,REP,Over Votes,0,0,0,0
La Salle,1,United States Representative,23,REP,Under Votes,4,2,2,0
La Salle,1,United States Representative,23,REP,"Cecil B. ""Burt"" Jones",3,2,1,0
La Salle,1,United States Representative,23,REP,Raul Reyes,3,2,1,0
La Salle,1,United States Representative,23,REP,Alma Arredondo-Lynch,6,5,1,0
La Salle,1,United States Representative,23,REP,Alía Ureste,0,0,0,0
La Salle,1,United States Representative,23,REP,Ben Van Winkle,1,1,0,0
La Salle,1,United States Representative,23,REP,Sharon Breckenridge Thomas,1,0,1,0
La Salle,1,United States Representative,23,REP,Tony Gonzales,4,4,0,0
La Salle,1,United States Representative,23,REP,Jeff McFarlin,2,0,1,1
La Salle,1,United States Representative,23,REP,Darwin Boedeker,0,0,0,0
La Salle,1,Railroad Commissioner,,REP,Ryan Sitton,5,4,1,0
La Salle,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",12,7,4,1
La Salle,1,"Chief Justice, Supreme Court",,REP,Over Votes,0,0,0,0
La Salle,1,"Chief Justice, Supreme Court",,REP,Under Votes,8,6,2,0
La Salle,1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,16,10,5,1
La Salle,1,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Over Votes,0,0,0,0
La Salle,1,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Under Votes,6,4,2,0
La Salle,1,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Jane Bland,18,12,5,1
La Salle,1,"Justice, Supreme Court, Place 7",,REP,Over Votes,0,0,0,0
La Salle,1,"Justice, Supreme Court, Place 7",,REP,Under Votes,7,5,2,0
La Salle,1,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,17,11,5,1
La Salle,1,"Justice, Supreme Court, Place 8",,REP,Over Votes,0,0,0,0
La Salle,1,"Justice, Supreme Court, Place 8",,REP,Under Votes,7,5,2,0
La Salle,1,"Justice, Supreme Court, Place 8",,REP,Brett Busby,17,11,5,1
La Salle,1,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,8,6,2,0
La Salle,1,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,9,5,3,1
La Salle,1,"Judge, Court of Criminal Appeals, Place 4",,REP,Over Votes,0,0,0,0
La Salle,1,"Judge, Court of Criminal Appeals, Place 4",,REP,Under Votes,5,3,2,0
La Salle,1,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,19,13,5,1
La Salle,1,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,18,12,5,1
La Salle,1,"Member, State Board of Education",1,REP,Over Votes,0,0,0,0
La Salle,1,"Member, State Board of Education",1,REP,Under Votes,6,4,2,0
La Salle,1,"Member, State Board of Education",1,REP,Jennifer Ivey,18,12,5,1
La Salle,1,State Senator,21,REP,Over Votes,0,0,0,0
La Salle,1,State Senator,21,REP,Under Votes,6,4,2,0
La Salle,1,State Senator,21,REP,Frank Pomeroy,18,12,5,1
La Salle,1,State Representative,31,REP,Over Votes,0,0,0,0
La Salle,1,State Representative,31,REP,Under Votes,5,3,2,0
La Salle,1,State Representative,31,REP,Marian Knowlton,19,13,5,1
La Salle,1,"Chief Justice, 4th Court of Appeals District",,REP,Over Votes,0,0,0,0
La Salle,1,"Chief Justice, 4th Court of Appeals District",,REP,Under Votes,6,4,2,0
La Salle,1,"Chief Justice, 4th Court of Appeals District",,REP,Renee Yanta,17,12,5,0
La Salle,1,"District Attorney, 81st Judicial District",,REP,Over Votes,0,0,0,0
La Salle,1,"District Attorney, 81st Judicial District",,REP,Under Votes,6,4,2,0
La Salle,1,"District Attorney, 81st Judicial District",,REP,Audrey Gossett Louis,18,12,5,1
La Salle,1,"County Commissioner, Precinct No. 1",,REP,Over Votes,0,0,0,0
La Salle,1,"County Commissioner, Precinct No. 1",,REP,Under Votes,5,4,1,0
La Salle,1,"County Commissioner, Precinct No. 1",,REP,Abel Gonzalez,19,12,6,1
La Salle,1,LaSalle County Chair,,REP,Over Votes,0,0,0,0
La Salle,1,LaSalle County Chair,,REP,Under Votes,7,4,3,0
La Salle,1,LaSalle County Chair,,REP,Katie Bedell,17,12,4,1
La Salle,1,President,,DEM,Elizabeth Warren,26,17,8,1
La Salle,1,President,,DEM,Marianne Williamson,4,3,1,0
