county,precinct,office,district,candidate,party,votes,early_voting,election_day,absentee
Wheeler,1,"County Commissioner, Precinct 1",,Jackie Don May Jr,REP,120,64,48,8
Wheeler,1,"County Commissioner, Precinct 1",,Steve Walker,REP,24,12,11,1
Wheeler,1,"County Commissioner, Precinct 1",,Larry Erwin,REP,1,0,1,0
Wheeler,1,"Constable, Precinct No. 1",,Mack Marshall,REP,131,68,56,7
Wheeler,1,County Chairman,,Elizabeth McDowell,REP,128,67,54,7
Wheeler,1,Proposition 1,,Yes,REP,120,61,55,4
Wheeler,1,Proposition 1,,No,REP,21,12,4,5
Wheeler,1,Proposition 2,,Yes,REP,126,66,54,6
Wheeler,1,Proposition 2,,No,REP,16,8,5,3
Wheeler,1,Proposition 3,,Yes,REP,127,65,53,9
Wheeler,1,Proposition 3,,No,REP,12,8,4,0
Wheeler,1,Proposition 4,,Yes,REP,137,72,56,9
Wheeler,1,Proposition 4,,No,REP,2,1,1,0
Wheeler,1,Proposition 5,,Yes,REP,134,71,54,9
Wheeler,1,Proposition 5,,No,REP,6,2,4,0
Wheeler,1,Proposition 6,,Yes,REP,132,70,53,9
Wheeler,1,Proposition 6,,No,REP,7,4,3,0
Wheeler,1,Proposition 7,,Yes,REP,138,72,57,9
Wheeler,1,Proposition 7,,No,REP,2,2,0,0
Wheeler,1,Proposition 8,,Yes,REP,135,71,55,9
Wheeler,1,Proposition 8,,No,REP,1,1,0,0
Wheeler,1,Proposition 9,,Yes,REP,134,68,57,9
Wheeler,1,Proposition 9,,No,REP,6,6,0,0
Wheeler,1,Proposition 10,,Yes,REP,129,68,52,9
Wheeler,1,Proposition 10,,No,REP,8,5,3,0
Wheeler,2,President,,Zoltan G. Istvan,REP,0,0,0,0
Wheeler,2,President,,Matthew John Matern,REP,0,0,0,0
Wheeler,2,President,,Donald J. Trump,REP,287,160,122,5
Wheeler,2,President,,Bill Weld,REP,1,0,1,0
Wheeler,2,Registered Voters,,,,530,,,
Wheeler,2,President,,Bob Ely,REP,0,0,0,0
Wheeler,2,President,,Joe Walsh,REP,1,1,0,0
Wheeler,2,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Wheeler,2,President,,Uncommitted,REP,4,2,2,0
Wheeler,2,United States Senator,,Virgil Bierschwale,REP,4,1,3,0
Wheeler,2,United States Senator,,John Anthony Castro,REP,11,7,4,0
Wheeler,2,United States Senator,,Mark Yancey,REP,25,15,8,2
Wheeler,2,United States Senator,,Dwayne Stovall,REP,44,25,19,0
Wheeler,2,United States Senator,,John Cornyn,REP,161,86,72,3
Wheeler,2,United States Representative,13,Matt McArthur,REP,3,2,1,0
Wheeler,2,United States Representative,13,Josh Winegarner,REP,133,77,51,5
Wheeler,2,United States Representative,13,Chris Ekstrom,REP,23,13,10,0
Wheeler,2,United States Representative,13,Vance Snider II,REP,55,27,28,0
Wheeler,2,United States Representative,13,Monique Worthy,REP,0,0,0,0
Wheeler,2,United States Representative,13,Mark Neese,REP,3,2,1,0
Wheeler,2,United States Representative,13,Asusena Resndiz,REP,0,0,0,0
Wheeler,2,United States Representative,13,Ronny Jackson,REP,32,17,15,0
Wheeler,2,United States Representative,13,Diane Knowlton,REP,0,0,0,0
Wheeler,2,United States Representative,13,Richard Herman,REP,1,1,0,0
Wheeler,2,United States Representative,13,Lee Harvey,REP,0,0,0,0
Wheeler,2,United States Representative,13,"Catherine ""I SWEAR"" Carr",REP,0,0,0,0
Wheeler,2,United States Representative,13,Jamie Culley,REP,0,0,0,0
Wheeler,2,United States Representative,13,Elaine Hays,REP,18,11,7,0
Wheeler,2,United States Representative,13,Jason Foglesong,REP,1,1,0,0
Wheeler,2,Railroad Commissioner,,"James ""Jim"" Wright",REP,161,91,66,4
Wheeler,2,Railroad Commissioner,,Ryan Sitton,REP,57,26,30,1
Wheeler,2,"Chief Justice, Supreme Court",,Nathan Hecht,REP,215,117,93,5
Wheeler,2,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jane Bland,REP,213,115,93,5
Wheeler,2,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,211,116,90,5
Wheeler,2,"Justice, Supreme Court, Place 8",,Brett Busby,REP,209,113,91,5
Wheeler,2,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,85,45,39,1
Wheeler,2,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,126,68,54,4
Wheeler,2,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,206,110,91,5
Wheeler,2,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,207,111,91,5
Wheeler,2,"Member, State Board of Education",15,Jay Johnson,REP,210,112,93,5
Wheeler,2,State Representative,68,Drew Springer,REP,228,123,100,5
Wheeler,2,"Chief Justice, 7th Court of Appeals District",,Brian Quinn,REP,204,108,91,5
Wheeler,2,"Justice, 7th Court of Appeals District, Place 4",,Steven Denny,REP,98,51,44,3
Wheeler,2,"Justice, 7th Court of Appeals District, Place 4",,Larry Doss,REP,110,60,48,2
Wheeler,2,"District Attorney, 31st Judicial District",,Franklin McDonough,REP,200,106,89,5
Wheeler,2,County Attorney,,Misty L. Walker,REP,108,52,55,1
Wheeler,2,County Attorney,,Leslie Standerfer,REP,179,109,67,3
Wheeler,2,Sheriff,,John Hankins,REP,148,79,65,4
Wheeler,2,Sheriff,,Billy Dean Doss,REP,18,10,7,1
Wheeler,2,Sheriff,,Larry Z. Ashurst,REP,28,15,13,0
Wheeler,2,Sheriff,,Johnny Carter,REP,83,47,36,0
Wheeler,2,Sheriff,,G. W. Barrett,REP,13,10,3,0
Wheeler,2,County Tax Assessor-Collector,,Cindy L. Brown,REP,279,155,119,5
Wheeler,2,"County Commissioner, Precinct 1",,Jackie Don May Jr,REP,177,94,83,0
Wheeler,2,"County Commissioner, Precinct 1",,Steve Walker,REP,84,44,37,3
Wheeler,2,"County Commissioner, Precinct 1",,Larry Erwin,REP,28,23,3,2
Wheeler,2,"Constable, Precinct No. 1",,Mack Marshall,REP,273,151,117,5
Wheeler,2,County Chairman,,Elizabeth McDowell,REP,248,136,107,5
Wheeler,2,Proposition 1,,Yes,REP,248,142,101,5
Wheeler,2,Proposition 1,,No,REP,39,17,22,0
Wheeler,2,Proposition 2,,Yes,REP,237,135,97,5
Wheeler,2,Proposition 2,,No,REP,47,22,25,0
Wheeler,2,Proposition 3,,Yes,REP,245,137,103,5
Wheeler,2,Proposition 3,,No,REP,30,16,14,0
Wheeler,2,Proposition 4,,Yes,REP,268,153,110,5
Wheeler,2,Proposition 4,,No,REP,9,2,7,0
Wheeler,2,Proposition 5,,Yes,REP,245,139,101,5
Wheeler,2,Proposition 5,,No,REP,29,14,15,0
Wheeler,2,Proposition 6,,Yes,REP,255,141,109,5
Wheeler,2,Proposition 6,,No,REP,20,12,8,0
Wheeler,2,Proposition 7,,Yes,REP,278,155,118,5
Wheeler,2,Proposition 7,,No,REP,4,3,1,0
Wheeler,2,Proposition 8,,Yes,REP,268,152,111,5
Wheeler,2,Proposition 8,,No,REP,3,0,3,0
Wheeler,2,Proposition 9,,Yes,REP,258,148,105,5
Wheeler,2,Proposition 9,,No,REP,16,5,11,0
Wheeler,2,Proposition 10,,Yes,REP,261,146,110,5
Wheeler,2,Proposition 10,,No,REP,11,6,5,0
Wheeler,3,President,,Zoltan G. Istvan,REP,0,0,0,0
Wheeler,3,President,,Matthew John Matern,REP,0,0,0,0
Wheeler,3,President,,Donald J. Trump,REP,239,115,123,1
Wheeler,3,President,,Bill Weld,REP,0,0,0,0
Wheeler,3,Registered Voters,,,,541,,,
Wheeler,3,President,,Bob Ely,REP,0,0,0,0
Wheeler,3,President,,Joe Walsh,REP,3,1,2,0
Wheeler,3,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,1,0,0
Wheeler,3,President,,Uncommitted,REP,8,5,3,0
Wheeler,3,United States Senator,,Virgil Bierschwale,REP,6,2,4,0
Wheeler,3,United States Senator,,John Anthony Castro,REP,18,7,11,0
Wheeler,3,United States Senator,,Mark Yancey,REP,16,12,4,0
Wheeler,3,United States Senator,,Dwayne Stovall,REP,33,18,15,0
Wheeler,3,United States Senator,,John Cornyn,REP,149,71,77,1
Wheeler,3,United States Representative,13,Matt McArthur,REP,15,8,7,0
Wheeler,3,United States Representative,13,Josh Winegarner,REP,107,49,58,0
Wheeler,3,United States Representative,13,Chris Ekstrom,REP,30,16,14,0
Wheeler,3,United States Representative,13,Vance Snider II,REP,26,14,12,0
Wheeler,3,United States Representative,13,Monique Worthy,REP,2,1,1,0
Wheeler,3,United States Representative,13,Mark Neese,REP,4,1,3,0
Wheeler,3,United States Representative,13,Asusena Resndiz,REP,3,1,2,0
Wheeler,3,United States Representative,13,Ronny Jackson,REP,12,6,6,0
Wheeler,3,United States Representative,13,Diane Knowlton,REP,0,0,0,0
Wheeler,3,United States Representative,13,Richard Herman,REP,3,1,2,0
Wheeler,3,United States Representative,13,Lee Harvey,REP,3,3,0,0
Wheeler,3,United States Representative,13,"Catherine ""I SWEAR"" Carr",REP,2,0,2,0
Wheeler,3,United States Representative,13,Jamie Culley,REP,1,0,1,0
Wheeler,3,United States Representative,13,Elaine Hays,REP,25,11,13,1
Wheeler,3,United States Representative,13,Jason Foglesong,REP,0,0,0,0
Wheeler,3,Railroad Commissioner,,"James ""Jim"" Wright",REP,140,68,72,0
Wheeler,3,Railroad Commissioner,,Ryan Sitton,REP,59,26,33,0
Wheeler,3,"Chief Justice, Supreme Court",,Nathan Hecht,REP,187,89,97,1
Wheeler,3,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jane Bland,REP,180,86,94,0
Wheeler,3,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,180,86,94,0
Wheeler,3,"Justice, Supreme Court, Place 8",,Brett Busby,REP,179,86,93,0
Wheeler,3,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,90,45,45,0
Wheeler,3,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,101,48,53,0
Wheeler,3,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,171,81,90,0
Wheeler,3,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,172,81,91,0
Wheeler,3,"Member, State Board of Education",15,Jay Johnson,REP,171,82,89,0
Wheeler,3,State Representative,68,Drew Springer,REP,178,82,95,1
Wheeler,3,"Chief Justice, 7th Court of Appeals District",,Brian Quinn,REP,170,79,90,1
Wheeler,3,"Justice, 7th Court of Appeals District, Place 4",,Steven Denny,REP,79,30,49,0
Wheeler,3,"Justice, 7th Court of Appeals District, Place 4",,Larry Doss,REP,105,58,47,0
Wheeler,3,"District Attorney, 31st Judicial District",,Franklin McDonough,REP,166,78,87,1
Wheeler,3,County Attorney,,Misty L. Walker,REP,103,44,59,0
Wheeler,3,County Attorney,,Leslie Standerfer,REP,144,77,66,1
Wheeler,3,Sheriff,,John Hankins,REP,111,50,61,0
Wheeler,3,Sheriff,,Billy Dean Doss,REP,8,4,4,0
Wheeler,3,Sheriff,,Larry Z. Ashurst,REP,25,12,13,0
Wheeler,3,Sheriff,,Johnny Carter,REP,85,43,41,1
Wheeler,3,Sheriff,,G. W. Barrett,REP,22,13,9,0
Wheeler,3,County Tax Assessor-Collector,,Cindy L. Brown,REP,247,119,127,1
Wheeler,3,"Constable, Precinct No. 1",,Mack Marshall,REP,241,115,125,1
Wheeler,3,County Chairman,,Elizabeth McDowell,REP,218,106,111,1
Wheeler,3,Proposition 1,,Yes,REP,207,100,106,1
Wheeler,3,Proposition 1,,No,REP,39,19,20,0
Wheeler,3,Proposition 2,,Yes,REP,192,89,102,1
Wheeler,3,Proposition 2,,No,REP,51,28,23,0
Wheeler,3,Proposition 3,,Yes,REP,213,103,109,1
Wheeler,3,Proposition 3,,No,REP,23,10,13,0
Wheeler,3,Proposition 4,,Yes,REP,225,108,116,1
Wheeler,3,Proposition 4,,No,REP,12,4,8,0
Wheeler,3,Proposition 5,,Yes,REP,208,104,104,0
Wheeler,3,Proposition 5,,No,REP,30,10,19,1
Wheeler,3,Proposition 6,,Yes,REP,209,99,109,1
Wheeler,3,Proposition 6,,No,REP,26,13,13,0
Wheeler,3,Proposition 7,,Yes,REP,233,112,120,1
Wheeler,3,Proposition 7,,No,REP,4,2,2,0
Wheeler,3,Proposition 8,,Yes,REP,227,112,114,1
Wheeler,3,Proposition 8,,No,REP,6,1,5,0
Wheeler,3,Proposition 9,,Yes,REP,217,103,113,1
Wheeler,3,Proposition 9,,No,REP,21,11,10,0
Wheeler,3,Proposition 10,,Yes,REP,222,112,109,1
Wheeler,3,Proposition 10,,No,REP,11,2,9,0
Wheeler,4,President,,Zoltan G. Istvan,REP,0,0,0,0
Wheeler,4,President,,Matthew John Matern,REP,0,0,0,0
Wheeler,4,President,,Donald J. Trump,REP,78,19,59,0
Wheeler,4,President,,Bill Weld,REP,0,0,0,0
Wheeler,4,Registered Voters,,,,176,,,
Wheeler,4,President,,Bob Ely,REP,0,0,0,0
Wheeler,4,President,,Joe Walsh,REP,1,0,1,0
Wheeler,4,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Wheeler,4,President,,Uncommitted,REP,0,0,0,0
Wheeler,4,United States Senator,,Virgil Bierschwale,REP,2,0,2,0
Wheeler,4,United States Senator,,John Anthony Castro,REP,3,0,3,0
Wheeler,4,United States Senator,,Mark Yancey,REP,8,4,4,0
Wheeler,4,United States Senator,,Dwayne Stovall,REP,20,5,15,0
Wheeler,4,United States Senator,,John Cornyn,REP,38,10,28,0
Wheeler,4,United States Representative,13,Matt McArthur,REP,3,2,1,0
Wheeler,4,United States Representative,13,Josh Winegarner,REP,42,10,32,0
Wheeler,4,United States Representative,13,Chris Ekstrom,REP,5,2,3,0
Wheeler,4,United States Representative,13,Vance Snider II,REP,8,1,7,0
Wheeler,4,United States Representative,13,Monique Worthy,REP,0,0,0,0
Wheeler,4,United States Representative,13,Mark Neese,REP,1,0,1,0
Wheeler,4,United States Representative,13,Asusena Resndiz,REP,0,0,0,0
Wheeler,4,United States Representative,13,Ronny Jackson,REP,7,0,7,0
Wheeler,4,United States Representative,13,Diane Knowlton,REP,0,0,0,0
Wheeler,4,United States Representative,13,Richard Herman,REP,1,0,1,0
Wheeler,4,United States Representative,13,Lee Harvey,REP,0,0,0,0
Wheeler,4,United States Representative,13,"Catherine ""I SWEAR"" Carr",REP,0,0,0,0
Wheeler,4,United States Representative,13,Jamie Culley,REP,0,0,0,0
Wheeler,4,United States Representative,13,Elaine Hays,REP,3,1,2,0
Wheeler,4,United States Representative,13,Jason Foglesong,REP,2,2,0,0
Wheeler,4,Railroad Commissioner,,"James ""Jim"" Wright",REP,50,16,34,0
Wheeler,4,Railroad Commissioner,,Ryan Sitton,REP,11,1,10,0
Wheeler,4,"Chief Justice, Supreme Court",,Nathan Hecht,REP,61,17,44,0
Wheeler,4,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jane Bland,REP,63,18,45,0
Wheeler,4,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,62,18,44,0
Wheeler,4,"Justice, Supreme Court, Place 8",,Brett Busby,REP,60,18,42,0
Wheeler,4,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,19,5,14,0
Wheeler,4,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,44,13,31,0
Wheeler,4,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,61,18,43,0
Wheeler,4,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,60,18,42,0
Wheeler,4,"Member, State Board of Education",15,Jay Johnson,REP,59,18,41,0
Wheeler,4,State Representative,68,Drew Springer,REP,65,18,47,0
Wheeler,4,"Chief Justice, 7th Court of Appeals District",,Brian Quinn,REP,59,18,41,0
Wheeler,4,"Justice, 7th Court of Appeals District, Place 4",,Steven Denny,REP,25,8,17,0
Wheeler,4,"Justice, 7th Court of Appeals District, Place 4",,Larry Doss,REP,36,11,25,0
Wheeler,4,"District Attorney, 31st Judicial District",,Franklin McDonough,REP,61,17,44,0
Wheeler,4,County Attorney,,Misty L. Walker,REP,29,5,24,0
Wheeler,4,County Attorney,,Leslie Standerfer,REP,44,12,32,0
Wheeler,4,Sheriff,,John Hankins,REP,37,10,27,0
Wheeler,4,Sheriff,,Billy Dean Doss,REP,4,1,3,0
Wheeler,4,Sheriff,,Larry Z. Ashurst,REP,0,0,0,0
Wheeler,4,Sheriff,,Johnny Carter,REP,23,6,17,0
Wheeler,4,Sheriff,,G. W. Barrett,REP,15,2,13,0
Wheeler,4,County Tax Assessor-Collector,,Cindy L. Brown,REP,70,19,51,0
Wheeler,4,"Constable, Precinct No. 1",,Mack Marshall,REP,62,18,44,0
Wheeler,4,County Chairman,,Elizabeth McDowell,REP,63,18,45,0
Wheeler,4,Proposition 1,,Yes,REP,68,15,53,0
Wheeler,4,Proposition 1,,No,REP,10,4,6,0
Wheeler,4,Proposition 2,,Yes,REP,72,17,55,0
Wheeler,4,Proposition 2,,No,REP,6,2,4,0
Wheeler,4,Proposition 3,,Yes,REP,71,18,53,0
Wheeler,4,Proposition 3,,No,REP,5,1,4,0
Wheeler,4,Proposition 4,,Yes,REP,74,18,56,0
Wheeler,4,Proposition 4,,No,REP,3,1,2,0
Wheeler,4,Proposition 5,,Yes,REP,67,17,50,0
Wheeler,4,Proposition 5,,No,REP,10,2,8,0
Wheeler,4,Proposition 6,,Yes,REP,74,18,56,0
Wheeler,4,Proposition 6,,No,REP,2,1,1,0
Wheeler,4,Proposition 7,,Yes,REP,72,16,56,0
Wheeler,4,Proposition 7,,No,REP,3,2,1,0
Wheeler,4,Proposition 8,,Yes,REP,74,19,55,0
Wheeler,4,Proposition 8,,No,REP,1,0,1,0
Wheeler,4,Proposition 9,,Yes,REP,69,17,52,0
Wheeler,4,Proposition 9,,No,REP,5,2,3,0
Wheeler,4,Proposition 10,,Yes,REP,71,19,52,0
Wheeler,4,Proposition 10,,No,REP,4,0,4,0
Wheeler,5,President,,Zoltan G. Istvan,REP,0,0,0,0
Wheeler,5,President,,Matthew John Matern,REP,0,0,0,0
Wheeler,5,President,,Donald J. Trump,REP,46,12,34,0
Wheeler,5,President,,Bill Weld,REP,0,0,0,0
Wheeler,5,Registered Voters,,,,100,,,
Wheeler,5,President,,Bob Ely,REP,0,0,0,0
Wheeler,5,President,,Joe Walsh,REP,0,0,0,0
Wheeler,5,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Wheeler,5,President,,Uncommitted,REP,2,0,2,0
Wheeler,5,United States Senator,,Virgil Bierschwale,REP,0,0,0,0
Wheeler,5,United States Senator,,John Anthony Castro,REP,1,0,1,0
Wheeler,5,United States Senator,,Mark Yancey,REP,0,0,0,0
Wheeler,5,United States Senator,,Dwayne Stovall,REP,4,0,4,0
Wheeler,5,United States Senator,,John Cornyn,REP,34,12,22,0
Wheeler,5,United States Representative,13,Matt McArthur,REP,2,1,1,0
Wheeler,5,United States Representative,13,Josh Winegarner,REP,19,7,12,0
Wheeler,5,United States Representative,13,Chris Ekstrom,REP,6,2,4,0
Wheeler,5,United States Representative,13,Vance Snider II,REP,2,0,2,0
Wheeler,5,United States Representative,13,Monique Worthy,REP,0,0,0,0
Wheeler,5,United States Representative,13,Mark Neese,REP,1,0,1,0
Wheeler,5,United States Representative,13,Asusena Resndiz,REP,0,0,0,0
Wheeler,5,United States Representative,13,Ronny Jackson,REP,13,2,11,0
Wheeler,5,United States Representative,13,Diane Knowlton,REP,0,0,0,0
Wheeler,5,United States Representative,13,Richard Herman,REP,0,0,0,0
Wheeler,5,United States Representative,13,Lee Harvey,REP,0,0,0,0
Wheeler,5,United States Representative,13,"Catherine ""I SWEAR"" Carr",REP,0,0,0,0
Wheeler,5,United States Representative,13,Jamie Culley,REP,0,0,0,0
Wheeler,5,United States Representative,13,Elaine Hays,REP,3,0,3,0
Wheeler,5,United States Representative,13,Jason Foglesong,REP,0,0,0,0
Wheeler,5,Railroad Commissioner,,"James ""Jim"" Wright",REP,17,4,13,0
Wheeler,5,Railroad Commissioner,,Ryan Sitton,REP,18,6,12,0
Wheeler,5,"Chief Justice, Supreme Court",,Nathan Hecht,REP,35,10,25,0
Wheeler,5,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jane Bland,REP,37,11,26,0
Wheeler,5,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,34,9,25,0
Wheeler,5,"Justice, Supreme Court, Place 8",,Brett Busby,REP,35,10,25,0
Wheeler,5,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,21,3,18,0
Wheeler,5,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,13,7,6,0
Wheeler,5,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,34,9,25,0
Wheeler,5,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,33,9,24,0
Wheeler,5,"Member, State Board of Education",15,Jay Johnson,REP,34,9,25,0
Wheeler,5,State Representative,68,Drew Springer,REP,37,10,27,0
Wheeler,5,"Chief Justice, 7th Court of Appeals District",,Brian Quinn,REP,36,9,27,0
Wheeler,5,"Justice, 7th Court of Appeals District, Place 4",,Steven Denny,REP,20,8,12,0
Wheeler,5,"Justice, 7th Court of Appeals District, Place 4",,Larry Doss,REP,18,3,15,0
Wheeler,5,"District Attorney, 31st Judicial District",,Franklin McDonough,REP,36,9,27,0
Wheeler,5,County Attorney,,Misty L. Walker,REP,18,5,13,0
Wheeler,5,County Attorney,,Leslie Standerfer,REP,27,5,22,0
Wheeler,5,Sheriff,,John Hankins,REP,22,5,17,0
Wheeler,5,Sheriff,,Billy Dean Doss,REP,4,2,2,0
Wheeler,5,Sheriff,,Larry Z. Ashurst,REP,0,0,0,0
Wheeler,5,Sheriff,,Johnny Carter,REP,17,4,13,0
Wheeler,5,Sheriff,,G. W. Barrett,REP,4,1,3,0
Wheeler,5,County Tax Assessor-Collector,,Cindy L. Brown,REP,45,10,35,0
Wheeler,5,"County Commissioner, Precinct 3",,Steven Bentley,REP,15,4,11,0
Wheeler,5,"County Commissioner, Precinct 3",,David Simpson,REP,32,8,24,0
Wheeler,5,"Constable, Precinct No. 2",,Kenneth Martindale,REP,44,10,34,0
Wheeler,5,County Chairman,,Elizabeth McDowell,REP,41,10,31,0
Wheeler,5,Proposition 1,,Yes,REP,43,8,35,0
Wheeler,5,Proposition 1,,No,REP,3,3,0,0
Wheeler,5,Proposition 2,,Yes,REP,38,9,29,0
Wheeler,5,Proposition 2,,No,REP,9,3,6,0
Wheeler,5,Proposition 3,,Yes,REP,46,12,34,0
Wheeler,5,Proposition 3,,No,REP,1,0,1,0
Wheeler,5,Proposition 4,,Yes,REP,45,12,33,0
Wheeler,5,Proposition 4,,No,REP,1,0,1,0
Wheeler,5,Proposition 5,,Yes,REP,42,10,32,0
Wheeler,5,Proposition 5,,No,REP,1,1,0,0
Wheeler,5,Proposition 6,,Yes,REP,43,11,32,0
Wheeler,5,Proposition 6,,No,REP,1,0,1,0
Wheeler,5,Proposition 7,,Yes,REP,44,11,33,0
Wheeler,5,Proposition 7,,No,REP,0,0,0,0
Wheeler,5,Proposition 8,,Yes,REP,45,12,33,0
Wheeler,5,Proposition 8,,No,REP,0,0,0,0
Wheeler,5,Proposition 9,,Yes,REP,42,11,31,0
Wheeler,5,Proposition 9,,No,REP,3,0,3,0
Wheeler,5,Proposition 10,,Yes,REP,46,12,34,0
Wheeler,5,Proposition 10,,No,REP,1,0,1,0
Wheeler,6,President,,Zoltan G. Istvan,REP,0,0,0,0
Wheeler,6,President,,Matthew John Matern,REP,0,0,0,0
