office,district,candidate,incumbent,party,votes,pct
District Judge,51st Judicial District,Barbara Lane Walther,TRUE,REP,6707,100
District Judge,51st Judicial District,Total,,,6707,
District Judge,56th Judicial District,Lonnie  Cox,TRUE,REP,3808,100
District Judge,56th Judicial District,Total,,,3808,
District Judge,57th Judicial District,Pat Boone,TRUE,REP,17395,100
District Judge,57th Judicial District,Total,,,17395,
District Judge,59th Judicial District,"Rayburn M. Nall, Jr.",TRUE,REP,6661,100
District Judge,59th Judicial District,Total,,,6661,
District Judge,61st Judicial District,John Donovan,TRUE,REP,58702,100
District Judge,61st Judicial District,Total,,,58702,
District Judge,67th Judicial District,Don Cosby,TRUE,REP,18885,100
District Judge,67th Judicial District,Total,,,18885,
District Judge,72nd Judicial District,Blair Cherry,TRUE,REP,9215,100
District Judge,72nd Judicial District,Total,,,9215,
District Judge,74th Judicial District,Gary Cunha,FALSE,REP,8733,100
District Judge,74th Judicial District,Total,,,8733,
District Judge,78th Judicial District,Roy Sparkman,TRUE,REP,1879,100
District Judge,78th Judicial District,Total,,,1879,
District Judge,80th Judicial District,Kent Sullivan,FALSE,REP,58763,100
District Judge,80th Judicial District,Total,,,58763,
District Judge,84th Judicial District,"William D. ""Bill"" Smith",TRUE,REP,6059,100
District Judge,84th Judicial District,Total,,,6059,
District Judge,89th Judicial District,Mark Price,FALSE,REP,1799,100
District Judge,89th Judicial District,Total,,,1799,
District Judge,91st Judicial District,Steven R. Herod,TRUE,REP,899,100
District Judge,91st Judicial District,Total,,,899,
District Judge,95th Judicial District,Karen Johnson,TRUE,REP,23400,100
District Judge,95th Judicial District,Total,,,23400,
District Judge,96th Judicial District,Jeff  Walker,TRUE,REP,18869,100
District Judge,96th Judicial District,Total,,,18869,
District Judge,99th Judicial District,Mackey K. Hancock,TRUE,REP,9315,100
District Judge,99th Judicial District,Total,,,9315,
District Judge,104th Judicial District,Lee Hamilton,TRUE,REP,6116,100
District Judge,104th Judicial District,Total,,,6116,
District Judge,108th Judicial District,Kevin A. Isern,FALSE,REP,6071,100
District Judge,108th Judicial District,Total,,,6071,
District Judge,114th Judicial District,Cynthia Stevens Kent,TRUE,REP,15696,100
District Judge,114th Judicial District,Total,,,15696,
District Judge,116th Judicial District  Unexpired Term,Robert Frost,FALSE,REP,23260,100
District Judge,116th Judicial District  Unexpired Term,Total,,,23260,
District Judge,119th Judicial District,Ben Woodward,TRUE,REP,6436,100
District Judge,119th Judicial District,Total,,,6436,
District Judge,121st Judicial District,Kelly G. Moore,TRUE,REP,743,100
District Judge,121st Judicial District,Total,,,743,
District Judge,124th Judicial District,Alvin Khoury,TRUE,REP,6455,76.74
District Judge,124th Judicial District,John McIntyre,FALSE,REP,1957,23.26
District Judge,124th Judicial District,Total,,,8412,
District Judge,125th Judicial District,John Coselli,TRUE,REP,58668,100
District Judge,125th Judicial District,Total,,,58668,
District Judge,127th Judicial District,Sharolyn Wood,TRUE,REP,59296,100
District Judge,127th Judicial District,Total,,,59296,
District Judge,129th Judicial District,Grant Dorfman,TRUE,REP,58234,100
District Judge,129th Judicial District,Total,,,58234,
District Judge,131st Judicial District,Bill White,FALSE,REP,16240,100
District Judge,131st Judicial District,Total,,,16240,
District Judge,132nd Judicial District,Ernie B. Armstrong,TRUE,REP,935,100
District Judge,132nd Judicial District,Total,,,935,
District Judge,133rd Judicial District,Lamar McCorkle,TRUE,REP,58440,100
District Judge,133rd Judicial District,Total,,,58440,
District Judge,135th Judicial District,Kemper Stephen Williams,TRUE,REP,4240,100
District Judge,135th Judicial District,Total,,,4240,
District Judge,140th Judicial District,Jim B. Darnell,TRUE,REP,9223,100
District Judge,140th Judicial District,Total,,,9223,
District Judge,142nd Judicial District,"George D. ""Jody"" Gilles",TRUE,REP,9002,100
District Judge,142nd Judicial District,Total,,,9002,
District Judge,145th Judicial District,Campbell Cox II,TRUE,REP,3878,100
District Judge,145th Judicial District,Total,,,3878,
District Judge,146th Judicial District,Rick Morris,TRUE,REP,6315,100
District Judge,146th Judicial District,Total,,,6315,
District Judge,151st Judicial District,Caroline E. Baker,TRUE,REP,58508,100
District Judge,151st Judicial District,Total,,,58508,
District Judge,152nd Judicial District,Ken Wise,TRUE,REP,58502,100
District Judge,152nd Judicial District,Total,,,58502,
District Judge,153rd Judicial District,Ken Curry,TRUE,REP,18899,100
District Judge,153rd Judicial District,Total,,,18899,
District Judge,157th Judicial District  Unexpired Term,Randy Wilson,FALSE,REP,58242,100
District Judge,157th Judicial District  Unexpired Term,Total,,,58242,
District Judge,161st Judicial District,Tryon D. Lewis,TRUE,REP,9179,100
District Judge,161st Judicial District,Total,,,9179,
District Judge,162nd Judicial District,Bill Rhea,TRUE,REP,23184,100
District Judge,162nd Judicial District,Total,,,23184,
District Judge,164th Judicial District,Martha Hill Jamison,TRUE,REP,58718,100
District Judge,164th Judicial District,Total,,,58718,
District Judge,165th Judicial District,Elizabeth Ray,TRUE,REP,58657,100
District Judge,165th Judicial District,Total,,,58657,
District Judge,174th Judicial District,George H. Godwin,TRUE,REP,58179,100
District Judge,174th Judicial District,Total,,,58179,
District Judge,176th Judicial District,Brian Rains,TRUE,REP,58125,100
District Judge,176th Judicial District,Total,,,58125,
District Judge,177th Judicial District,Devon Anderson,FALSE,REP,36012,53.36
District Judge,177th Judicial District,Adam Brown,FALSE,REP,11973,17.74
District Judge,177th Judicial District,Emily Munoz,FALSE,REP,19510,28.91
District Judge,177th Judicial District,Total,,,67495,
District Judge,178th Judicial District,Bill Harmon,TRUE,REP,58428,100
District Judge,178th Judicial District,Total,,,58428,
District Judge,179th Judicial District,Mike Wilkinson,TRUE,REP,57908,100
District Judge,179th Judicial District,Total,,,57908,
District Judge,189th Judicial District  Unexpired Term,Bill Burke,FALSE,REP,57800,100
District Judge,189th Judicial District  Unexpired Term,Total,,,57800,
District Judge,199th Judicial District,"Robert T. Dry, Jr.",TRUE,REP,11652,100
District Judge,199th Judicial District,Total,,,11652,
District Judge,213th Judicial District,Bob Gill,TRUE,REP,18644,100
District Judge,213th Judicial District,Total,,,18644,
District Judge,215th Judicial District,Levi Benton,TRUE,REP,57476,100
District Judge,215th Judicial District,Total,,,57476,
District Judge,216th Judicial District,Stephen B. Ables,TRUE,REP,13884,100
District Judge,216th Judicial District,Total,,,13884,
District Judge,228th Judicial District  Unexpired Term,Marc Carter,FALSE,REP,38086,58.12
District Judge,228th Judicial District  Unexpired Term,Clint Greenwood,FALSE,REP,27444,41.88
District Judge,228th Judicial District  Unexpired Term,Total,,,65530,
District Judge,235th Judicial District,Janelle M. Haverkamp,FALSE,REP,2830,55.04
District Judge,235th Judicial District,Ken King,FALSE,REP,2312,44.96
District Judge,235th Judicial District,Total,,,5142,
District Judge,241st Judicial District  Unexpired Term,"Jack Skeen, Jr.",TRUE,REP,15236,100
District Judge,241st Judicial District  Unexpired Term,Total,,,15236,
District Judge,272nd Judicial District,Rick Davis,TRUE,REP,3777,43.19
District Judge,272nd Judicial District,Shane Phelps,FALSE,REP,4322,49.42
District Judge,272nd Judicial District,John T. Quinn,FALSE,REP,647,7.4
District Judge,272nd Judicial District,Total,,,8746,
District Judge,281st Judicial District  Unexpired Term,David Bernal,FALSE,REP,40363,61.81
District Judge,281st Judicial District  Unexpired Term,Bruce Ward Bain,FALSE,REP,24936,38.19
District Judge,281st Judicial District  Unexpired Term,Total,,,65299,
District Judge,288th Judicial District  Unexpired Term,Jim Brister,FALSE,REP,6048,31.02
District Judge,288th Judicial District  Unexpired Term,Bill Chenault,FALSE,REP,4696,24.08
District Judge,288th Judicial District  Unexpired Term,Lori D. Massey,TRUE,REP,8754,44.9
District Judge,288th Judicial District  Unexpired Term,Total,,,19498,
District Judge,333rd Judicial District,"Joseph ""Tad"" Halbach",TRUE,REP,57007,100
District Judge,333rd Judicial District,Total,,,57007,
District Judge,334th Judicial District,Sharon McCally,FALSE,REP,34299,50.2
District Judge,334th Judicial District,Reece Rondon,FALSE,REP,34030,49.8
District Judge,334th Judicial District,Total,,,68329,
District Judge,335th Judicial District,Reva L. Towslee Corbett,FALSE,REP,3378,51.03
District Judge,335th Judicial District,Derek R. Van Gilder,FALSE,REP,3241,48.97
District Judge,335th Judicial District,Total,,,6619,
District Judge,336th Judicial District,Lauri Blake,FALSE,REP,5068,53.56
District Judge,336th Judicial District,Rick Dunn,FALSE,REP,4394,46.44
District Judge,336th Judicial District,Total,,,9462,
District Judge,337th Judicial District,Don Stricklin,TRUE,REP,57943,100
District Judge,337th Judicial District,Total,,,57943,
District Judge,338th Judicial District,Brock Thomas,TRUE,REP,57514,100
District Judge,338th Judicial District,Total,,,57514,
District Judge,339th Judicial District,Caprice Cosper,TRUE,REP,57545,100
District Judge,339th Judicial District,Total,,,57545,
District Judge,340th Judicial District,Rae Leifeste,TRUE,REP,2496,33.76
District Judge,340th Judicial District,Jay Weatherby,FALSE,REP,4898,66.24
District Judge,340th Judicial District,Total,,,7394,
District Judge,342nd Judicial District,Bob McGrath,TRUE,REP,18883,100
District Judge,342nd Judicial District,Total,,,18883,
District Judge,345th Judicial District,Patrick  O'Connor Keel,FALSE,REP,21741,100
District Judge,345th Judicial District,Total,,,21741,
District Judge,346th Judicial District,Richard Roman,FALSE,REP,6299,100
District Judge,346th Judicial District,Total,,,6299,
District Judge,348th Judicial District,Dana  Womack,TRUE,REP,18910,100
District Judge,348th Judicial District,Total,,,18910,
District Judge,349th Judicial District,Pam Foster Fletcher,TRUE,REP,3063,100
District Judge,349th Judicial District,Total,,,3063,
District Judge,350th Judicial District,Curtis Tomme,FALSE,REP,3248,47.67
District Judge,350th Judicial District,Thomas Wheeler,FALSE,REP,3565,52.33
District Judge,350th Judicial District,Total,,,6813,
District Judge,351st Judicial District,Mark Ellis,FALSE,REP,58288,100
District Judge,351st Judicial District,Total,,,58288,
District Judge,352nd Judicial District,Bonnie  Sudderth,TRUE,REP,18696,100
District Judge,352nd Judicial District,Total,,,18696,
District Judge,353rd Judicial District,Demetri Anastasiadis,FALSE,REP,19755,100
District Judge,353rd Judicial District,Total,,,19755,
District Judge,362nd Judicial District,Bruce McFarling,TRUE,REP,11325,100
District Judge,362nd Judicial District,Total,,,11325,
District Judge,378th Judicial District,Al Scoggins,TRUE,REP,3383,100
District Judge,378th Judicial District,Total,,,3383,
District Judge,379th Judicial District,Bert Richardson,TRUE,REP,17070,100
District Judge,379th Judicial District,Total,,,17070,
District Judge,380th Judicial District,Charles  Sandoval,TRUE,REP,11741,100
District Judge,380th Judicial District,Total,,,11741,
District Judge,382nd Judicial District,Brett Hall,TRUE,REP,4023,100
District Judge,382nd Judicial District,Total,,,4023,
District Judge,386th Judicial District,Laura Parker,TRUE,REP,17265,100
District Judge,386th Judicial District,Total,,,17265,
District Judge,387th Judicial District,Robert J. Kern,TRUE,REP,9747,100
District Judge,387th Judicial District,Total,,,9747,
District Judge,390th Judicial District,Julie Kocurek,TRUE,REP,22196,100
District Judge,390th Judicial District,Total,,,22196,
District Judge,391st Judicial District,Tom Gossett,TRUE,REP,6131,100
District Judge,391st Judicial District,Total,,,6131,
District Judge,392nd Judicial District,Carter W. Tarrance,TRUE,REP,3410,100
District Judge,392nd Judicial District,Total,,,3410,
District Judge,393rd Judicial District,Vicki Barbee Isaacks,TRUE,REP,11101,100
District Judge,393rd Judicial District,Total,,,11101,
District Judge,395th Judicial District,Mike Jergins,TRUE,REP,17315,100
District Judge,395th Judicial District,Total,,,17315,
District Judge,396th Judicial District,George Gallagher,TRUE,REP,18437,100
District Judge,396th Judicial District,Total,,,18437,
District Judge,399th Judicial District,Juanita A. VasquezGardner,TRUE,REP,16806,100
District Judge,399th Judicial District,Total,,,16806,
District Judge,400th Judicial District,Cliff Vacek,FALSE,REP,10240,100
District Judge,400th Judicial District,Total,,,10240,
District Judge,401st Judicial District,Mark Rusch,TRUE,REP,11660,100
District Judge,401st Judicial District,Total,,,11660,
District Judge,402nd Judicial District,Tim Boswell,TRUE,REP,2608,100
District Judge,402nd Judicial District,Total,,,2608,
District Judge,408th Judicial District,Rebecca Simmons,TRUE,REP,15868,100
District Judge,408th Judicial District,Total,,,15868,
District Judge,410th Judicial District,Mike Mayes,TRUE,REP,14343,72.78
District Judge,410th Judicial District,"Stephen ""Steve"" Simonsen",FALSE,REP,5365,27.22
District Judge,410th Judicial District,Total,,,19708,
District Judge,413th Judicial District,Bill Bosworth,TRUE,REP,5894,100
District Judge,413th Judicial District,Total,,,5894,
District Judge,416th Judicial District,Chris Oldner,FALSE,REP,11720,100
District Judge,416th Judicial District,Total,,,11720,
"Criminal District Judge, Dallas County",2,Cliff Stricklin,TRUE,REP,23182,100
"Criminal District Judge, Dallas County",2,Total,,,23182,
"Criminal District Judge, Dallas County",3,Robert W. Francis,TRUE,REP,23185,100
"Criminal District Judge, Dallas County",3,Total,,,23185,
"Criminal District Judge, Dallas County",4,John C. Creuzot,TRUE,REP,23219,100
"Criminal District Judge, Dallas County",4,Total,,,23219,
"Criminal District Judge, Tarrant County",2,Michael Deegan,FALSE,REP,8290,39
"Criminal District Judge, Tarrant County",2,Wayne  Salvant,TRUE,REP,12964,61
"Criminal District Judge, Tarrant County",2,Total,,,21254,
District Judge,360th Judicial District,Debra  Lehrmann,TRUE,REP,18446,100
District Judge,360th Judicial District,Total,,,18446,
District Attorney, 9th Judicial District,Gary F. Beauchamp,FALSE,REP,8708,41.3
District Attorney, 9th Judicial District,Michael McDougal,TRUE,REP,12376,58.7
District Attorney, 9th Judicial District,Total,,,21084,
District Attorney, 12th Judicial District,Whitney Thompson Smith,FALSE,REP,817,100
District Attorney, 12th Judicial District,Total,,,817,
District Attorney, 18th Judicial District,Dale Hanna,TRUE,REP,6240,100
District Attorney, 18th Judicial District,Total,,,6240,
District Attorney, 25th Judicial District,"Robert E. (""BOB"") Etlinger",FALSE,REP,3190,45.5
District Attorney, 25th Judicial District,Vicki Pattillo,FALSE,REP,3821,54.5
District Attorney, 25th Judicial District,Total,,,7011,
District Attorney, 26th Judicial District,John Bradley,TRUE,REP,17643,100
District Attorney, 26th Judicial District,Total,,,17643,
District Attorney, 27th Judicial District,Henry Garza,TRUE,REP,6388,100
District Attorney, 27th Judicial District,Total,,,6388,
District Attorney, 31st Judicial District,Richard J. ,TRUE,REP,2440,100
District Attorney, 31st Judicial District,Total,,,2440,
District Attorney, 33rd Judicial District,Sam Oatman,TRUE,REP,6352,100
District Attorney, 33rd Judicial District,Total,,,6352,
District Attorney, 35th Judicial District,Mike Murray,FALSE,REP,2893,100
District Attorney, 35th Judicial District,Total,,,2893,
District Attorney, 38th Judicial District,Daniel J. Kindred,FALSE,REP,2125,100
District Attorney, 38th Judicial District,Total,,,2125,
District Attorney, 43rd Judicial District,Don Schnebly,TRUE,REP,5591,100
District Attorney, 43rd Judicial District,Total,,,5591,
District Attorney, 47th Judicial District,Dave Blount,FALSE,REP,3840,46.52
District Attorney, 47th Judicial District,Randall C. Sims,FALSE,REP,4414,53.48
District Attorney, 47th Judicial District,Total,,,8254,
District Attorney, 50th Judicial District,David W. Hajek,TRUE,REP,79,100
District Attorney, 50th Judicial District,Total,,,79,
District Attorney, 51st Judicial District,Stephen R. Lupton,TRUE,REP,6608,100
District Attorney, 51st Judicial District,Total,,,6608,
District Attorney, 52nd Judicial District,David A. Castillo,FALSE,REP,1941,62.51
District Attorney, 52nd Judicial District,Sandy S. Gately,FALSE,REP,1164,37.49
District Attorney, 52nd Judicial District,Total,,,3105,
District Attorney, 64th Judicial District,Hollis M. Browning,FALSE,REP,738,25.39
District Attorney, 64th Judicial District,Wally Hatch,FALSE,REP,1447,49.78
District Attorney, 64th Judicial District,Terry D. McEachern,FALSE,REP,722,24.84
District Attorney, 64th Judicial District,Total,,,2907,
District Attorney, 69th Judicial District,David M. Green,TRUE,REP,2729,100
District Attorney, 69th Judicial District,Total,,,2729,
District Attorney, 70th Judicial District,"R.C. ""Eric"" Augesen",FALSE,REP,4155,36.1
District Attorney, 70th Judicial District,John W. Smith,TRUE,REP,7356,63.9
District Attorney, 70th Judicial District,Total,,,11511,
District Attorney, 84th Judicial District,Clay L. Ballman,TRUE,REP,4810,100
District Attorney, 84th Judicial District,Total,,,4810,
District Attorney, 85th Judicial District,C. Patrick Meece,FALSE,REP,5591,100
District Attorney, 85th Judicial District,Total,,,5591,
District Attorney, 97th Judicial District,Tim Cole,TRUE,REP,713,100
District Attorney, 97th Judicial District,Total,,,713,
District Attorney, 100th Judicial District,Stuart Messer,TRUE,REP,693,100
District Attorney, 100th Judicial District,Total,,,693,
District Attorney, 105th Judicial District,Guy Williams,FALSE,REP,5343,100
District Attorney, 105th Judicial District,Total,,,5343,
District Attorney, 106th Judicial District,Brian L. Kingston,FALSE,REP,630,100
District Attorney, 106th Judicial District,Total,,,630,
District Attorney, 109th Judicial District,Michael L. Fostel,TRUE,REP,865,100
District Attorney, 109th Judicial District,Total,,,865,
Harris County,Attorney,Chuck Rosenthal,TRUE,REP,62129,100
Harris County,Attorney,Total,,,62129,
District Attorney, 118th Judicial District,Hardy L. Wilkerson,TRUE,REP,714,100
District Attorney, 118th Judicial District,Total,,,714,
District Attorney, 119th Judicial District,George E. McCrea,FALSE,REP,6036,100
District Attorney, 119th Judicial District,Total,,,6036,
District Attorney, 123rd Judicial District,Lynda K. Russell,TRUE,REP,1167,100
District Attorney, 123rd Judicial District,Total,,,1167,
District Attorney, 132nd Judicial District,Dana W. Cooley,TRUE,REP,933,100
District Attorney, 132nd Judicial District,Total,,,933,
District Attorney, 142nd Judicial District,Al W. Schorre,TRUE,REP,9165,100
District Attorney, 142nd Judicial District,Total,,,9165,
District Attorney, 145th Judicial District,Ed Klein,TRUE,REP,3550,100
District Attorney, 145th Judicial District,Total,,,3550,
District Attorney, 173rd Judicial District,Donna Bennett,TRUE,REP,2582,58.63
District Attorney, 173rd Judicial District,Barry Bilger,FALSE,REP,1822,41.37
District Attorney, 173rd Judicial District,Total,,,4404,
District Attorney, 198th Judicial District,Donnie Jeanne Coleman,FALSE,REP,4251,49.89
District Attorney, 198th Judicial District,"Ronald L. ""Ron"" Sutton",TRUE,REP,4269,50.11
District Attorney, 198th Judicial District,Total,,,8520,
District Attorney, 216th Judicial District,E. Bruce Curry,TRUE,REP,10159,62.33
District Attorney, 216th Judicial District,Ross Fischer,FALSE,REP,6139,37.67
District Attorney, 216th Judicial District,Total,,,16298,
District Attorney, 235th Judicial District,Nancy L. Manning,FALSE,REP,1095,21.41
District Attorney, 235th Judicial District,Cindy Stormer,FALSE,REP,2749,53.75
District Attorney, 235th Judicial District,Roger White,FALSE,REP,1270,24.83
District Attorney, 235th Judicial District,Total,,,5114,
District Attorney, 259th Judicial District,Billy John Edwards,FALSE,REP,51,100
District Attorney, 259th Judicial District,Total,,,51,
District Attorney, 271st Judicial District,Jana A. Jones,TRUE,REP,1696,55.73
District Attorney, 271st Judicial District,Jim Matthews,FALSE,REP,1347,44.27
District Attorney, 271st Judicial District,Total,,,3043,
District Attorney, 278th Judicial District,Tuck Moody McLain,TRUE,REP,998,100
District Attorney, 278th Judicial District,Total,,,998,
District Attorney, 286th Judicial District,Gary A. Goff,TRUE,REP,2088,100
District Attorney, 286th Judicial District,Total,,,2088,
District Attorney, 287th Judicial District,Johnny Actkinson,FALSE,REP,1056,100
District Attorney, 287th Judicial District,Total,,,1056,
District Attorney, 329th Judicial District,Josh McCown,TRUE,REP,2064,100
District Attorney, 329th Judicial District,Total,,,2064,
District Attorney, 355th Judicial District,Rob Christian,TRUE,REP,4154,100
District Attorney, 355th Judicial District,Total,,,4154,
Criminal,Attorney Grayson County,Joe Brown,FALSE,REP,6723,100
Criminal,Attorney Grayson County,Total,,,6723,
Criminal,Attorney Smith County  Unexpired Term,Matt Bingham,FALSE,REP,10495,54.49
Criminal,Attorney Smith County  Unexpired Term,Alicia Cashell,FALSE,REP,8764,45.51
Criminal,Attorney Smith County  Unexpired Term,Total,,,19259,
President Congressional,1,George W. Bush,TRUE,REP,42305,93.77
President Congressional,1,Uncommitted,FALSE,REP,2809,6.23
President Congressional,1,Total,,,45114,
President Congressional,2,George W. Bush,TRUE,REP,21958,94.04
President Congressional,2,Uncommitted,FALSE,REP,1391,5.96
President Congressional,2,Total,,,23349,
President Congressional,3,George W. Bush,TRUE,REP,13755,92.17
President Congressional,3,Uncommitted,FALSE,REP,1168,7.83
President Congressional,3,Total,,,14923,
President Congressional,4,George W. Bush,TRUE,REP,27532,92.61
President Congressional,4,Uncommitted,FALSE,REP,2198,7.39
President Congressional,4,Total,,,29730,
President Congressional,5,George W. Bush,TRUE,REP,20432,92.73
President Congressional,5,Uncommitted,FALSE,REP,1601,7.27
President Congressional,5,Total,,,22033,
President Congressional,6,George W. Bush,TRUE,REP,14318,94.22
President Congressional,6,Uncommitted,FALSE,REP,878,5.78
President Congressional,6,Total,,,15196,
President Congressional,7,George W. Bush,TRUE,REP,27332,92.72
President Congressional,7,Uncommitted,FALSE,REP,2147,7.28
President Congressional,7,Total,,,29479,
President Congressional,8,George W. Bush,TRUE,REP,28553,90.99
President Congressional,8,Uncommitted,FALSE,REP,2827,9.01
President Congressional,8,Total,,,31380,
President Congressional,9,George W. Bush,TRUE,REP,6109,93.5
President Congressional,9,Uncommitted,FALSE,REP,425,6.5
President Congressional,9,Total,,,6534,
President Congressional,10,George W. Bush,TRUE,REP,30980,92.49
President Congressional,10,Uncommitted,FALSE,REP,2515,7.51
President Congressional,10,Total,,,33495,
President Congressional,11,George W. Bush,TRUE,REP,50921,93.13
President Congressional,11,Uncommitted,FALSE,REP,3757,6.87
President Congressional,11,Total,,,54678,
President Congressional,12,George W. Bush,TRUE,REP,17808,91.84
President Congressional,12,Uncommitted,FALSE,REP,1583,8.16
President Congressional,12,Total,,,19391,
President Congressional,13,George W. Bush,TRUE,REP,41864,91.05
President Congressional,13,Uncommitted,FALSE,REP,4117,8.95
President Congressional,13,Total,,,45981,
President Congressional,14,George W. Bush,TRUE,REP,24554,91.67
President Congressional,14,Uncommitted,FALSE,REP,2231,8.33
President Congressional,14,Total,,,26785,
President Congressional,15,George W. Bush,TRUE,REP,7488,93.78
President Congressional,15,Uncommitted,FALSE,REP,497,6.22
President Congressional,15,Total,,,7985,
President Congressional,16,George W. Bush,TRUE,REP,7660,94.47
President Congressional,16,Uncommitted,FALSE,REP,448,5.53
President Congressional,16,Total,,,8108,
President Congressional,17,George W. Bush,TRUE,REP,35265,92.68
President Congressional,17,Uncommitted,FALSE,REP,2785,7.32
President Congressional,17,Total,,,38050,
President Congressional,18,George W. Bush,TRUE,REP,4656,93.38
President Congressional,18,Uncommitted,FALSE,REP,330,6.62
President Congressional,18,Total,,,4986,
President Congressional,19,George W. Bush,TRUE,REP,29616,94.1
President Congressional,19,Uncommitted,FALSE,REP,1858,5.9
President Congressional,19,Total,,,31474,
President Congressional,20,George W. Bush,TRUE,REP,5525,94.24
President Congressional,20,Uncommitted,FALSE,REP,338,5.76
President Congressional,20,Total,,,5863,
President Congressional,21,George W. Bush,TRUE,REP,30447,93.51
President Congressional,21,Uncommitted,FALSE,REP,2112,6.49
President Congressional,21,Total,,,32559,
President Congressional,22,George W. Bush,TRUE,REP,17199,92.49
President Congressional,22,Uncommitted,FALSE,REP,1397,7.51
President Congressional,22,Total,,,18596,
President Congressional,23,George W. Bush,TRUE,REP,22262,91.2
President Congressional,23,Uncommitted,FALSE,REP,2148,8.8
President Congressional,23,Total,,,24410,
President Congressional,24,George W. Bush,TRUE,REP,11582,93.67
President Congressional,24,Uncommitted,FALSE,REP,783,6.33
President Congressional,24,Total,,,12365,
President Congressional,25,George W. Bush,TRUE,REP,5002,92.78
President Congressional,25,Uncommitted,FALSE,REP,389,7.22
President Congressional,25,Total,,,5391,
President Congressional,26,George W. Bush,TRUE,REP,17861,88.78
President Congressional,26,Uncommitted,FALSE,REP,2257,11.22
President Congressional,26,Total,,,20118,
President Congressional,27,George W. Bush,TRUE,REP,6664,96.37
President Congressional,27,Uncommitted,FALSE,REP,251,3.63
President Congressional,27,Total,,,6915,
President Congressional,28,George W. Bush,TRUE,REP,10005,92.18
President Congressional,28,Uncommitted,FALSE,REP,849,7.82
President Congressional,28,Total,,,10854,
President Congressional,29,George W. Bush,TRUE,REP,3484,95.22
President Congressional,29,Uncommitted,FALSE,REP,175,4.78
President Congressional,29,Total,,,3659,
President Congressional,30,George W. Bush,TRUE,REP,2903,92.57
President Congressional,30,Uncommitted,FALSE,REP,233,7.43
President Congressional,30,Total,,,3136,
President Congressional,31,George W. Bush,TRUE,REP,33478,89.15
President Congressional,31,Uncommitted,FALSE,REP,4076,10.85
President Congressional,31,Total,,,37554,
President Congressional,32,George W. Bush,TRUE,REP,11194,93.08
President Congressional,32,Uncommitted,FALSE,REP,832,6.92
President Congressional,32,Total,,,12026,
President/VicePresident,,Wesley K. Clark,FALSE,DEM,18437,2.2
President/VicePresident,,Randy  Crow,FALSE,DEM,6338,0.76
President/VicePresident,,Howard Dean,FALSE,DEM,40035,4.77
President/VicePresident,,John Edwards,FALSE,DEM,120413,14.35
President/VicePresident,,Dick Gephardt,FALSE,DEM,12160,1.45
President/VicePresident,,John F. Kerry,FALSE,DEM,563237,67.11
President/VicePresident,,Dennis J. Kucinich,FALSE,DEM,15475,1.84
President/VicePresident,,"Lyndon H. LaRouche, Jr.",FALSE,DEM,6871,0.82
President/VicePresident,,Joe Lieberman,FALSE,DEM,25245,3.01
President/VicePresident,,Al Sharpton,FALSE,DEM,31020,3.7
President/VicePresident,,Total,,,839231,
U. S. Representative,1,Max Sandlin,TRUE,DEM,26400,100
U. S. Representative,1,Total,,,26400,
U. S. Representative,2,Nick Lampson,TRUE,DEM,27284,100
U. S. Representative,2,Total,,,27284,
U. S. Representative,4,"Jerry D. Ashford, Jr.",FALSE,DEM,12513,34.14
U. S. Representative,4,Jim Nickerson,FALSE,DEM,24141,65.86
U. S. Representative,4,Total,,,36654,
U. S. Representative,5,Bill Bernstein,FALSE,DEM,14012,100
U. S. Representative,5,Total,,,14012,
U. S. Representative,6,Morris Meyer,FALSE,DEM,13564,100
U. S. Representative,6,Total,,,13564,
U. S. Representative,7,John Martinez,FALSE,DEM,10372,100
U. S. Representative,7,Total,,,10372,
U. S. Representative,8,"James ""Jim"" Wright",FALSE,DEM,32535,100
U. S. Representative,8,Total,,,32535,
U. S. Representative,9,Chris Bell,TRUE,DEM,8492,31.3
U. S. Representative,9,Al Green,FALSE,DEM,18034,66.47
U. S. Representative,9,Beverly A. Spencer,FALSE,DEM,607,2.24
U. S. Representative,9,Total,,,27133,
U. S. Representative,11,Wayne Raasch,FALSE,DEM,13948,100
U. S. Representative,11,Total,,,13948,
U. S. Representative,12,Felix Alvarado,FALSE,DEM,10452,100
U. S. Representative,12,Total,,,10452,
U. S. Representative,15,Rub̩n Hinojosa,TRUE,DEM,44427,100
U. S. Representative,15,Total,,,44427,
U. S. Representative,16,Silvestre Reyes,TRUE,DEM,27469,100
U. S. Representative,16,Total,,,27469,
U. S. Representative,17,Chet Edwards,TRUE,DEM,17754,100
U. S. Representative,17,Total,,,17754,
U. S. Representative,18,Sheila Jackson Lee,TRUE,DEM,19565,100
U. S. Representative,18,Total,,,19565,
U. S. Representative,19,Charles W. Stenholm,TRUE,DEM,16576,100
U. S. Representative,19,Total,,,16576,
U. S. Representative,20,Charles A. Gonzalez,TRUE,DEM,16804,100
U. S. Representative,20,Total,,,16804,
U. S. Representative,21,Rhett R. Smith,FALSE,DEM,26297,100
U. S. Representative,21,Total,,,26297,
U. S. Representative,22,Richard R. Morrison,FALSE,DEM,7303,71.44
U. S. Representative,22,Erik Saenz,FALSE,DEM,2920,28.56
U. S. Representative,22,Total,,,10223,
U. S. Representative,23,Joe Sullivan,FALSE,DEM,29061,63.75
