county,office,district,candidate,incumbent,party,votes,pct
ANDREWS,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,929,85.46
ANDREWS,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,158,14.54
ANDREWS,State Senate,31  Unexpired Term,Total,,,1087,
BAILEY,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,60,24.49
BAILEY,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,185,75.51
BAILEY,State Senate,31  Unexpired Term,Total,,,245,
COCHRAN,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,68,61.82
COCHRAN,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,42,38.18
COCHRAN,State Senate,31  Unexpired Term,Total,,,110,
CRANE,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,379,93.12
CRANE,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,28,6.88
CRANE,State Senate,31  Unexpired Term,Total,,,407,
DALLAM,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,114,23.08
DALLAM,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,380,76.92
DALLAM,State Senate,31  Unexpired Term,Total,,,494,
DEAF SMITH,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,448,29.13
DEAF SMITH,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,1090,70.87
DEAF SMITH,State Senate,31  Unexpired Term,Total,,,1538,
ECTOR,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,11087,90.4
ECTOR,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,1177,9.6
ECTOR,State Senate,31  Unexpired Term,Total,,,12264,
GAINES,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,353,77.07
GAINES,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,105,22.93
GAINES,State Senate,31  Unexpired Term,Total,,,458,
GLASSCOCK,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,49,33.56
GLASSCOCK,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,97,66.44
GLASSCOCK,State Senate,31  Unexpired Term,Total,,,146,
HANSFORD,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,140,15.87
HANSFORD,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,742,84.13
HANSFORD,State Senate,31  Unexpired Term,Total,,,882,
HARTLEY,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,133,17.32
HARTLEY,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,635,82.68
HARTLEY,State Senate,31  Unexpired Term,Total,,,768,
HEMPHILL,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,80,16.46
HEMPHILL,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,406,83.54
HEMPHILL,State Senate,31  Unexpired Term,Total,,,486,
HOWARD,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,1204,55.46
HOWARD,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,967,44.54
HOWARD,State Senate,31  Unexpired Term,Total,,,2171,
HUTCHINSON,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,789,21.9
HUTCHINSON,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,2814,78.1
HUTCHINSON,State Senate,31  Unexpired Term,Total,,,3603,
LIPSCOMB,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,149,31.91
LIPSCOMB,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,318,68.09
LIPSCOMB,State Senate,31  Unexpired Term,Total,,,467,
MARTIN,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,138,44.66
MARTIN,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,171,55.34
MARTIN,State Senate,31  Unexpired Term,Total,,,309,
MIDLAND,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,10131,77.25
MIDLAND,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,2983,22.75
MIDLAND,State Senate,31  Unexpired Term,Total,,,13114,
MOORE,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,413,21.81
MOORE,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,1481,78.19
MOORE,State Senate,31  Unexpired Term,Total,,,1894,
OCHILTREE,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,230,21.38
OCHILTREE,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,846,78.62
OCHILTREE,State Senate,31  Unexpired Term,Total,,,1076,
OLDHAM,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,92,22.44
OLDHAM,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,318,77.56
OLDHAM,State Senate,31  Unexpired Term,Total,,,410,
PARMER,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,153,23.76
PARMER,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,491,76.24
PARMER,State Senate,31  Unexpired Term,Total,,,644,
POTTER,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,1650,16.7
POTTER,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,8230,83.3
POTTER,State Senate,31  Unexpired Term,Total,,,9880,
RANDALL,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,2969,14.92
RANDALL,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,16934,85.08
RANDALL,State Senate,31  Unexpired Term,Total,,,19903,
ROBERTS,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,69,33.17
ROBERTS,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,139,66.83
ROBERTS,State Senate,31  Unexpired Term,Total,,,208,
SHERMAN,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,87,24.1
SHERMAN,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,274,75.9
SHERMAN,State Senate,31  Unexpired Term,Total,,,361,
YOAKUM,State Senate,31  Unexpired Term,Kirk Edwards,FALSE,REP,180,66.42
YOAKUM,State Senate,31  Unexpired Term,Kel Seliger,FALSE,REP,91,33.58
YOAKUM,State Senate,31  Unexpired Term,Total,,,271,
BOWIE,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,4096,41.99
BOWIE,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,5659,58.01
BOWIE,State Senate,1  Unexpired Term,Total,,,9755,
CAMP,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,729,42.93
CAMP,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,969,57.07
CAMP,State Senate,1  Unexpired Term,Total,,,1698,
CASS,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,1447,35.4
CASS,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,2641,64.6
CASS,State Senate,1  Unexpired Term,Total,,,4088,
FRANKLIN,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,693,53.51
FRANKLIN,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,602,46.49
FRANKLIN,State Senate,1  Unexpired Term,Total,,,1295,
GREGG,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,8284,58.69
GREGG,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,5830,41.31
GREGG,State Senate,1  Unexpired Term,Total,,,14114,
HARRISON,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,3550,40.75
HARRISON,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,5162,59.25
HARRISON,State Senate,1  Unexpired Term,Total,,,8712,
LAMAR,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,1901,40.11
LAMAR,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,2838,59.89
LAMAR,State Senate,1  Unexpired Term,Total,,,4739,
MARION,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,492,35.45
MARION,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,896,64.55
MARION,State Senate,1  Unexpired Term,Total,,,1388,
MORRIS,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,695,31.92
MORRIS,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,1482,68.08
MORRIS,State Senate,1  Unexpired Term,Total,,,2177,
PANOLA,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,1521,48.01
PANOLA,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,1647,51.99
PANOLA,State Senate,1  Unexpired Term,Total,,,3168,
RED RIVER,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,401,31.83
RED RIVER,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,859,68.17
RED RIVER,State Senate,1  Unexpired Term,Total,,,1260,
RUSK,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,3543,44.41
RUSK,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,4435,55.59
RUSK,State Senate,1  Unexpired Term,Total,,,7978,
SMITH,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,12066,73.7
SMITH,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,4305,26.3
SMITH,State Senate,1  Unexpired Term,Total,,,16371,
TITUS,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,1399,43.98
TITUS,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,1782,56.02
TITUS,State Senate,1  Unexpired Term,Total,,,3181,
UPSHUR,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,2623,52.66
UPSHUR,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,2358,47.34
UPSHUR,State Senate,1  Unexpired Term,Total,,,4981,
WOOD,State Senate,1  Unexpired Term,Kevin Eltife,FALSE,REP,2997,64.66
WOOD,State Senate,1  Unexpired Term,Paul Sadler,FALSE,DEM,1638,35.34
WOOD,State Senate,1  Unexpired Term,Total,,,4635,
