county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,President/VicePresident,,George W. Bush/ Dick Cheney,True,REP,11525,70.70
ANDERSON,President/VicePresident,,John F. Kerry/ John Edwards,False,DEM,4678,28.70
ANDERSON,President/VicePresident,,Michael Badnarik/ Richard V. Campagna,False,LIB,73,0.45
ANDERSON,President/VicePresident,,Michael Anthony Peroutka/ Chuck Baldwin,False,WI,10,0.06
ANDERSON,President/VicePresident,,John Joseph Kennedy/ Daniel R. Rezac,False,WI,0,0.00
ANDERSON,President/VicePresident,,Deborah Elaine Allen/ Joesph H. Senegals,False,WI,0,0.00
ANDERSON,President/VicePresident,,Andrew J. Falk/ Marijohn Peterman,False,WI,0,0.00
ANDERSON,President/VicePresident,,Walt Brown/ Mary Alice Herbert,False,WI,0,0.00
ANDERSON,President/VicePresident,,David Keith Cobb/ Patricia LaMarche,False,WI,0,0.00
ANDERSON,President/VicePresident,,Ralph Nader/ Peter Miguel Camejo,False,WI,15,0.09
ANDERSON,President/VicePresident,,Total,,,16301,
ANDERSON,U. S. Representative,5,Jeb Hensarling,True,REP,10496,67.21
ANDERSON,U. S. Representative,5,Bill Bernstein,False,DEM,4763,30.50
ANDERSON,U. S. Representative,5,John Gonzalez,False,LIB,358,2.29
ANDERSON,U. S. Representative,5,Total,,,15617,
ANDERSON,Railroad Commissioner,,Victor G. Carrillo,True,REP,8880,57.88
ANDERSON,Railroad Commissioner,,Bob Scarborough,False,DEM,6118,39.88
ANDERSON,Railroad Commissioner,,Anthony Garcia,False,LIB,343,2.24
ANDERSON,Railroad Commissioner,,Total,,,15341,
ANDERSON,Justice Supreme Court,3,Harriet O'Neill,True,REP,11423,100.00
ANDERSON,Justice Supreme Court,3,Total,,,11423,
ANDERSON,Justice Supreme Court,5,Paul Green,False,REP,11319,100.00
ANDERSON,Justice Supreme Court,5,Total,,,11319,
ANDERSON,Justice Supreme Court,9,Scott Brister,True,REP,10019,66.96
ANDERSON,Justice Supreme Court,9,David Van Os,False,DEM,4943,33.04
ANDERSON,Justice Supreme Court,9,Total,,,14962,
ANDERSON,Judge Court of Criminal Appeals,2,"Lawrence ""Larry"" Meyers",True,REP,10721,84.26
ANDERSON,Judge Court of Criminal Appeals,2,Quanah Parker,False,LIB,2003,15.74
ANDERSON,Judge Court of Criminal Appeals,2,Total,,,12724,
ANDERSON,Judge Court of Criminal Appeals,5,Cheryl Johnson,True,REP,11142,88.20
ANDERSON,Judge Court of Criminal Appeals,5,Tom Oxford,False,LIB,1491,11.80
ANDERSON,Judge Court of Criminal Appeals,5,Total,,,12633,
ANDERSON,Judge Court of Criminal Appeals,6,Michael E. Keasler,True,REP,9841,65.81
ANDERSON,Judge Court of Criminal Appeals,6,J.R. Molina,False,DEM,5112,34.19
ANDERSON,Judge Court of Criminal Appeals,6,Total,,,14953,
ANDERSON,State Representative,8,Byron Cook,True,REP,11585,100.00
ANDERSON,State Representative,8,Total,,,11585,
ANDERSON,Justice 12th Court of Appeals District,2,Diane DeVasto,True,REP,11181,100.00
ANDERSON,Justice 12th Court of Appeals District,2,Total,,,11181,
ANDERSON,District Judge,3rd Judicial District,Jim Parsons,True,DEM,10415,100.00
ANDERSON,District Judge,3rd Judicial District,Total,,,10415,
ANDERSON,District Judge,349th Judicial District,Pam Foster Fletcher,True,REP,10412,66.36
ANDERSON,District Judge,349th Judicial District,Sam Hicks,False,DEM,5278,33.64
ANDERSON,District Judge,349th Judicial District,Total,,,15690,
ANDREWS,President/VicePresident,,George W. Bush/ Dick Cheney,True,REP,3837,84.59
ANDREWS,President/VicePresident,,John F. Kerry/ John Edwards,False,DEM,677,14.93
ANDREWS,President/VicePresident,,Michael Badnarik/ Richard V. Campagna,False,LIB,18,0.40
ANDREWS,President/VicePresident,,Michael Anthony Peroutka/ Chuck Baldwin,False,WI,1,0.02
ANDREWS,President/VicePresident,,John Joseph Kennedy/ Daniel R. Rezac,False,WI,2,0.04
ANDREWS,President/VicePresident,,Deborah Elaine Allen/ Joesph H. Senegals,False,WI,0,0.00
ANDREWS,President/VicePresident,,Andrew J. Falk/ Marijohn Peterman,False,WI,0,0.00
ANDREWS,President/VicePresident,,Walt Brown/ Mary Alice Herbert,False,WI,0,0.00
ANDREWS,President/VicePresident,,David Keith Cobb/ Patricia LaMarche,False,WI,0,0.00
ANDREWS,President/VicePresident,,Ralph Nader/ Peter Miguel Camejo,False,WI,1,0.02
ANDREWS,President/VicePresident,,Total,,,4536,
ANDREWS,U. S. Representative,11,Mike Conaway,False,REP,3656,83.55
ANDREWS,U. S. Representative,11,Wayne Raasch,False,DEM,678,15.49
ANDREWS,U. S. Representative,11,Jeffrey Blunt,False,LIB,42,0.96
ANDREWS,U. S. Representative,11,Total,,,4376,
ANDREWS,Railroad Commissioner,,Victor G. Carrillo,True,REP,2944,68.74
ANDREWS,Railroad Commissioner,,Bob Scarborough,False,DEM,1209,28.23
ANDREWS,Railroad Commissioner,,Anthony Garcia,False,LIB,130,3.04
ANDREWS,Railroad Commissioner,,Total,,,4283,
ANDREWS,Justice Supreme Court,3,Harriet O'Neill,True,REP,3536,100.00
ANDREWS,Justice Supreme Court,3,Total,,,3536,
ANDREWS,Justice Supreme Court,5,Paul Green,False,REP,3512,100.00
ANDREWS,Justice Supreme Court,5,Total,,,3512,
ANDREWS,Justice Supreme Court,9,Scott Brister,True,REP,3302,79.32
ANDREWS,Justice Supreme Court,9,David Van Os,False,DEM,861,20.68
ANDREWS,Justice Supreme Court,9,Total,,,4163,
ANDREWS,Judge Court of Criminal Appeals,2,"Lawrence ""Larry"" Meyers",True,REP,3412,89.60
ANDREWS,Judge Court of Criminal Appeals,2,Quanah Parker,False,LIB,396,10.40
ANDREWS,Judge Court of Criminal Appeals,2,Total,,,3808,
ANDREWS,Judge Court of Criminal Appeals,5,Cheryl Johnson,True,REP,3486,91.74
ANDREWS,Judge Court of Criminal Appeals,5,Tom Oxford,False,LIB,314,8.26
ANDREWS,Judge Court of Criminal Appeals,5,Total,,,3800,
ANDREWS,Judge Court of Criminal Appeals,6,Michael E. Keasler,True,REP,3205,76.55
ANDREWS,Judge Court of Criminal Appeals,6,J.R. Molina,False,DEM,982,23.45
ANDREWS,Judge Court of Criminal Appeals,6,Total,,,4187,
ANDREWS,State Senate,31,Kel Seliger,False,REP,3407,79.18
ANDREWS,State Senate,31,Elaine King Miller,False,DEM,896,20.82
ANDREWS,State Senate,31,Total,,,4303,
ANDREWS,State Representative,81,"G.E. ""Buddy"" West",True,REP,3567,81.91
ANDREWS,State Representative,81,Arlo Chavira,False,DEM,788,18.09
ANDREWS,State Representative,81,Total,,,4355,
ANGELINA,President/VicePresident,,George W. Bush/ Dick Cheney,True,REP,18932,66.75
ANGELINA,President/VicePresident,,John F. Kerry/ John Edwards,False,DEM,9302,32.80
ANGELINA,President/VicePresident,,Michael Badnarik/ Richard V. Campagna,False,LIB,91,0.32
ANGELINA,President/VicePresident,,Michael Anthony Peroutka/ Chuck Baldwin,False,WI,11,0.04
ANGELINA,President/VicePresident,,John Joseph Kennedy/ Daniel R. Rezac,False,WI,0,0.00
ANGELINA,President/VicePresident,,Deborah Elaine Allen/ Joesph H. Senegals,False,WI,0,0.00
ANGELINA,President/VicePresident,,Andrew J. Falk/ Marijohn Peterman,False,WI,0,0.00
ANGELINA,President/VicePresident,,Walt Brown/ Mary Alice Herbert,False,WI,0,0.00
ANGELINA,President/VicePresident,,David Keith Cobb/ Patricia LaMarche,False,WI,0,0.00
ANGELINA,President/VicePresident,,Ralph Nader/ Peter Miguel Camejo,False,WI,28,0.10
ANGELINA,President/VicePresident,,Total,,,28364,
ANGELINA,U. S. Representative,1,Louie Gohmert,False,REP,15950,57.07
ANGELINA,U. S. Representative,1,Max Sandlin,True,DEM,11669,41.76
ANGELINA,U. S. Representative,1,Dean L. Tucker,False,LIB,327,1.17
ANGELINA,U. S. Representative,1,Total,,,27946,
ANGELINA,Railroad Commissioner,,Victor G. Carrillo,True,REP,14766,54.94
ANGELINA,Railroad Commissioner,,Bob Scarborough,False,DEM,11426,42.51
ANGELINA,Railroad Commissioner,,Anthony Garcia,False,LIB,685,2.55
ANGELINA,Railroad Commissioner,,Total,,,26877,
ANGELINA,Justice Supreme Court,3,Harriet O'Neill,True,REP,18202,100.00
