county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,President/VicePresident,,George W. Bush,TRUE,REP,3069,89.61
ANDERSON,President/VicePresident,,Uncommitted,FALSE,REP,356,10.39
ANDERSON,President/VicePresident,,Total,,,3425,
ANDERSON,U. S. Representative,5,Jeb Hensarling,TRUE,REP,2740,100
ANDERSON,U. S. Representative,5,Total,,,2740,
ANDERSON,Railroad Commissioner,,Robert Butler,FALSE,REP,1065,39.58
ANDERSON,Railroad Commissioner,,Victor G. Carrillo,TRUE,REP,994,36.94
ANDERSON,Railroad Commissioner,,Douglas G. Deffenbaugh,FALSE,REP,290,10.78
ANDERSON,Railroad Commissioner,,K. Dale Henry,FALSE,REP,342,12.71
ANDERSON,Railroad Commissioner,,Total,,,2691,
ANDERSON,Justice Supreme Court,3,Harriet O'Neill,TRUE,REP,2422,100
ANDERSON,Justice Supreme Court,3,Total,,,2422,
ANDERSON,Justice Supreme Court,5,Paul Green,FALSE,REP,1516,58.62
ANDERSON,Justice Supreme Court,5,Steven Wayne Smith,TRUE,REP,1070,41.38
ANDERSON,Justice Supreme Court,5,Total,,,2586,
ANDERSON,Justice Supreme Court,9,Scott Brister,TRUE,REP,2361,100
ANDERSON,Justice Supreme Court,9,Total,,,2361,
ANDERSON,Judge Court of Criminal Appeals,2,Guy James Gray,FALSE,REP,800,31.65
ANDERSON,Judge Court of Criminal Appeals,2,"Lawrence ""Larry"" Meyers",TRUE,REP,1728,68.35
ANDERSON,Judge Court of Criminal Appeals,2,Total,,,2528,
ANDERSON,Judge Court of Criminal Appeals,5,Cheryl Johnson,TRUE,REP,1556,62.94
ANDERSON,Judge Court of Criminal Appeals,5,Patricia Noble,FALSE,REP,916,37.06
ANDERSON,Judge Court of Criminal Appeals,5,Total,,,2472,
ANDERSON,Judge Court of Criminal Appeals,6,Michael E. Keasler,TRUE,REP,1412,57.73
ANDERSON,Judge Court of Criminal Appeals,6,Steven M. Porter,FALSE,REP,1034,42.27
ANDERSON,Judge Court of Criminal Appeals,6,Total,,,2446,
ANDERSON,State Representative,8,Byron Cook,TRUE,REP,2680,100
ANDERSON,State Representative,8,Total,,,2680,
ANDERSON,Justice 12th Court of Appeals District,2,Diane DeVasto,TRUE,REP,2337,100
ANDERSON,Justice 12th Court of Appeals District,2,Total,,,2337,
ANDERSON,District Judge,349th Judicial District,Pam Foster Fletcher,TRUE,REP,2618,100
ANDERSON,District Judge,349th Judicial District,Total,,,2618,
ANDERSON,President Congressional,5,George W. Bush,TRUE,REP,3069,89.61
ANDERSON,President Congressional,5,Uncommitted,FALSE,REP,356,10.39
ANDERSON,President Congressional,5,Total,,,3425,
ANDREWS,President/VicePresident,,George W. Bush,TRUE,REP,307,97.15
ANDREWS,President/VicePresident,,Uncommitted,FALSE,REP,9,2.85
ANDREWS,President/VicePresident,,Total,,,316,
