county,office,district,candidate,incumbent,party,votes,pct
BRAZORIA,State Representative,29,Anthony A. DiNovo,False,DEM,1193,20.05
BRAZORIA,State Representative,29,John Gorman,False,REP,85,1.43
BRAZORIA,State Representative,29,Mike O'Day,False,REP,2933,49.29
BRAZORIA,State Representative,29,Randy Weber,False,REP,1740,29.24
BRAZORIA,State Representative,29,Total,,,5951,
MATAGORDA,State Representative,29,Anthony A. DiNovo,False,DEM,451,32.85
MATAGORDA,State Representative,29,John Gorman,False,REP,31,2.26
MATAGORDA,State Representative,29,Mike O'Day,False,REP,576,41.95
MATAGORDA,State Representative,29,Randy Weber,False,REP,315,22.94
MATAGORDA,State Representative,29,Total,,,1373,
