county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,U. S. Senator,,Kay Bailey Hutchison,True,REP,7242,68.40
ANDERSON,U. S. Senator,,Barbara Ann Radnofsky,False,DEM,3130,29.56
ANDERSON,U. S. Senator,,Scott Lanier Jameson,False,LIB,216,2.04
ANDERSON,U. S. Senator,,Total,,,10588,
ANDERSON,U. S. Representative,5,Jeb Hensarling,True,REP,6344,61.37
ANDERSON,U. S. Representative,5,Charlie Thompson,False,DEM,3698,35.77
ANDERSON,U. S. Representative,5,Mike Nelson,False,LIB,296,2.86
ANDERSON,U. S. Representative,5,Total,,,10338,
ANDERSON,Governor,,Rick Perry,True,REP,4305,40.46
ANDERSON,Governor,,Chris Bell,False,DEM,2496,23.46
ANDERSON,Governor,,James Werner,False,LIB,54,0.51
ANDERSON,Governor,,"Richard ""Kinky"" Friedman",False,IND,1035,9.73
ANDERSON,Governor,,Carole Keeton Strayhorn,False,IND,2751,25.85
ANDERSON,Governor,,"James ""Patriot"" Dillon",False,WI,0,0.00
ANDERSON,Governor,,Total,,,10641,
ANDERSON,Lieutenant Governor,,David Dewhurst,True,REP,6695,64.22
ANDERSON,Lieutenant Governor,,Maria Luisa Alvarado,False,DEM,3242,31.10
ANDERSON,Lieutenant Governor,,Judy Baker,False,LIB,488,4.68
ANDERSON,Lieutenant Governor,,Total,,,10425,
ANDERSON,Attorney General,,Greg Abbott,True,REP,6695,64.70
ANDERSON,Attorney General,,David Van Os,False,DEM,3355,32.42
ANDERSON,Attorney General,,Jon Roland,False,LIB,298,2.88
ANDERSON,Attorney General,,Total,,,10348,
ANDERSON,Comptroller of Public Accounts,,Susan Combs,False,REP,6526,62.86
ANDERSON,Comptroller of Public Accounts,,Fred Head,False,DEM,3496,33.68
ANDERSON,Comptroller of Public Accounts,,Mike Burris,False,LIB,359,3.46
ANDERSON,Comptroller of Public Accounts,,Total,,,10381,
ANDERSON,Commissioner of the General Land Office,,Jerry Patterson,True,REP,6068,60.40
ANDERSON,Commissioner of the General Land Office,,VaLinda Hathcox,False,DEM,3568,35.52
ANDERSON,Commissioner of the General Land Office,,Michael A. French,False,LIB,410,4.08
ANDERSON,Commissioner of the General Land Office,,Total,,,10046,
ANDERSON,Commissioner of Agriculture,,Todd Staples,False,REP,7069,66.87
ANDERSON,Commissioner of Agriculture,,Hank Gilbert,False,DEM,3270,30.93
ANDERSON,Commissioner of Agriculture,,Clay Woolam,False,LIB,233,2.20
ANDERSON,Commissioner of Agriculture,,Total,,,10572,
ANDERSON,Railroad Commissioner,,Elizabeth Ames Jones,True,REP,5725,56.45
ANDERSON,Railroad Commissioner,,Dale Henry,False,DEM,4127,40.69
ANDERSON,Railroad Commissioner,,Tabitha Serrano,False,LIB,290,2.86
ANDERSON,Railroad Commissioner,,Total,,,10142,
ANDERSON,"Chief Justice, Supreme Court  Unexpired Term",,Wallace Jefferson,True,REP,6699,78.28
ANDERSON,"Chief Justice, Supreme Court  Unexpired Term",,Tom Oxford,False,LIB,1822,21.29
ANDERSON,"Chief Justice, Supreme Court  Unexpired Term",,Charles E. Waterbury,False,WI,37,0.43
ANDERSON,"Chief Justice, Supreme Court  Unexpired Term",,Total,,,8558,
ANDERSON,Justice Supreme Court,2,Don Willett,True,REP,5463,54.59
ANDERSON,Justice Supreme Court,2,"William E. ""Bill"" Moody",False,DEM,4146,41.43
ANDERSON,Justice Supreme Court,2,Wade Wilson,False,LIB,398,3.98
ANDERSON,Justice Supreme Court,2,Total,,,10007,
ANDERSON,Justice Supreme Court,4,David M. Medina,True,REP,6451,75.37
ANDERSON,Justice Supreme Court,4,Jerry Adkins,False,LIB,2108,24.63
ANDERSON,Justice Supreme Court,4,Total,,,8559,
ANDERSON,Justice Supreme Court,6,Nathan Hecht,True,REP,6625,77.43
ANDERSON,Justice Supreme Court,6,Todd Phillippi,False,LIB,1931,22.57
ANDERSON,Justice Supreme Court,6,Total,,,8556,
ANDERSON,Justice Supreme Court,8  Unexpired Term,Phil Johnson,True,REP,6781,78.45
ANDERSON,Justice Supreme Court,8  Unexpired Term,Jay H. Cookingham,False,LIB,1863,21.55
ANDERSON,Justice Supreme Court,8  Unexpired Term,Total,,,8644,
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,True,REP,6146,61.70
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,J.R. Molina,False,DEM,3815,38.30
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Total,,,9961,
ANDERSON,Judge Court of Criminal Appeals,7,Barbara Parker Hervey,True,REP,6258,72.36
ANDERSON,Judge Court of Criminal Appeals,7,Quanah Parker,False,LIB,2390,27.64
ANDERSON,Judge Court of Criminal Appeals,7,Total,,,8648,
ANDERSON,Judge Court of Criminal Appeals,8,Charles Holcomb,True,REP,6694,77.87
ANDERSON,Judge Court of Criminal Appeals,8,Dave Howard,False,LIB,1902,22.13
ANDERSON,Judge Court of Criminal Appeals,8,Total,,,8596,
ANDERSON,Member State Board of Education,9,Don McLeroy,True,REP,5477,54.96
ANDERSON,Member State Board of Education,9,Maggie Charleton,False,DEM,4489,45.04
ANDERSON,Member State Board of Education,9,Total,,,9966,
ANDERSON,State Senate,3,Robert Nichols,False,REP,7235,100.00
ANDERSON,State Senate,3,Total,,,7235,
ANDERSON,State Representative,8,Byron Cook,True,REP,5511,52.91
ANDERSON,State Representative,8,Sharon Cade Davis,False,DEM,4905,47.09
ANDERSON,State Representative,8,Total,,,10416,
ANDERSON,Justice 12th Court of Appeals District,2  Unexpired Term,Brian Hoyle,False,REP,7092,100.00
