county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional,limited
Comanche,Pct 6,"Justice, Supreme Court, Place 2",,,Under Votes,5,1,2,0,0,2
Comanche,Pct 6,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,"Justice, Supreme Court, Place 4",,REP,John Devine,49,0,40,7,0,2
Comanche,Pct 6,"Justice, Supreme Court, Place 4",,DEM,Christine Vinh Weems,10,3,6,1,0,0
Comanche,Pct 6,"Justice, Supreme Court, Place 4",,,Under Votes,6,1,2,1,0,2
Comanche,Pct 6,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,"Justice, Supreme Court, Place 6",,REP,Jane Bland,48,0,39,7,0,2
Comanche,Pct 6,"Justice, Supreme Court, Place 6",,DEM,Bonnie Lee Goldstein,9,2,6,1,0,0
Comanche,Pct 6,"Justice, Supreme Court, Place 6",,LIB,J. David Roberson,1,1,0,0,0,0
Comanche,Pct 6,"Justice, Supreme Court, Place 6",,,Under Votes,7,1,3,1,0,2
Comanche,Pct 6,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,50,1,40,7,0,2
Comanche,Pct 6,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,10,2,6,2,0,0
Comanche,Pct 6,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,5,1,2,0,0,2
Comanche,Pct 6,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,"Judge, Court of Criminal Appeals, Place 7",,REP,Gina Parker,50,0,40,8,0,2
Comanche,Pct 6,"Judge, Court of Criminal Appeals, Place 7",,DEM,Nancy Mulder,9,2,6,1,0,0
Comanche,Pct 6,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,6,2,2,0,0,2
Comanche,Pct 6,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,"Judge, Court of Criminal Appeals, Place 8",,REP,Lee Finley,49,0,41,6,0,2
Comanche,Pct 6,"Judge, Court of Criminal Appeals, Place 8",,DEM,Chika Anyiam,9,2,5,2,0,0
Comanche,Pct 6,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,7,2,2,1,0,2
Comanche,Pct 6,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,State House,68,REP,David Spiller,48,0,40,7,0,1
Comanche,Pct 6,State House,68,DEM,Stacey Swann,11,2,7,2,0,0
Comanche,Pct 6,State House,68,,Under Votes,6,2,1,0,0,3
Comanche,Pct 6,State House,68,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,"Chief Justice, 11th Court of Appeals District",,REP,John Bailey,49,0,39,9,0,1
Comanche,Pct 6,"Chief Justice, 11th Court of Appeals District",,,Under Votes,16,4,9,0,0,3
Comanche,Pct 6,"Chief Justice, 11th Court of Appeals District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,"District Attorney, 220th Judicial District",,REP,Adam Sibley,50,0,41,8,0,1
Comanche,Pct 6,"District Attorney, 220th Judicial District",,,Under Votes,15,4,7,1,0,3
Comanche,Pct 6,"District Attorney, 220th Judicial District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,County Attorney,,REP,Molly Odgers,48,0,39,8,0,1
Comanche,Pct 6,County Attorney,,,Under Votes,17,4,9,1,0,3
Comanche,Pct 6,County Attorney,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,Sheriff,,REP,Chris Pounds,50,0,41,8,0,1
Comanche,Pct 6,Sheriff,,,Under Votes,15,4,7,1,0,3
Comanche,Pct 6,Sheriff,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,County Tax Assessor-Collector,,REP,Grace E. Everheart,53,0,43,9,0,1
Comanche,Pct 6,County Tax Assessor-Collector,,,Under Votes,12,4,5,0,0,3
Comanche,Pct 6,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 6,County Constable,,REP,Mark McDonald,50,0,41,8,0,1
Comanche,Pct 6,County Constable,,,Under Votes,15,4,7,1,0,3
Comanche,Pct 6,County Constable,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,Registered Voters,,,,38,,,,,
Comanche,Pct 7,Ballots Cast,,,,51,,,,,
Comanche,Pct 7,President,,REP,Donald J. Trump,41,0,30,10,0,1
Comanche,Pct 7,President,,DEM,Kamala D. Harris,10,0,9,1,0,0
Comanche,Pct 7,President,,LIB,Chase Oliver,0,0,0,0,0,0
Comanche,Pct 7,President,,GRN,Jill Stein,0,0,0,0,0,0
Comanche,Pct 7,President,,,Under Votes,0,0,0,0,0,0
Comanche,Pct 7,President,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,U.S. Senate,,REP,Ted Cruz,39,0,29,9,0,1
Comanche,Pct 7,U.S. Senate,,DEM,Colin Allred,10,0,9,1,0,0
Comanche,Pct 7,U.S. Senate,,LIB,Ted Brown,1,0,1,0,0,0
Comanche,Pct 7,U.S. Senate,,,Under Votes,1,0,0,1,0,0
Comanche,Pct 7,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,U.S. House,25,REP,Roger Williams,36,0,28,7,0,1
Comanche,Pct 7,U.S. House,25,,Under Votes,15,0,11,4,0,0
Comanche,Pct 7,U.S. House,25,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,Railroad Commissioner,,REP,Christi Craddick,35,0,27,7,0,1
Comanche,Pct 7,Railroad Commissioner,,DEM,Katherine Culbert,10,0,8,2,0,0
Comanche,Pct 7,Railroad Commissioner,,LIB,Hawk Dunlap,1,0,1,0,0,0
Comanche,Pct 7,Railroad Commissioner,,GRN,Eddie Espinoza,0,0,0,0,0,0
Comanche,Pct 7,Railroad Commissioner,,,Under Votes,5,0,3,2,0,0
Comanche,Pct 7,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,36,0,28,7,0,1
Comanche,Pct 7,"Justice, Supreme Court, Place 2",,DEM,Dasean Jones,11,0,9,2,0,0
Comanche,Pct 7,"Justice, Supreme Court, Place 2",,,Under Votes,4,0,2,2,0,0
Comanche,Pct 7,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,"Justice, Supreme Court, Place 4",,REP,John Devine,36,0,28,7,0,1
Comanche,Pct 7,"Justice, Supreme Court, Place 4",,DEM,Christine Vinh Weems,11,0,9,2,0,0
Comanche,Pct 7,"Justice, Supreme Court, Place 4",,,Under Votes,4,0,2,2,0,0
Comanche,Pct 7,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,"Justice, Supreme Court, Place 6",,REP,Jane Bland,36,0,28,7,0,1
Comanche,Pct 7,"Justice, Supreme Court, Place 6",,DEM,Bonnie Lee Goldstein,11,0,9,2,0,0
Comanche,Pct 7,"Justice, Supreme Court, Place 6",,LIB,J. David Roberson,0,0,0,0,0,0
Comanche,Pct 7,"Justice, Supreme Court, Place 6",,,Under Votes,4,0,2,2,0,0
Comanche,Pct 7,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,37,0,28,8,0,1
Comanche,Pct 7,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,10,0,9,1,0,0
Comanche,Pct 7,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,4,0,2,2,0,0
Comanche,Pct 7,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,"Judge, Court of Criminal Appeals, Place 7",,REP,Gina Parker,37,0,28,8,0,1
Comanche,Pct 7,"Judge, Court of Criminal Appeals, Place 7",,DEM,Nancy Mulder,10,0,9,1,0,0
Comanche,Pct 7,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,4,0,2,2,0,0
Comanche,Pct 7,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,"Judge, Court of Criminal Appeals, Place 8",,REP,Lee Finley,37,0,28,8,0,1
Comanche,Pct 7,"Judge, Court of Criminal Appeals, Place 8",,DEM,Chika Anyiam,10,0,9,1,0,0
Comanche,Pct 7,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,4,0,2,2,0,0
Comanche,Pct 7,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,State House,68,REP,David Spiller,37,0,28,9,0,0
Comanche,Pct 7,State House,68,DEM,Stacey Swann,10,0,9,1,0,0
Comanche,Pct 7,State House,68,,Under Votes,4,0,2,1,0,1
Comanche,Pct 7,State House,68,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,"Chief Justice, 11th Court of Appeals District",,REP,John Bailey,35,0,27,8,0,0
Comanche,Pct 7,"Chief Justice, 11th Court of Appeals District",,,Under Votes,16,0,12,3,0,1
Comanche,Pct 7,"Chief Justice, 11th Court of Appeals District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,"District Attorney, 220th Judicial District",,REP,Adam Sibley,33,0,27,6,0,0
Comanche,Pct 7,"District Attorney, 220th Judicial District",,,Under Votes,18,0,12,5,0,1
Comanche,Pct 7,"District Attorney, 220th Judicial District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,County Attorney,,REP,Molly Odgers,33,0,26,7,0,0
Comanche,Pct 7,County Attorney,,,Under Votes,18,0,13,4,0,1
Comanche,Pct 7,County Attorney,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,Sheriff,,REP,Chris Pounds,34,0,27,7,0,0
Comanche,Pct 7,Sheriff,,,Under Votes,17,0,12,4,0,1
Comanche,Pct 7,Sheriff,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,County Tax Assessor-Collector,,REP,Grace E. Everheart,35,0,28,7,0,0
Comanche,Pct 7,County Tax Assessor-Collector,,,Under Votes,16,0,11,4,0,1
Comanche,Pct 7,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,County Commissioner Precinct 3,,DEM,Sherman L. Sides,17,0,16,1,0,0
Comanche,Pct 7,County Commissioner Precinct 3,,,Under Votes,34,0,23,10,0,1
Comanche,Pct 7,County Commissioner Precinct 3,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 7,County Constable,,REP,Mark McDonald,34,0,27,7,0,0
Comanche,Pct 7,County Constable,,,Under Votes,17,0,12,4,0,1
Comanche,Pct 7,County Constable,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,Registered Voters,,,,212,,,,,
Comanche,Pct 9,Ballots Cast,,,,154,,,,,
Comanche,Pct 9,President,,REP,Donald J. Trump,140,3,93,42,0,2
Comanche,Pct 9,President,,DEM,Kamala D. Harris,14,3,8,3,0,0
Comanche,Pct 9,President,,LIB,Chase Oliver,0,0,0,0,0,0
Comanche,Pct 9,President,,GRN,Jill Stein,0,0,0,0,0,0
Comanche,Pct 9,President,,,Under Votes,0,0,0,0,0,0
Comanche,Pct 9,President,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,U.S. Senate,,REP,Ted Cruz,135,3,90,40,0,2
Comanche,Pct 9,U.S. Senate,,DEM,Colin Allred,13,3,8,2,0,0
Comanche,Pct 9,U.S. Senate,,LIB,Ted Brown,5,0,3,2,0,0
Comanche,Pct 9,U.S. Senate,,,Under Votes,1,0,0,1,0,0
Comanche,Pct 9,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,U.S. House,25,REP,Roger Williams,144,3,96,43,0,2
Comanche,Pct 9,U.S. House,25,,Under Votes,10,3,5,2,0,0
Comanche,Pct 9,U.S. House,25,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,Railroad Commissioner,,REP,Christi Craddick,142,2,93,45,0,2
Comanche,Pct 9,Railroad Commissioner,,DEM,Katherine Culbert,9,2,7,0,0,0
Comanche,Pct 9,Railroad Commissioner,,LIB,Hawk Dunlap,1,0,1,0,0,0
Comanche,Pct 9,Railroad Commissioner,,GRN,Eddie Espinoza,0,0,0,0,0,0
Comanche,Pct 9,Railroad Commissioner,,,Under Votes,2,2,0,0,0,0
Comanche,Pct 9,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,140,2,92,44,0,2
Comanche,Pct 9,"Justice, Supreme Court, Place 2",,DEM,Dasean Jones,9,2,7,0,0,0
Comanche,Pct 9,"Justice, Supreme Court, Place 2",,,Under Votes,5,2,2,1,0,0
Comanche,Pct 9,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,"Justice, Supreme Court, Place 4",,REP,John Devine,139,2,93,42,0,2
Comanche,Pct 9,"Justice, Supreme Court, Place 4",,DEM,Christine Vinh Weems,10,2,6,2,0,0
Comanche,Pct 9,"Justice, Supreme Court, Place 4",,,Under Votes,5,2,2,1,0,0
Comanche,Pct 9,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,"Justice, Supreme Court, Place 6",,REP,Jane Bland,141,3,93,43,0,2
Comanche,Pct 9,"Justice, Supreme Court, Place 6",,DEM,Bonnie Lee Goldstein,8,1,6,1,0,0
Comanche,Pct 9,"Justice, Supreme Court, Place 6",,LIB,J. David Roberson,0,0,0,0,0,0
Comanche,Pct 9,"Justice, Supreme Court, Place 6",,,Under Votes,5,2,2,1,0,0
Comanche,Pct 9,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,140,3,91,44,0,2
Comanche,Pct 9,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,8,1,7,0,0,0
Comanche,Pct 9,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,6,2,3,1,0,0
Comanche,Pct 9,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,"Judge, Court of Criminal Appeals, Place 7",,REP,Gina Parker,138,2,92,42,0,2
Comanche,Pct 9,"Judge, Court of Criminal Appeals, Place 7",,DEM,Nancy Mulder,9,2,6,1,0,0
Comanche,Pct 9,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,7,2,3,2,0,0
Comanche,Pct 9,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,"Judge, Court of Criminal Appeals, Place 8",,REP,Lee Finley,139,2,92,43,0,2
Comanche,Pct 9,"Judge, Court of Criminal Appeals, Place 8",,DEM,Chika Anyiam,9,2,6,1,0,0
Comanche,Pct 9,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,6,2,3,1,0,0
Comanche,Pct 9,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,State House,68,REP,David Spiller,137,3,92,42,0,0
Comanche,Pct 9,State House,68,DEM,Stacey Swann,8,1,6,1,0,0
Comanche,Pct 9,State House,68,,Under Votes,9,2,3,2,0,2
Comanche,Pct 9,State House,68,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,"Chief Justice, 11th Court of Appeals District",,REP,John Bailey,136,3,92,41,0,0
Comanche,Pct 9,"Chief Justice, 11th Court of Appeals District",,,Under Votes,18,3,9,4,0,2
Comanche,Pct 9,"Chief Justice, 11th Court of Appeals District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,"District Attorney, 220th Judicial District",,REP,Adam Sibley,136,3,92,41,0,0
Comanche,Pct 9,"District Attorney, 220th Judicial District",,,Under Votes,18,3,9,4,0,2
Comanche,Pct 9,"District Attorney, 220th Judicial District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,County Attorney,,REP,Molly Odgers,136,3,92,41,0,0
Comanche,Pct 9,County Attorney,,,Under Votes,18,3,9,4,0,2
Comanche,Pct 9,County Attorney,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,Sheriff,,REP,Chris Pounds,138,4,92,42,0,0
Comanche,Pct 9,Sheriff,,,Under Votes,16,2,9,3,0,2
Comanche,Pct 9,Sheriff,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,County Tax Assessor-Collector,,REP,Grace E. Everheart,141,4,95,42,0,0
Comanche,Pct 9,County Tax Assessor-Collector,,,Under Votes,13,2,6,3,0,2
Comanche,Pct 9,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,County Commissioner Precinct 3,,DEM,Sherman L. Sides,70,3,46,21,0,0
Comanche,Pct 9,County Commissioner Precinct 3,,,Under Votes,84,3,55,24,0,2
Comanche,Pct 9,County Commissioner Precinct 3,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 9,County Constable,,REP,Mark McDonald,135,3,91,41,0,0
Comanche,Pct 9,County Constable,,,Under Votes,19,3,10,4,0,2
Comanche,Pct 9,County Constable,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,Registered Voters,,,,531,,,,,
Comanche,Pct 10,Ballots Cast,,,,353,,,,,
Comanche,Pct 10,President,,REP,Donald J. Trump,305,6,174,117,2,6
Comanche,Pct 10,President,,DEM,Kamala D. Harris,45,3,22,19,0,1
Comanche,Pct 10,President,,LIB,Chase Oliver,2,0,0,2,0,0
Comanche,Pct 10,President,,GRN,Jill Stein,1,0,0,1,0,0
Comanche,Pct 10,President,,,Under Votes,0,0,0,0,0,0
Comanche,Pct 10,President,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,U.S. Senate,,REP,Ted Cruz,291,6,166,111,2,6
Comanche,Pct 10,U.S. Senate,,DEM,Colin Allred,54,3,26,24,0,1
Comanche,Pct 10,U.S. Senate,,LIB,Ted Brown,6,0,3,3,0,0
Comanche,Pct 10,U.S. Senate,,,Under Votes,2,0,1,1,0,0
Comanche,Pct 10,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,U.S. House,25,REP,Roger Williams,294,7,167,113,1,6
Comanche,Pct 10,U.S. House,25,,CHAD HAGG,1,1,0,0,0,0
Comanche,Pct 10,U.S. House,25,,Under Votes,58,1,29,26,1,1
Comanche,Pct 10,U.S. House,25,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,Railroad Commissioner,,REP,Christi Craddick,279,7,155,108,2,7
Comanche,Pct 10,Railroad Commissioner,,DEM,Katherine Culbert,34,1,17,16,0,0
Comanche,Pct 10,Railroad Commissioner,,LIB,Hawk Dunlap,14,0,9,5,0,0
Comanche,Pct 10,Railroad Commissioner,,GRN,Eddie Espinoza,4,1,3,0,0,0
Comanche,Pct 10,Railroad Commissioner,,,Under Votes,22,0,12,10,0,0
Comanche,Pct 10,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,292,6,167,110,2,7
Comanche,Pct 10,"Justice, Supreme Court, Place 2",,DEM,Dasean Jones,40,3,20,17,0,0
Comanche,Pct 10,"Justice, Supreme Court, Place 2",,,Under Votes,21,0,9,12,0,0
Comanche,Pct 10,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,"Justice, Supreme Court, Place 4",,REP,John Devine,287,6,164,109,2,6
Comanche,Pct 10,"Justice, Supreme Court, Place 4",,DEM,Christine Vinh Weems,43,3,22,17,0,1
Comanche,Pct 10,"Justice, Supreme Court, Place 4",,,Under Votes,23,0,10,13,0,0
Comanche,Pct 10,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,"Justice, Supreme Court, Place 6",,REP,Jane Bland,283,5,162,108,2,6
Comanche,Pct 10,"Justice, Supreme Court, Place 6",,DEM,Bonnie Lee Goldstein,35,2,17,15,0,1
Comanche,Pct 10,"Justice, Supreme Court, Place 6",,LIB,J. David Roberson,12,2,7,3,0,0
Comanche,Pct 10,"Justice, Supreme Court, Place 6",,,Under Votes,23,0,10,13,0,0
Comanche,Pct 10,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,285,6,164,107,2,6
Comanche,Pct 10,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,42,3,19,19,0,1
Comanche,Pct 10,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,26,0,13,13,0,0
Comanche,Pct 10,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,"Judge, Court of Criminal Appeals, Place 7",,REP,Gina Parker,287,7,165,106,2,7
Comanche,Pct 10,"Judge, Court of Criminal Appeals, Place 7",,DEM,Nancy Mulder,36,2,17,17,0,0
Comanche,Pct 10,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,29,0,13,16,0,0
Comanche,Pct 10,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,1,0,1,0,0,0
Comanche,Pct 10,"Judge, Court of Criminal Appeals, Place 8",,REP,Lee Finley,289,6,166,109,2,6
Comanche,Pct 10,"Judge, Court of Criminal Appeals, Place 8",,DEM,Chika Anyiam,37,3,17,16,0,1
Comanche,Pct 10,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,27,0,13,14,0,0
Comanche,Pct 10,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,State House,68,REP,David Spiller,285,6,166,110,2,1
Comanche,Pct 10,State House,68,DEM,Stacey Swann,40,3,19,18,0,0
Comanche,Pct 10,State House,68,,Under Votes,28,0,11,11,0,6
Comanche,Pct 10,State House,68,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,"Chief Justice, 11th Court of Appeals District",,REP,John Bailey,285,7,165,111,2,0
Comanche,Pct 10,"Chief Justice, 11th Court of Appeals District",,,Under Votes,68,2,31,28,0,7
Comanche,Pct 10,"Chief Justice, 11th Court of Appeals District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,"District Attorney, 220th Judicial District",,REP,Adam Sibley,285,7,163,113,2,0
Comanche,Pct 10,"District Attorney, 220th Judicial District",,,Under Votes,68,2,33,26,0,7
Comanche,Pct 10,"District Attorney, 220th Judicial District",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,County Attorney,,REP,Molly Odgers,284,7,162,113,2,0
Comanche,Pct 10,County Attorney,,,Under Votes,69,2,34,26,0,7
Comanche,Pct 10,County Attorney,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,Sheriff,,REP,Chris Pounds,284,7,160,115,2,0
Comanche,Pct 10,Sheriff,,,Under Votes,69,2,36,24,0,7
Comanche,Pct 10,Sheriff,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,County Tax Assessor-Collector,,REP,Grace E. Everheart,292,7,166,117,2,0
Comanche,Pct 10,County Tax Assessor-Collector,,,Under Votes,61,2,30,22,0,7
Comanche,Pct 10,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,County Commissioner Precinct 3,,DEM,Sherman L. Sides,162,5,81,76,0,0
Comanche,Pct 10,County Commissioner Precinct 3,,,Under Votes,191,4,115,63,2,7
Comanche,Pct 10,County Commissioner Precinct 3,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 10,County Constable,,REP,Mark McDonald,289,7,166,114,2,0
Comanche,Pct 10,County Constable,,,Under Votes,64,2,30,25,0,7
Comanche,Pct 10,County Constable,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 11,Registered Voters,,,,644,,,,,
Comanche,Pct 11,Ballots Cast,,,,443,,,,,
Comanche,Pct 11,President,,REP,Donald J. Trump,376,16,270,88,0,2
Comanche,Pct 11,President,,DEM,Kamala D. Harris,65,2,42,21,0,0
Comanche,Pct 11,President,,LIB,Chase Oliver,0,0,0,0,0,0
Comanche,Pct 11,President,,GRN,Jill Stein,1,0,1,0,0,0
Comanche,Pct 11,President,,,Under Votes,1,0,0,1,0,0
Comanche,Pct 11,President,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 11,U.S. Senate,,REP,Ted Cruz,357,16,257,82,0,2
Comanche,Pct 11,U.S. Senate,,DEM,Colin Allred,75,2,49,24,0,0
Comanche,Pct 11,U.S. Senate,,LIB,Ted Brown,7,0,6,1,0,0
Comanche,Pct 11,U.S. Senate,,,Under Votes,4,0,1,3,0,0
Comanche,Pct 11,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 11,U.S. House,25,REP,Roger Williams,374,15,262,95,0,2
Comanche,Pct 11,U.S. House,25,,CHAD HAGG,1,0,1,0,0,0
Comanche,Pct 11,U.S. House,25,,Under Votes,68,3,50,15,0,0
Comanche,Pct 11,U.S. House,25,,Over Votes,0,0,0,0,0,0
Comanche,Pct 11,Railroad Commissioner,,REP,Christi Craddick,341,16,249,74,0,2
Comanche,Pct 11,Railroad Commissioner,,DEM,Katherine Culbert,57,2,35,20,0,0
Comanche,Pct 11,Railroad Commissioner,,LIB,Hawk Dunlap,21,0,14,7,0,0
Comanche,Pct 11,Railroad Commissioner,,GRN,Eddie Espinoza,5,0,3,2,0,0
Comanche,Pct 11,Railroad Commissioner,,,Under Votes,19,0,12,7,0,0
Comanche,Pct 11,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Comanche,Pct 11,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,363,16,260,85,0,2
Comanche,Pct 11,"Justice, Supreme Court, Place 2",,DEM,Dasean Jones,64,2,42,20,0,0
Comanche,Pct 11,"Justice, Supreme Court, Place 2",,,Under Votes,16,0,11,5,0,0
Comanche,Pct 11,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 11,"Justice, Supreme Court, Place 4",,REP,John Devine,357,16,258,81,0,2
Comanche,Pct 11,"Justice, Supreme Court, Place 4",,DEM,Christine Vinh Weems,66,2,41,23,0,0
Comanche,Pct 11,"Justice, Supreme Court, Place 4",,,Under Votes,20,0,14,6,0,0
Comanche,Pct 11,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 11,"Justice, Supreme Court, Place 6",,REP,Jane Bland,355,16,258,79,0,2
Comanche,Pct 11,"Justice, Supreme Court, Place 6",,DEM,Bonnie Lee Goldstein,65,2,40,23,0,0
Comanche,Pct 11,"Justice, Supreme Court, Place 6",,LIB,J. David Roberson,7,0,4,3,0,0
Comanche,Pct 11,"Justice, Supreme Court, Place 6",,,Under Votes,16,0,11,5,0,0
Comanche,Pct 11,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 11,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,357,16,258,81,0,2
Comanche,Pct 11,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,67,2,43,22,0,0
Comanche,Pct 11,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,19,0,12,7,0,0
Comanche,Pct 11,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Comanche,Pct 11,"Judge, Court of Criminal Appeals, Place 7",,REP,Gina Parker,360,16,259,83,0,2
Comanche,Pct 11,"Judge, Court of Criminal Appeals, Place 7",,DEM,Nancy Mulder,64,2,40,22,0,0
Comanche,Pct 11,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,19,0,14,5,0,0
