county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Robertson,1 Calvert,Registered Voters,,,,1372,,,,
Robertson,1 Calvert,Ballots Cast,,,,835,16,621,198,0
Robertson,1 Calvert,Ballots Cast - Blank,,,,0,0,0,0,0
Robertson,1 Calvert,President,,REP,Donald J. Trump,565,8,457,100,0
Robertson,1 Calvert,President,,DEM,Kamala D. Harris,259,7,157,95,0
Robertson,1 Calvert,President,,LIB,Chase Oliver,8,1,4,3,0
Robertson,1 Calvert,President,,GRN,Jill Stein,0,0,0,0,0
Robertson,1 Calvert,President,,,Write-ins,0,0,0,0,0
Robertson,1 Calvert,U.S. Senate,,REP,Ted Cruz,554,8,450,96,0
Robertson,1 Calvert,U.S. Senate,,DEM,Colin Allred,257,7,156,94,0
Robertson,1 Calvert,U.S. Senate,,LIB,Ted Brown,17,1,9,7,0
Robertson,1 Calvert,U.S. Senate,,,Write-ins,0,0,0,0,0
Robertson,1 Calvert,U.S. House,17,REP,Pete Sessions,575,9,463,103,0
Robertson,1 Calvert,U.S. House,17,DEM,Mark Lorenzen,240,7,146,87,0
Robertson,1 Calvert,Railroad Commissioner,,REP,Christi Craddick,541,9,440,92,0
Robertson,1 Calvert,Railroad Commissioner,,DEM,Katherine Culbert,232,6,142,84,0
Robertson,1 Calvert,Railroad Commissioner,,LIB,Hawk Dunlap,29,0,16,13,0
Robertson,1 Calvert,Railroad Commissioner,,GRN,Eddie Espinoza,8,0,8,0,0
Robertson,1 Calvert,Railroad Commissioner,,,Write-ins,0,0,0,0,0
Robertson,1 Calvert,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,564,9,453,102,0
Robertson,1 Calvert,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,242,6,149,87,0
Robertson,1 Calvert,"Justice, Supreme Court, Pl 4",,REP,John Devine,556,9,450,97,0
Robertson,1 Calvert,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,247,6,152,89,0
Robertson,1 Calvert,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,542,9,440,93,0
Robertson,1 Calvert,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,236,6,145,85,0
Robertson,1 Calvert,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,30,0,17,13,0
Robertson,1 Calvert,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,555,9,451,95,0
