county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Potter,121 COUNTY ONLY,Registered Voters,,,,,,,103
Potter,121 COUNTY ONLY,Ballots Cast,,,,,,,77
Potter,121 COUNTY ONLY,President,,Donald J. Trump,REP,3,57,9,69
Potter,121 COUNTY ONLY,President,,Kamala D. Harris,DEM,0,6,0,6
Potter,121 COUNTY ONLY,President,,Chase Oliver,LIB,0,1,0,1
Potter,121 COUNTY ONLY,President,,Jill Stein,GRN,0,0,0,0
Potter,121 COUNTY ONLY,President,,CHERUNDA FOX/HARLAND MCVAY (W),,0,0,0,0
Potter,121 COUNTY ONLY,President,,CLAUDIA DE LA CRUZ/KARINA GARCIA (W),,0,0,0,0
Potter,121 COUNTY ONLY,President,,CORNEL WEST/MELINA ABDULLAH (W),,0,0,0,0
Potter,121 COUNTY ONLY,President,,JESSIE CUELLAR/WESLEY LASLEY (W),,0,0,0,0
Potter,121 COUNTY ONLY,President,,PETER SONSKI/LAUREN ONAK (W),,0,0,0,0
Potter,121 COUNTY ONLY,President,,SHIVA AYYADURAI/CRYSTAL ELLIS (W),,0,0,0,0
Potter,121 COUNTY ONLY,President,,Under Votes,,0,1,0,1
Potter,121 COUNTY ONLY,President,,Over Votes,,0,0,0,0
Potter,121 COUNTY ONLY,U.S. Senate,,Ted Cruz,REP,3,55,9,67
Potter,121 COUNTY ONLY,U.S. Senate,,Colin Allred,DEM,0,7,0,7
Potter,121 COUNTY ONLY,U.S. Senate,,Ted Brown,LIB,0,3,0,3
Potter,121 COUNTY ONLY,U.S. Senate,,ANALISA ROCHE (W),,0,0,0,0
Potter,121 COUNTY ONLY,U.S. Senate,,TRACY ANDRUS (W),,0,0,0,0
Potter,121 COUNTY ONLY,U.S. Senate,,Under Votes,,0,0,0,0
Potter,121 COUNTY ONLY,U.S. Senate,,Over Votes,,0,0,0,0
Potter,121 COUNTY ONLY,U.S. House,13,Ronny Jackson,REP,3,58,9,70
Potter,121 COUNTY ONLY,U.S. House,13,Under Votes,,0,7,0,7
Potter,121 COUNTY ONLY,U.S. House,13,Over Votes,,0,0,0,0
Potter,121 COUNTY ONLY,Railroad Commissioner,,Christi Craddick,REP,1,57,9,67
Potter,121 COUNTY ONLY,Railroad Commissioner,,Katherine Culbert,DEM,0,6,0,6
Potter,121 COUNTY ONLY,Railroad Commissioner,,Hawk Dunlap,LIB,0,1,0,1
Potter,121 COUNTY ONLY,Railroad Commissioner,,Eddie Espinoza,GRN,0,1,0,1
Potter,121 COUNTY ONLY,Railroad Commissioner,,RICHARD MCKIBBIN (W),,0,0,0,0
Potter,121 COUNTY ONLY,Railroad Commissioner,,Under Votes,,2,0,0,2
Potter,121 COUNTY ONLY,Railroad Commissioner,,Over Votes,,0,0,0,0
Potter,121 COUNTY ONLY,"Justice, Supreme Court, Place 2",,Jimmy Blacklock,REP,1,57,9,67
Potter,121 COUNTY ONLY,"Justice, Supreme Court, Place 2",,DaSean Jones,DEM,0,7,0,7
Potter,121 COUNTY ONLY,"Justice, Supreme Court, Place 2",,Under Votes,,2,1,0,3
Potter,121 COUNTY ONLY,"Justice, Supreme Court, Place 2",,Over Votes,,0,0,0,0
Potter,121 COUNTY ONLY,"Justice, Supreme Court, Place 4",,John Devine,REP,1,55,9,65
Potter,121 COUNTY ONLY,"Justice, Supreme Court, Place 4",,Christine Vinh Weems,DEM,0,9,0,9
Potter,121 COUNTY ONLY,"Justice, Supreme Court, Place 4",,Under Votes,,2,1,0,3
Potter,121 COUNTY ONLY,"Justice, Supreme Court, Place 4",,Over Votes,,0,0,0,0
Potter,121 COUNTY ONLY,"Justice, Supreme Court, Place 6",,Jane Bland,REP,1,54,9,64
Potter,121 COUNTY ONLY,"Justice, Supreme Court, Place 6",,Bonnie Lee Goldstein,DEM,0,7,0,7
Potter,121 COUNTY ONLY,"Justice, Supreme Court, Place 6",,J. David Roberson,LIB,0,3,0,3
Potter,121 COUNTY ONLY,"Justice, Supreme Court, Place 6",,Under Votes,,2,1,0,3
Potter,121 COUNTY ONLY,"Justice, Supreme Court, Place 6",,Over Votes,,0,0,0,0
Potter,121 COUNTY ONLY,"Presiding Judge, Court of Criminal Appeals",,David J. Schenck,REP,1,56,9,66
Potter,121 COUNTY ONLY,"Presiding Judge, Court of Criminal Appeals",,Holly Taylor,DEM,0,7,0,7
Potter,121 COUNTY ONLY,"Presiding Judge, Court of Criminal Appeals",,Under Votes,,2,2,0,4
Potter,121 COUNTY ONLY,"Presiding Judge, Court of Criminal Appeals",,Over Votes,,0,0,0,0
Potter,121 COUNTY ONLY,"Judge, Court of Criminal Appeals, Place 7",,Gina Parker,REP,1,56,9,66
Potter,121 COUNTY ONLY,"Judge, Court of Criminal Appeals, Place 7",,Nancy Mulder,DEM,0,7,0,7
Potter,121 COUNTY ONLY,"Judge, Court of Criminal Appeals, Place 7",,Under Votes,,2,2,0,4
Potter,121 COUNTY ONLY,"Judge, Court of Criminal Appeals, Place 7",,Over Votes,,0,0,0,0
Potter,121 COUNTY ONLY,"Judge, Court of Criminal Appeals, Place 8",,Lee Finley,REP,1,55,9,65
Potter,121 COUNTY ONLY,"Judge, Court of Criminal Appeals, Place 8",,Chika Anyiam,DEM,0,8,0,8
Potter,121 COUNTY ONLY,"Judge, Court of Criminal Appeals, Place 8",,Under Votes,,2,2,0,4
Potter,121 COUNTY ONLY,"Judge, Court of Criminal Appeals, Place 8",,Over Votes,,0,0,0,0
Potter,121 COUNTY ONLY,"Member, State Board of Education, District 15",,Aaron Kinsey,REP,1,54,9,64
