county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Floyd,1,President,,REP,Donald J. Trump,538,29,405,104
Floyd,1,President,,DEM,Kamala D. Harris,77,5,52,20
Floyd,1,President,,LIB,Chase Oliver,2,0,1,1
Floyd,1,President,,GRN,Jill Stein,2,0,2,0
Floyd,1,President,,,Under Votes,6,0,4,2
Floyd,1,President,,,Over Votes,0,0,0,0
Floyd,1,U.S. Senate,,REP,Ted Cruz,494,0,401,93
Floyd,1,U.S. Senate,,DEM,Colin Allred,103,30,46,27
Floyd,1,U.S. Senate,,LIB,Ted Brown,15,4,8,3
Floyd,1,U.S. Senate,,,Tracy Andrus (W),1,0,1,0
Floyd,1,U.S. Senate,,,Under Votes,12,0,8,4
Floyd,1,U.S. Senate,,,Over Votes,0,0,0,0
Floyd,1,U.S. House,19,REP,Jodey C. Arrington,542,31,412,99
Floyd,1,U.S. House,19,LIB,Bernard Johnson,29,0,17,12
Floyd,1,U.S. House,19,IND,Nathan Lewis,27,0,21,6
Floyd,1,U.S. House,19,,Under Votes,27,3,14,10
Floyd,1,U.S. House,19,,Over Votes,0,0,0,0
Floyd,1,Railroad Commissioner,,REP,Christi Craddick,508,27,384,97
Floyd,1,Railroad Commissioner,,DEM,Katherine Culbert,57,5,36,16
Floyd,1,Railroad Commissioner,,LIB,Hawk Dunlap,21,1,18,2
Floyd,1,Railroad Commissioner,,GRN,Eddie Espinoza,5,0,2,3
Floyd,1,Railroad Commissioner,,,Under Votes,32,1,22,9
Floyd,1,Railroad Commissioner,,,Over Votes,0,0,0,0
Floyd,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,528,28,404,96
Floyd,1,"Justice, Supreme Court, Place 2",,DEM,DaSean Jones,67,4,42,21
Floyd,1,"Justice, Supreme Court, Place 2",,,Under Votes,30,2,18,10
Floyd,1,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0
Floyd,1,"Justice, Supreme Court, Place 4",,REP,John Devine,524,27,401,96
Floyd,1,"Justice, Supreme Court, Place 4",,DEM,Christine Vinh Weems,67,5,44,18
Floyd,1,"Justice, Supreme Court, Place 4",,,Under Votes,34,2,19,13
Floyd,1,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0
Floyd,1,"Justice, Supreme Court, Place 6",,REP,Jane Bland,515,27,395,93
Floyd,1,"Justice, Supreme Court, Place 6",,DEM,Bonnie Lee Goldstein,67,5,43,19
Floyd,1,"Justice, Supreme Court, Place 6",,LIB,J. David Roberson,10,0,7,3
Floyd,1,"Justice, Supreme Court, Place 6",,,Under Votes,33,2,19,12
Floyd,1,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,0
Floyd,1,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,524,28,399,97
Floyd,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,69,4,48,17
Floyd,1,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,32,2,17,13
Floyd,1,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0
Floyd,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Gina Parker,523,28,400,95
Floyd,1,"Judge, Court of Criminal Appeals, Place 7",,DEM,Nancy Mulder,68,4,44,20
Floyd,1,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,34,2,20,12
Floyd,1,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0,0
Floyd,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Lee Finley,528,27,405,96
Floyd,1,"Judge, Court of Criminal Appeals, Place 8",,DEM,Chika Anyiam,63,5,41,17
Floyd,1,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,34,2,18,14
Floyd,1,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0,0
Floyd,1,"Member, State Board of Education, District 15",,REP,Aaron Kinsey,505,27,386,92
Floyd,1,"Member, State Board of Education, District 15",,DEM,Morgan Kirkpatrick,74,5,50,19
Floyd,1,"Member, State Board of Education, District 15",,LIB,Jack B. Westbrook,13,0,9,4
Floyd,1,"Member, State Board of Education, District 15",,,Under Votes,33,2,19,12
Floyd,1,"Member, State Board of Education, District 15",,,Over Votes,0,0,0,0
Floyd,1,"State Representative, District 83",,REP,Dustin Burrows,555,29,422,104
Floyd,1,"State Representative, District 83",,,Under Votes,70,5,42,23
Floyd,1,"State Representative, District 83",,,Over Votes,0,0,0,0
Floyd,1,"Justice, 7th Court of Appeals District, Place 2",,REP,Judy Parker,553,29,419,105
Floyd,1,"Justice, 7th Court of Appeals District, Place 2",,,Under Votes,72,5,45,22
Floyd,1,"Justice, 7th Court of Appeals District, Place 2",,,Over Votes,0,0,0,0
Floyd,1,"Justice, 7th Court of Appeals District, Place 3",,REP,Alex Yarbrough,549,29,418,102
Floyd,1,"Justice, 7th Court of Appeals District, Place 3",,,Under Votes,76,5,46,25
Floyd,1,"Justice, 7th Court of Appeals District, Place 3",,,Over Votes,0,0,0,0
Floyd,1,"District Attorney, 110th Judicial District",,REP,Emily Teegardin,550,29,416,105
Floyd,1,"District Attorney, 110th Judicial District",,,Under Votes,75,5,48,22
Floyd,1,"District Attorney, 110th Judicial District",,,Over Votes,0,0,0,0
Floyd,1,County Attorney,,REP,Lex Herrington,547,28,409,110
Floyd,1,County Attorney,,,Under Votes,78,6,55,17
Floyd,1,County Attorney,,,Over Votes,0,0,0,0
Floyd,1,Sheriff,,REP,Paul Raisse,335,21,248,66
Floyd,1,Sheriff,,,Ruben De Leon (W),264,11,199,54
Floyd,1,Sheriff,,,Under Votes,26,2,17,7
Floyd,1,Sheriff,,,Over Votes,0,0,0,0
Floyd,1,County Tax Assessor-Collector,,REP,Priscilla R. DeHoyos,576,29,436,111
Floyd,1,County Tax Assessor-Collector,,,Under Votes,49,5,28,16
Floyd,1,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
Floyd,1,"County Commissioner, Precinct 1",,REP,Tanner R Smith,568,29,432,107
Floyd,1,"County Commissioner, Precinct 1",,,Under Votes,57,5,32,20
Floyd,1,"County Commissioner, Precinct 1",,,Over Votes,0,0,0,0
Floyd,2,President,,REP,Donald J. Trump,559,10,428,121
Floyd,2,President,,DEM,Kamala D. Harris,83,2,58,23
Floyd,2,President,,LIB,Chase Oliver,2,0,1,1
