county,precinct,office,district,party,candidate,early_voting,election_day,votes
Menard,1,President,,REP,Donald J. Trump JD Vance,137,36,173
Menard,1,President,,DEM,Kamala D. Harris Tim Walz,31,12,43
Menard,1,President,,LIB,Chase Oliver Mike ter Maat,0,0,0
Menard,1,President,,GRN,Jill Stein Rudolph Ware,0,0,0
Menard,1,President,,,Cherunda Fox/Harlan Mc Vay,0,0,0
Menard,1,President,,,Claudia De la Cruz/Karina Garia,0,0,0
Menard,1,President,,,Cornel West/Melina Abdullah,0,0,0
Menard,1,President,,,Jessie Cuellar/Wesley Lasley,0,0,0
Menard,1,President,,,Peter Sonski/Lauren Onak,0,0,0
Menard,1,President,,,Shiva Ayadurai/Crystal Ellis,0,0,0
Menard,1,President,,,Write-ins,0,0,0
Menard,1,U.S. Senate,,REP,Ted Cruz,127,28,155
Menard,1,U.S. Senate,,DEM,Colin Allred,41,16,57
Menard,1,U.S. Senate,,LIB,Ted Brown,0,2,2
Menard,1,U.S. Senate,,,Analisa Roche,0,0,0
Menard,1,U.S. Senate,,,Tracy Andrus,0,0,0
Menard,1,U.S. Senate,,,Write-ins,0,0,0
Menard,1,U.S. House,11,REP,August Pfluger,141,35,176
Menard,1,Railroad Commissioner,,REP,Christi Craddick,124,28,152
Menard,1,Railroad Commissioner,,DEM,Katherine Culbert,32,7,39
Menard,1,Railroad Commissioner,,LIB,Hawk Dunlap,2,1,3
Menard,1,Railroad Commissioner,,GRN,Eddie Espinoza,3,5,8
Menard,1,Railroad Commissioner,,,Richard McKibbin,0,0,0
Menard,1,Railroad Commissioner,,,Write-ins,0,0,0
Menard,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,127,30,157
Menard,1,"Justice, Supreme Court, Place 2",,DEM,DaSean Jones,34,13,47
Menard,1,"Justice, Supreme Court, Place 4",,REP,John Devine,127,32,159
Menard,1,"Justice, Supreme Court, Place 4",,DEM,Christine Vinh Weems,35,9,44
Menard,1,"Justice, Supreme Court, Place 6",,REP,Jane Bland,126,30,156
Menard,1,"Justice, Supreme Court, Place 6",,DEM,Bonnie Lee Goldstein,32,10,42
Menard,1,"Justice, Supreme Court, Place 6",,LIB,J. David Roberson,4,2,6
Menard,1,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,127,33,160
