county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Hall,101,Registered Voters,,,,426,,,
Hall,101,Ballots Cast,,,,238,19,165,54
Hall,101,Ballots Cast - Blank,,,,0,0,0,0
Hall,101,President,,REP,Donald J. Trump,188,14,132,42
Hall,101,President,,DEM,Kamala D. Harris,47,5,31,11
Hall,101,President,,LIB,Chase Oliver,1,0,1,0
Hall,101,President,,GRN,Jill Stein,1,0,1,0
Hall,101,President,,,Write-ins,1,0,0,1
Hall,101,U.S. Senate,,REP,Ted Cruz,178,13,125,40
Hall,101,U.S. Senate,,DEM,Colin Allred,46,5,31,10
Hall,101,U.S. Senate,,LIB,Ted Brown,5,0,3,2
Hall,101,U.S. Senate,,,Write-ins,0,0,0,0
Hall,101,U.S. House,13,REP,Ronny Jackson,182,12,132,38
Hall,101,Railroad Commissioner,,REP,Christi Craddick,170,13,119,38
Hall,101,Railroad Commissioner,,DEM,Katherine Culbert,36,5,23,8
Hall,101,Railroad Commissioner,,LIB,Hawk Dunlap,8,0,6,2
Hall,101,Railroad Commissioner,,GRN,Eddie Espinoza,3,0,2,1
Hall,101,Railroad Commissioner,,,Write-ins,0,0,0,0
Hall,101,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,174,13,123,38
Hall,101,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,41,5,26,10
Hall,101,"Justice, Supreme Court, Pl 4",,REP,John Devine,168,13,118,37
Hall,101,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,45,5,29,11
Hall,101,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,171,13,120,38
Hall,101,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,40,5,28,7
Hall,101,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,3,0,2,1
Hall,101,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,175,13,124,38
Hall,101,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,39,5,25,9
Hall,101,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,172,12,123,37
Hall,101,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,39,5,27,7
Hall,101,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,171,13,122,36
