county,precinct,office,district,party,candidate,votes,election_day,ev_in-person,ev_mail,prov/ev/ed
Dallas,2114-01,City of Dallas Proposition G,,NON,Against (En Contra),496,38,421,34,3
Dallas,2114-02,City of Dallas Proposition G,,NON,Against (En Contra),69,5,52,11,1
Dallas,2114-03,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2115-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2115-02,City of Dallas Proposition G,,NON,Against (En Contra),44,5,37,2,0
Dallas,2116-01,City of Dallas Proposition G,,NON,Against (En Contra),7,2,4,1,0
Dallas,2116-02,City of Dallas Proposition G,,NON,Against (En Contra),16,4,12,0,0
Dallas,2117-01,City of Dallas Proposition G,,NON,Against (En Contra),235,82,140,13,0
Dallas,2117-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2118-01,City of Dallas Proposition G,,NON,Against (En Contra),61,15,42,3,1
Dallas,2118-02,City of Dallas Proposition G,,NON,Against (En Contra),53,15,36,2,0
Dallas,2118-03,City of Dallas Proposition G,,NON,Against (En Contra),24,7,17,0,0
Dallas,2119-01,City of Dallas Proposition G,,NON,Against (En Contra),41,11,29,1,0
Dallas,2119-02,City of Dallas Proposition G,,NON,Against (En Contra),1,0,1,0,0
Dallas,2120-01,City of Dallas Proposition G,,NON,Against (En Contra),292,77,210,3,2
Dallas,2121-01,City of Dallas Proposition G,,NON,Against (En Contra),105,42,62,1,0
Dallas,2122-01,City of Dallas Proposition G,,NON,Against (En Contra),175,42,133,0,0
Dallas,2123-01,City of Dallas Proposition G,,NON,Against (En Contra),18,10,8,0,0
Dallas,2123-02,City of Dallas Proposition G,,NON,Against (En Contra),158,40,114,3,1
Dallas,2124-01,City of Dallas Proposition G,,NON,Against (En Contra),238,80,155,3,0
Dallas,2124-02,City of Dallas Proposition G,,NON,Against (En Contra),2,0,2,0,0
Dallas,2124-03,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2124-04,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2125-01,City of Dallas Proposition G,,NON,Against (En Contra),369,97,258,14,0
Dallas,2125-02,City of Dallas Proposition G,,NON,Against (En Contra),8,4,4,0,0
Dallas,2126-01,City of Dallas Proposition G,,NON,Against (En Contra),93,16,77,0,0
Dallas,2127-01,City of Dallas Proposition G,,NON,Against (En Contra),287,55,219,13,0
Dallas,2127-02,City of Dallas Proposition G,,NON,Against (En Contra),79,26,51,2,0
Dallas,2127-03,City of Dallas Proposition G,,NON,Against (En Contra),130,38,86,5,1
Dallas,2128-01,City of Dallas Proposition G,,NON,Against (En Contra),395,80,280,35,0
Dallas,2128-02,City of Dallas Proposition G,,NON,Against (En Contra),34,7,19,8,0
Dallas,2129-01,City of Dallas Proposition G,,NON,Against (En Contra),55,20,35,0,0
Dallas,2130-01,City of Dallas Proposition G,,NON,Against (En Contra),124,34,77,13,0
Dallas,2131-01,City of Dallas Proposition G,,NON,Against (En Contra),212,57,150,5,0
Dallas,2132-01,City of Dallas Proposition G,,NON,Against (En Contra),103,25,73,5,0
Dallas,2133-01,City of Dallas Proposition G,,NON,Against (En Contra),5,3,2,0,0
Dallas,2134-01,City of Dallas Proposition G,,NON,Against (En Contra),260,55,192,12,1
Dallas,2134-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2137-01,City of Dallas Proposition G,,NON,Against (En Contra),111,36,74,1,0
Dallas,2138-01,City of Dallas Proposition G,,NON,Against (En Contra),86,35,50,1,0
Dallas,2139-01,City of Dallas Proposition G,,NON,Against (En Contra),27,10,14,2,1
Dallas,2139-02,City of Dallas Proposition G,,NON,Against (En Contra),40,15,23,2,0
Dallas,2140-01,City of Dallas Proposition G,,NON,Against (En Contra),92,35,55,1,1
Dallas,2141-01,City of Dallas Proposition G,,NON,Against (En Contra),81,22,56,2,1
Dallas,2142-01,City of Dallas Proposition G,,NON,Against (En Contra),142,57,84,1,0
Dallas,2143-01,City of Dallas Proposition G,,NON,Against (En Contra),61,14,47,0,0
Dallas,2143-02,City of Dallas Proposition G,,NON,Against (En Contra),1,0,1,0,0
Dallas,2144-01,City of Dallas Proposition G,,NON,Against (En Contra),273,61,201,11,0
Dallas,2145-01,City of Dallas Proposition G,,NON,Against (En Contra),262,69,190,2,1
Dallas,2145-02,City of Dallas Proposition G,,NON,Against (En Contra),124,34,89,1,0
Dallas,2145-03,City of Dallas Proposition G,,NON,Against (En Contra),46,11,35,0,0
Dallas,2146-01,City of Dallas Proposition G,,NON,Against (En Contra),347,100,245,2,0
Dallas,2146-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2147-01,City of Dallas Proposition G,,NON,Against (En Contra),354,67,281,6,0
Dallas,2147-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2148-01,City of Dallas Proposition G,,NON,Against (En Contra),67,23,44,0,0
Dallas,2148-02,City of Dallas Proposition G,,NON,Against (En Contra),28,11,16,1,0
Dallas,2149-01,City of Dallas Proposition G,,NON,Against (En Contra),132,36,96,0,0
Dallas,2149-02,City of Dallas Proposition G,,NON,Against (En Contra),91,14,74,3,0
Dallas,2150-01,City of Dallas Proposition G,,NON,Against (En Contra),199,58,133,8,0
Dallas,2150-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2151-01,City of Dallas Proposition G,,NON,Against (En Contra),41,7,34,0,0
Dallas,2152-01,City of Dallas Proposition G,,NON,Against (En Contra),271,91,179,0,1
Dallas,2152-02,City of Dallas Proposition G,,NON,Against (En Contra),12,4,8,0,0
Dallas,2153-01,City of Dallas Proposition G,,NON,Against (En Contra),114,23,89,2,0
Dallas,2153-02,City of Dallas Proposition G,,NON,Against (En Contra),94,35,59,0,0
Dallas,2154-01,City of Dallas Proposition G,,NON,Against (En Contra),9,3,6,0,0
Dallas,2155-01,City of Dallas Proposition G,,NON,Against (En Contra),190,26,162,2,0
Dallas,2155-02,City of Dallas Proposition G,,NON,Against (En Contra),187,36,150,1,0
Dallas,2201-05,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2400-04,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2406-04,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2520-04,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2523-02,City of Dallas Proposition G,,NON,Against (En Contra),79,12,65,2,0
Dallas,2605-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,2902-02,City of Dallas Proposition G,,NON,Against (En Contra),2,1,1,0,0
Dallas,3000-01,City of Dallas Proposition G,,NON,Against (En Contra),597,169,423,4,1
Dallas,3001-01,City of Dallas Proposition G,,NON,Against (En Contra),35,6,29,0,0
Dallas,3001-02,City of Dallas Proposition G,,NON,Against (En Contra),18,6,11,1,0
Dallas,3001-03,City of Dallas Proposition G,,NON,Against (En Contra),7,4,3,0,0
Dallas,3002-01,City of Dallas Proposition G,,NON,Against (En Contra),125,37,83,5,0
Dallas,3003-01,City of Dallas Proposition G,,NON,Against (En Contra),295,54,230,10,1
Dallas,3004-01,City of Dallas Proposition G,,NON,Against (En Contra),330,81,244,5,0
Dallas,3005-01,City of Dallas Proposition G,,NON,Against (En Contra),115,37,76,1,1
Dallas,3006-01,City of Dallas Proposition G,,NON,Against (En Contra),424,97,315,12,0
Dallas,3006-02,City of Dallas Proposition G,,NON,Against (En Contra),147,44,101,2,0
Dallas,3007-01,City of Dallas Proposition G,,NON,Against (En Contra),147,27,120,0,0
Dallas,3007-02,City of Dallas Proposition G,,NON,Against (En Contra),76,18,57,1,0
Dallas,3007-03,City of Dallas Proposition G,,NON,Against (En Contra),59,14,42,1,2
Dallas,3008-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3008-02,City of Dallas Proposition G,,NON,Against (En Contra),92,26,65,1,0
Dallas,3008-03,City of Dallas Proposition G,,NON,Against (En Contra),17,6,11,0,0
Dallas,3008-04,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3009-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3010-01,City of Dallas Proposition G,,NON,Against (En Contra),65,13,49,3,0
Dallas,3011-01,City of Dallas Proposition G,,NON,Against (En Contra),184,52,132,0,0
Dallas,3012-01,City of Dallas Proposition G,,NON,Against (En Contra),5,1,4,0,0
Dallas,3012-02,City of Dallas Proposition G,,NON,Against (En Contra),19,9,10,0,0
Dallas,3012-03,City of Dallas Proposition G,,NON,Against (En Contra),2,2,0,0,0
Dallas,3013-02,City of Dallas Proposition G,,NON,Against (En Contra),98,19,79,0,0
Dallas,3014-01,City of Dallas Proposition G,,NON,Against (En Contra),203,52,145,6,0
Dallas,3014-02,City of Dallas Proposition G,,NON,Against (En Contra),180,63,116,1,0
Dallas,3015-01,City of Dallas Proposition G,,NON,Against (En Contra),32,10,22,0,0
Dallas,3016-01,City of Dallas Proposition G,,NON,Against (En Contra),165,35,128,1,1
Dallas,3016-02,City of Dallas Proposition G,,NON,Against (En Contra),71,19,52,0,0
Dallas,3016-03,City of Dallas Proposition G,,NON,Against (En Contra),17,2,15,0,0
Dallas,3016-04,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3017-01,City of Dallas Proposition G,,NON,Against (En Contra),79,17,57,4,1
Dallas,3018-01,City of Dallas Proposition G,,NON,Against (En Contra),212,65,137,10,0
Dallas,3019-01,City of Dallas Proposition G,,NON,Against (En Contra),70,20,50,0,0
Dallas,3020-01,City of Dallas Proposition G,,NON,Against (En Contra),37,8,29,0,0
Dallas,3021-01,City of Dallas Proposition G,,NON,Against (En Contra),100,21,74,4,1
Dallas,3022-01,City of Dallas Proposition G,,NON,Against (En Contra),185,40,135,10,0
Dallas,3023-01,City of Dallas Proposition G,,NON,Against (En Contra),147,31,108,7,1
Dallas,3024-01,City of Dallas Proposition G,,NON,Against (En Contra),168,42,114,12,0
Dallas,3025-01,City of Dallas Proposition G,,NON,Against (En Contra),20,7,13,0,0
Dallas,3026-01,City of Dallas Proposition G,,NON,Against (En Contra),84,34,40,10,0
Dallas,3027-01,City of Dallas Proposition G,,NON,Against (En Contra),167,40,121,6,0
Dallas,3028-01,City of Dallas Proposition G,,NON,Against (En Contra),117,35,76,6,0
Dallas,3029-01,City of Dallas Proposition G,,NON,Against (En Contra),95,41,51,2,1
Dallas,3031-01,City of Dallas Proposition G,,NON,Against (En Contra),123,52,69,2,0
Dallas,3032-01,City of Dallas Proposition G,,NON,Against (En Contra),155,51,101,2,1
Dallas,3033-01,City of Dallas Proposition G,,NON,Against (En Contra),48,16,31,1,0
Dallas,3033-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3034-01,City of Dallas Proposition G,,NON,Against (En Contra),156,49,100,6,1
Dallas,3035-01,City of Dallas Proposition G,,NON,Against (En Contra),145,37,98,10,0
Dallas,3036-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3036-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3036-03,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3037-01,City of Dallas Proposition G,,NON,Against (En Contra),46,10,33,3,0
Dallas,3038-01,City of Dallas Proposition G,,NON,Against (En Contra),126,28,95,3,0
Dallas,3039-01,City of Dallas Proposition G,,NON,Against (En Contra),285,50,221,14,0
Dallas,3040-01,City of Dallas Proposition G,,NON,Against (En Contra),114,42,71,1,0
Dallas,3040-03,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3041-01,City of Dallas Proposition G,,NON,Against (En Contra),18,6,12,0,0
Dallas,3042-01,City of Dallas Proposition G,,NON,Against (En Contra),161,52,101,4,4
Dallas,3043-01,City of Dallas Proposition G,,NON,Against (En Contra),196,48,141,6,1
Dallas,3044-01,City of Dallas Proposition G,,NON,Against (En Contra),285,81,189,12,3
Dallas,3045-01,City of Dallas Proposition G,,NON,Against (En Contra),78,30,47,1,0
Dallas,3045-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3045-03,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3046-01,City of Dallas Proposition G,,NON,Against (En Contra),347,77,260,9,1
Dallas,3047-01,City of Dallas Proposition G,,NON,Against (En Contra),220,68,140,11,1
Dallas,3048-01,City of Dallas Proposition G,,NON,Against (En Contra),268,52,192,22,2
Dallas,3048-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3049-01,City of Dallas Proposition G,,NON,Against (En Contra),263,69,180,13,1
Dallas,3050-01,City of Dallas Proposition G,,NON,Against (En Contra),201,59,130,11,1
Dallas,3051-01,City of Dallas Proposition G,,NON,Against (En Contra),88,29,57,2,0
Dallas,3052-01,City of Dallas Proposition G,,NON,Against (En Contra),252,93,148,8,3
Dallas,3053-01,City of Dallas Proposition G,,NON,Against (En Contra),262,59,197,5,1
Dallas,3053-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3053-03,City of Dallas Proposition G,,NON,Against (En Contra),26,10,16,0,0
Dallas,3053-04,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3054-01,City of Dallas Proposition G,,NON,Against (En Contra),463,85,360,17,1
Dallas,3055-01,City of Dallas Proposition G,,NON,Against (En Contra),401,53,326,22,0
Dallas,3056-01,City of Dallas Proposition G,,NON,Against (En Contra),427,69,345,11,2
Dallas,3056-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3057-01,City of Dallas Proposition G,,NON,Against (En Contra),293,92,189,11,1
Dallas,3057-02,City of Dallas Proposition G,,NON,Against (En Contra),63,14,46,3,0
Dallas,3058-01,City of Dallas Proposition G,,NON,Against (En Contra),313,67,230,16,0
Dallas,3059-01,City of Dallas Proposition G,,NON,Against (En Contra),183,27,144,12,0
Dallas,3060-01,City of Dallas Proposition G,,NON,Against (En Contra),191,38,144,8,1
Dallas,3060-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3061-01,City of Dallas Proposition G,,NON,Against (En Contra),189,49,132,8,0
Dallas,3062-01,City of Dallas Proposition G,,NON,Against (En Contra),316,113,195,7,1
Dallas,3063-01,City of Dallas Proposition G,,NON,Against (En Contra),359,88,265,6,0
Dallas,3063-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3063-03,City of Dallas Proposition G,,NON,Against (En Contra),77,10,67,0,0
Dallas,3064-01,City of Dallas Proposition G,,NON,Against (En Contra),384,65,304,13,2
Dallas,3065-01,City of Dallas Proposition G,,NON,Against (En Contra),290,60,215,13,2
Dallas,3066-01,City of Dallas Proposition G,,NON,Against (En Contra),247,52,189,4,2
Dallas,3067-01,City of Dallas Proposition G,,NON,Against (En Contra),81,20,61,0,0
Dallas,3067-02,City of Dallas Proposition G,,NON,Against (En Contra),85,27,56,2,0
Dallas,3067-03,City of Dallas Proposition G,,NON,Against (En Contra),33,8,24,1,0
Dallas,3067-04,City of Dallas Proposition G,,NON,Against (En Contra),22,6,15,1,0
Dallas,3068-01,City of Dallas Proposition G,,NON,Against (En Contra),544,131,400,13,0
Dallas,3068-02,City of Dallas Proposition G,,NON,Against (En Contra),1,0,1,0,0
Dallas,3068-03,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3068-04,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3068-05,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3068-06,City of Dallas Proposition G,,NON,Against (En Contra),1,0,1,0,0
Dallas,3068-07,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3069-01,City of Dallas Proposition G,,NON,Against (En Contra),259,63,184,12,0
Dallas,3070-01,City of Dallas Proposition G,,NON,Against (En Contra),388,74,299,15,0
Dallas,3071-01,City of Dallas Proposition G,,NON,Against (En Contra),353,100,238,14,1
Dallas,3072-01,City of Dallas Proposition G,,NON,Against (En Contra),3,2,1,0,0
Dallas,3072-03,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3072-04,City of Dallas Proposition G,,NON,Against (En Contra),1,0,1,0,0
Dallas,3073-01,City of Dallas Proposition G,,NON,Against (En Contra),24,6,18,0,0
Dallas,3074-01,City of Dallas Proposition G,,NON,Against (En Contra),103,36,61,6,0
Dallas,3075-01,City of Dallas Proposition G,,NON,Against (En Contra),15,1,14,0,0
Dallas,3075-02,City of Dallas Proposition G,,NON,Against (En Contra),4,0,4,0,0
Dallas,3075-04,City of Dallas Proposition G,,NON,Against (En Contra),12,8,3,1,0
Dallas,3076-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3076-03,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3077-01,City of Dallas Proposition G,,NON,Against (En Contra),474,65,397,11,1
Dallas,3077-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3078-01,City of Dallas Proposition G,,NON,Against (En Contra),347,76,262,7,2
Dallas,3078-02,City of Dallas Proposition G,,NON,Against (En Contra),109,22,86,1,0
Dallas,3079-01,City of Dallas Proposition G,,NON,Against (En Contra),17,9,7,1,0
Dallas,3079-02,City of Dallas Proposition G,,NON,Against (En Contra),49,13,36,0,0
Dallas,3079-04,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3080-01,City of Dallas Proposition G,,NON,Against (En Contra),206,56,147,2,1
Dallas,3081-01,City of Dallas Proposition G,,NON,Against (En Contra),258,44,198,15,1
Dallas,3082-01,City of Dallas Proposition G,,NON,Against (En Contra),282,96,180,6,0
Dallas,3082-02,City of Dallas Proposition G,,NON,Against (En Contra),9,5,4,0,0
Dallas,3082-03,City of Dallas Proposition G,,NON,Against (En Contra),18,9,9,0,0
Dallas,3082-04,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3082-05,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3083-01,City of Dallas Proposition G,,NON,Against (En Contra),231,75,154,2,0
Dallas,3084-01,City of Dallas Proposition G,,NON,Against (En Contra),193,48,144,0,1
Dallas,3085-01,City of Dallas Proposition G,,NON,Against (En Contra),35,14,21,0,0
Dallas,3086-01,City of Dallas Proposition G,,NON,Against (En Contra),361,117,239,4,1
Dallas,3086-02,City of Dallas Proposition G,,NON,Against (En Contra),145,41,103,1,0
Dallas,3087-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3088-01,City of Dallas Proposition G,,NON,Against (En Contra),12,3,9,0,0
Dallas,3089-01,City of Dallas Proposition G,,NON,Against (En Contra),27,4,17,5,1
Dallas,3089-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3090-01,City of Dallas Proposition G,,NON,Against (En Contra),139,35,102,2,0
Dallas,3091-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3092-01,City of Dallas Proposition G,,NON,Against (En Contra),199,52,137,7,3
Dallas,3092-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3093-01,City of Dallas Proposition G,,NON,Against (En Contra),3,2,1,0,0
Dallas,3094-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3095-01,City of Dallas Proposition G,,NON,Against (En Contra),260,62,193,5,0
Dallas,3095-02,City of Dallas Proposition G,,NON,Against (En Contra),119,29,82,7,1
Dallas,3095-03,City of Dallas Proposition G,,NON,Against (En Contra),40,8,31,1,0
Dallas,3095-04,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3096-01,City of Dallas Proposition G,,NON,Against (En Contra),306,68,231,6,1
Dallas,3096-02,City of Dallas Proposition G,,NON,Against (En Contra),5,2,3,0,0
Dallas,3096-03,City of Dallas Proposition G,,NON,Against (En Contra),28,5,21,1,1
Dallas,3096-04,City of Dallas Proposition G,,NON,Against (En Contra),5,0,4,0,1
Dallas,3096-05,City of Dallas Proposition G,,NON,Against (En Contra),38,9,29,0,0
Dallas,3097-01,City of Dallas Proposition G,,NON,Against (En Contra),20,3,14,3,0
Dallas,3098-01,City of Dallas Proposition G,,NON,Against (En Contra),32,7,24,1,0
Dallas,3099-01,City of Dallas Proposition G,,NON,Against (En Contra),50,13,36,1,0
Dallas,30A4-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,30A6-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,30C4-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,30T4-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,30T6-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3111-03,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3116-01,City of Dallas Proposition G,,NON,Against (En Contra),1,0,0,1,0
Dallas,3117-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3117-02,City of Dallas Proposition G,,NON,Against (En Contra),1,0,1,0,0
Dallas,31A4-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3321-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3501-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3702-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3800-06,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3950-05,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3960-04,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3963-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3963-04,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3964-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3969-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,3970-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,4000-01,City of Dallas Proposition G,,NON,Against (En Contra),40,11,28,0,1
Dallas,4000-02,City of Dallas Proposition G,,NON,Against (En Contra),2,1,1,0,0
Dallas,4001-01,City of Dallas Proposition G,,NON,Against (En Contra),107,42,62,2,1
Dallas,4001-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,4001-03,City of Dallas Proposition G,,NON,Against (En Contra),41,15,25,1,0
Dallas,4002-01,City of Dallas Proposition G,,NON,Against (En Contra),205,36,163,6,0
Dallas,4003-01,City of Dallas Proposition G,,NON,Against (En Contra),25,12,12,1,0
Dallas,4003-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,4003-03,City of Dallas Proposition G,,NON,Against (En Contra),1,1,0,0,0
Dallas,4004-01,City of Dallas Proposition G,,NON,Against (En Contra),154,47,104,3,0
Dallas,4004-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,4004-03,City of Dallas Proposition G,,NON,Against (En Contra),90,24,65,1,0
Dallas,4005-01,City of Dallas Proposition G,,NON,Against (En Contra),121,25,92,4,0
Dallas,4006-01,City of Dallas Proposition G,,NON,Against (En Contra),223,45,175,3,0
Dallas,4007-01,City of Dallas Proposition G,,NON,Against (En Contra),43,5,38,0,0
Dallas,4008-01,City of Dallas Proposition G,,NON,Against (En Contra),55,26,29,0,0
Dallas,4009-01,City of Dallas Proposition G,,NON,Against (En Contra),161,63,94,4,0
Dallas,4010-01,City of Dallas Proposition G,,NON,Against (En Contra),242,38,200,4,0
Dallas,4011-01,City of Dallas Proposition G,,NON,Against (En Contra),118,35,83,0,0
Dallas,4012-01,City of Dallas Proposition G,,NON,Against (En Contra),17,3,13,0,1
Dallas,4013-01,City of Dallas Proposition G,,NON,Against (En Contra),88,14,69,4,1
Dallas,4014-01,City of Dallas Proposition G,,NON,Against (En Contra),444,85,345,13,1
Dallas,4015-01,City of Dallas Proposition G,,NON,Against (En Contra),289,68,204,16,1
Dallas,4016-01,City of Dallas Proposition G,,NON,Against (En Contra),279,74,194,10,1
Dallas,4017-01,City of Dallas Proposition G,,NON,Against (En Contra),83,15,66,2,0
Dallas,4018-01,City of Dallas Proposition G,,NON,Against (En Contra),220,40,174,6,0
Dallas,4019-01,City of Dallas Proposition G,,NON,Against (En Contra),217,47,169,1,0
Dallas,4019-02,City of Dallas Proposition G,,NON,Against (En Contra),105,33,65,7,0
Dallas,4020-01,City of Dallas Proposition G,,NON,Against (En Contra),105,32,69,4,0
Dallas,4020-02,City of Dallas Proposition G,,NON,Against (En Contra),33,9,24,0,0
Dallas,4021-01,City of Dallas Proposition G,,NON,Against (En Contra),330,52,275,3,0
Dallas,4021-02,City of Dallas Proposition G,,NON,Against (En Contra),36,11,25,0,0
Dallas,4021-03,City of Dallas Proposition G,,NON,Against (En Contra),42,9,33,0,0
Dallas,4022-01,City of Dallas Proposition G,,NON,Against (En Contra),164,30,133,1,0
Dallas,4023-01,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,4024-01,City of Dallas Proposition G,,NON,Against (En Contra),259,70,179,8,2
Dallas,4024-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,4025-01,City of Dallas Proposition G,,NON,Against (En Contra),59,20,38,1,0
Dallas,4025-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,4026-01,City of Dallas Proposition G,,NON,Against (En Contra),6,4,2,0,0
Dallas,4026-02,City of Dallas Proposition G,,NON,Against (En Contra),14,3,11,0,0
Dallas,4027-01,City of Dallas Proposition G,,NON,Against (En Contra),36,15,21,0,0
Dallas,4028-01,City of Dallas Proposition G,,NON,Against (En Contra),113,44,65,3,1
Dallas,4028-02,City of Dallas Proposition G,,NON,Against (En Contra),14,3,11,0,0
Dallas,4029-01,City of Dallas Proposition G,,NON,Against (En Contra),1,1,0,0,0
Dallas,4030-01,City of Dallas Proposition G,,NON,Against (En Contra),1,0,1,0,0
Dallas,4031-01,City of Dallas Proposition G,,NON,Against (En Contra),266,83,170,11,2
Dallas,4031-02,City of Dallas Proposition G,,NON,Against (En Contra),20,5,13,2,0
Dallas,4031-03,City of Dallas Proposition G,,NON,Against (En Contra),14,3,11,0,0
Dallas,4031-04,City of Dallas Proposition G,,NON,Against (En Contra),15,4,11,0,0
Dallas,4033-01,City of Dallas Proposition G,,NON,Against (En Contra),249,59,185,5,0
Dallas,4033-02,City of Dallas Proposition G,,NON,Against (En Contra),0,0,0,0,0
Dallas,4035-01,City of Dallas Proposition G,,NON,Against (En Contra),87,12,74,1,0
Dallas,4035-02,City of Dallas Proposition G,,NON,Against (En Contra),49,8,39,1,1
Dallas,4035-03,City of Dallas Proposition G,,NON,Against (En Contra),12,5,7,0,0
Dallas,4035-04,City of Dallas Proposition G,,NON,Against (En Contra),10,2,8,0,0
Dallas,4036-01,City of Dallas Proposition G,,NON,Against (En Contra),99,28,69,1,1
Dallas,4036-02,City of Dallas Proposition G,,NON,Against (En Contra),4,1,3,0,0
Dallas,4037-01,City of Dallas Proposition G,,NON,Against (En Contra),24,6,17,1,0
Dallas,4038-01,City of Dallas Proposition G,,NON,Against (En Contra),259,77,175,7,0
