county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional,limited
Hunt,3 - WHCCISD,"District Judge, 356th Judicial District",,REP,Steve Thomas,428,9,239,180,0,0
Hunt,3 - WHCCISD,"District Attorney, 88th Judicial District",,REP,Rebecca R. Walton,422,9,234,179,0,0
Hunt,3 - WHCCISD,County Attorney,,REP,Matthew Minick,436,9,242,185,0,0
Hunt,3 - WHCCISD,Sheriff,,REP,Mark Davis,436,9,241,186,0,0
Hunt,3 - WHCCISD,County Tax Assessor-Collector,,REP,Steve Smith,425,9,236,180,0,0
Hunt,3 - WHCCISD,"County Commissioner, Precinct 3",3,REP,Amanda Young,425,7,241,177,0,0
Hunt,3 - WHCCISD,"Constable, Precinct 6",6,REP,Ross Jordan,435,9,244,182,0,0
Hunt,3 - WHCCISD,"Constable, Precinct 6",6,,West Hardin County Consolidated Independent School District School Board Position 1 - Vote for none or one,0,0,0,0,0,0
Hunt,3 - WHCCISD,"Constable, Precinct 6",6,,Morgan Smith,100,1,54,45,0,0
Hunt,3 - WHCCISD,"Constable, Precinct 6",6,,Jacob Cotten,301,6,161,134,0,0
Hunt,3 - WHCCISD,"Constable, Precinct 6",6,,West Hardin County Consolidated Independent School District School Board Position 2 - Vote for none or one,0,0,0,0,0,0
Hunt,3 - WHCCISD,"Constable, Precinct 6",6,,Heather Pilgreen Swindull,156,3,91,62,0,0
Hunt,3 - WHCCISD,"Constable, Precinct 6",6,,Michael Campbell,250,4,128,118,0,0
Hunt,3 - WHCCISD,"Constable, Precinct 6",6,,West Hardin County Consolidated Independent School District School Board Position 3 - Vote for none or one,0,0,0,0,0,0
Hunt,3 - WHCCISD,"Constable, Precinct 6",6,,Bobby Joe Love,139,1,72,66,0,0
Hunt,3 - WHCCISD,"Constable, Precinct 6",6,,Joel Alpers,164,1,86,77,0,0
Hunt,3 - WHCCISD,"Constable, Precinct 6",6,,Bryan Wilson,103,5,58,40,0,0
Hunt,4 - WHCCISD,Registered Voters,,,,952,,,,,
Hunt,4 - WHCCISD,Ballots Cast,,,,675,,,,,
Hunt,4 - WHCCISD,President,,REP,Donald J. Trump JD Vance,619,2,255,362,0,0
Hunt,4 - WHCCISD,President,,DEM,Kamala D. Harris Tim Walz,51,1,28,22,0,0
Hunt,4 - WHCCISD,President,,LIB,Chase Oliver Mike ter Maat,0,0,0,0,0,0
Hunt,4 - WHCCISD,President,,GRN,Jill Stein Rudolph Ware,2,0,0,2,0,0
Hunt,4 - WHCCISD,President,,,Cheruda Fox/Harlan McVay,0,0,0,0,0,0
Hunt,4 - WHCCISD,President,,,Claudia De La Cruz/Karina Garcia,0,0,0,0,0,0
Hunt,4 - WHCCISD,President,,,Cornel West/Melina Abdullah,0,0,0,0,0,0
Hunt,4 - WHCCISD,President,,,Jessie Cuellar/Wesley Lasley,0,0,0,0,0,0
Hunt,4 - WHCCISD,President,,,Peter Sonski/Lauren Onak,0,0,0,0,0,0
Hunt,4 - WHCCISD,President,,,Shiva Ayyadurai/Crystal Ellis,0,0,0,0,0,0
Hunt,4 - WHCCISD,U.S. Senate,,REP,Ted Cruz,596,2,246,348,0,0
Hunt,4 - WHCCISD,U.S. Senate,,DEM,Colin Allred,64,1,32,31,0,0
Hunt,4 - WHCCISD,U.S. Senate,,LIB,Ted Brown,10,0,6,4,0,0
Hunt,4 - WHCCISD,U.S. Senate,,,Analisa Roche,0,0,0,0,0,0
Hunt,4 - WHCCISD,U.S. Senate,,,Tracy Andrus,0,0,0,0,0,0
Hunt,4 - WHCCISD,U.S. House,36,REP,Brian Babin,618,3,256,359,0,0
Hunt,4 - WHCCISD,U.S. House,36,DEM,Dayna Steele,48,0,25,23,0,0
Hunt,4 - WHCCISD,Railroad Commissioner,,REP,Christi Craddick,591,3,243,345,0,0
Hunt,4 - WHCCISD,Railroad Commissioner,,DEM,Katherine Culbert,37,0,19,18,0,0
Hunt,4 - WHCCISD,Railroad Commissioner,,LIB,Hawk Dunlap,24,0,13,11,0,0
Hunt,4 - WHCCISD,Railroad Commissioner,,GRN,Eddie Espinoza,5,0,3,2,0,0
Hunt,4 - WHCCISD,Railroad Commissioner,,,Richard McKibbin,0,0,0,0,0,0
Hunt,4 - WHCCISD,"Justice, Supreme Court, Place 2",2,REP,Jimmy Blacklock,612,3,255,354,0,0
Hunt,4 - WHCCISD,"Justice, Supreme Court, Place 2",2,DEM,DaSean Jones,46,0,25,21,0,0
Hunt,4 - WHCCISD,"Justice, Supreme Court, Place 4",4,REP,John Devine,611,3,254,354,0,0
Hunt,4 - WHCCISD,"Justice, Supreme Court, Place 4",4,DEM,Christine Vinh Weems,44,0,22,22,0,0
Hunt,4 - WHCCISD,"Justice, Supreme Court, Place 6",6,REP,Jane Bland,605,3,246,356,0,0
Hunt,4 - WHCCISD,"Justice, Supreme Court, Place 6",6,DEM,Bonnie Lee Goldstein,43,0,26,17,0,0
Hunt,4 - WHCCISD,"Justice, Supreme Court, Place 6",6,LIB,J. David Roberson,10,0,7,3,0,0
Hunt,4 - WHCCISD,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,613,3,254,356,0,0
Hunt,4 - WHCCISD,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,43,0,24,19,0,0
Hunt,4 - WHCCISD,"Judge, Court of Criminal Appeals, Place 7",7,REP,Gina Parker,615,3,254,358,0,0
Hunt,4 - WHCCISD,"Judge, Court of Criminal Appeals, Place 7",7,DEM,Nancy Mulder,44,0,25,19,0,0
Hunt,4 - WHCCISD,"Judge, Court of Criminal Appeals, Place 8",8,REP,Lee Finley,618,3,256,359,0,0
Hunt,4 - WHCCISD,"Judge, Court of Criminal Appeals, Place 8",8,DEM,Chika Anyiam,38,0,21,17,0,0
Hunt,4 - WHCCISD,State Representative,18,REP,Janis Holt,607,3,248,356,0,0
Hunt,4 - WHCCISD,State Representative,18,LIB,Seth Steele,42,0,25,17,0,0
Hunt,4 - WHCCISD,"Justice, 9th Court of Appeals District, Place 3",3,REP,Leanne Johnson,603,3,257,343,0,0
Hunt,4 - WHCCISD,"Justice, 9th Court of Appeals District, Place 4",4,REP,Kent Chambers,595,3,255,337,0,0
Hunt,4 - WHCCISD,"District Judge, 88th Judicial District",,REP,Earl B. Stover III,595,3,253,339,0,0
Hunt,4 - WHCCISD,"District Judge, 356th Judicial District",,REP,Steve Thomas,603,3,259,341,0,0
Hunt,4 - WHCCISD,"District Attorney, 88th Judicial District",,REP,Rebecca R. Walton,601,3,257,341,0,0
Hunt,4 - WHCCISD,County Attorney,,REP,Matthew Minick,597,3,255,339,0,0
Hunt,4 - WHCCISD,Sheriff,,REP,Mark Davis,602,3,258,341,0,0
Hunt,4 - WHCCISD,County Tax Assessor-Collector,,REP,Steve Smith,595,3,254,338,0,0
Hunt,4 - WHCCISD,"County Commissioner, Precinct 3",3,REP,Amanda Young,592,3,253,336,0,0
Hunt,4 - WHCCISD,"Constable, Precinct 6",6,REP,Ross Jordan,606,3,257,346,0,0
Hunt,4 - WHCCISD,"Constable, Precinct 6",6,,West Hardin County Consolidated Independent School District School Board Position 1 - Vote for none or one,0,0,0,0,0,0
Hunt,4 - WHCCISD,"Constable, Precinct 6",6,,Morgan Smith,144,0,61,83,0,0
Hunt,4 - WHCCISD,"Constable, Precinct 6",6,,Jacob Cotten,439,3,177,259,0,0
Hunt,4 - WHCCISD,"Constable, Precinct 6",6,,West Hardin County Consolidated Independent School District School Board Position 2 - Vote for none or one,0,0,0,0,0,0
Hunt,4 - WHCCISD,"Constable, Precinct 6",6,,Heather Pilgreen Swindull,316,2,128,186,0,0
Hunt,4 - WHCCISD,"Constable, Precinct 6",6,,Michael Campbell,282,1,116,165,0,0
Hunt,4 - WHCCISD,"Constable, Precinct 6",6,,West Hardin County Consolidated Independent School District School Board Position 3 - Vote for none or one,0,0,0,0,0,0
Hunt,4 - WHCCISD,"Constable, Precinct 6",6,,Bobby Joe Love,254,2,89,163,0,0
Hunt,4 - WHCCISD,"Constable, Precinct 6",6,,Joel Alpers,193,0,87,106,0,0
Hunt,4 - WHCCISD,"Constable, Precinct 6",6,,Bryan Wilson,138,1,58,79,0,0
Hunt,5 - WHCCISD,Registered Voters,,,,676,,,,,
Hunt,5 - WHCCISD,Ballots Cast,,,,462,,,,,
Hunt,5 - WHCCISD,President,,REP,Donald J. Trump JD Vance,434,3,224,207,0,0
Hunt,5 - WHCCISD,President,,DEM,Kamala D. Harris Tim Walz,27,2,12,13,0,0
Hunt,5 - WHCCISD,President,,LIB,Chase Oliver Mike ter Maat,0,0,0,0,0,0
Hunt,5 - WHCCISD,President,,GRN,Jill Stein Rudolph Ware,0,0,0,0,0,0
Hunt,5 - WHCCISD,President,,,Cheruda Fox/Harlan McVay,0,0,0,0,0,0
Hunt,5 - WHCCISD,President,,,Claudia De La Cruz/Karina Garcia,0,0,0,0,0,0
Hunt,5 - WHCCISD,President,,,Cornel West/Melina Abdullah,0,0,0,0,0,0
Hunt,5 - WHCCISD,President,,,Jessie Cuellar/Wesley Lasley,0,0,0,0,0,0
Hunt,5 - WHCCISD,President,,,Peter Sonski/Lauren Onak,0,0,0,0,0,0
Hunt,5 - WHCCISD,President,,,Shiva Ayyadurai/Crystal Ellis,0,0,0,0,0,0
Hunt,5 - WHCCISD,U.S. Senate,,REP,Ted Cruz,423,3,220,200,0,0
Hunt,5 - WHCCISD,U.S. Senate,,DEM,Colin Allred,30,2,13,15,0,0
Hunt,5 - WHCCISD,U.S. Senate,,LIB,Ted Brown,5,0,2,3,0,0
Hunt,5 - WHCCISD,U.S. Senate,,,Analisa Roche,0,0,0,0,0,0
Hunt,5 - WHCCISD,U.S. Senate,,,Tracy Andrus,0,0,0,0,0,0
Hunt,5 - WHCCISD,U.S. House,36,REP,Brian Babin,430,3,222,205,0,0
Hunt,5 - WHCCISD,U.S. House,36,DEM,Dayna Steele,26,2,12,12,0,0
Hunt,5 - WHCCISD,Railroad Commissioner,,REP,Christi Craddick,428,3,221,204,0,0
Hunt,5 - WHCCISD,Railroad Commissioner,,DEM,Katherine Culbert,20,2,9,9,0,0
Hunt,5 - WHCCISD,Railroad Commissioner,,LIB,Hawk Dunlap,6,0,3,3,0,0
Hunt,5 - WHCCISD,Railroad Commissioner,,GRN,Eddie Espinoza,0,0,0,0,0,0
Hunt,5 - WHCCISD,Railroad Commissioner,,,Richard McKibbin,0,0,0,0,0,0
Hunt,5 - WHCCISD,"Justice, Supreme Court, Place 2",2,REP,Jimmy Blacklock,429,3,220,206,0,0
Hunt,5 - WHCCISD,"Justice, Supreme Court, Place 2",2,DEM,DaSean Jones,23,2,11,10,0,0
Hunt,5 - WHCCISD,"Justice, Supreme Court, Place 4",4,REP,John Devine,428,3,222,203,0,0
Hunt,5 - WHCCISD,"Justice, Supreme Court, Place 4",4,DEM,Christine Vinh Weems,25,2,10,13,0,0
Hunt,5 - WHCCISD,"Justice, Supreme Court, Place 6",6,REP,Jane Bland,420,3,215,202,0,0
Hunt,5 - WHCCISD,"Justice, Supreme Court, Place 6",6,DEM,Bonnie Lee Goldstein,25,2,12,11,0,0
Hunt,5 - WHCCISD,"Justice, Supreme Court, Place 6",6,LIB,J. David Roberson,8,0,5,3,0,0
Hunt,5 - WHCCISD,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,426,3,222,201,0,0
Hunt,5 - WHCCISD,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,26,2,10,14,0,0
Hunt,5 - WHCCISD,"Judge, Court of Criminal Appeals, Place 7",7,REP,Gina Parker,427,3,220,204,0,0
Hunt,5 - WHCCISD,"Judge, Court of Criminal Appeals, Place 7",7,DEM,Nancy Mulder,25,2,11,12,0,0
Hunt,5 - WHCCISD,"Judge, Court of Criminal Appeals, Place 8",8,REP,Lee Finley,429,3,221,205,0,0
Hunt,5 - WHCCISD,"Judge, Court of Criminal Appeals, Place 8",8,DEM,Chika Anyiam,22,2,10,10,0,0
Hunt,5 - WHCCISD,State Representative,18,REP,Janis Holt,429,3,220,206,0,0
Hunt,5 - WHCCISD,State Representative,18,LIB,Seth Steele,19,2,9,8,0,0
Hunt,5 - WHCCISD,"Justice, 9th Court of Appeals District, Place 3",3,REP,Leanne Johnson,411,3,215,193,0,0
Hunt,5 - WHCCISD,"Justice, 9th Court of Appeals District, Place 4",4,REP,Kent Chambers,404,2,211,191,0,0
Hunt,5 - WHCCISD,"District Judge, 88th Judicial District",,REP,Earl B. Stover III,413,3,216,194,0,0
Hunt,5 - WHCCISD,"District Judge, 356th Judicial District",,REP,Steve Thomas,409,3,213,193,0,0
Hunt,5 - WHCCISD,"District Attorney, 88th Judicial District",,REP,Rebecca R. Walton,413,3,218,192,0,0
Hunt,5 - WHCCISD,County Attorney,,REP,Matthew Minick,409,3,213,193,0,0
Hunt,5 - WHCCISD,Sheriff,,REP,Mark Davis,411,3,215,193,0,0
Hunt,5 - WHCCISD,County Tax Assessor-Collector,,REP,Steve Smith,411,3,212,196,0,0
Hunt,5 - WHCCISD,"County Commissioner, Precinct 3",3,REP,Amanda Young,398,4,208,186,0,0
Hunt,5 - WHCCISD,"Constable, Precinct 6",6,REP,Ross Jordan,407,4,210,193,0,0
Hunt,5 - WHCCISD,"Constable, Precinct 6",6,,West Hardin County Consolidated Independent School District School Board Position 1 - Vote for none or one,0,0,0,0,0,0
Hunt,5 - WHCCISD,"Constable, Precinct 6",6,,Morgan Smith,115,1,54,60,0,0
Hunt,5 - WHCCISD,"Constable, Precinct 6",6,,Jacob Cotten,284,2,146,136,0,0
Hunt,5 - WHCCISD,"Constable, Precinct 6",6,,West Hardin County Consolidated Independent School District School Board Position 2 - Vote for none or one,0,0,0,0,0,0
Hunt,5 - WHCCISD,"Constable, Precinct 6",6,,Heather Pilgreen Swindull,185,0,92,93,0,0
Hunt,5 - WHCCISD,"Constable, Precinct 6",6,,Michael Campbell,207,3,104,100,0,0
Hunt,5 - WHCCISD,"Constable, Precinct 6",6,,West Hardin County Consolidated Independent School District School Board Position 3 - Vote for none or one,0,0,0,0,0,0
Hunt,5 - WHCCISD,"Constable, Precinct 6",6,,Bobby Joe Love,214,0,99,115,0,0
Hunt,5 - WHCCISD,"Constable, Precinct 6",6,,Joel Alpers,93,0,54,39,0,0
Hunt,5 - WHCCISD,"Constable, Precinct 6",6,,Bryan Wilson,102,3,53,46,0,0
Hunt,6,Registered Voters,,,,5355,,,,,
Hunt,6,Ballots Cast,,,,3479,,,,,
Hunt,6,President,,REP,Donald J. Trump JD Vance,3089,42,2568,479,0,0
Hunt,6,President,,DEM,Kamala D. Harris Tim Walz,365,15,281,69,0,0
Hunt,6,President,,LIB,Chase Oliver Mike ter Maat,8,1,4,3,0,0
Hunt,6,President,,GRN,Jill Stein Rudolph Ware,2,0,1,1,0,0
