office,district,candidate,incumbent,party,votes,pct
State Representative,13,Becky Berger,False,REP,1076,10.83
State Representative,13,Carolyn Cerny Bilski,False,REP,4319,43.46
State Representative,13,Leighton Schubert,False,REP,3259,32.79
State Representative,13,"Cecil R. Webster, Sr.",False,DEM,1285,12.93
State Representative,13,Total,,,9939,
