office,district,candidate,incumbent,party,votes,pct
State Representative,43 Unexpired Term,Juan M. Escobar,False,DEM,5363,62.56
State Representative,43 Unexpired Term,James R. Matz,False,REP,3209,37.44
State Representative,43 Unexpired Term,Total,,,8572,
