county,office,district,candidate,incumbent,party,votes,pct
BROOKS,State Representative,43 Unexpired Term,Juan M. Escobar,False,DEM,957,94.57
BROOKS,State Representative,43 Unexpired Term,James R. Matz,False,REP,55,5.43
BROOKS,State Representative,43 Unexpired Term,Total,,,1012,
CAMERON,State Representative,43 Unexpired Term,Juan M. Escobar,False,DEM,883,28.67
CAMERON,State Representative,43 Unexpired Term,James R. Matz,False,REP,2197,71.33
CAMERON,State Representative,43 Unexpired Term,Total,,,3080,
JIM HOGG,State Representative,43 Unexpired Term,Juan M. Escobar,False,DEM,726,93.56
JIM HOGG,State Representative,43 Unexpired Term,James R. Matz,False,REP,50,6.44
JIM HOGG,State Representative,43 Unexpired Term,Total,,,776,
KENEDY,State Representative,43 Unexpired Term,Juan M. Escobar,False,DEM,48,81.36
KENEDY,State Representative,43 Unexpired Term,James R. Matz,False,REP,11,18.64
KENEDY,State Representative,43 Unexpired Term,Total,,,59,
KLEBERG,State Representative,43 Unexpired Term,Juan M. Escobar,False,DEM,1879,77.77
KLEBERG,State Representative,43 Unexpired Term,James R. Matz,False,REP,537,22.23
KLEBERG,State Representative,43 Unexpired Term,Total,,,2416,
WILLACY,State Representative,43 Unexpired Term,Juan M. Escobar,False,DEM,870,70.79
WILLACY,State Representative,43 Unexpired Term,James R. Matz,False,REP,359,29.21
WILLACY,State Representative,43 Unexpired Term,Total,,,1229,
