county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Hood,Pct 1,Ballots Cast,,DEM,,85,10,30,45,0
Hood,Pct 2,Ballots Cast,,DEM,,210,28,93,89,0
Hood,Pct 3,Ballots Cast,,DEM,,191,21,67,103,0
Hood,Pct 4,Ballots Cast,,DEM,,126,14,37,75,0
Hood,Pct 5&6,Ballots Cast,,DEM,,101,12,26,63,0
Hood,Pct 7,Ballots Cast,,DEM,,29,2,4,23,0
Hood,Pct 8,Ballots Cast,,DEM,,177,20,77,80,0
Hood,Pct 9,Ballots Cast,,DEM,,221,21,99,101,0
Hood,Pct 10,Ballots Cast,,DEM,,247,24,87,136,0
Hood,Pct 11,Ballots Cast,,DEM,,104,8,46,50,0
Hood,Pct 12,Ballots Cast,,DEM,,104,8,32,64,0
Hood,Pct 13,Ballots Cast,,DEM,,199,23,81,95,0
Hood,Pct 14,Ballots Cast,,DEM,,189,26,54,109,0
Hood,Pct 15,Ballots Cast,,DEM,,18,2,2,14,0
Hood,Pct 16,Ballots Cast,,DEM,,396,35,132,229,0
Hood,Pct 1,President,,DEM,Michael Bennet,0,0,0,0,0
Hood,Pct 2,President,,DEM,Michael Bennet,1,1,0,0,0
Hood,Pct 3,President,,DEM,Michael Bennet,0,0,0,0,0
Hood,Pct 4,President,,DEM,Michael Bennet,0,0,0,0,0
Hood,Pct 5&6,President,,DEM,Michael Bennet,3,1,0,2,0
Hood,Pct 7,President,,DEM,Michael Bennet,0,0,0,0,0
Hood,Pct 8,President,,DEM,Michael Bennet,0,0,0,0,0
Hood,Pct 9,President,,DEM,Michael Bennet,1,0,1,0,0
Hood,Pct 10,President,,DEM,Michael Bennet,0,0,0,0,0
Hood,Pct 11,President,,DEM,Michael Bennet,0,0,0,0,0
Hood,Pct 12,President,,DEM,Michael Bennet,0,0,0,0,0
Hood,Pct 13,President,,DEM,Michael Bennet,1,0,1,0,0
Hood,Pct 14,President,,DEM,Michael Bennet,1,0,0,1,0
Hood,Pct 15,President,,DEM,Michael Bennet,0,0,0,0,0
Hood,Pct 16,President,,DEM,Michael Bennet,1,0,0,1,0
Hood,Pct 1,President,,DEM,Bernie Sanders,19,2,8,9,0
Hood,Pct 2,President,,DEM,Bernie Sanders,52,1,22,29,0
Hood,Pct 3,President,,DEM,Bernie Sanders,48,3,17,28,0
Hood,Pct 4,President,,DEM,Bernie Sanders,37,1,11,25,0
Hood,Pct 5&6,President,,DEM,Bernie Sanders,25,3,7,15,0
Hood,Pct 7,President,,DEM,Bernie Sanders,5,0,2,3,0
Hood,Pct 8,President,,DEM,Bernie Sanders,36,4,14,18,0
Hood,Pct 9,President,,DEM,Bernie Sanders,46,4,16,26,0
Hood,Pct 10,President,,DEM,Bernie Sanders,43,3,13,27,0
Hood,Pct 11,President,,DEM,Bernie Sanders,26,0,15,11,0
Hood,Pct 12,President,,DEM,Bernie Sanders,28,1,6,21,0
Hood,Pct 13,President,,DEM,Bernie Sanders,37,3,11,23,0
Hood,Pct 14,President,,DEM,Bernie Sanders,49,4,14,31,0
Hood,Pct 15,President,,DEM,Bernie Sanders,5,0,1,4,0
Hood,Pct 16,President,,DEM,Bernie Sanders,52,3,14,35,0
Hood,Pct 1,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 2,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 3,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 4,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 5&6,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 7,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 8,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 9,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 10,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 11,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 12,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 13,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 14,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 15,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 16,President,,DEM,Deval Patrick,0,0,0,0,0
Hood,Pct 1,President,,DEM,Andrew Yang,0,0,0,0,0
Hood,Pct 2,President,,DEM,Andrew Yang,0,0,0,0,0
Hood,Pct 3,President,,DEM,Andrew Yang,0,0,0,0,0
Hood,Pct 4,President,,DEM,Andrew Yang,0,0,0,0,0
Hood,Pct 5&6,President,,DEM,Andrew Yang,0,0,0,0,0
Hood,Pct 7,President,,DEM,Andrew Yang,0,0,0,0,0
Hood,Pct 8,President,,DEM,Andrew Yang,0,0,0,0,0
Hood,Pct 9,President,,DEM,Andrew Yang,0,0,0,0,0
Hood,Pct 10,President,,DEM,Andrew Yang,1,0,0,1,0
Hood,Pct 11,President,,DEM,Andrew Yang,0,0,0,0,0
Hood,Pct 12,President,,DEM,Andrew Yang,0,0,0,0,0
Hood,Pct 13,President,,DEM,Andrew Yang,1,0,0,1,0
