county,precinct,office,district,party,candidate,votes,early_voting,election_day
Glasscock,1,Registered Voters,,,,210,,
Glasscock,2,Registered Voters,,,,184,,
Glasscock,3,Registered Voters,,,,190,,
Glasscock,4,Registered Voters,,,,221,,
Glasscock,1,Ballots Cast,,,,190,144,46
Glasscock,2,Ballots Cast,,,,135,115,20
Glasscock,3,Ballots Cast,,,,156,97,59
Glasscock,4,Ballots Cast,,,,180,138,42
Glasscock,1,President,,REP,Donald J. Trump,40,,
Glasscock,1,President,,DEM,Joseph R. Biden,3,,
Glasscock,1,President,,LBT,Jo Jorgensen,2,,
Glasscock,1,President,,GRE,Howie Hawkins,0,,
Glasscock,1,U.S. Senate,,REP,John Cornyn,41,,
Glasscock,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",2,,
Glasscock,1,U.S. Senate,,LBT,Kerry Douglas McKennon,1,,
Glasscock,1,U.S. Senate,,GRE,David B. Collins,1,,
Glasscock,1,U.S. Senate,,,Ricardo Turullois-Bonilla,0,,
Glasscock,1,U.S. House,11,REP,August Pfluger,45,,
Glasscock,1,U.S. House,11,DEM,Jon Mark Hogg,1,,
Glasscock,1,U.S. House,11,LBT,Wacey Alpha Cody,0,,
Glasscock,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",37,,
Glasscock,1,Railroad Commissioner,,DEM,Chrysta Castaneda,5,,
Glasscock,1,Railroad Commissioner,,LBT,Matt Sterett,1,,
Glasscock,1,Railroad Commissioner,,GRE,"Katjia ""Kat"" Gruene",0,,
Glasscock,1,State Representative,72,REP,Drew Darby,42,,
Glasscock,2,President,,REP,Donald J. Trump,18,,
Glasscock,2,President,,DEM,Joseph R. Biden,2,,
Glasscock,2,President,,LBT,Jo Jorgensen,0,,
Glasscock,2,President,,GRE,Howie Hawkins,0,,
Glasscock,2,U.S. Senate,,REP,John Cornyn,14,,
Glasscock,2,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",4,,
Glasscock,2,U.S. Senate,,LBT,Kerry Douglas McKennon,0,,
Glasscock,2,U.S. Senate,,GRE,David B. Collins,0,,
Glasscock,2,U.S. Senate,,,Ricardo Turullois-Bonilla,0,,
Glasscock,2,U.S. House,11,REP,August Pfluger,17,,
Glasscock,2,U.S. House,11,DEM,Jon Mark Hogg,2,,
Glasscock,2,U.S. House,11,LBT,Wacey Alpha Cody,1,,
Glasscock,2,Railroad Commissioner,,REP,"James ""Jim"" Wright",13,,
Glasscock,2,Railroad Commissioner,,DEM,Chrysta Castaneda,4,,
Glasscock,2,Railroad Commissioner,,LBT,Matt Sterett,0,,
Glasscock,2,Railroad Commissioner,,GRE,"Katjia ""Kat"" Gruene",0,,
Glasscock,2,State Representative,72,REP,Drew Darby,17,,
Glasscock,3,President,,REP,Donald J. Trump,59,,
Glasscock,3,President,,DEM,Joseph R. Biden,0,,
Glasscock,3,President,,LBT,Jo Jorgensen,0,,
Glasscock,3,President,,GRE,Howie Hawkins,0,,
Glasscock,3,U.S. Senate,,REP,John Cornyn,56,,
Glasscock,3,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",0,,
Glasscock,3,U.S. Senate,,LBT,Kerry Douglas McKennon,0,,
Glasscock,3,U.S. Senate,,GRE,David B. Collins,1,,
Glasscock,3,U.S. Senate,,,Ricardo Turullois-Bonilla,0,,
Glasscock,3,U.S. House,11,REP,August Pfluger,57,,
Glasscock,3,U.S. House,11,DEM,Jon Mark Hogg,0,,
Glasscock,3,U.S. House,11,LBT,Wacey Alpha Cody,0,,
Glasscock,3,Railroad Commissioner,,REP,"James ""Jim"" Wright",57,,
Glasscock,3,Railroad Commissioner,,DEM,Chrysta Castaneda,0,,
Glasscock,3,Railroad Commissioner,,LBT,Matt Sterett,0,,
Glasscock,3,Railroad Commissioner,,GRE,"Katjia ""Kat"" Gruene",0,,
Glasscock,3,State Representative,72,REP,Drew Darby,56,,
Glasscock,4,President,,REP,Donald J. Trump,40,,
Glasscock,4,President,,DEM,Joseph R. Biden,2,,
Glasscock,4,President,,LBT,Jo Jorgensen,0,,
Glasscock,4,President,,GRE,Howie Hawkins,0,,
Glasscock,4,U.S. Senate,,REP,John Cornyn,39,,
Glasscock,4,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",2,,
Glasscock,4,U.S. Senate,,LBT,Kerry Douglas McKennon,0,,
Glasscock,4,U.S. Senate,,GRE,David B. Collins,0,,
Glasscock,4,U.S. Senate,,,Ricardo Turullois-Bonilla,0,,
Glasscock,4,U.S. House,11,REP,August Pfluger,39,,
Glasscock,4,U.S. House,11,DEM,Jon Mark Hogg,1,,
Glasscock,4,U.S. House,11,LBT,Wacey Alpha Cody,0,,
Glasscock,4,Railroad Commissioner,,REP,"James ""Jim"" Wright",38,,
Glasscock,4,Railroad Commissioner,,DEM,Chrysta Castaneda,3,,
Glasscock,4,Railroad Commissioner,,LBT,Matt Sterett,1,,
Glasscock,4,Railroad Commissioner,,GRE,"Katjia ""Kat"" Gruene",0,,
Glasscock,4,State Representative,72,REP,Drew Darby,38,,
Glasscock,Early Voting,President,,REP,Donald J. Trump,454,,
Glasscock,Early Voting,President,,DEM,Joseph R. Biden,32,,
Glasscock,Early Voting,President,,LBT,Jo Jorgensen,1,,
Glasscock,Early Voting,President,,GRE,Howie Hawkins,0,,
Glasscock,Early Voting,U.S. Senate,,REP,John Cornyn,453,,
Glasscock,Early Voting,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",27,,
Glasscock,Early Voting,U.S. Senate,,LBT,Kerry Douglas McKennon,4,,
Glasscock,Early Voting,U.S. Senate,,GRE,David B. Collins,1,,
Glasscock,Early Voting,U.S. Senate,,,Ricardo Turullois-Bonilla,0,,
Glasscock,Early Voting,U.S. House,11,REP,August Pfluger,454,,
Glasscock,Early Voting,U.S. House,11,DEM,Jon Mark Hogg,28,,
Glasscock,Early Voting,U.S. House,11,LBT,Wacey Alpha Cody,4,,
Glasscock,Early Voting,Railroad Commissioner,,REP,"James ""Jim"" Wright",443,,
Glasscock,Early Voting,Railroad Commissioner,,DEM,Chrysta Castaneda,29,,
Glasscock,Early Voting,Railroad Commissioner,,LBT,Matt Sterett,5,,
Glasscock,Early Voting,Railroad Commissioner,,GRE,"Katjia ""Kat"" Gruene",0,,
Glasscock,Early Voting,State Representative,72,REP,Drew Darby,455,,
