county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Irion,100,President,,DEM,Tom Steyer,0,0,0,0
Irion,100,President,,DEM,Robby Wells,0,0,0,0
Irion,100,President,,DEM,Elizabeth Warren,1,0,2,3
Irion,100,President,,DEM,Deval Patrick,0,0,0,0
Irion,100,President,,DEM,Michael R. Bloomberg,3,0,0,3
Irion,100,President,,DEM,Tulsi Gabbard,0,0,0,0
Irion,100,President,,DEM,Michael Bennet,0,0,1,1
Irion,100,President,,DEM,Bernie Sanders,0,0,1,1
Irion,100,President,,DEM,Amy Klobuchar,0,0,0,0
Irion,100,President,,DEM,Julián Castro,0,0,0,0
Irion,100,President,,DEM,Marianne Williamson,0,0,0,0
Irion,100,President,,DEM,Andrew Yang,0,0,0,0
Irion,100,President,,DEM,John K. Delaney,0,0,0,0
Irion,100,President,,DEM,Joseph R. Biden,2,1,1,4
Irion,100,President,,DEM,Cory Booker,0,0,0,0
Irion,100,President,,DEM,Pete Buttigieg,0,0,1,1
Irion,100,President,,DEM,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Irion,100,President,,DEM,Ballots Cast,6,1,6,13
Irion,100,President,,DEM,Under Votes,0,0,0,0
Irion,100,President,,DEM,Over Votes,0,0,0,0
Irion,100,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Irion,100,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,0,0,1
Irion,100,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",2,0,2,4
Irion,100,U.S. Senate,,DEM,Royce West,1,0,0,1
Irion,100,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,0,0,0
Irion,100,U.S. Senate,,DEM,Chris Bell,0,0,1,1
Irion,100,U.S. Senate,,DEM,Sema Hernandez,0,0,0,0
Irion,100,U.S. Senate,,DEM,Amanda K. Edwards,0,0,1,1
Irion,100,U.S. Senate,,DEM,Michael Cooper,0,0,0,0
Irion,100,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",1,0,1,2
Irion,100,U.S. Senate,,DEM,D.R. Hunter,0,0,0,0
Irion,100,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Irion,100,U.S. Senate,,DEM,Ballots Cast,5,0,5,10
Irion,100,U.S. Senate,,DEM,Under Votes,1,1,1,3
Irion,100,U.S. Senate,,DEM,Over Votes,0,0,0,0
Irion,100,U.S. House,11,DEM,Jon Mark Hogg,4,0,5,9
Irion,100,U.S. House,11,DEM,Ballots Cast,4,0,5,9
Irion,100,U.S. House,11,DEM,Under Votes,2,1,1,4
Irion,100,U.S. House,11,DEM,Over Votes,0,0,0,0
Irion,100,Railroad Commissioner,,DEM,Kelly Stone,0,0,0,0
Irion,100,Railroad Commissioner,,DEM,Mark Watson,1,0,4,5
Irion,100,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",2,0,2,4
Irion,100,Railroad Commissioner,,DEM,Chrysta Castañeda,1,0,0,1
Irion,100,Railroad Commissioner,,DEM,Ballots Cast,4,0,6,10
Irion,100,Railroad Commissioner,,DEM,Under Votes,2,1,0,3
Irion,100,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
Irion,100,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,5,0,3,8
Irion,100,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,0,0,2,2
Irion,100,"Chief Justice, Supreme Court",,DEM,Ballots Cast,5,0,5,10
Irion,100,"Chief Justice, Supreme Court",,DEM,Under Votes,1,1,1,3
Irion,100,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0,0
Irion,100,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Kathy Cheng,5,0,4,9
Irion,100,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Larry Praeger,0,0,1,1
Irion,100,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Ballots Cast,5,0,5,10
Irion,100,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Under Votes,1,1,1,3
Irion,100,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Over Votes,0,0,0,0
Irion,100,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,4,0,4,8
Irion,100,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,1,0,1,2
Irion,100,"Justice, Supreme Court, Place 7",,DEM,Ballots Cast,5,0,5,10
Irion,100,"Justice, Supreme Court, Place 7",,DEM,Under Votes,1,1,1,3
Irion,100,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0,0
Irion,100,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,0,0,3,3
Irion,100,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,5,0,2,7
Irion,100,"Justice, Supreme Court, Place 8",,DEM,Ballots Cast,5,0,5,10
Irion,100,"Justice, Supreme Court, Place 8",,DEM,Under Votes,1,1,1,3
Irion,100,"Justice, Supreme Court, Place 8",,DEM,Over Votes,0,0,0,0
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,DEM,Elizabeth Davis Frizell,4,0,5,9
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,DEM,William Pieratt Demond,0,0,0,0
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,DEM,Dan Wood,1,0,0,1
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,DEM,Ballots Cast,5,0,5,10
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,DEM,Under Votes,1,1,1,3
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,DEM,Over Votes,0,0,0,0
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,DEM,Steven Miears,0,0,1,1
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,DEM,Tina Clinton,5,0,4,9
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,DEM,Ballots Cast,5,0,5,10
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,DEM,Under Votes,1,1,1,3
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,DEM,Over Votes,0,0,0,0
Irion,100,"Judge, Court of Criminal Appeals, Place 9",,DEM,Brandon Birmingham,2,0,5,7
Irion,100,"Judge, Court of Criminal Appeals, Place 9",,DEM,Ballots Cast,2,0,5,7
Irion,100,"Judge, Court of Criminal Appeals, Place 9",,DEM,Under Votes,4,1,1,6
Irion,100,"Judge, Court of Criminal Appeals, Place 9",,DEM,Over Votes,0,0,0,0
Irion,100,"Member, State Board of Education, District 1",,DEM,Georgina Perez,5,0,6,11
Irion,100,"Member, State Board of Education, District 1",,DEM,Ballots Cast,5,0,6,11
Irion,100,"Member, State Board of Education, District 1",,DEM,Under Votes,1,1,0,2
Irion,100,"Member, State Board of Education, District 1",,DEM,Over Votes,0,0,0,0
Irion,100,"Chief Justice, 3rd Court of Appeals District",,DEM,Keith S. Hampton,0,0,0,0
Irion,100,"Chief Justice, 3rd Court of Appeals District",,DEM,Darlene Byrne,5,0,4,9
Irion,100,"Chief Justice, 3rd Court of Appeals District",,DEM,Ballots Cast,5,0,4,9
Irion,100,"Chief Justice, 3rd Court of Appeals District",,DEM,Under Votes,1,1,2,4
Irion,100,"Chief Justice, 3rd Court of Appeals District",,DEM,Over Votes,0,0,0,0
Irion,100,President,,REP,Matthew John Matern,0,0,0,0
Irion,100,President,,REP,Bill Weld,0,0,0,0
Irion,100,President,,REP,Joe Walsh,0,0,1,1
Irion,100,President,,REP,Donald J. Trump,72,4,38,114
Irion,100,President,,REP,Zoltan G. Istvan,0,0,0,0
Irion,100,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,1,1
Irion,100,President,,REP,Bob Ely,0,0,0,0
Irion,100,President,,REP,Uncommitted,1,0,1,2
Irion,100,President,,REP,Ballots Cast,73,4,41,118
Irion,100,President,,REP,Under Votes,0,0,0,0
Irion,100,President,,REP,Over Votes,0,0,0,0
Irion,100,U.S. Senate,,REP,John Cornyn,44,4,28,76
Irion,100,U.S. Senate,,REP,John Anthony Castro,1,0,2,3
Irion,100,U.S. Senate,,REP,Virgil Bierschwale,2,0,0,2
Irion,100,U.S. Senate,,REP,Dwayne Stovall,12,0,3,15
Irion,100,U.S. Senate,,REP,Mark Yancey,11,0,3,14
Irion,100,U.S. Senate,,REP,Ballots Cast,70,4,36,110
Irion,100,U.S. Senate,,REP,Under Votes,3,0,5,8
Irion,100,U.S. Senate,,REP,Over Votes,0,0,0,0
Irion,100,U.S. House,11,REP,Brandon Batch,10,1,10,21
Irion,100,U.S. House,11,REP,J.D. Faircloth,0,0,1,1
Irion,100,U.S. House,11,REP,Jamie Berryhill,2,0,0,2
Irion,100,U.S. House,11,REP,J. Ross Lacy,2,0,0,2
Irion,100,U.S. House,11,REP,Ned Luscombe,5,0,1,6
Irion,100,U.S. House,11,REP,Casey Gray,2,0,0,2
Irion,100,U.S. House,11,REP,August Pfluger,45,3,22,70
Irion,100,U.S. House,11,REP,Robert Tucker,0,0,0,0
Irion,100,U.S. House,11,REP,Gene Barber,0,0,1,1
Irion,100,U.S. House,11,REP,Wesley W. Virdell,5,0,3,8
Irion,100,U.S. House,11,REP,Ballots Cast,71,4,38,113
Irion,100,U.S. House,11,REP,Under Votes,2,0,3,5
Irion,100,U.S. House,11,REP,Over Votes,0,0,0,0
Irion,100,Railroad Commissioner,,REP,"James ""Jim"" Wright",46,3,19,68
Irion,100,Railroad Commissioner,,REP,Ryan Sitton,19,1,17,37
Irion,100,Railroad Commissioner,,REP,Ballots Cast,65,4,36,105
Irion,100,Railroad Commissioner,,REP,Under Votes,8,0,5,13
Irion,100,Railroad Commissioner,,REP,Over Votes,0,0,0,0
Irion,100,"Chief Justice, Supreme Court",,REP,Nathan Hecht,68,4,33,105
Irion,100,"Chief Justice, Supreme Court",,REP,Ballots Cast,68,4,33,105
Irion,100,"Chief Justice, Supreme Court",,REP,Under Votes,5,0,8,13
Irion,100,"Chief Justice, Supreme Court",,REP,Over Votes,0,0,0,0
Irion,100,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Jane Bland,66,4,32,102
Irion,100,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Ballots Cast,66,4,32,102
Irion,100,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Under Votes,7,0,9,16
Irion,100,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Over Votes,0,0,0,0
Irion,100,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,65,4,32,101
Irion,100,"Justice, Supreme Court, Place 7",,REP,Ballots Cast,65,4,32,101
Irion,100,"Justice, Supreme Court, Place 7",,REP,Under Votes,8,0,9,17
Irion,100,"Justice, Supreme Court, Place 7",,REP,Over Votes,0,0,0,0
Irion,100,"Justice, Supreme Court, Place 8",,REP,Brett Busby,66,4,32,102
Irion,100,"Justice, Supreme Court, Place 8",,REP,Ballots Cast,66,4,32,102
Irion,100,"Justice, Supreme Court, Place 8",,REP,Under Votes,7,0,9,16
Irion,100,"Justice, Supreme Court, Place 8",,REP,Over Votes,0,0,0,0
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,37,1,18,56
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,27,3,15,45
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,REP,Ballots Cast,64,4,33,101
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,REP,Under Votes,9,0,8,17
Irion,100,"Judge, Court of Criminal Appeals, Place 3",,REP,Over Votes,0,0,0,0
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,65,4,32,101
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,REP,Ballots Cast,65,4,32,101
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,REP,Under Votes,8,0,9,17
Irion,100,"Judge, Court of Criminal Appeals, Place 4",,REP,Over Votes,0,0,0,0
Irion,100,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,64,4,32,100
Irion,100,"Judge, Court of Criminal Appeals, Place 9",,REP,Ballots Cast,64,4,32,100
Irion,100,"Judge, Court of Criminal Appeals, Place 9",,REP,Under Votes,9,0,9,18
Irion,100,"Judge, Court of Criminal Appeals, Place 9",,REP,Over Votes,0,0,0,0
Irion,100,"Member, State Board of Education, District 1",,REP,Jennifer Ivey,65,4,31,100
Irion,100,"Member, State Board of Education, District 1",,REP,Ballots Cast,65,4,31,100
Irion,100,"Member, State Board of Education, District 1",,REP,Under Votes,8,0,10,18
Irion,100,"Member, State Board of Education, District 1",,REP,Over Votes,0,0,0,0
Irion,100,State Senate,28,REP,Charles Perry,65,4,33,102
Irion,100,State Senate,28,REP,Ballots Cast,65,4,33,102
