county,precinct,office,district,candidate,party,mail,early_voting,election_day,votes
Hill,2 HILLSBORO,U.S. House,25,Under Votes,,0,5,4,9
Hill,2 HILLSBORO,U.S. House,25,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,Railroad Commissioner,,James Jim Wright,REP,22,377,70,469
Hill,2 HILLSBORO,Railroad Commissioner,,Chrysta Castañeda,DEM,22,107,31,160
Hill,2 HILLSBORO,Railroad Commissioner,,Matt Sterett,LIB,2,11,4,17
Hill,2 HILLSBORO,Railroad Commissioner,,Katija Kat Gruene,GRN,1,5,2,8
Hill,2 HILLSBORO,Railroad Commissioner,,Under Votes,,1,8,5,14
Hill,2 HILLSBORO,Railroad Commissioner,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,Chief Justice Supreme Court,,Nathan Hecht,REP,25,365,67,457
Hill,2 HILLSBORO,Chief Justice Supreme Court,,Amy Clark Meachum,DEM,21,116,31,168
Hill,2 HILLSBORO,Chief Justice Supreme Court,,Mark Ash,LIB,2,17,6,25
Hill,2 HILLSBORO,Chief Justice Supreme Court,,Under Votes,,0,10,8,18
Hill,2 HILLSBORO,Chief Justice Supreme Court,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,Justice Supreme Court Place 6 - Unexpired Term,,Jane Bland,REP,24,371,73,468
Hill,2 HILLSBORO,Justice Supreme Court Place 6 - Unexpired Term,,Kathy Cheng,DEM,24,119,30,173
Hill,2 HILLSBORO,Justice Supreme Court Place 6 - Unexpired Term,,Under Votes,,0,18,9,27
Hill,2 HILLSBORO,Justice Supreme Court Place 6 - Unexpired Term,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,Justice Supreme Court Place 7,,Jeff Boyd,REP,23,371,68,462
Hill,2 HILLSBORO,Justice Supreme Court Place 7,,Staci Williams,DEM,23,111,31,165
Hill,2 HILLSBORO,Justice Supreme Court Place 7,,William Bryan Strange III,LIB,2,13,7,22
Hill,2 HILLSBORO,Justice Supreme Court Place 7,,Under Votes,,0,13,6,19
Hill,2 HILLSBORO,Justice Supreme Court Place 7,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,Justice Supreme Court Place 8,,Brett Busby,REP,24,373,69,466
Hill,2 HILLSBORO,Justice Supreme Court Place 8,,Gisela D. Triana,DEM,22,110,30,162
Hill,2 HILLSBORO,Justice Supreme Court Place 8,,Tom Oxford,LIB,2,12,7,21
Hill,2 HILLSBORO,Justice Supreme Court Place 8,,Under Votes,,0,13,6,19
Hill,2 HILLSBORO,Justice Supreme Court Place 8,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,Judge Court of Criminal Appeals Place 3,,Bert Richardson,REP,22,352,64,438
Hill,2 HILLSBORO,Judge Court of Criminal Appeals Place 3,,Elizabeth Davis Frizell,DEM,25,108,32,165
Hill,2 HILLSBORO,Judge Court of Criminal Appeals Place 3,,Under Votes,,1,48,16,65
Hill,2 HILLSBORO,Judge Court of Criminal Appeals Place 3,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,Judge Court of Criminal Appeals Place 4,,Kevin Patrick Yeary,REP,23,376,74,473
Hill,2 HILLSBORO,Judge Court of Criminal Appeals Place 4,,Tina Clinton,DEM,23,118,29,170
Hill,2 HILLSBORO,Judge Court of Criminal Appeals Place 4,,Under Votes,,2,13,9,24
Hill,2 HILLSBORO,Judge Court of Criminal Appeals Place 4,,Over Votes,,0,1,0,1
Hill,2 HILLSBORO,Judge Court of Criminal Appeals Place 9,,David Newell,REP,22,379,77,478
Hill,2 HILLSBORO,Judge Court of Criminal Appeals Place 9,,Brandon Birmingham,DEM,24,110,25,159
Hill,2 HILLSBORO,Judge Court of Criminal Appeals Place 9,,Under Votes,,2,18,10,30
Hill,2 HILLSBORO,Judge Court of Criminal Appeals Place 9,,Over Votes,,0,1,0,1
Hill,2 HILLSBORO,Member State Board of Education District 14,,Sue Melton-Malone,REP,20,381,77,478
Hill,2 HILLSBORO,Member State Board of Education District 14,,Greg Alvord,DEM,24,112,27,163
Hill,2 HILLSBORO,Member State Board of Education District 14,,Under Votes,,4,15,8,27
Hill,2 HILLSBORO,Member State Board of Education District 14,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,State Senate,22,Brian Birdwell,REP,21,388,78,487
Hill,2 HILLSBORO,State Senate,22,Robert Vick,DEM,25,108,27,160
Hill,2 HILLSBORO,State Senate,22,Under Votes,,2,12,7,21
Hill,2 HILLSBORO,State Senate,22,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,State Representative,8,Cody Harris,REP,30,404,84,518
Hill,2 HILLSBORO,State Representative,8,R. Edwin Adams,LIB,10,78,20,108
Hill,2 HILLSBORO,State Representative,8,Under Votes,,8,25,8,41
Hill,2 HILLSBORO,State Representative,8,Over Votes,,0,1,0,1
Hill,2 HILLSBORO,Justice 10th Court of Appeals District Place 2,,Matt Johnson,REP,34,418,85,537
Hill,2 HILLSBORO,Justice 10th Court of Appeals District Place 2,,Under Votes,,14,90,27,131
Hill,2 HILLSBORO,Justice 10th Court of Appeals District Place 2,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,Justice 10th Court of Appeals District Place 3 - Unexpired Term,,John E. Neill,REP,31,416,87,534
Hill,2 HILLSBORO,Justice 10th Court of Appeals District Place 3 - Unexpired Term,,Under Votes,,17,92,25,134
Hill,2 HILLSBORO,Justice 10th Court of Appeals District Place 3 - Unexpired Term,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,District Attorney 66th Judicial District,,Mark Pratt,REP,33,427,92,552
Hill,2 HILLSBORO,District Attorney 66th Judicial District,,Under Votes,,15,81,20,116
Hill,2 HILLSBORO,District Attorney 66th Judicial District,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,County Attorney,,R. David Holmes,REP,31,424,88,543
Hill,2 HILLSBORO,County Attorney,,Under Votes,,17,84,24,125
Hill,2 HILLSBORO,County Attorney,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,District Clerk - Unexpired Term,,Marchel M. Eubank,REP,31,419,87,537
Hill,2 HILLSBORO,District Clerk - Unexpired Term,,Under Votes,,17,89,25,131
Hill,2 HILLSBORO,District Clerk - Unexpired Term,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,Sheriff,,Rodney B. Watson,REP,33,428,93,554
Hill,2 HILLSBORO,Sheriff,,Under Votes,,15,80,19,114
Hill,2 HILLSBORO,Sheriff,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,County Tax Assessor-Collector,,Krystal A. (Krissi) Hightower,REP,31,429,86,546
Hill,2 HILLSBORO,County Tax Assessor-Collector,,Under Votes,,17,79,26,122
Hill,2 HILLSBORO,County Tax Assessor-Collector,,Over Votes,,0,0,0,0
Hill,2 HILLSBORO,County Constable Precinct 2,,Justin Girsh,REP,32,429,86,547
Hill,2 HILLSBORO,County Constable Precinct 2,,Under Votes,,16,79,26,121
Hill,2 HILLSBORO,County Constable Precinct 2,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,Ballots Cast,,,,,,,767
Hill,3 HILLSBORO,Registered Voters,,,,,,,1642
Hill,3 HILLSBORO,President,,Donald J. Trump / Michael R. Pence,REP,15,262,81,358
Hill,3 HILLSBORO,President,,Joseph R. Biden / Kamala D. Harris,DEM,44,242,102,388
Hill,3 HILLSBORO,President,,Jo Jorgensen / Jeremy Spike Cohen,LIB,0,10,2,12
Hill,3 HILLSBORO,President,,Howie Hawkins / Angela Walker,GRN,0,2,1,3
Hill,3 HILLSBORO,President,,Abram Loeb / Jennifer Jairala (W),,0,0,0,0
Hill,3 HILLSBORO,President,,Brian Carroll / Amar Patel (W),,0,0,0,0
Hill,3 HILLSBORO,President,,Gloria La Riva / Leonard Peltier (W),,0,0,0,0
Hill,3 HILLSBORO,President,,Jesse Cuellar / Jimmy Monreal (W),,0,0,0,0
Hill,3 HILLSBORO,President,,President R. Boddie / Eric C. Stoneham (W),,0,0,0,0
Hill,3 HILLSBORO,President,,Robert Morrow / Anne Beckett (W),,0,0,0,0
Hill,3 HILLSBORO,President,,Todd Cella / Tim Cella (W),,0,0,0,0
Hill,3 HILLSBORO,President,,Tom Hoefling / Andy Prior (W),,0,0,0,0
Hill,3 HILLSBORO,President,,Under Votes,,0,3,0,3
Hill,3 HILLSBORO,President,,Over Votes,,1,0,2,3
Hill,3 HILLSBORO,U.S. Senate,,John Cornyn,REP,17,272,83,372
Hill,3 HILLSBORO,U.S. Senate,,Mary MJ Hegar,DEM,42,219,93,354
Hill,3 HILLSBORO,U.S. Senate,,Kerry Douglas McKennon,LIB,1,12,5,18
Hill,3 HILLSBORO,U.S. Senate,,David B. Collins,GRN,0,9,4,13
Hill,3 HILLSBORO,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0
Hill,3 HILLSBORO,U.S. Senate,,Under Votes,,0,7,2,9
Hill,3 HILLSBORO,U.S. Senate,,Over Votes,,0,0,1,1
Hill,3 HILLSBORO,U.S. House,25,Roger Williams,REP,17,263,78,358
Hill,3 HILLSBORO,U.S. House,25,Julie Oliver,DEM,42,230,104,376
Hill,3 HILLSBORO,U.S. House,25,Bill Kelsey,LIB,0,8,2,10
Hill,3 HILLSBORO,U.S. House,25,Under Votes,,0,18,3,21
Hill,3 HILLSBORO,U.S. House,25,Over Votes,,1,0,1,2
Hill,3 HILLSBORO,Railroad Commissioner,,James Jim Wright,REP,14,258,82,354
Hill,3 HILLSBORO,Railroad Commissioner,,Chrysta Castañeda,DEM,43,230,100,373
Hill,3 HILLSBORO,Railroad Commissioner,,Matt Sterett,LIB,1,10,2,13
Hill,3 HILLSBORO,Railroad Commissioner,,Katija Kat Gruene,GRN,1,9,1,11
Hill,3 HILLSBORO,Railroad Commissioner,,Under Votes,,1,11,3,15
Hill,3 HILLSBORO,Railroad Commissioner,,Over Votes,,0,1,0,1
Hill,3 HILLSBORO,Chief Justice Supreme Court,,Nathan Hecht,REP,14,269,78,361
Hill,3 HILLSBORO,Chief Justice Supreme Court,,Amy Clark Meachum,DEM,44,222,101,367
Hill,3 HILLSBORO,Chief Justice Supreme Court,,Mark Ash,LIB,1,14,5,20
Hill,3 HILLSBORO,Chief Justice Supreme Court,,Under Votes,,1,13,4,18
Hill,3 HILLSBORO,Chief Justice Supreme Court,,Over Votes,,0,1,0,1
Hill,3 HILLSBORO,Justice Supreme Court Place 6 - Unexpired Term,,Jane Bland,REP,16,276,81,373
Hill,3 HILLSBORO,Justice Supreme Court Place 6 - Unexpired Term,,Kathy Cheng,DEM,43,228,102,373
Hill,3 HILLSBORO,Justice Supreme Court Place 6 - Unexpired Term,,Under Votes,,1,15,5,21
Hill,3 HILLSBORO,Justice Supreme Court Place 6 - Unexpired Term,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,Justice Supreme Court Place 7,,Jeff Boyd,REP,15,260,73,348
Hill,3 HILLSBORO,Justice Supreme Court Place 7,,Staci Williams,DEM,44,232,102,378
Hill,3 HILLSBORO,Justice Supreme Court Place 7,,William Bryan Strange III,LIB,0,13,7,20
Hill,3 HILLSBORO,Justice Supreme Court Place 7,,Under Votes,,1,14,5,20
Hill,3 HILLSBORO,Justice Supreme Court Place 7,,Over Votes,,0,0,1,1
Hill,3 HILLSBORO,Justice Supreme Court Place 8,,Brett Busby,REP,16,261,80,357
Hill,3 HILLSBORO,Justice Supreme Court Place 8,,Gisela D. Triana,DEM,43,228,97,368
Hill,3 HILLSBORO,Justice Supreme Court Place 8,,Tom Oxford,LIB,1,14,7,22
Hill,3 HILLSBORO,Justice Supreme Court Place 8,,Under Votes,,0,16,4,20
Hill,3 HILLSBORO,Justice Supreme Court Place 8,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,Judge Court of Criminal Appeals Place 3,,Bert Richardson,REP,14,250,82,346
Hill,3 HILLSBORO,Judge Court of Criminal Appeals Place 3,,Elizabeth Davis Frizell,DEM,44,219,92,355
Hill,3 HILLSBORO,Judge Court of Criminal Appeals Place 3,,Under Votes,,2,50,14,66
Hill,3 HILLSBORO,Judge Court of Criminal Appeals Place 3,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,Judge Court of Criminal Appeals Place 4,,Kevin Patrick Yeary,REP,14,275,85,374
Hill,3 HILLSBORO,Judge Court of Criminal Appeals Place 4,,Tina Clinton,DEM,43,228,99,370
Hill,3 HILLSBORO,Judge Court of Criminal Appeals Place 4,,Under Votes,,3,16,4,23
Hill,3 HILLSBORO,Judge Court of Criminal Appeals Place 4,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,Judge Court of Criminal Appeals Place 9,,David Newell,REP,15,273,83,371
Hill,3 HILLSBORO,Judge Court of Criminal Appeals Place 9,,Brandon Birmingham,DEM,43,227,99,369
Hill,3 HILLSBORO,Judge Court of Criminal Appeals Place 9,,Under Votes,,2,19,5,26
Hill,3 HILLSBORO,Judge Court of Criminal Appeals Place 9,,Over Votes,,0,0,1,1
Hill,3 HILLSBORO,Member State Board of Education District 14,,Sue Melton-Malone,REP,17,273,80,370
Hill,3 HILLSBORO,Member State Board of Education District 14,,Greg Alvord,DEM,42,226,105,373
Hill,3 HILLSBORO,Member State Board of Education District 14,,Under Votes,,1,20,3,24
Hill,3 HILLSBORO,Member State Board of Education District 14,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,State Senate,22,Brian Birdwell,REP,16,275,84,375
Hill,3 HILLSBORO,State Senate,22,Robert Vick,DEM,43,225,100,368
Hill,3 HILLSBORO,State Senate,22,Under Votes,,1,19,4,24
Hill,3 HILLSBORO,State Senate,22,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,State Representative,8,Cody Harris,REP,29,308,112,449
Hill,3 HILLSBORO,State Representative,8,R. Edwin Adams,LIB,22,145,59,226
Hill,3 HILLSBORO,State Representative,8,Under Votes,,9,65,17,91
Hill,3 HILLSBORO,State Representative,8,Over Votes,,0,1,0,1
Hill,3 HILLSBORO,Justice 10th Court of Appeals District Place 2,,Matt Johnson,REP,42,379,140,561
Hill,3 HILLSBORO,Justice 10th Court of Appeals District Place 2,,Under Votes,,18,140,48,206
Hill,3 HILLSBORO,Justice 10th Court of Appeals District Place 2,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,Justice 10th Court of Appeals District Place 3 - Unexpired Term,,John E. Neill,REP,44,372,140,556
Hill,3 HILLSBORO,Justice 10th Court of Appeals District Place 3 - Unexpired Term,,Under Votes,,16,147,48,211
Hill,3 HILLSBORO,Justice 10th Court of Appeals District Place 3 - Unexpired Term,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,District Attorney 66th Judicial District,,Mark Pratt,REP,45,376,140,561
Hill,3 HILLSBORO,District Attorney 66th Judicial District,,Under Votes,,15,143,48,206
Hill,3 HILLSBORO,District Attorney 66th Judicial District,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,County Attorney,,R. David Holmes,REP,43,375,144,562
Hill,3 HILLSBORO,County Attorney,,Under Votes,,17,144,44,205
Hill,3 HILLSBORO,County Attorney,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,District Clerk - Unexpired Term,,Marchel M. Eubank,REP,44,366,137,547
Hill,3 HILLSBORO,District Clerk - Unexpired Term,,Under Votes,,16,153,51,220
Hill,3 HILLSBORO,District Clerk - Unexpired Term,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,Sheriff,,Rodney B. Watson,REP,48,395,145,588
Hill,3 HILLSBORO,Sheriff,,Under Votes,,12,124,43,179
Hill,3 HILLSBORO,Sheriff,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,County Tax Assessor-Collector,,Krystal A. (Krissi) Hightower,REP,44,375,140,559
Hill,3 HILLSBORO,County Tax Assessor-Collector,,Under Votes,,16,144,48,208
Hill,3 HILLSBORO,County Tax Assessor-Collector,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,County Commissioner Precinct 3,,Scotty Hawkins,REP,43,371,139,553
Hill,3 HILLSBORO,County Commissioner Precinct 3,,Under Votes,,17,148,49,214
Hill,3 HILLSBORO,County Commissioner Precinct 3,,Over Votes,,0,0,0,0
Hill,3 HILLSBORO,County Constable Precinct 3,,Larry D. Armstrong,REP,44,375,137,556
Hill,3 HILLSBORO,County Constable Precinct 3,,Under Votes,,16,144,51,211
Hill,3 HILLSBORO,County Constable Precinct 3,,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,Ballots Cast,,,,,,,1518
Hill,4 HILLSBORO,Registered Voters,,,,,,,2384
Hill,4 HILLSBORO,President,,Donald J. Trump / Michael R. Pence,REP,63,878,192,1133
Hill,4 HILLSBORO,President,,Joseph R. Biden / Kamala D. Harris,DEM,52,258,53,363
Hill,4 HILLSBORO,President,,Jo Jorgensen / Jeremy Spike Cohen,LIB,0,9,3,12
Hill,4 HILLSBORO,President,,Howie Hawkins / Angela Walker,GRN,1,1,1,3
Hill,4 HILLSBORO,President,,Abram Loeb / Jennifer Jairala (W),,0,0,0,0
Hill,4 HILLSBORO,President,,Brian Carroll / Amar Patel (W),,0,0,0,0
Hill,4 HILLSBORO,President,,Gloria La Riva / Leonard Peltier (W),,0,0,0,0
Hill,4 HILLSBORO,President,,Jesse Cuellar / Jimmy Monreal (W),,0,0,0,0
Hill,4 HILLSBORO,President,,President R. Boddie / Eric C. Stoneham (W),,0,0,0,0
Hill,4 HILLSBORO,President,,Robert Morrow / Anne Beckett (W),,0,0,0,0
Hill,4 HILLSBORO,President,,Todd Cella / Tim Cella (W),,0,0,0,0
Hill,4 HILLSBORO,President,,Tom Hoefling / Andy Prior (W),,0,0,0,0
Hill,4 HILLSBORO,President,,Under Votes,,0,3,2,5
Hill,4 HILLSBORO,President,,Over Votes,,0,2,0,2
Hill,4 HILLSBORO,U.S. Senate,,John Cornyn,REP,61,884,192,1137
Hill,4 HILLSBORO,U.S. Senate,,Mary MJ Hegar,DEM,44,236,49,329
Hill,4 HILLSBORO,U.S. Senate,,Kerry Douglas McKennon,LIB,1,6,6,13
Hill,4 HILLSBORO,U.S. Senate,,David B. Collins,GRN,1,10,1,12
Hill,4 HILLSBORO,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0
Hill,4 HILLSBORO,U.S. Senate,,Under Votes,,9,14,3,26
Hill,4 HILLSBORO,U.S. Senate,,Over Votes,,0,1,0,1
Hill,4 HILLSBORO,U.S. House,25,Roger Williams,REP,58,888,198,1144
Hill,4 HILLSBORO,U.S. House,25,Julie Oliver,DEM,45,227,46,318
Hill,4 HILLSBORO,U.S. House,25,Bill Kelsey,LIB,1,10,3,14
Hill,4 HILLSBORO,U.S. House,25,Under Votes,,12,25,4,41
Hill,4 HILLSBORO,U.S. House,25,Over Votes,,0,1,0,1
Hill,4 HILLSBORO,Railroad Commissioner,,James Jim Wright,REP,62,879,191,1132
Hill,4 HILLSBORO,Railroad Commissioner,,Chrysta Castañeda,DEM,37,219,45,301
Hill,4 HILLSBORO,Railroad Commissioner,,Matt Sterett,LIB,0,12,6,18
Hill,4 HILLSBORO,Railroad Commissioner,,Katija Kat Gruene,GRN,1,8,1,10
Hill,4 HILLSBORO,Railroad Commissioner,,Under Votes,,16,33,8,57
Hill,4 HILLSBORO,Railroad Commissioner,,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,Chief Justice Supreme Court,,Nathan Hecht,REP,56,879,189,1124
Hill,4 HILLSBORO,Chief Justice Supreme Court,,Amy Clark Meachum,DEM,44,226,49,319
Hill,4 HILLSBORO,Chief Justice Supreme Court,,Mark Ash,LIB,0,14,8,22
Hill,4 HILLSBORO,Chief Justice Supreme Court,,Under Votes,,16,32,5,53
Hill,4 HILLSBORO,Chief Justice Supreme Court,,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,Justice Supreme Court Place 6 - Unexpired Term,,Jane Bland,REP,59,881,199,1139
Hill,4 HILLSBORO,Justice Supreme Court Place 6 - Unexpired Term,,Kathy Cheng,DEM,41,229,43,313
Hill,4 HILLSBORO,Justice Supreme Court Place 6 - Unexpired Term,,Under Votes,,16,41,9,66
Hill,4 HILLSBORO,Justice Supreme Court Place 6 - Unexpired Term,,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,Justice Supreme Court Place 7,,Jeff Boyd,REP,57,874,187,1118
Hill,4 HILLSBORO,Justice Supreme Court Place 7,,Staci Williams,DEM,41,227,49,317
Hill,4 HILLSBORO,Justice Supreme Court Place 7,,William Bryan Strange III,LIB,1,14,8,23
Hill,4 HILLSBORO,Justice Supreme Court Place 7,,Under Votes,,17,35,7,59
Hill,4 HILLSBORO,Justice Supreme Court Place 7,,Over Votes,,0,1,0,1
Hill,4 HILLSBORO,Justice Supreme Court Place 8,,Brett Busby,REP,59,879,196,1134
Hill,4 HILLSBORO,Justice Supreme Court Place 8,,Gisela D. Triana,DEM,40,215,40,295
Hill,4 HILLSBORO,Justice Supreme Court Place 8,,Tom Oxford,LIB,0,18,7,25
Hill,4 HILLSBORO,Justice Supreme Court Place 8,,Under Votes,,17,38,8,63
Hill,4 HILLSBORO,Justice Supreme Court Place 8,,Over Votes,,0,1,0,1
Hill,4 HILLSBORO,Judge Court of Criminal Appeals Place 3,,Bert Richardson,REP,52,825,186,1063
Hill,4 HILLSBORO,Judge Court of Criminal Appeals Place 3,,Elizabeth Davis Frizell,DEM,42,219,46,307
Hill,4 HILLSBORO,Judge Court of Criminal Appeals Place 3,,Under Votes,,22,106,19,147
Hill,4 HILLSBORO,Judge Court of Criminal Appeals Place 3,,Over Votes,,0,1,0,1
Hill,4 HILLSBORO,Judge Court of Criminal Appeals Place 4,,Kevin Patrick Yeary,REP,55,886,201,1142
Hill,4 HILLSBORO,Judge Court of Criminal Appeals Place 4,,Tina Clinton,DEM,44,225,41,310
Hill,4 HILLSBORO,Judge Court of Criminal Appeals Place 4,,Under Votes,,17,39,9,65
Hill,4 HILLSBORO,Judge Court of Criminal Appeals Place 4,,Over Votes,,0,1,0,1
Hill,4 HILLSBORO,Judge Court of Criminal Appeals Place 9,,David Newell,REP,55,886,200,1141
Hill,4 HILLSBORO,Judge Court of Criminal Appeals Place 9,,Brandon Birmingham,DEM,43,224,41,308
Hill,4 HILLSBORO,Judge Court of Criminal Appeals Place 9,,Under Votes,,18,41,9,68
Hill,4 HILLSBORO,Judge Court of Criminal Appeals Place 9,,Over Votes,,0,0,1,1
Hill,4 HILLSBORO,Member State Board of Education District 14,,Sue Melton-Malone,REP,62,889,192,1143
Hill,4 HILLSBORO,Member State Board of Education District 14,,Greg Alvord,DEM,37,219,50,306
Hill,4 HILLSBORO,Member State Board of Education District 14,,Under Votes,,17,43,9,69
Hill,4 HILLSBORO,Member State Board of Education District 14,,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,State Senate,22,Brian Birdwell,REP,64,897,199,1160
Hill,4 HILLSBORO,State Senate,22,Robert Vick,DEM,37,219,45,301
Hill,4 HILLSBORO,State Senate,22,Under Votes,,15,35,7,57
Hill,4 HILLSBORO,State Senate,22,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,State Representative,8,Cody Harris,REP,65,923,206,1194
Hill,4 HILLSBORO,State Representative,8,R. Edwin Adams,LIB,23,156,33,212
Hill,4 HILLSBORO,State Representative,8,Under Votes,,28,72,12,112
Hill,4 HILLSBORO,State Representative,8,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,Justice 10th Court of Appeals District Place 2,,Matt Johnson,REP,71,982,226,1279
Hill,4 HILLSBORO,Justice 10th Court of Appeals District Place 2,,Under Votes,,45,169,25,239
Hill,4 HILLSBORO,Justice 10th Court of Appeals District Place 2,,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,Justice 10th Court of Appeals District Place 3 - Unexpired Term,,John E. Neill,REP,71,976,219,1266
Hill,4 HILLSBORO,Justice 10th Court of Appeals District Place 3 - Unexpired Term,,Under Votes,,45,175,32,252
Hill,4 HILLSBORO,Justice 10th Court of Appeals District Place 3 - Unexpired Term,,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,District Attorney 66th Judicial District,,Mark Pratt,REP,80,996,226,1302
Hill,4 HILLSBORO,District Attorney 66th Judicial District,,Under Votes,,36,155,25,216
Hill,4 HILLSBORO,District Attorney 66th Judicial District,,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,County Attorney,,R. David Holmes,REP,76,990,225,1291
Hill,4 HILLSBORO,County Attorney,,Under Votes,,40,161,26,227
Hill,4 HILLSBORO,County Attorney,,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,District Clerk - Unexpired Term,,Marchel M. Eubank,REP,75,966,222,1263
Hill,4 HILLSBORO,District Clerk - Unexpired Term,,Under Votes,,41,185,29,255
Hill,4 HILLSBORO,District Clerk - Unexpired Term,,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,Sheriff,,Rodney B. Watson,REP,76,975,227,1278
Hill,4 HILLSBORO,Sheriff,,Under Votes,,40,176,24,240
Hill,4 HILLSBORO,Sheriff,,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,County Tax Assessor-Collector,,Krystal A. (Krissi) Hightower,REP,73,980,218,1271
Hill,4 HILLSBORO,County Tax Assessor-Collector,,Under Votes,,43,171,33,247
Hill,4 HILLSBORO,County Tax Assessor-Collector,,Over Votes,,0,0,0,0
Hill,4 HILLSBORO,County Constable Precinct 4,,Kevin Cordell,REP,75,984,220,1279
Hill,4 HILLSBORO,County Constable Precinct 4,,Under Votes,,41,167,31,239
Hill,4 HILLSBORO,County Constable Precinct 4,,Over Votes,,0,0,0,0
Hill,5 WOODBURY,Ballots Cast,,,,,,,354
