county,precinct,office,district,candidate,party,absentee,early_voting,election_day,limited,provisional,votes
Parker,335 - BS18,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,20,163,22,0,4,209
Parker,335 - BS18,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,1,43,8,0,1,53
Parker,335 - BS18,"Justice, Supreme Court, Place 8",,Under Votes,,4,59,12,1,0,76
Parker,335 - BS18,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,58,2327,227,29,19,2660
Parker,335 - BS18,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,23,177,31,0,4,235
Parker,335 - BS18,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,2,60,10,1,0,73
Parker,335 - BS18,"Judge, Court of Criminal Appeals, Place 3",,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,58,2329,229,28,19,2663
Parker,335 - BS18,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,21,167,27,0,3,218
Parker,335 - BS18,"Judge, Court of Criminal Appeals, Place 4",,Under Votes,,4,68,12,1,1,86
Parker,335 - BS18,"Judge, Court of Criminal Appeals, Place 4",,Over Votes,,0,0,0,1,0,1
Parker,335 - BS18,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,59,2330,231,29,19,2668
Parker,335 - BS18,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,20,169,26,0,3,218
Parker,335 - BS18,"Judge, Court of Criminal Appeals, Place 9",,Under Votes,,4,65,11,1,1,82
Parker,335 - BS18,"Judge, Court of Criminal Appeals, Place 9",,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,State Representative,61,Phil King,REP,59,2291,229,3,19,2601
Parker,335 - BS18,State Representative,61,Christopher Cox,DEM,23,166,25,0,3,217
Parker,335 - BS18,State Representative,61,J. K. Stephenson,LIB,0,58,6,0,0,64
Parker,335 - BS18,State Representative,61,Under Votes,,1,49,8,27,1,86
Parker,335 - BS18,State Representative,61,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,"Justice, 2nd Court of Appeals District, Place 2",,Dana Womack,REP,62,2389,245,12,19,2727
Parker,335 - BS18,"Justice, 2nd Court of Appeals District, Place 2",,Under Votes,,21,175,23,18,4,241
Parker,335 - BS18,"Justice, 2nd Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Mike Wallach,REP,58,2330,231,13,19,2651
Parker,335 - BS18,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Delonia A. Watson,DEM,20,170,25,0,3,218
Parker,335 - BS18,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Under Votes,,5,64,12,17,1,99
Parker,335 - BS18,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,"Justice, 2nd Court of Appeals District, Place 7",,Brian Walker,REP,61,2377,245,12,19,2714
Parker,335 - BS18,"Justice, 2nd Court of Appeals District, Place 7",,Under Votes,,22,187,23,18,4,254
Parker,335 - BS18,"Justice, 2nd Court of Appeals District, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,"District Judge, 43rd Judicial District",,Craig Towson,REP,61,2383,244,0,20,2708
Parker,335 - BS18,"District Judge, 43rd Judicial District",,Under Votes,,22,181,24,30,3,260
Parker,335 - BS18,"District Judge, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,"District Judge, 415th Judicial District",,Graham Quisenberry,REP,61,2386,242,1,18,2708
Parker,335 - BS18,"District Judge, 415th Judicial District",,Under Votes,,22,178,26,29,5,260
Parker,335 - BS18,"District Judge, 415th Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,"District Attorney, 43rd Judicial District",,Jeff Swain,REP,62,2370,243,0,19,2694
Parker,335 - BS18,"District Attorney, 43rd Judicial District",,Under Votes,,21,194,25,30,4,274
Parker,335 - BS18,"District Attorney, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,County Court at Law 2,,Lynn Marie Johnson,REP,59,2365,241,0,19,2684
Parker,335 - BS18,County Court at Law 2,,Under Votes,,24,199,27,30,4,284
Parker,335 - BS18,County Court at Law 2,,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,Sheriff,,Larry Fowler,REP,65,2223,205,0,20,2513
Parker,335 - BS18,Sheriff,,Russell E. Hess,LIB,10,266,52,2,2,332
Parker,335 - BS18,Sheriff,,Under Votes,,8,75,11,28,1,123
Parker,335 - BS18,Sheriff,,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,"Board of Directors, Precinct 3",,Henry Bart Robbins,,35,1445,140,0,14,1634
Parker,335 - BS18,"Board of Directors, Precinct 3",,Patsy Stevens Padilla,,16,447,52,2,4,521
Parker,335 - BS18,"Board of Directors, Precinct 3",,Under Votes,,32,672,76,28,5,813
Parker,335 - BS18,"Board of Directors, Precinct 3",,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,"Board of Trustee, Place 1",,Martin J. Ivey,,44,2152,218,0,17,2431
Parker,335 - BS18,"Board of Trustee, Place 1",,Under Votes,,39,412,50,30,6,537
Parker,335 - BS18,"Board of Trustee, Place 1",,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,"Board of Trustee, Place 2",,Cody Lane,,45,2102,213,1,18,2379
Parker,335 - BS18,"Board of Trustee, Place 2",,Under Votes,,38,462,55,29,5,589
Parker,335 - BS18,"Board of Trustee, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,"Board of Trustee, Place 5",,Travis Faulkner,,45,2086,211,0,17,2359
Parker,335 - BS18,"Board of Trustee, Place 5",,Under Votes,,38,478,57,30,6,609
Parker,335 - BS18,"Board of Trustee, Place 5",,Over Votes,,0,0,0,0,0,0
Parker,335 - BS18,"Board of Trustee, Place 7",,Bill C. Cooper,,41,1643,158,1,10,1853
Parker,335 - BS18,"Board of Trustee, Place 7",,Susan J. Lair,,19,488,52,1,9,569
Parker,335 - BS18,"Board of Trustee, Place 7",,Under Votes,,22,433,58,28,4,545
Parker,335 - BS18,"Board of Trustee, Place 7",,Over Votes,,1,0,0,0,0,1
Parker,340 - BS18,Ballots Cast,,,,,,,,,803
Parker,340 - BS18,Registered Voters,,,,,,,,,955
Parker,340 - BS18,President,,Donald J. Trump Michael R. Pence,REP,13,545,120,13,7,698
Parker,340 - BS18,President,,Joseph R. Biden Kamala D. Harris,DEM,4,77,15,0,1,97
Parker,340 - BS18,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,3,1,0,0,4
Parker,340 - BS18,President,,Howie Hawkins Angela Walker,GRN,0,0,2,0,0,2
Parker,340 - BS18,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0,0,0
Parker,340 - BS18,President,,Brian Carroll/Amar Patel (W),,0,0,0,0,0,0
Parker,340 - BS18,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0,0,0
Parker,340 - BS18,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0,0,0
Parker,340 - BS18,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0,0,0
Parker,340 - BS18,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0,0,0
Parker,340 - BS18,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0,0,0
Parker,340 - BS18,President,,Todd Cella/Tim Cella (W),,0,0,0,0,0,0
Parker,340 - BS18,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0,0,0
Parker,340 - BS18,President,,Under Votes,,0,1,1,0,0,2
Parker,340 - BS18,President,,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,U.S. Senate,,John Cornyn,REP,12,549,122,12,7,702
Parker,340 - BS18,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,5,68,11,0,1,85
Parker,340 - BS18,U.S. Senate,,Kerry Douglas McKennon,LIB,0,6,3,0,0,9
Parker,340 - BS18,U.S. Senate,,David B. Collins,GRN,0,1,1,0,0,2
Parker,340 - BS18,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0,0,0
Parker,340 - BS18,U.S. Senate,,Under Votes,,0,2,2,1,0,5
Parker,340 - BS18,U.S. Senate,,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,U.S. House,12,Kay Granger,REP,12,553,122,8,7,702
Parker,340 - BS18,U.S. House,12,Lisa Welch,DEM,4,58,7,0,1,70
Parker,340 - BS18,U.S. House,12,Trey Holcomb,LIB,0,10,9,0,0,19
Parker,340 - BS18,U.S. House,12,Under Votes,,1,5,1,5,0,12
Parker,340 - BS18,U.S. House,12,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,Railroad Commissioner,,"James ""Jim"" Wright",REP,12,558,125,12,7,714
Parker,340 - BS18,Railroad Commissioner,,Chrysta Castañeda,DEM,5,55,7,0,1,68
Parker,340 - BS18,Railroad Commissioner,,Matt Sterett,LIB,0,5,4,0,0,9
Parker,340 - BS18,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,2,2,0,0,4
Parker,340 - BS18,Railroad Commissioner,,Under Votes,,0,6,1,1,0,8
Parker,340 - BS18,Railroad Commissioner,,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Chief Justice, Supreme Court",,Nathan Hecht,REP,11,550,122,11,7,701
Parker,340 - BS18,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,4,62,12,1,1,80
Parker,340 - BS18,"Chief Justice, Supreme Court",,Mark Ash,LIB,0,7,4,0,0,11
Parker,340 - BS18,"Chief Justice, Supreme Court",,Under Votes,,1,7,1,1,0,10
Parker,340 - BS18,"Chief Justice, Supreme Court",,Over Votes,,1,0,0,0,0,1
Parker,340 - BS18,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,12,557,128,12,7,716
Parker,340 - BS18,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,4,61,10,0,1,76
Parker,340 - BS18,"Justice, Supreme Court, Place 6 Unexpired Term",,Under Votes,,1,8,1,1,0,11
Parker,340 - BS18,"Justice, Supreme Court, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,11,550,125,12,7,705
Parker,340 - BS18,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,5,61,7,0,1,74
Parker,340 - BS18,"Justice, Supreme Court, Place 7",,William Bryan Strange III,LIB,0,6,5,0,0,11
Parker,340 - BS18,"Justice, Supreme Court, Place 7",,Under Votes,,1,9,2,1,0,13
Parker,340 - BS18,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Justice, Supreme Court, Place 8",,Brett Busby,REP,12,552,123,12,7,706
Parker,340 - BS18,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,4,56,10,0,1,71
Parker,340 - BS18,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,0,7,4,0,0,11
Parker,340 - BS18,"Justice, Supreme Court, Place 8",,Under Votes,,1,11,2,1,0,15
Parker,340 - BS18,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,12,552,126,12,7,709
Parker,340 - BS18,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,4,61,11,0,1,77
Parker,340 - BS18,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,1,13,2,1,0,17
Parker,340 - BS18,"Judge, Court of Criminal Appeals, Place 3",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,12,557,128,12,7,716
Parker,340 - BS18,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,4,55,9,0,1,69
Parker,340 - BS18,"Judge, Court of Criminal Appeals, Place 4",,Under Votes,,1,14,2,1,0,18
Parker,340 - BS18,"Judge, Court of Criminal Appeals, Place 4",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,13,555,125,12,7,712
Parker,340 - BS18,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,4,57,12,0,1,74
Parker,340 - BS18,"Judge, Court of Criminal Appeals, Place 9",,Under Votes,,0,14,2,1,0,17
Parker,340 - BS18,"Judge, Court of Criminal Appeals, Place 9",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,State Representative,61,Phil King,REP,13,547,123,0,7,690
Parker,340 - BS18,State Representative,61,Christopher Cox,DEM,4,61,9,0,1,75
Parker,340 - BS18,State Representative,61,J. K. Stephenson,LIB,0,7,5,0,0,12
Parker,340 - BS18,State Representative,61,Under Votes,,0,11,2,13,0,26
Parker,340 - BS18,State Representative,61,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Justice, 2nd Court of Appeals District, Place 2",,Dana Womack,REP,13,567,132,9,7,728
Parker,340 - BS18,"Justice, 2nd Court of Appeals District, Place 2",,Under Votes,,4,59,7,4,1,75
Parker,340 - BS18,"Justice, 2nd Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Mike Wallach,REP,12,554,127,10,7,710
Parker,340 - BS18,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Delonia A. Watson,DEM,4,58,9,0,1,72
Parker,340 - BS18,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Under Votes,,1,14,3,3,0,21
Parker,340 - BS18,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Justice, 2nd Court of Appeals District, Place 7",,Brian Walker,REP,14,565,131,10,7,727
Parker,340 - BS18,"Justice, 2nd Court of Appeals District, Place 7",,Under Votes,,3,61,8,3,1,76
Parker,340 - BS18,"Justice, 2nd Court of Appeals District, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"District Judge, 43rd Judicial District",,Craig Towson,REP,14,563,131,0,7,715
Parker,340 - BS18,"District Judge, 43rd Judicial District",,Under Votes,,3,63,8,13,1,88
Parker,340 - BS18,"District Judge, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"District Judge, 415th Judicial District",,Graham Quisenberry,REP,13,561,128,0,8,710
Parker,340 - BS18,"District Judge, 415th Judicial District",,Under Votes,,4,65,11,13,0,93
Parker,340 - BS18,"District Judge, 415th Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"District Attorney, 43rd Judicial District",,Jeff Swain,REP,14,560,131,0,8,713
Parker,340 - BS18,"District Attorney, 43rd Judicial District",,Under Votes,,3,66,8,13,0,90
Parker,340 - BS18,"District Attorney, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,County Court at Law 2,,Lynn Marie Johnson,REP,14,561,131,0,7,713
Parker,340 - BS18,County Court at Law 2,,Under Votes,,3,65,8,13,1,90
Parker,340 - BS18,County Court at Law 2,,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,Sheriff,,Larry Fowler,REP,14,546,114,0,6,680
Parker,340 - BS18,Sheriff,,Russell E. Hess,LIB,3,59,21,0,0,83
Parker,340 - BS18,Sheriff,,Under Votes,,0,21,4,13,2,40
Parker,340 - BS18,Sheriff,,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Board of Directors, Precinct 3",,Henry Bart Robbins,,5,330,83,1,4,423
Parker,340 - BS18,"Board of Directors, Precinct 3",,Patsy Stevens Padilla,,4,101,18,0,3,126
Parker,340 - BS18,"Board of Directors, Precinct 3",,Under Votes,,8,195,38,12,1,254
Parker,340 - BS18,"Board of Directors, Precinct 3",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Board of Trustee, Place 1",,Martin J. Ivey,,9,484,111,0,5,609
Parker,340 - BS18,"Board of Trustee, Place 1",,Under Votes,,8,142,28,13,3,194
Parker,340 - BS18,"Board of Trustee, Place 1",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Board of Trustee, Place 2",,Cody Lane,,8,481,109,0,5,603
Parker,340 - BS18,"Board of Trustee, Place 2",,Under Votes,,9,145,30,13,3,200
Parker,340 - BS18,"Board of Trustee, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Board of Trustee, Place 5",,Travis Faulkner,,8,467,106,0,5,586
Parker,340 - BS18,"Board of Trustee, Place 5",,Under Votes,,9,159,33,13,3,217
Parker,340 - BS18,"Board of Trustee, Place 5",,Over Votes,,0,0,0,0,0,0
Parker,340 - BS18,"Board of Trustee, Place 7",,Bill C. Cooper,,6,378,86,1,5,476
Parker,340 - BS18,"Board of Trustee, Place 7",,Susan J. Lair,,3,102,24,0,1,130
Parker,340 - BS18,"Board of Trustee, Place 7",,Under Votes,,8,146,29,12,2,197
Parker,340 - BS18,"Board of Trustee, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,Ballots Cast,,,,,,,,,361
Parker,350 - BS18,Registered Voters,,,,,,,,,507
Parker,350 - BS18,President,,Donald J. Trump Michael R. Pence,REP,10,254,45,4,0,313
Parker,350 - BS18,President,,Joseph R. Biden Kamala D. Harris,DEM,5,22,10,0,0,37
Parker,350 - BS18,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,5,0,0,0,5
Parker,350 - BS18,President,,Howie Hawkins Angela Walker,GRN,0,2,2,0,0,4
Parker,350 - BS18,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0,0,0
Parker,350 - BS18,President,,Brian Carroll/Amar Patel (W),,0,0,0,0,0,0
Parker,350 - BS18,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0,0,0
Parker,350 - BS18,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0,0,0
Parker,350 - BS18,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0,0,0
Parker,350 - BS18,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0,0,0
Parker,350 - BS18,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0,0,0
Parker,350 - BS18,President,,Todd Cella/Tim Cella (W),,0,0,0,0,0,0
Parker,350 - BS18,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0,0,0
Parker,350 - BS18,President,,Under Votes,,0,0,2,0,0,2
Parker,350 - BS18,President,,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,U.S. Senate,,John Cornyn,REP,11,247,47,3,0,308
Parker,350 - BS18,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,4,28,11,0,0,43
Parker,350 - BS18,U.S. Senate,,Kerry Douglas McKennon,LIB,0,6,1,0,0,7
Parker,350 - BS18,U.S. Senate,,David B. Collins,GRN,0,0,0,0,0,0
Parker,350 - BS18,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0,0,0
Parker,350 - BS18,U.S. Senate,,Under Votes,,0,2,0,1,0,3
Parker,350 - BS18,U.S. Senate,,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,U.S. House,12,Kay Granger,REP,9,239,47,4,0,299
Parker,350 - BS18,U.S. House,12,Lisa Welch,DEM,6,23,11,0,0,40
Parker,350 - BS18,U.S. House,12,Trey Holcomb,LIB,0,19,1,0,0,20
Parker,350 - BS18,U.S. House,12,Under Votes,,0,2,0,0,0,2
Parker,350 - BS18,U.S. House,12,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,Railroad Commissioner,,"James ""Jim"" Wright",REP,11,249,46,3,0,309
Parker,350 - BS18,Railroad Commissioner,,Chrysta Castañeda,DEM,4,20,12,0,0,36
Parker,350 - BS18,Railroad Commissioner,,Matt Sterett,LIB,0,10,1,0,0,11
Parker,350 - BS18,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0,0,0
Parker,350 - BS18,Railroad Commissioner,,Under Votes,,0,4,0,1,0,5
Parker,350 - BS18,Railroad Commissioner,,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"Chief Justice, Supreme Court",,Nathan Hecht,REP,10,248,47,4,0,309
Parker,350 - BS18,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,4,24,11,0,0,39
Parker,350 - BS18,"Chief Justice, Supreme Court",,Mark Ash,LIB,1,7,1,0,0,9
Parker,350 - BS18,"Chief Justice, Supreme Court",,Under Votes,,0,4,0,0,0,4
Parker,350 - BS18,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,10,255,48,4,0,317
Parker,350 - BS18,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,5,21,11,0,0,37
Parker,350 - BS18,"Justice, Supreme Court, Place 6 Unexpired Term",,Under Votes,,0,7,0,0,0,7
Parker,350 - BS18,"Justice, Supreme Court, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,9,247,45,4,0,305
Parker,350 - BS18,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,6,21,13,0,0,40
Parker,350 - BS18,"Justice, Supreme Court, Place 7",,William Bryan Strange III,LIB,0,10,1,0,0,11
Parker,350 - BS18,"Justice, Supreme Court, Place 7",,Under Votes,,0,5,0,0,0,5
Parker,350 - BS18,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"Justice, Supreme Court, Place 8",,Brett Busby,REP,10,252,47,4,0,313
Parker,350 - BS18,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,4,19,10,0,0,33
Parker,350 - BS18,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,1,7,2,0,0,10
Parker,350 - BS18,"Justice, Supreme Court, Place 8",,Under Votes,,0,5,0,0,0,5
Parker,350 - BS18,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,9,251,48,4,0,312
Parker,350 - BS18,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,6,26,11,0,0,43
Parker,350 - BS18,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,0,6,0,0,0,6
Parker,350 - BS18,"Judge, Court of Criminal Appeals, Place 3",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,10,258,48,4,0,320
Parker,350 - BS18,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,5,19,11,0,0,35
Parker,350 - BS18,"Judge, Court of Criminal Appeals, Place 4",,Under Votes,,0,6,0,0,0,6
Parker,350 - BS18,"Judge, Court of Criminal Appeals, Place 4",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,9,253,47,4,0,313
Parker,350 - BS18,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,6,23,12,0,0,41
Parker,350 - BS18,"Judge, Court of Criminal Appeals, Place 9",,Under Votes,,0,7,0,0,0,7
Parker,350 - BS18,"Judge, Court of Criminal Appeals, Place 9",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,State Representative,61,Phil King,REP,10,246,48,0,0,304
Parker,350 - BS18,State Representative,61,Christopher Cox,DEM,5,23,9,0,0,37
Parker,350 - BS18,State Representative,61,J. K. Stephenson,LIB,0,11,2,0,0,13
Parker,350 - BS18,State Representative,61,Under Votes,,0,3,0,4,0,7
Parker,350 - BS18,State Representative,61,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"Justice, 2nd Court of Appeals District, Place 2",,Dana Womack,REP,12,258,57,4,0,331
Parker,350 - BS18,"Justice, 2nd Court of Appeals District, Place 2",,Under Votes,,3,25,2,0,0,30
Parker,350 - BS18,"Justice, 2nd Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Mike Wallach,REP,10,252,49,4,0,315
Parker,350 - BS18,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Delonia A. Watson,DEM,5,22,10,0,0,37
Parker,350 - BS18,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Under Votes,,0,9,0,0,0,9
Parker,350 - BS18,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"Justice, 2nd Court of Appeals District, Place 7",,Brian Walker,REP,12,257,54,4,0,327
Parker,350 - BS18,"Justice, 2nd Court of Appeals District, Place 7",,Under Votes,,3,26,5,0,0,34
Parker,350 - BS18,"Justice, 2nd Court of Appeals District, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"District Judge, 43rd Judicial District",,Craig Towson,REP,12,255,55,1,0,323
Parker,350 - BS18,"District Judge, 43rd Judicial District",,Under Votes,,3,28,4,3,0,38
Parker,350 - BS18,"District Judge, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"District Judge, 415th Judicial District",,Graham Quisenberry,REP,12,250,52,1,0,315
Parker,350 - BS18,"District Judge, 415th Judicial District",,Under Votes,,3,33,7,3,0,46
Parker,350 - BS18,"District Judge, 415th Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"District Attorney, 43rd Judicial District",,Jeff Swain,REP,12,254,54,0,0,320
Parker,350 - BS18,"District Attorney, 43rd Judicial District",,Under Votes,,3,29,5,4,0,41
Parker,350 - BS18,"District Attorney, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,County Court at Law 2,,Lynn Marie Johnson,REP,12,253,52,0,0,317
Parker,350 - BS18,County Court at Law 2,,Under Votes,,3,30,7,4,0,44
Parker,350 - BS18,County Court at Law 2,,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,Sheriff,,Larry Fowler,REP,8,230,46,0,0,284
Parker,350 - BS18,Sheriff,,Russell E. Hess,LIB,5,44,12,0,0,61
Parker,350 - BS18,Sheriff,,Under Votes,,1,9,1,4,0,15
Parker,350 - BS18,Sheriff,,Over Votes,,1,0,0,0,0,1
Parker,350 - BS18,"Board of Directors, Precinct 3",,Henry Bart Robbins,,4,162,29,0,0,195
Parker,350 - BS18,"Board of Directors, Precinct 3",,Patsy Stevens Padilla,,7,48,12,0,0,67
Parker,350 - BS18,"Board of Directors, Precinct 3",,Under Votes,,4,73,18,4,0,99
Parker,350 - BS18,"Board of Directors, Precinct 3",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"Board of Trustee, Place 1",,Martin J. Ivey,,8,225,43,0,0,276
Parker,350 - BS18,"Board of Trustee, Place 1",,Under Votes,,7,58,16,4,0,85
Parker,350 - BS18,"Board of Trustee, Place 1",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"Board of Trustee, Place 2",,Cody Lane,,7,217,41,0,0,265
Parker,350 - BS18,"Board of Trustee, Place 2",,Under Votes,,8,66,18,4,0,96
Parker,350 - BS18,"Board of Trustee, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,350 - BS18,"Board of Trustee, Place 5",,Travis Faulkner,,7,217,42,0,0,266
