county,precinct,office,district,party,candidate,early_voting,election_day,votes
Kimble,Mail,President,,REP,Donald J. Trump,,,148
Kimble,Mail,President,,DEM,Joseph R. Biden,,,52
Kimble,Mail,President,,LBT,Jo Jorgensen,,,2
Kimble,Mail,President,,GRE,Howie Hawkins,,,0
Kimble,Mail,President,,,Write-ins,,,0
Kimble,1,President,,REP,Donald J. Trump,382,57,439
Kimble,1,President,,DEM,Joseph R. Biden,49,19,68
Kimble,1,President,,LBT,Jo Jorgensen,0,1,1
Kimble,1,President,,GRE,Howie Hawkins,0,0,0
Kimble,1,President,,,Write-ins,0,0,0
Kimble,2,President,,REP,Donald J. Trump,204,31,235
Kimble,2,President,,DEM,Joseph R. Biden,27,6,33
Kimble,2,President,,LBT,Jo Jorgensen,2,1,3
Kimble,2,President,,GRE,Howie Hawkins,0,0,0
Kimble,2,President,,,Write-ins,0,0,0
Kimble,3,President,,REP,Donald J. Trump,121,50,171
Kimble,3,President,,DEM,Joseph R. Biden,13,7,20
Kimble,3,President,,LBT,Jo Jorgensen,1,1,2
Kimble,3,President,,GRE,Howie Hawkins,1,1,2
Kimble,3,President,,,Write-ins,0,0,0
Kimble,4,President,,REP,Donald J. Trump,217,31,248
Kimble,4,President,,DEM,Joseph R. Biden,21,7,28
Kimble,4,President,,LBT,Jo Jorgensen,1,1,2
Kimble,4,President,,GRE,Howie Hawkins,0,0,0
Kimble,4,President,,,Write-ins,0,0,0
Kimble,6,President,,REP,Donald J. Trump,124,87,211
Kimble,6,President,,DEM,Joseph R. Biden,14,5,19
Kimble,6,President,,LBT,Jo Jorgensen,0,1,1
Kimble,6,President,,GRE,Howie Hawkins,0,0,0
Kimble,6,President,,,Write-ins,0,0,0
Kimble,7,President,,REP,Donald J. Trump,124,116,240
Kimble,7,President,,DEM,Joseph R. Biden,10,10,20
Kimble,7,President,,LBT,Jo Jorgensen,0,1,1
Kimble,7,President,,GRE,Howie Hawkins,0,1,1
Kimble,7,President,,,Write-ins,0,0,0
Kimble,9,President,,REP,Donald J. Trump,250,45,295
Kimble,9,President,,DEM,Joseph R. Biden,37,7,44
Kimble,9,President,,LBT,Jo Jorgensen,5,0,5
Kimble,9,President,,GRE,Howie Hawkins,1,0,1
Kimble,9,President,,,Write-ins,0,0,0
Kimble,Mail,U.S. Senate,,REP,John Cornyn,,,147
Kimble,Mail,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",,,53
Kimble,Mail,U.S. Senate,,LBT,Kerry Douglas McKennon,,,1
Kimble,Mail,U.S. Senate,,GRE,David B. Collins,,,0
Kimble,1,U.S. Senate,,REP,John Cornyn,369,58,427
Kimble,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",50,13,63
Kimble,1,U.S. Senate,,LBT,Kerry Douglas McKennon,4,2,6
Kimble,1,U.S. Senate,,GRE,David B. Collins,3,0,3
Kimble,2,U.S. Senate,,REP,John Cornyn,205,26,231
Kimble,2,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",18,7,25
Kimble,2,U.S. Senate,,LBT,Kerry Douglas McKennon,3,2,5
Kimble,2,U.S. Senate,,GRE,David B. Collins,0,0,0
Kimble,3,U.S. Senate,,REP,John Cornyn,124,51,175
Kimble,3,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",11,4,15
Kimble,3,U.S. Senate,,LBT,Kerry Douglas McKennon,1,1,2
Kimble,3,U.S. Senate,,GRE,David B. Collins,0,2,2
Kimble,4,U.S. Senate,,REP,John Cornyn,214,31,245
Kimble,4,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",17,7,24
Kimble,4,U.S. Senate,,LBT,Kerry Douglas McKennon,1,0,1
Kimble,4,U.S. Senate,,GRE,David B. Collins,1,1,2
Kimble,6,U.S. Senate,,REP,John Cornyn,120,86,206
Kimble,6,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",12,5,17
Kimble,6,U.S. Senate,,LBT,Kerry Douglas McKennon,2,1,3
Kimble,6,U.S. Senate,,GRE,David B. Collins,0,0,0
Kimble,7,U.S. Senate,,REP,John Cornyn,124,112,236
Kimble,7,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",8,12,20
Kimble,7,U.S. Senate,,LBT,Kerry Douglas McKennon,3,2,5
Kimble,7,U.S. Senate,,GRE,David B. Collins,0,1,1
Kimble,9,U.S. Senate,,REP,John Cornyn,250,45,295
Kimble,9,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",32,5,37
Kimble,9,U.S. Senate,,LBT,Kerry Douglas McKennon,4,1,5
Kimble,9,U.S. Senate,,GRE,David B. Collins,1,0,1
Kimble,Mail,U.S. House,11,REP,August Pfluger,,,145
Kimble,Mail,U.S. House,11,DEM,Jon Mark Hogg,,,45
Kimble,Mail,U.S. House,11,LBT,Wacey Alpha Cody,,,3
Kimble,1,U.S. House,11,REP,August Pfluger,379,57,436
Kimble,1,U.S. House,11,DEM,Jon Mark Hogg,42,14,56
Kimble,1,U.S. House,11,LBT,Wacey Alpha Cody,5,1,6
Kimble,2,U.S. House,11,REP,August Pfluger,201,30,231
Kimble,2,U.S. House,11,DEM,Jon Mark Hogg,17,3,20
Kimble,2,U.S. House,11,LBT,Wacey Alpha Cody,6,1,7
Kimble,3,U.S. House,11,REP,August Pfluger,123,50,173
Kimble,3,U.S. House,11,DEM,Jon Mark Hogg,9,4,13
Kimble,3,U.S. House,11,LBT,Wacey Alpha Cody,1,4,5
Kimble,4,U.S. House,11,REP,August Pfluger,211,33,244
Kimble,4,U.S. House,11,DEM,Jon Mark Hogg,20,5,25
Kimble,4,U.S. House,11,LBT,Wacey Alpha Cody,1,1,2
Kimble,6,U.S. House,11,REP,August Pfluger,120,85,205
Kimble,6,U.S. House,11,DEM,Jon Mark Hogg,11,5,16
Kimble,6,U.S. House,11,LBT,Wacey Alpha Cody,3,2,5
Kimble,7,U.S. House,11,REP,August Pfluger,122,113,235
Kimble,7,U.S. House,11,DEM,Jon Mark Hogg,8,9,17
Kimble,7,U.S. House,11,LBT,Wacey Alpha Cody,4,3,7
Kimble,9,U.S. House,11,REP,August Pfluger,247,47,294
Kimble,9,U.S. House,11,DEM,Jon Mark Hogg,35,4,39
Kimble,9,U.S. House,11,LBT,Wacey Alpha Cody,5,0,5
Kimble,Mail,Railroad Commissioner,,REP,"James ""Jim"" Wright",,,142
Kimble,Mail,Railroad Commissioner,,DEM,Chrysta Castaneda,,,39
Kimble,Mail,Railroad Commissioner,,LBT,Matt Sterett,,,3
Kimble,Mail,Railroad Commissioner,,GRE,"Katjia ""Kat"" Gruene",,,2
Kimble,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",371,54,425
Kimble,1,Railroad Commissioner,,DEM,Chrysta Castaneda,43,15,58
Kimble,1,Railroad Commissioner,,LBT,Matt Sterett,6,2,8
Kimble,1,Railroad Commissioner,,GRE,"Katjia ""Kat"" Gruene",4,0,4
Kimble,2,Railroad Commissioner,,REP,"James ""Jim"" Wright",193,30,223
Kimble,2,Railroad Commissioner,,DEM,Chrysta Castaneda,18,3,21
Kimble,2,Railroad Commissioner,,LBT,Matt Sterett,7,1,8
Kimble,2,Railroad Commissioner,,GRE,"Katjia ""Kat"" Gruene",1,0,1
Kimble,3,Railroad Commissioner,,REP,"James ""Jim"" Wright",119,51,170
Kimble,3,Railroad Commissioner,,DEM,Chrysta Castaneda,10,4,14
Kimble,3,Railroad Commissioner,,LBT,Matt Sterett,1,2,3
Kimble,3,Railroad Commissioner,,GRE,"Katjia ""Kat"" Gruene",1,1,2
Kimble,4,Railroad Commissioner,,REP,"James ""Jim"" Wright",208,33,241
Kimble,4,Railroad Commissioner,,DEM,Chrysta Castaneda,18,5,23
Kimble,4,Railroad Commissioner,,LBT,Matt Sterett,1,1,2
Kimble,4,Railroad Commissioner,,GRE,"Katjia ""Kat"" Gruene",1,0,1
Kimble,6,Railroad Commissioner,,REP,"James ""Jim"" Wright",119,85,204
Kimble,6,Railroad Commissioner,,DEM,Chrysta Castaneda,10,5,15
Kimble,6,Railroad Commissioner,,LBT,Matt Sterett,4,1,5
Kimble,6,Railroad Commissioner,,GRE,"Katjia ""Kat"" Gruene",0,0,0
Kimble,7,Railroad Commissioner,,REP,"James ""Jim"" Wright",122,108,230
Kimble,7,Railroad Commissioner,,DEM,Chrysta Castaneda,11,16,27
Kimble,7,Railroad Commissioner,,LBT,Matt Sterett,1,1,2
