county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Lee,Precinct 101,Registered Voters,,,,1889,,,
Lee,Precinct 102,Registered Voters,,,,304,,,
Lee,Precinct 103,Registered Voters,,,,253,,,
Lee,Precinct 201,Registered Voters,,,,562,,,
Lee,Precinct 202,Registered Voters,,,,1701,,,
Lee,Precinct 203,Registered Voters,,,,408,,,
Lee,Precinct 301,Registered Voters,,,,145,,,
Lee,Precinct 302,Registered Voters,,,,1477,,,
Lee,Precinct 303,Registered Voters,,,,1327,,,
Lee,Precinct 304,Registered Voters,,,,241,,,
Lee,Precinct 401,Registered Voters,,,,812,,,
Lee,Precinct 402,Registered Voters,,,,181,,,
Lee,Precinct 403,Registered Voters,,,,299,,,
Lee,Precinct 404,Registered Voters,,,,948,,,
Lee,Precinct 405,Registered Voters,,,,583,,,
Lee,Precinct 101,Ballots Cast,,,,1211,91,937,183
Lee,Precinct 102,Ballots Cast,,,,205,27,156,22
Lee,Precinct 103,Ballots Cast,,,,201,24,142,35
Lee,Precinct 201,Ballots Cast,,,,459,30,352,77
Lee,Precinct 202,Ballots Cast,,,,1250,98,1016,136
Lee,Precinct 203,Ballots Cast,,,,325,31,239,55
Lee,Precinct 301,Ballots Cast,,,,117,8,71,38
Lee,Precinct 302,Ballots Cast,,,,1134,88,858,188
Lee,Precinct 303,Ballots Cast,,,,1002,87,600,315
Lee,Precinct 304,Ballots Cast,,,,201,27,139,35
Lee,Precinct 401,Ballots Cast,,,,578,57,320,201
Lee,Precinct 402,Ballots Cast,,,,128,18,90,20
Lee,Precinct 403,Ballots Cast,,,,243,20,146,77
Lee,Precinct 404,Ballots Cast,,,,612,47,476,89
Lee,Precinct 405,Ballots Cast,,,,456,39,344,73
Lee,Precinct 101,BALLOTS CAST - BLANK,,,,0,0,0,0
Lee,Precinct 102,BALLOTS CAST - BLANK,,,,0,0,0,0
Lee,Precinct 103,BALLOTS CAST - BLANK,,,,0,0,0,0
Lee,Precinct 201,BALLOTS CAST - BLANK,,,,0,0,0,0
Lee,Precinct 202,BALLOTS CAST - BLANK,,,,0,0,0,0
Lee,Precinct 203,BALLOTS CAST - BLANK,,,,0,0,0,0
Lee,Precinct 301,BALLOTS CAST - BLANK,,,,0,0,0,0
