county,precinct,office,district,party,candidate,votes,early_votes,election_day
Kenedy,1,Registered Voters,,,,154,,,
Kenedy,1,President,,REP,Over Votes,0,0,0
Kenedy,1,President,,REP,Under Votes,1,0,1
Kenedy,1,President,,REP,Zoltan G. Istvan,0,0,0
Kenedy,1,President,,REP,Bill Weld,0,0,0
Kenedy,1,President,,REP,Joe Walsh,0,0,0
Kenedy,1,President,,REP,Bob Ely,0,0,0
Kenedy,1,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Kenedy,1,President,,REP,Donald J. Trump,4,3,1
Kenedy,1,President,,REP,Matthew John Matern,0,0,0
Kenedy,1,President,,REP,Uncommitted,0,0,0
Kenedy,1,U.S. Senate,,REP,John Cornyn,3,3,0
Kenedy,1,U.S. Senate,,REP,Over Votes,0,0,0
Kenedy,1,U.S. Senate,,REP,Under Votes,1,0,1
Kenedy,1,U.S. Senate,,REP,Virgil Bierschwale,0,0,0
Kenedy,1,U.S. Senate,,REP,Dwayne Stovall,0,0,0
Kenedy,1,U.S. Senate,,REP,John Anthony Castro,1,0,1
Kenedy,1,U.S. Senate,,REP,Mark Yancey,0,0,0
Kenedy,1,United States Representative,34,REP,Over Votes,0,0,0
Kenedy,1,United States Representative,34,REP,Under Votes,3,2,1
Kenedy,1,United States Representative,34,REP,Rod Lingsch,0,0,0
Kenedy,1,United States Representative,34,REP,Rey Gonzalez,2,1,1
Kenedy,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",3,3,0
Kenedy,1,Railroad Commissioner,,REP,Ryan Sitton,1,0,1
Kenedy,1,"Chief Justice, Supreme Court",,REP,Over Votes,0,0,0
Kenedy,1,"Chief Justice, Supreme Court",,REP,Under Votes,2,1,1
Kenedy,1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,3,2,1
Kenedy,1,"Justice, Supreme Court, Place 6",,REP,Over Votes,0,0,0
Kenedy,1,"Justice, Supreme Court, Place 6",,REP,Under Votes,2,1,1
Kenedy,1,"Justice, Supreme Court, Place 6",,REP,Jane Bland,3,2,1
Kenedy,1,"Justice, Supreme Court, Place 7",,REP,Over Votes,0,0,0
Kenedy,1,"Justice, Supreme Court, Place 7",,REP,Under Votes,2,1,1
Kenedy,1,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,3,2,1
Kenedy,1,"Justice, Supreme Court, Place 8",,REP,Over Votes,0,0,0
Kenedy,1,"Justice, Supreme Court, Place 8",,REP,Under Votes,2,1,1
Kenedy,1,"Justice, Supreme Court, Place 8",,REP,Brett Busby,3,2,1
Kenedy,1,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,0,0,0
Kenedy,1,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,2,1,1
Kenedy,1,"Judge, Court of Criminal Appeals, Place 4",,REP,Over Votes,0,0,0
Kenedy,1,"Judge, Court of Criminal Appeals, Place 4",,REP,Under Votes,2,1,1
Kenedy,1,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,3,2,1
Kenedy,1,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,3,2,1
Kenedy,1,State Senator,27,REP,Over Votes,0,0,0
Kenedy,1,State Senator,27,REP,Under Votes,2,1,1
Kenedy,1,State Senator,27,REP,Vanessa Tijerina,3,2,1
Kenedy,1,State Representative,31,REP,Over Votes,0,0,0
Kenedy,1,State Representative,31,REP,Under Votes,2,1,1
Kenedy,1,State Representative,31,REP,Marian Knowlton,3,2,1
Kenedy,1,"Justice, 13th Court of Appeals District, Place 4 Unexpired Term",,REP,Over Votes,0,0,0
Kenedy,1,"Justice, 13th Court of Appeals District, Place 4 Unexpired Term",,REP,Under Votes,2,1,1
Kenedy,1,"Justice, 13th Court of Appeals District, Place 4 Unexpired Term",,REP,Jaime Tijerina,3,2,1
Kenedy,1,"Justice, 13th Court of Appeals District, Place 6",,REP,Over Votes,0,0,0
Kenedy,1,"Justice, 13th Court of Appeals District, Place 6",,REP,Under Votes,2,1,1
